Entry_Key,Form,Raw_Gloss_German,English_Gloss,Review,Translator,Model,Source_SHA256
berger-entry-3754,kahám ét-,schnappen nach,snap,machine-translated-unreviewed,Argos Translate,de_en 1.3,c98b835885a969a4a57ebf4bd5442b319d7364a93651963de10be556393fe02e
berger-entry-3755,hamaámo,"Art Unkraut, das in Feldern wächst, den giyá","species of weeds that grow in fields, the giyá",machine-translated-unreviewed,Argos Translate,de_en 1.3,a99354735e0ddd7a3488e10a5f3648602edbb3aa790621cb801e501ece4a3c1a
berger-entry-3756,hamagaáro,"einer, der allen hilft, hilfsbereit","one who helps everyone, helpful",machine-translated-unreviewed,Argos Translate,de_en 1.3,8c297b41763c9fc9cf98cffd81a5b45925820060f4bcdae1174c0bf67253b1d5
berger-entry-3758,hamál,"und pl., D.pl. -iśo, ng. -inè Nachbar, benachbart ; ; ; ; u.a","and pl., D.pl. -iśo, ng. -inè neighbor, neighbor ; ; ; ; etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,59c26f196750e0948bdb335ed4addb85fad2c3b3eff2418c4a16fdb352c15296
berger-entry-3759,hamál ét-,und man: sterben,and man: die,machine-translated-unreviewed,Argos Translate,de_en 1.3,e3b52651f6be1127206ef3d9cc4404754182760895e84a41bba7b4ccebebbd84
berger-entry-3760,hamalá,Angriff,attack,machine-translated-unreviewed,Argos Translate,de_en 1.3,0cdcb35cef1700a8382bef3eacac7e32890f05fa5a3c2c578486bae3f596713a
berger-entry-3762,hamár,"Speicherraum für GefäBe, Küchengeräte usw","storage room for vessels, kitchen appliances, etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,979264ee3c9aa399ba96ea02384e3382f561848c538b611709f8535b4ae1913d
berger-entry-3763,hameešá,s. hamiiśá,see hamiiśá,machine-translated-unreviewed,Argos Translate,de_en 1.3,0abc279dad9fd68966ddb7e83b523a5bf1585661ab346d57518c9fc634d9b547
berger-entry-3764,hamgáṭt,"grundloser Groll, Mißs mut i Q + ’gat)","groundless grudge, Misss mut i Q + ’gat",machine-translated-unreviewed,Argos Translate,de_en 1.3,cd3a50006684bde4e7fdd171b29be90130e9c02a039a84a83e7a6af258165c46
berger-entry-3765,hamíiśs,s. das Fg,see the following entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,61dbdc58a24dd8de76a6987c796fd2730b8f76898a55eb0948e60abbd67eb0a0
berger-entry-3766,hamiišá,ha,ha,machine-translated-unreviewed,Argos Translate,de_en 1.3,8693873cd8f8a2d9c7c596477180f851e525f4eaf55a4f637b445cb442a5e340
berger-entry-3767,hamíśo,"Art kleines Insekt, das an Luzernen geht",kind of small insect that goes to lucerne,machine-translated-unreviewed,Argos Translate,de_en 1.3,23999404292f328d30caffa4f2ee5132dc588d53ec2cbec2ca509a48b20e567c
berger-entry-3768,hamjám,der böse Blick,the evil eye,machine-translated-unreviewed,Argos Translate,de_en 1.3,d4c43ddd4bf34550234259d6224628e67e86f917f5f8645a48bfdac301b8809e
berger:p189:c1:e005,Ilhan,s. hin,look at it,machine-translated-unreviewed,Argos Translate,de_en 1.3,1d40d38639688194822d7b567afc3212b77edee92a7b9de58182d6b7adbec2c2
berger:p189:c1:e006,?han,"Tadel, Anklage, Vorwurf, Verdammung han =s- tadeln -ċí han qhaś ét- jdm. einen Tadel anhängen","blame, accusation, reproach, condemnation han =s- censure -ċí han qhaś ét- jdm. attach a censure",machine-translated-unreviewed,Argos Translate,de_en 1.3,3f470da7ea4c8901674a72527453d40d536e1507ca45609a3b193672fccd7666
berger-entry-3771,hánċhil,s. áńċil,see áńċil,machine-translated-unreviewed,Argos Translate,de_en 1.3,3b680f59afee86dfd98282c643611f6d344c3f86f532a23f6523df35300c6903
berger-entry-3772,handáliṅù,handíliù in barú han,handíliù in barú han,machine-translated-unreviewed,Argos Translate,de_en 1.3,002b85174d4c0619e7fa36cba43bec24c79fdc266c9626c347c0fe15fc202573
berger-entry-3772:dialect:1,handíliù,handíliù in barú han,handíliù in barú han,machine-translated-unreviewed,Argos Translate,de_en 1.3,002b85174d4c0619e7fa36cba43bec24c79fdc266c9626c347c0fe15fc202573
berger-entry-3773,handóő,"Stein (< *""handayó, pi. zu han dan ""ein Stein ""?)","stone (< * ""handayó, pi. to han dan ""a stone ""?)",machine-translated-unreviewed,Argos Translate,de_en 1.3,94282e7e4514bff81767ba99bbcc60ec4658820d25032009e903901f5a74f5ca
berger-entry-3774,handám,"einfältig, treuherzig-dumm, Einfaltspinsel","simple-minded, faithful-hearted stupid, simple-faced brush",machine-translated-unreviewed,Argos Translate,de_en 1.3,2a984c576d921ceae9828c27e229957baabe4c140e9a3f9880b5f860885b199c
berger-entry-3775,handámiskum,"wie, nach Art eines Einfaltspinsels","like, like, like a simple-face brush",machine-translated-unreviewed,Argos Translate,de_en 1.3,f5fc26744e1fc0bb6e1b4ed43662626d220ed7a4625ebafb79df52d2c371e882
berger-entry-3776,hánhan,s. hin,look at it,machine-translated-unreviewed,Argos Translate,de_en 1.3,1d40d38639688194822d7b567afc3212b77edee92a7b9de58182d6b7adbec2c2
berger-entry-3777,haní,"und pl., D.pl. -nénè Kern von Mandeln und im Stein von Steinfrüchten (bes. von Aprikosen)","and pl., D.pl. -nénè core of almonds and in stone of stone fruits (especially apricots)",machine-translated-unreviewed,Argos Translate,de_en 1.3,ed2f532771310e46e5eb94cd8ce0d8f366bf3f7f835759b843610c8a60cdfb75
berger-entry-3777:dialect:1,huni,"und pl., D.pl. -nénè Kern von Mandeln und im Stein von Steinfrüchten (bes. von Aprikosen)","and pl., D.pl. -nénè core of almonds and in stone of stone fruits (especially apricots)",machine-translated-unreviewed,Argos Translate,de_en 1.3,ed2f532771310e46e5eb94cd8ce0d8f366bf3f7f835759b843610c8a60cdfb75
berger-entry-3778,kanísi,"in ćéharór hanísi, s","in ćéharór hanísi, s",machine-translated-unreviewed,Argos Translate,de_en 1.3,a392ac8b50074e589231d891881390229f5bb435ef38d8c72a9dcc4b140305ce
berger-entry-3779,hánik,"große flache Holzschüssel, bes. für Butter (rituell verwendet, vgl. L Text XIII, p.208 und HI, p.l93a)}, die Schüssel mit Essen darauf","large flat wooden bowl, especially for butter (ritually used, cf. L text XIII, p.208 and HI, p.l93a)}, the bowl with food on it",machine-translated-unreviewed,Argos Translate,de_en 1.3,1caa74f9a89e4e60e635db5364d03bee34e775f5ceb80aac46b8216d91f41fe1
berger-entry-3780,hanísi,s. éhaṅór,see éhaṅór,machine-translated-unreviewed,Argos Translate,de_en 1.3,550f7743ec024991ee2bdfcc0d95ffc948241b63a767e372c4c1c23ece337a53
berger-entry-3781,hanisaári,"Name des Gilgit- Flusses (s. Hanisaári unter den En.);, adj. (Menschen) wetterwendisch, unberechenbar, wer sich bei allen Seiten zugleich anbiedert","name of the Gilgit River (see Hanisaári among the En.); adj. (people) weather-wendish, unpredictable, who bodes to all sides at once",machine-translated-unreviewed,Argos Translate,de_en 1.3,5d91f5ce08d65b40392d6b5929783e53ccb499c85ba7afc65ed0c4dbd9bfc14e
berger-entry-3781:dialect:1,kainisári,"Name des Gilgit- Flusses (s. Hanisaári unter den En.);, adj. (Menschen) wetterwendisch, unberechenbar, wer sich bei allen Seiten zugleich anbiedert","name of the Gilgit River (see Hanisaári among the En.); adj. (people) weather-wendish, unpredictable, who bodes to all sides at once",machine-translated-unreviewed,Argos Translate,de_en 1.3,5d91f5ce08d65b40392d6b5929783e53ccb499c85ba7afc65ed0c4dbd9bfc14e
berger-entry-3782,hanjíl,Holzkohle,charcoal,machine-translated-unreviewed,Argos Translate,de_en 1.3,5487d292425c407012b28bcb6746b4a195583c3c536efea575a995a2a7493655
berger-entry-3782:dialect:1,kanjit,Holzkohle,charcoal,machine-translated-unreviewed,Argos Translate,de_en 1.3,5487d292425c407012b28bcb6746b4a195583c3c536efea575a995a2a7493655
berger-entry-3783,hánjuko,"gleich, identisch; ähnlich (pl. von ‘han: vgl. -yáanis)","same, identical; similar (pl. of 'han: cf. -yáanis)",machine-translated-unreviewed,Argos Translate,de_en 1.3,c628cb10259fff862dd489a7b840246ef82bd1aaba25c827d411d1e76897240e
berger-entry-3784,hanpá,"eine Seite, Richtung; zur Seite (""han + -pa)","one side, direction; to the side (""han + -pa"")",machine-translated-unreviewed,Argos Translate,de_en 1.3,645ced2ddb69bf4eae21f5acea12b4b2ac5fc10a767533012e8095f6a1083143
berger-entry-3785,hanpámo,auf der einen Seite befindlich (z.B. paariger Körperteil),on the one hand located (e.g. paired body part),machine-translated-unreviewed,Argos Translate,de_en 1.3,35ceb053a69da8d9a586f0f73f8ff311f93b621d716e557703388023f088f550
berger-entry-3786,hanpáçi,auf der (die) einen (eine) Seite,on the one side,machine-translated-unreviewed,Argos Translate,de_en 1.3,6007c91ec5c8825f88c418dc55620f386bb514de4e20a4f1eb15d67c11f68371
berger-entry-3787,hanpáçimo,von der einen Seite,from one side,machine-translated-unreviewed,Argos Translate,de_en 1.3,cc0a1b89430658807ea571e9c68edfbd0f42c8a9883c46e40e9c5c6edb8e497e
berger-entry-3788,hánuman,s. hinuman,see Hinuman,machine-translated-unreviewed,Argos Translate,de_en 1.3,33062d796bd9e09a29f110523f5b15ff77484a7ee60c2dddf242d2bb1533c6f8
berger-entry-3804-dialect-1,haù,"Verstand, Geist, Witz, Gedanke; Rhythmus, Versmaß (pe. hang)","mind, mind, wit, thought; rhythm, verse measure (pe. hang)",machine-translated-unreviewed,Argos Translate,de_en 1.3,07411fc6603eb176d29d36edf8877831710180a98c1f071fbd6db32396590268
berger:p190:c1:e007,ćhaù,stumpf (Messer),blunt (knife),machine-translated-unreviewed,Argos Translate,de_en 1.3,b4a147a50d5c59a06c27ff3bfcb02709bb63976e3a8a29041621a930f790c909
berger:p190:c1:e008,haháṅ,r- stumpf machen,r- to blunt,machine-translated-unreviewed,Argos Translate,de_en 1.3,052d44ef05cc0d546834695858ef41a9b3f8de74cecced7bbf761f25b091c3ec
berger-entry-3792,haṅáai,"+t-, hz. auch haṅħeéś :t-, NH","+t-, hz. also haṅħeéś :t-, NH",machine-translated-unreviewed,Argos Translate,de_en 1.3,1a164d10afdcddccca0312e53f60cc108cd87d3e1ffef772c9f58b34264a1d50
berger-entry-3793,haṅáai-jaħùáai,+t- ds,+t- same as preceding entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,6d7d49732b19cf1627004dc8202bf30150dcc65ac60d4476fc49ad2f16663fe1
berger-entry-3794,haṅá-jaṅá,"haůó-jaṅó besinnungslos, stumpfsinnig, dumm","haůó-jaṅó senseless, stupid, stupid",machine-translated-unreviewed,Argos Translate,de_en 1.3,b81ad13af875f89acf96a9a595e81db5055689934c7a6422d8c8b1933f1ab3f7
berger-entry-3794:dialect:1,haůó-jaṅó,"haůó-jaṅó besinnungslos, stumpfsinnig, dumm","haůó-jaṅó senseless, stupid, stupid",machine-translated-unreviewed,Argos Translate,de_en 1.3,b81ad13af875f89acf96a9a595e81db5055689934c7a6422d8c8b1933f1ab3f7
berger-entry-3795,haṅaráṭt,"(Holz) hart, knorrig, (Fleisch) zäh; (Mensch) eigenwillig, widerspenstig","(wood) hard, gnarled, (flesh) tough; (human) self-willed, recalcitrant",machine-translated-unreviewed,Argos Translate,de_en 1.3,2d5807783ab307be93da98206dbbc440953ed3a457934b5dc0c04dfe64264950
berger-entry-3796,haṅeéś,s. haùáai,see also Haùáai,machine-translated-unreviewed,Argos Translate,de_en 1.3,f53bf3199eb6a9194bbd0a3b6e29584290770b7c1a7c77b98819588f2048f5b1
berger-entry-3794-dialect-1,haṅó-jaṅó,s. haṅňá-jaùṅá,see haṅňá-jaùṅá,machine-translated-unreviewed,Argos Translate,de_en 1.3,83faaeca29f36df10bae9380297110ae0788f6184be081bd393ff7660e9fad5f
berger:p190:c2:e006,ho,"man: (Fliegen, Vögel) in Schwärmen herumtoben, (Menschen) lärmend streiten","man: (flies, birds) romp in swarms, (humans) argue loudly",machine-translated-unreviewed,Argos Translate,de_en 1.3,0259f62f2ad667803c43f6737b8c7e1c1a0f2d6ede8177dcc3f9805d85141301
berger-entry-3797,háohao,man: ds. intensiv,man: same as preceding entry. intensive,machine-translated-unreviewed,Argos Translate,de_en 1.3,127d461141ef10ff21754a189b8769db3704c5b62a6a616c3b751e8c9f1ddc94
berger-entry-3798,haojáo,und háogáo Lärm von streitenden Leuten,and háogáo noise of arguing people,machine-translated-unreviewed,Argos Translate,de_en 1.3,149ef04cd246e639824514da4caa10c5d1f2950e2f7319033c98a212f0d3dade
berger-entry-3806-dialect-1,hápa,"t-, ng. hápa -yán- (Kind) auf die Schultern nehmen, auf die Arme nehmen '","'t-, ng. hápa -yán- (child) take on the shoulders, take on the arms'",machine-translated-unreviewed,Argos Translate,de_en 1.3,12a65d2e0db51d2fab0905d038582eb551c857fe66db263ddde47054a44971ce
berger-entry-3799,?hápa,"draußen, nach draußen , (gehen) (Kindersprache) - (= 'hápa, für hólpa?)","outside, outside, (going) (children's language) - (= 'hápa, for hólpa?)",machine-translated-unreviewed,Argos Translate,de_en 1.3,4fbd183d29170d566df505580b545e83208b4c790328537880f1d6a92fbbaa60
berger-entry-3804,hapák,Tamariske (= ng. húkar),tamariske (= ng. húkar),machine-translated-unreviewed,Argos Translate,de_en 1.3,7ef4ad5ee406910b566d7254c7fa465bfcc3e4765fcc8711aa846c85edf400b4
berger-entry-3805,hápkuin,"Gatte, Gattin (vel. ys. håpa ""Haushalt"" und +pkuċ)","spouse, wife (vel. ys. håpa ""household"" and +pkuċ)",machine-translated-unreviewed,Argos Translate,de_en 1.3,88bd0fb9439f2b7f2f6630bd361317237d8fd28389c4ceeb6c9aa03d9e74c145
berger-entry-3805:dialect:1,håpa,"Gatte, Gattin (vel. ys. håpa ""Haushalt"" und +pkuċ)","spouse, wife (vel. ys. håpa ""household"" and +pkuċ)",machine-translated-unreviewed,Argos Translate,de_en 1.3,88bd0fb9439f2b7f2f6630bd361317237d8fd28389c4ceeb6c9aa03d9e74c145
berger-entry-3807,hapú,"in hapúćhaś, NH apú ćhaś hz.ng. Astragalus polyanthus Royle und A. webbianus Graham, = Tragant, eine Art Dornengewächs, wird am Boden von Milchseihern angebracht; Wurzeln gekocht gegen ""Hitze"" und Bewußtlosigkeit","in hapúćhaś, NH apú ćhaś hz.ng. Astragalus polyanthus Royle and A. webbianus Graham, = tragacanth, a type of thorny plant, is attached to the bottom of milk eggs; roots cooked against ""heat"" and unconsciousness",machine-translated-unreviewed,Argos Translate,de_en 1.3,c55ff3cd0b55b2d4fb86515aac664cbc1cc52ab1e225ba3f4bb55b4d0bf9f5a1
berger-entry-3808,hapúus,Heuschrecke,locusts,machine-translated-unreviewed,Argos Translate,de_en 1.3,ad5c3100d562dc7560672f1fd12133d16169d4e5c8a9dfe4a0dac28705e61049
berger:p191:c1:e005,haq ét-,mit dem Kopf nicken,nod your head,machine-translated-unreviewed,Argos Translate,de_en 1.3,c5806c8697ebd92d6985b4359a92512c4f36474daaa3e477d7c855d80c110100
berger:p191:c1:e006,haq,"Recht, Gerechtigkeit, Anspruch","right, justice, entitlement",machine-translated-unreviewed,Argos Translate,de_en 1.3,a392801b8dff30de00c303cdb132f36c645f8e3b7a7502a39ac22c76f53af1e2
berger:p191:c1:e007,haqdáar,der ein Anrecht auf etwas hat,he who is entitled to something,machine-translated-unreviewed,Argos Translate,de_en 1.3,3558e1d41a52ce5bed82b19f7ed5741f0539b5fbe877c4bcf842f4f81c7d0c7f
berger:p191:c1:e008,haqiiqát,"Wahrheit, Wirklichkeit 2. 1","truth, reality 2",machine-translated-unreviewed,Argos Translate,de_en 1.3,86da69d57605e7eb2338884a526b0c3a659344e86d343d30a596da9327af0bc1
berger:p191:c1:e009,haqiq,Karneolstein,carnel stone,machine-translated-unreviewed,Argos Translate,de_en 1.3,6678730f54e8702071841018df55d741a29348c0bdf8976a14de07c8ca4ea539
berger:p191:c1:e010,háqhai,Essen beim Tode eines Kindes unter drei Jahren,eating at the death of a child under three years of age,machine-translated-unreviewed,Argos Translate,de_en 1.3,869fd9d7d4834e16dd2f1cf5f24db7ee9c6f180e0674d7b182bc9689221ca115
berger:p191:c1:e011,haqhái ét-,schnell laufen,run fast,machine-translated-unreviewed,Argos Translate,de_en 1.3,016120f2b04193f2da80c993a1361a94e0eff4a7f48e2c21cf8ef868122a418e
berger-entry-3812,har,"kleine eingeschnittene Schlucht, eingeschnittenes Flußbett","small incised gorge, incised riverbed",machine-translated-unreviewed,Argos Translate,de_en 1.3,4682a6104aa1255c24e7e4082d7158f760945854f0ceaeced1d2b06d5cc93cfd
berger-entry-3813,har,"und pl., D.pl. hz.ng. -ó Ochse, Stier ; ; ; ; u.a.; {ys. har)","and pl., D.pl. hz.ng. -ó ox, bull ; ; ; ; etc.; {ys. har)",machine-translated-unreviewed,Argos Translate,de_en 1.3,2e3b6d2d6db31b630ea7212a4ed894365e85d33b6b8be4d8b5665fe6fb29bec3
berger-entry-3814,háriski,wie ein Ochse (arbeiten usw.),"like an ox (working, etc.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,9f3efd66927d06e6514141333018a0e2b64ea921da9b46a3f15b5160f1d80224
berger-entry-3815,hárkum Ochsen-,wie ein Ochse,like an ox,machine-translated-unreviewed,Argos Translate,de_en 1.3,6c81838a3eb94b3906af64b32fd162870b95e7a2786ba8138d920e0d52ddb5d3
berger-entry-3816,harbuá,Rindvieh,cattle,machine-translated-unreviewed,Argos Translate,de_en 1.3,4751ded2727141d68178135ea346e49cfabfb85ca52eaa71cdc7a20b8d3a4da4
berger-entry-3816:dialect:1,har-biá,Rindvieh,cattle,machine-translated-unreviewed,Argos Translate,de_en 1.3,4751ded2727141d68178135ea346e49cfabfb85ca52eaa71cdc7a20b8d3a4da4
berger-entry-3819-dialect-1,har,Kornwurm,grainworm,machine-translated-unreviewed,Argos Translate,de_en 1.3,50009a731900f8f6c82c1dfb2c320ae59bc9e85fdcd97b3e96b1f91d32484b41
berger:p191:c2:e006,å4har,"jeder, all","everyone, all",machine-translated-unreviewed,Argos Translate,de_en 1.3,98a71b6bff1ee520afbf399b5fe73e981bb62ca9ebba35105a07ecdb5751848e
berger-entry-3819,hará- -ćć-,"nuhára hz.ng., neg. hz","nuhára hz.ng., neg. hz",machine-translated-unreviewed,Argos Translate,de_en 1.3,7e0dbd401d6c9766014a1e08387df3bbd55f1bd95a9136e832e7177359e55cd7
berger-entry-3819:dialect:1,hariá-,"nuhára hz.ng., neg. hz","nuhára hz.ng., neg. hz",machine-translated-unreviewed,Argos Translate,de_en 1.3,7e0dbd401d6c9766014a1e08387df3bbd55f1bd95a9136e832e7177359e55cd7
berger:p191:c2:e008,wara-,pissen lassen,let's piss,machine-translated-unreviewed,Argos Translate,de_en 1.3,ef831e48777a6bdf2848b5b309f853f5459fe872d6a8323b6d4dbcb30eb3de12
berger-entry-3821,haráś,Urin ; ; ; ; ; das Pissen 22. 15,urine; ; ; ; ; the piss 22,machine-translated-unreviewed,Argos Translate,de_en 1.3,8c196aa12b0207c478b6045bfc4ec0fd99c702d0a92d7f6da49973b5958ff7f5
berger-entry-3821:dialect:1,hariáś,Urin ; ; ; ; ; das Pissen 22. 15,urine; ; ; ; ; the piss 22,machine-translated-unreviewed,Argos Translate,de_en 1.3,8c196aa12b0207c478b6045bfc4ec0fd99c702d0a92d7f6da49973b5958ff7f5
berger-entry-3822,haråáam,"unerlaubt, verboten, tabu","illicit, forbidden, taboo",machine-translated-unreviewed,Argos Translate,de_en 1.3,bde584d27b42974e662559fc91cf814c76d208156cc4c63cf28909a43b1e39c4
berger-entry-3823,haraamí,s. das Fg,see the following entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,61dbdc58a24dd8de76a6987c796fd2730b8f76898a55eb0948e60abbd67eb0a0
berger-entry-3824,haraamzaadá,"oder haraamí l4 Bankert, Hurensohn (Schimpfwort)","or haraamí l4 banker, son of a bitch (swear word)",machine-translated-unreviewed,Argos Translate,de_en 1.3,2497db6e32f1593abb0944812c231389fb6104c45702bbc755e655a81839e0e4
berger-entry-3825,haráay,"Einzäunung, Hürde, Pferch; eingezäunter Lagerplatz für Vieh und Hirten auf der Hochweide ; 20; ; ; ; ; h. pl. karáakindaro freier, von niemandem abhängiger Stamm (in früherer Zeit) f","fence, hurdle, pen; fenced in place of storage for cattle and shepherds in the high pasture; 20; ; ; ; h. pl. karáakindaro free tribe (in former times) undependent on anyone f",machine-translated-unreviewed,Argos Translate,de_en 1.3,790ff8eec52011019fe8cd83ed59392f67043b31abd52e3e48d314727fa4fe19
berger-entry-3826,harált,"Regen, pl. Regenfälle, Regenwolken, bedeckter Himmel","rain, pl. rains, rain clouds, covered sky",machine-translated-unreviewed,Argos Translate,de_en 1.3,ec3788c39447165fe3f9d9e0737243286d3f8a56c076da6db3ddc90c8e5eaa8d
berger-entry-3826:dialect:1,haráit,"Regen, pl. Regenfälle, Regenwolken, bedeckter Himmel","rain, pl. rains, rain clouds, covered sky",machine-translated-unreviewed,Argos Translate,de_en 1.3,ec3788c39447165fe3f9d9e0737243286d3f8a56c076da6db3ddc90c8e5eaa8d
berger-entry-3827,harálćimo,(für *harált-ćimo) aus dem Regen (vom Erscheinen der Sonne),(for *harált-ćimo) from the rain (from the appearance of the sun),machine-translated-unreviewed,Argos Translate,de_en 1.3,c0da5e2b883111905e5e464fbedaa5cb06ec480fc1cce8813d1435fa854877d9
berger-entry-3828,haránç,"fünfzinkige hölzerne Heugabel ; ng. auch: Speisegabel, (Fr.} Worfelgabel","five-tent wooden pitchfork; ng. also: food fork, (Fr.) worfel fork",machine-translated-unreviewed,Argos Translate,de_en 1.3,a8c272decf8957dedb1cc5501950c057ebc94356095332718e72905c78a704a5
berger-entry-3830,haráů,"mit Abs. unter, inmitten von, zwischen , untereinander, beieinander, gegenseitig 4. 5; ; adj. (Besitz) gemeinsam, Teilhaber; adv. gemeinsam, als Partner (bei einem Geschäft usw.)","with para below, in the midst of, between, among, among, among, each other, 4. 5; adj. (ownership) together, shareholders; adv. together, as partners (in a business, etc.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,251ea606a792f3e65a5f43d04b01e34c90848d143f5b58fbbf702bf24f1f37c3
berger-entry-3830:dialect:1,haráṅ,"mit Abs. unter, inmitten von, zwischen , untereinander, beieinander, gegenseitig 4. 5; ; adj. (Besitz) gemeinsam, Teilhaber; adv. gemeinsam, als Partner (bei einem Geschäft usw.)","with para below, in the midst of, between, among, among, among, each other, 4. 5; adj. (ownership) together, shareholders; adv. together, as partners (in a business, etc.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,251ea606a792f3e65a5f43d04b01e34c90848d143f5b58fbbf702bf24f1f37c3
berger-entry-3831,haraṅoó,"dazwischen, zwischen zwei, Leuten (von haráṅń)","between, between two, people (from haráṅń)",machine-translated-unreviewed,Argos Translate,de_en 1.3,7c02169133075e6ab1adac89598a481b173a6e9b2b128f60fdafb1042af92013
berger-entry-3833,haráṅńući,"in der Mitte, dazwischen","in the middle, in between",machine-translated-unreviewed,Argos Translate,de_en 1.3,4aefdac5dcffc1d72c66a5286bbcdb7ee9337d9c97616a7f89924d5c0c5d19f8
berger-entry-3833:dialect:1,haráṅući,"in der Mitte, dazwischen","in the middle, in between",machine-translated-unreviewed,Argos Translate,de_en 1.3,4aefdac5dcffc1d72c66a5286bbcdb7ee9337d9c97616a7f89924d5c0c5d19f8
berger-entry-3834,haráńṅuś,"Heiratsvermittler, Kuppler (von haráṅ)","matchmaker, matchmaker (from haráṅ)",machine-translated-unreviewed,Argos Translate,de_en 1.3,de865349bb7270b569addacc5275c473a817694cce82e2cb7cd1317afcc46038
berger-entry-3835,haráṅutali,mitten durch ... (gehen usw.) (Gen.),"middle of ... (going, etc.) (Gen.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,7e6fd2f959c1f6c9794c72d740355952083f283a6ddc675264861e0e6247c03f
berger-entry-3835:dialect:1,harańtál,mitten durch ... (gehen usw.) (Gen.),"middle of ... (going, etc.) (Gen.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,7e6fd2f959c1f6c9794c72d740355952083f283a6ddc675264861e0e6247c03f
berger-entry-3821-dialect-1,haráś,s. hará,see Hará,machine-translated-unreviewed,Argos Translate,de_en 1.3,b8bfbca40cc588afa94257f6819ee770f206fe21217cbf56eac8fb3f8f7d5e18
berger-entry-3838,hárćimo,çhin hz.ng. kleiner,çhin hz.ng. smaller,machine-translated-unreviewed,Argos Translate,de_en 1.3,1de6edf54b3439ed523cc66671133e9a78d77e75c12bc3a9d4f0bcbb5c15dd8c
berger-entry-3839,harćúmo,"oder asilí harćúmo ng. Waldheimia tomentosa Regel, Blüten mit Fett gekocht gegen blutigen Durchfall","or asilí harćúmo ng. Waldheimia tomentosa rule, flowers cooked with fat against bloody diarrhea",machine-translated-unreviewed,Argos Translate,de_en 1.3,effe8a79c712ca233fd4f4f086be00aa7727c7c4be9930c652b30067f0f758b2
berger-entry-3840,harçúm,"aśçúm Jochbalken des Pflugs (der auf dem Hals der Ochsen liegt), Kolben (des Gewehrs) ; {zu karś)","aśçúm yoke beam of the plow (which lies on the neck of the oxen), piston (of the rifle) ; {to karś]",machine-translated-unreviewed,Argos Translate,de_en 1.3,d1e97699cdac4163a056a4adb912a6693530d95236d66b85f0d5b549b999ec0e
berger-entry-3840:dialect:1,aśçúm,"aśçúm Jochbalken des Pflugs (der auf dem Hals der Ochsen liegt), Kolben (des Gewehrs) ; {zu karś)","aśçúm yoke beam of the plow (which lies on the neck of the oxen), piston (of the rifle) ; {to karś]",machine-translated-unreviewed,Argos Translate,de_en 1.3,d1e97699cdac4163a056a4adb912a6693530d95236d66b85f0d5b549b999ec0e
berger-entry-3841,haréeyas,"Öl oder Butter mit Teig Kindern ins Gesicht eingerieben, damit keine Haare darauf wachsen",oil or butter with dough rubbed on the children's face so that no hair grows on it,machine-translated-unreviewed,Argos Translate,de_en 1.3,9762857a219870b56175e52a13038b688b1a7a02384f9bf83784757853f76031
berger-entry-3842,hargá-hargá,"hüh! (Zuruf an Ochsen beim Pflügen) Char + Imp. ga, s. unter gán-)","huh! (crying to oxen while plowing) Char + Imp. ga, s. under gán-)",machine-translated-unreviewed,Argos Translate,de_en 1.3,d359e3a0264b03f1f4e47cff3f88831eea62a6a9dbb10e333b12fbeca35d90dc
berger-entry-3830-dialect-1,hargál,"Convolvulus arvensis Linn., = Ackerwinde","convolvulus arvensis Linn., = farm winds",machine-translated-unreviewed,Argos Translate,de_en 1.3,f2669c2ad8c8ea6c6db1a8f74b6d987026288f243b6ef6cbc143377dce575291
berger-entry-3843,?hargál,in: ine hargál kam maními er mußte klein beigeben (= 'hargáľ),in: ine hargál came maními he had to give in (= 'hargáľ'),machine-translated-unreviewed,Argos Translate,de_en 1.3,acfe1964e41b5f2d68bb17dc2399df4a6cde58c1f1bbd8b3742df0050077121b
berger-entry-3845,hargín,"Drache, Ungeheuer, entsteht aus einer gewöhnlichen Schlange, wenn sie groß und alt wird fF","dragon, monster, arises from an ordinary snake when it grows large and old fF",machine-translated-unreviewed,Argos Translate,de_en 1.3,cfdc6f4fdf387f9236260957b2f59031fa304e3deb979e8940b1ed5c333739ff
berger-entry-3846,hargís,mit Neg.: auf keinen Fall,with neg.: in no case,machine-translated-unreviewed,Argos Translate,de_en 1.3,4ebd8d7dc5ee66ada25e3e5407cd3b2778e7bde798f8c63314955c7192fc1782
berger-entry-3847,hargót,"Ableger, Setzling (des Weinstocks)","offshoot, seedling (of the vine)",machine-translated-unreviewed,Argos Translate,de_en 1.3,8b8174f124e735568bf402ef2088a0b7bfad80e50e05a9934368bf419e86cb4b
