Source_Key,PDF_Page,Printed_Page,Page_Line,Item,Gloss,Source_Code,List,Role,Existing_SSNP_Dialect,Source_Cell,Verified_Cell,Similarity_Groups,Expanded_Forms,Record_Type,Review_Method,Review_Status,Confidence,Status,Reason,Language_ID,Dialect_ID,Citation,Installed_Count,Entry_Keys
hugoniot-polster-ahmad-rajan2023easterngujari,44,36,143,18,leg,NAL,Nalagarh/H.P.,new Indian target,,2  dʒʌŋg,2  dʒʌŋg,2,dʒʌŋg,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list NAL]",1,sileasterngujari2023:p044:i018:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,44,36,144,18,leg,DEH,Dehradun/U.P.,new Indian target,,2  dʒɛŋg,2  dʒɛŋg,2,dʒɛŋg,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list DEH]",1,sileasterngujari2023:p044:i018:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,44,36,145,18,leg,KOT,Kotdwara/U.P.,new Indian target,,2  dʒʌŋg,2  dʒʌŋg,2,dʒʌŋg,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list KOT]",1,sileasterngujari2023:p044:i018:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,44,36,146,18,leg,HAL,Haldwani/U.P.,new Indian target,,2  dʒʌŋg,2  dʒʌŋg,2,dʒʌŋg,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list HAL]",1,sileasterngujari2023:p044:i018:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,24,19,skin,URD,Urdu,Urdu control,,4  dʒɪld,4  dʒɪld,4,dʒɪld,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,25,19,skin,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  tʃʌmɽi,1  tʃʌmɽi,1,tʃʌmɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,26,19,skin,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,2  tʃʌm,2  tʃʌm,2,tʃʌm,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,27,19,skin,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,2  tʃʌm,2  tʃʌm,2,tʃʌm,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,28,19,skin,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  tʃʌmɾʌ,1  tʃʌmɾʌ,1,tʃʌmɾʌ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,29,19,skin,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,1  tsʌmbɾi,1  tsʌmbɾi,1,tsʌmbɾi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,30,19,skin,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  tʃʌmbɽi / 1  tʃʌmbɽʌ,1  tʃʌmbɽi / 1  tʃʌmbɽʌ,1 | 1,tʃʌmbɽi | tʃʌmbɽʌ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,31,19,skin,UDH,Udhampur/J&K,new Indian target,,1  tʃʌməɽi,1  tʃʌməɽi,1,tʃʌməɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list UDH]",1,sileasterngujari2023:p045:i019:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,32,19,skin,JAM,Jammu/J&K,new Indian target,,1  tʃʌməɽi / 3  mɑs,1  tʃʌməɽi / 3  mɑs,1 | 3,tʃʌməɽi | mɑs,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list JAM]",2,sileasterngujari2023:p045:i019:JAM:a1 | sileasterngujari2023:p045:i019:JAM:a2
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,33,19,skin,CHA,Chamba/H.P.,new Indian target,,1  tʃʌməɽɑ,1  tʃʌməɽɑ,1,tʃʌməɽɑ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list CHA]",1,sileasterngujari2023:p045:i019:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,34,19,skin,RAM,Rampur/H.P.,new Indian target,,1  tʃʌməɽi,1  tʃʌməɽi,1,tʃʌməɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list RAM]",1,sileasterngujari2023:p045:i019:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,35,19,skin,NAL,Nalagarh/H.P.,new Indian target,,1  tʃʌməɽɑ / 4  dʒɪnd,1  tʃʌməɽɑ / 4  dʒɪnd,1 | 4,tʃʌməɽɑ | dʒɪnd,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list NAL]",2,sileasterngujari2023:p045:i019:NAL:a1 | sileasterngujari2023:p045:i019:NAL:a2
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,36,19,skin,DEH,Dehradun/U.P.,new Indian target,,3  mɑs,3  mɑs,3,mɑs,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list DEH]",1,sileasterngujari2023:p045:i019:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,37,19,skin,KOT,Kotdwara/U.P.,new Indian target,,1  tʃʌməɽi,1  tʃʌməɽi,1,tʃʌməɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list KOT]",1,sileasterngujari2023:p045:i019:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,38,19,skin,HAL,Haldwani/U.P.,new Indian target,,1  tʃʌməɽi,1  tʃʌməɽi,1,tʃʌməɽi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list HAL]",1,sileasterngujari2023:p045:i019:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,42,20,bone,URD,Urdu,Urdu control,,1  hʌɖːi,1  hʌɖːi,1,hʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,43,20,bone,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  hʌɖi,1  hʌɖi,1,hʌɖi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,44,20,bone,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,1  hʌɖi,1  hʌɖi,1,hʌɖi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,45,20,bone,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,1  hʌɖi,1  hʌɖi,1,hʌɖi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,46,20,bone,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  hʌɖːi,1  hʌɖːi,1,hʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,47,20,bone,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,1  hʌɖi,1  hʌɖi,1,hʌɖi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,48,20,bone,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  hʌɖi,1  hʌɖi,1,hʌɖi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,49,20,bone,UDH,Udhampur/J&K,new Indian target,,1  ʌɖːi,1  ʌɖːi,1,ʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list UDH]",1,sileasterngujari2023:p045:i020:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,50,20,bone,JAM,Jammu/J&K,new Indian target,,1  ʌɖːi,1  ʌɖːi,1,ʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list JAM]",1,sileasterngujari2023:p045:i020:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,51,20,bone,CHA,Chamba/H.P.,new Indian target,,1  hʌɖːi,1  hʌɖːi,1,hʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list CHA]",1,sileasterngujari2023:p045:i020:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,52,20,bone,RAM,Rampur/H.P.,new Indian target,,1  ʌɖːi,1  ʌɖːi,1,ʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list RAM]",1,sileasterngujari2023:p045:i020:RAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,53,20,bone,NAL,Nalagarh/H.P.,new Indian target,,1  ʌɖːi,1  ʌɖːi,1,ʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list NAL]",1,sileasterngujari2023:p045:i020:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,54,20,bone,DEH,Dehradun/U.P.,new Indian target,,1  hʌɖːi,1  hʌɖːi,1,hʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list DEH]",1,sileasterngujari2023:p045:i020:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,55,20,bone,KOT,Kotdwara/U.P.,new Indian target,,1  hʌɖːi,1  hʌɖːi,1,hʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list KOT]",1,sileasterngujari2023:p045:i020:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,56,20,bone,HAL,Haldwani/U.P.,new Indian target,,1  ʌɖːi,1  ʌɖːi,1,ʌɖːi,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list HAL]",1,sileasterngujari2023:p045:i020:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,60,21,heart,URD,Urdu,Urdu control,,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,61,21,heart,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,62,21,heart,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,63,21,heart,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,64,21,heart,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list KGH]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,65,21,heart,NAK,North. Azad/Pak,republished SSNP list,SSNP-gojri-NAK,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-NAK,,SSNP-gojri-NAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list NAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,66,21,heart,CAK,Centr. Azad/Pak,republished SSNP list,SSNP-gojri-CAK,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CAK,,SSNP-gojri-CAK,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list CAK]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,67,21,heart,UDH,Udhampur/J&K,new Indian target,,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-udhampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list UDH]",1,sileasterngujari2023:p045:i021:UDH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,68,21,heart,JAM,Jammu/J&K,new Indian target,,4  kʌledʒo,4  kʌledʒo,4,kʌledʒo,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-jammu,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list JAM]",1,sileasterngujari2023:p045:i021:JAM:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,69,21,heart,CHA,Chamba/H.P.,new Indian target,,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-chamba,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list CHA]",1,sileasterngujari2023:p045:i021:CHA:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,70,21,heart,RAM,Rampur/H.P.,new Indian target,,1  dɛl / 3  ɾukuɽɑ,1  dɛl / 3  ɾukuɽɑ,1 | 3,dɛl | ɾukuɽɑ,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-rampur,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list RAM]",2,sileasterngujari2023:p045:i021:RAM:a1 | sileasterngujari2023:p045:i021:RAM:a2
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,71,21,heart,NAL,Nalagarh/H.P.,new Indian target,,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-nalagarh,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list NAL]",1,sileasterngujari2023:p045:i021:NAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,72,21,heart,DEH,Dehradun/U.P.,new Indian target,,2  sino,2  sino,2,sino,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-dehra-dun,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list DEH]",1,sileasterngujari2023:p045:i021:DEH:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,73,21,heart,KOT,Kotdwara/U.P.,new Indian target,,1  dɛl,1  dɛl,1,dɛl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-kotdwara,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list KOT]",1,sileasterngujari2023:p045:i021:KOT:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,74,21,heart,HAL,Haldwani/U.P.,new Indian target,,1  dɪl,1  dɪl,1,dɪl,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,installed,,Goj,sil-eastern-gujari-1996-haldwani,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 21, list HAL]",1,sileasterngujari2023:p045:i021:HAL:a1
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,96,22,blood,URD,Urdu,Urdu control,,3  xun,3  xun,3,xun,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,Urdu comparison control,,,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 22, list URD]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,97,22,blood,CHT,Chitral/Pak,republished SSNP list,SSNP-gojri-CHT,1  rʌt,1  rʌt,1,rʌt,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-CHT,,SSNP-gojri-CHT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 22, list CHT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,98,22,blood,SSW,Settlet Swat/Pak,republished SSNP list,SSNP-gojri-SSW,1  rʌth,1  rʌth,1,rʌth,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-SSW,,SSNP-gojri-SSW,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 22, list SSW]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,99,22,blood,GLT,Gilgit/Pak,republished SSNP list,SSNP-gojri-GLT,1  rʌt,1  rʌt,1,rʌt,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-GLT,,SSNP-gojri-GLT,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 22, list GLT]",0,
hugoniot-polster-ahmad-rajan2023easterngujari,45,37,100,22,blood,KGH,Kaghan/Pak,republished SSNP list,SSNP-gojri-KGH,1  rʌth,1  rʌth,1,rʌth,response,manual visual comparison against 180-dpi rendered canonical PDF page; Unicode text layer used only as extraction scaffold,complete,high,excluded,audit-only reprint; primary SSNP data already installed as SSNP-gojri-KGH,,SSNP-gojri-KGH,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 22, list KGH]",0,
