Status,Entry_Key,Printed_Page,Column,Source_Label,Raw_OCR_Label,Raw_OCR_Block,Form,Gloss,POS,Loan,Uncertain
ocr_unreviewed,mundlay1996:328,23,2,328,328,"cahār (NV) ‘echo, to hear an echo’.",cahār,"echo, to hear an echo",NV,no,no
ocr_unreviewed,mundlay1996:329,23,2,329,329,"ćaka (V) ‘to catch’, cf. SM. cab-/jab- ‘to catch’, see 335.",ćaka,to catch,V,no,no
ocr_unreviewed,mundlay1996:330,23,2,330,330,"caká (V) ‘to climb’, see 335.",caká,to climb,V,no,no
ocr_unreviewed,mundlay1996:331,23,2,331,331,čakāk (V) ‘to be stationary’.,čakāk,to be stationary,V,no,no
ocr_unreviewed,mundlay1996:332,23,2,332,332,"cakāy-ajni (VC) ‘to stoop, bend down’.",cakāy-ajni,"to stoop, bend down",VC,no,no
ocr_unreviewed,mundlay1996:333,23,2,333,727333,cakkān (N) ‘whirlwind’.,cakkān,whirlwind,N,no,no
ocr_unreviewed,mundlay1996:334,23,2,334,334,"cakhāw (V) ‘to sweep’, cf. SM. *juq-, *joq-.",cakhāw,to sweep,V,no,no
ocr_unreviewed,mundlay1996:335,23,2,335,335,cākí (V) ‘to cling’.,cākí,to cling,V,no,no
ocr_unreviewed,mundlay1996:336,23,2,336,336,cãākini (V) ‘to hear’.,cãākini,to hear,V,no,no
ocr_unreviewed,mundlay1996:337,23,2,337,337,"cāko (V) ‘to climb’, see 330. Also in imperative form, one attested instance of biji coka.",cāko,to climb,V,no,no
ocr_unreviewed,mundlay1996:338,23,2,338,338,"cālom (V) ‘to beat the drum, etc.’, cf. GR. lun- ‘to thank/run’ ?",cālom,"to beat the drum, etc.",V,no,no
ocr_unreviewed,mundlay1996:339,23,2,339,339,"caloj (V) ‘thunder’, see 338 for cf.; e.g., badra calonka ‘clouds thunder’.",caloj,thunder,V,no,no
ocr_unreviewed,mundlay1996:340,23,2,340,340,"calphēj (N} ‘covering of a cooking-vessel’, cf. SM. dal, K. calpon ‘palm of the hand’.",calphēj,covering of a cooking-vessel,N,no,no
ocr_unreviewed,mundlay1996:341,23,2,341,L341,"cambāli (N) ‘small white fragrant flower similar to Jasmine’, cf. M. cameli, Md. cambeli.",cambāli,small white fragrant flower similar to Jasmine,N,yes,no
ocr_unreviewed,mundlay1996:342,23,2,342,342,"canā (N) ‘dance’, cf. K., su-sun ‘dance’, SM. susun ‘to accompany’. a. canā-dhol (NC) ‘dance drum’, cf. M. dhol ‘drum’.",canā,dance,N,no,no
ocr_unreviewed,mundlay1996:343,23,2,343,343,"cán (N) ‘fish’, cf. K. ka-, K. cade ‘fish sp.’",cán,fish,N,no,no
ocr_unreviewed,mundlay1996:344,23,2,344,344,"cāndā(w) (N) ‘fish’, see 343, cf. K. dar ‘water’ candata (plural is more frequently used than singular).",cāndā,fish,w,no,no
ocr_unreviewed,mundlay1996:345,23,2,345,345,"cāndāw(a)ti (N) ‘neighborhood’, cf. 344 — ‘shares of fish’ ?",cāndāw,neighborhood,a,no,no
ocr_unreviewed,mundlay1996:346,23,2,346,L346,"cāndi (N) ‘silver’, cf. M. candi.",cāndi,silver,N,yes,no
ocr_unreviewed,mundlay1996:347,23,2,347,347,capat(a) (V) ‘to chew’.,capat,to chew,a,no,no
ocr_unreviewed,mundlay1996:348,23,2,348,348,"cā-peth see ca above,",cā-peth,,,no,no
ocr_unreviewed,mundlay1996:349,23,2,349,349,"cāpiniku (N pl) Nihal term for Korkus (derogatory), cf. sani ‘smell’.",cāpiniku,smell,N pl,no,no
ocr_unreviewed,mundlay1996:350,23,2,350,350,"cāpir (N) ‘an edible root, cf. SM. sa- ‘classifier’.",cāpir,"an edible root, cf. SM. sa- ‘classifier",N,no,no
ocr_unreviewed,mundlay1996:351,23,2,351,351,caraï (N) ‘small river’.,caraï,small river,N,no,no
ocr_unreviewed,mundlay1996:352,23,2,352,352,"caré(k) (V) ‘to cut’, cf. K. cereq-.",caré,to cut,k,no,no
ocr_unreviewed,mundlay1996:353,23,2,353,353,"carkhad (N) ‘waist’, cf. SM. -sab in ki-sab.",carkhad,waist,N,no,no
ocr_unreviewed,mundlay1996:354,23,2,354,354,"cārko (N) ‘black-faced monkeys’, cf. SM. saq-, saraq- ‘monkey’.",cārko,black-faced monkeys,N,no,no
ocr_unreviewed,mundlay1996:355,23,2,355,355,"cārmāru (N) ‘centipede’, cf SM. -mar ‘centipede, scorpion, stinging insect’.",cārmāru,centipede,N,no,no
ocr_unreviewed,mundlay1996:356,24,1,356,356,"cārmāru (N) ‘yellow wild flower of many petals’, cf. 355. It could be the same morpheme.",cārmāru,yellow wild flower of many petals,N,no,no
ocr_unreviewed,mundlay1996:357,24,1,357,L357,"catā (Adj - V) ‘hot’, cf. M. catka.",catā,hot,Adj - V,yes,no
ocr_unreviewed,mundlay1996:358,24,1,358,L358,catāko (N) ‘1/16 of a seer’ (old measure before metric system was adopted in India). A seer is a little less than a kilogram. Cf. M. čhatāk.,catāko,1/16 of a seer,N,yes,no
ocr_unreviewed,mundlay1996:359,24,1,359,359,"cátay (V) ‘to be burnt’, cf. 357.",cátay,to be burnt,V,no,no
ocr_unreviewed,mundlay1996:360,24,1,360,M360,"catni (N) ‘sauce’, cf. MH. catni.",catni,sauce,N,no,no
ocr_unreviewed,mundlay1996:361,24,1,361,361,"cato (I) ‘quickly’, cf. M. catkan, H. cat-se.",cato,quickly,I,no,no
ocr_unreviewed,mundlay1996:362,24,1,362,362,cåto (NV) ‘hunger; to be hungry’.,cåto,hunger; to be hungry,NV,no,no
ocr_unreviewed,mundlay1996:363,24,1,363,363,"cattā (Adj - V) ‘hot’, see 357.",cattā,hot,Adj - V,no,no
ocr_unreviewed,mundlay1996:364,24,1,364,L364,"caturāy (NV) ‘clevemess’, cf. M. caturai.",caturāy,clevemess,NV,yes,no
ocr_unreviewed,mundlay1996:365,24,1,365,365,cāwak (V) ‘to be afraid’.,cāwak,to be afraid,V,no,no
ocr_unreviewed,mundlay1996:366,24,1,366,366,cāwgó (NV) ‘fear’. a. cãwgo manšo (NC) ‘a coward’.,cāwgó,fear,NV,no,no
ocr_unreviewed,mundlay1996:367,24,1,367,367,cāwki (N) ‘heart of a lamb’.,cāwki,heart of a lamb,N,no,no
ocr_unreviewed,mundlay1996:368,24,1,368,368,cauni (N) ‘temple’.,cauni,temple,N,no,no
ocr_unreviewed,mundlay1996:369,24,1,369,369,cayni (num) ‘first.,cayni,,num,no,no
ocr_unreviewed,mundlay1996:370,24,1,370,370,"ceki (V) ‘to hold, arrest’.",ceki,"to hold, arrest",V,no,no
ocr_unreviewed,mundlay1996:371,24,1,371,371,"ceki(k) (V) ‘to catch (a ball, etc.).",ceki,,k,no,no
ocr_unreviewed,mundlay1996:372,24,1,372,372,cekki (V) ‘to pursue’.,cekki,to pursue,V,no,no
ocr_unreviewed,mundlay1996:373,24,1,373,373,cekini (V) ‘to hear’.,cekini,to hear,V,no,no
ocr_unreviewed,mundlay1996:374,24,1,374,374,"cekoto (V} ‘to chop meat’, cf. GU seb- ‘to slaughter’.",cekoto,to chop meat,V,no,no
ocr_unreviewed,mundlay1996:375,24,1,375,375,"cekto (N) ‘knife’, cf. 374.",cekto,knife,N,no,no
ocr_unreviewed,mundlay1996:376,24,1,376,?376,celkeye (N) ‘small market basket carried on head’.,celkeye,small market basket carried on head,N,no,yes
ocr_unreviewed,mundlay1996:377,24,1,377,377,cenda (V) ‘to throw’.,cenda,to throw,V,no,no
ocr_unreviewed,mundlay1996:378,24,1,378,378,cended (N) ‘moon’.,cended,moon,N,no,no
ocr_unreviewed,mundlay1996:379,24,1,379,379,"céyni (num) ‘first, previously’, see 369.",céyni,"first, previously",num,no,no
ocr_unreviewed,mundlay1996:380,24,1,380,380,cerki(V) ‘drop a thing’.,cerki,drop a thing,V,no,no
ocr_unreviewed,mundlay1996:381,24,1,381,381,cerke(V)/ʻto falr.,cerke,,V,no,no
ocr_unreviewed,mundlay1996:382,24,1,382,?382,"cera (V) ‘to cut (with scissors, etc.Y, cf. K. cereq, M. cirne.",cera,,V,no,yes
ocr_unreviewed,mundlay1996:383,24,1,383,383,cerci (V) ‘to sprinkle’.,cerci,to sprinkle,V,no,no
ocr_unreviewed,mundlay1996:384,24,1,384,L384,"ceré (V) ‘to cut (hair}’, cf. K. cereq.",ceré,to cut (hair},V,yes,no
ocr_unreviewed,mundlay1996:385,24,1,385,385,cere-mere (VC) ‘to fall’ echo formation ‘m’ as echo in Md.,cere-mere,to fall,VC,no,no
ocr_unreviewed,mundlay1996:386,24,1,386,386,"cergó (V) ‘to run’, cf. K. sarub-.",cergó,to run,V,no,no
ocr_unreviewed,mundlay1996:387,24,1,387,387,céter (N) ‘folded hands (as in prayerY.,céter,,N,no,no
ocr_unreviewed,mundlay1996:388,24,1,388,388,ceterbako (VC) ‘to give birth’.,ceterbako,to give birth,VC,no,no
ocr_unreviewed,mundlay1996:389,24,1,389,389,cether (N) ʻa poisonous lizard’.,cether,a poisonous lizard,N,no,no
ocr_unreviewed,mundlay1996:390,24,1,390,L390,"cicca (N) ‘the tamarind fruit’, cf. Md. cicca. a. cicaddo (NC) ‘tamarind tree’.",cicca,the tamarind fruit,N,yes,no
ocr_unreviewed,mundlay1996:391,24,1,391,391,"cicidoke (N) ʻa species of birds’, cf. K. tid- ‘bird’.",cicidoke,a species of birds,N,no,no
ocr_unreviewed,mundlay1996:392,24,2,392,392,ciciler (NC) ʻa tree used for medicinal purposes’.,ciciler,a tree used for medicinal purposes,NC,no,no
ocr_unreviewed,mundlay1996:393,24,2,393,393,cigām(a) (N) ʻear/s’ int. plural.,cigām,ear/s,a,no,no
ocr_unreviewed,mundlay1996:394,24,2,394,L394,"cikal (N) ‘muđď’, cf. Md. cikal.",cikal,muđď,N,yes,no
ocr_unreviewed,mundlay1996:395,24,2,395,395,"cikin (N) ‘worm, small winged insect’, cf. Munda *si/se ‘louse’.",cikin,"worm, small winged insect",N,no,no
ocr_unreviewed,mundlay1996:396,24,2,396,396,"cikinā (N) ‘threadworms’, pl. cikinta, see 395.",cikinā,threadworms,N,no,no
ocr_unreviewed,mundlay1996:397,24,2,397,L397,"ciko (N) ‘sticky substance; sap of a tree’, cf. M. cik.",ciko,sticky substance; sap of a tree,N,yes,no
ocr_unreviewed,mundlay1996:398,24,2,398,L398,"cikato (NV) ‘to be selfish, miserly’, cf. M. cikat ‘miser’.",cikato,"to be selfish, miserly",NV,yes,no
ocr_unreviewed,mundlay1996:399,24,2,399,399,"cilar-ta (N pl) ‘lice’ always used in plural, also used for body lice; cf. Munda *si-, *sen-.",cilar-ta,lice,N pl,no,no
ocr_unreviewed,mundlay1996:400,24,2,400,400,"cilatak (V) ‘to cut up in pieces’, cf, M. ciradne ‘crush’.",cilatak,to cut up in pieces,V,no,no
ocr_unreviewed,mundlay1996:401,24,2,401,401,cilati! (N) ‘a species of bush’.,cilati!,a species of bush,N,no,no
ocr_unreviewed,mundlay1996:402,24,2,402,402,"cilati? (N) ‘lower half of the grinding stone (the domestic grinder is made of two flat stones one on top of the other with a rotating axis, which moves the top half only).",cilati?,,N,no,no
ocr_unreviewed,mundlay1996:403,24,2,403,403,"cile (N) ‘chicken’, cf. Md. cili.",cile,chicken,N,no,no
ocr_unreviewed,mundlay1996:404,24,2,404,404,cilir (V) ‘to slip (a foot’.,cilir,to slip (a foot,V,no,no
ocr_unreviewed,mundlay1996:405,24,2,405,405,cilom (N) ‘tobacco pipe’.,cilom,tobacco pipe,N,no,no
ocr_unreviewed,mundlay1996:406,24,2,406,406,"cimni-tel (NC) ‘kerosene’, lit. ‘oil for the wick lamp’.",cimni-tel,kerosene,NC,no,no
ocr_unreviewed,mundlay1996:407,24,2,407,407,"cimmi (N) ‘kerosene oil lamp’, cf. 406 cimne.",cimmi,kerosene oil lamp,N,no,no
ocr_unreviewed,mundlay1996:408,24,2,408,408,cip see 408a. a. cip kogo (NC) ‘cobra’.,cip,cobra,,no,no
ocr_unreviewed,mundlay1996:409,24,2,409,409,"cippo (V) stay, stand’.",cippo,,V,no,no
ocr_unreviewed,mundlay1996:410,24,2,410,410,"cirempār (I) ‘evening time’, cf. pār ‘time’ in M. > prahan SK.",cirempār,evening time,I,no,no
ocr_unreviewed,mundlay1996:411,24,2,411,411,"citi (N) ‘goddess who visits new-bom babies’, cf. MH. sati.",citi,goddess who visits new-bom babies,N,no,no
ocr_unreviewed,mundlay1996:412,24,2,412,412,"citipara (NC) ‘parting of the hair’, cf. 411.",citipara,parting of the hair,NC,no,no
ocr_unreviewed,mundlay1996:413,24,2,413,L413,"cifthi (N) ‘letter’, cf. Md., H. cifthi.",cifthi,letter,N,yes,no
ocr_unreviewed,mundlay1996:414,24,2,414,414,cifo (N) ‘engagement for marriage’.,cifo,engagement for marriage,N,no,no
ocr_unreviewed,mundlay1996:415,24,2,415,415,cīya (N) ‘seed of a tamarind fruit’.,cīya,seed of a tamarind fruit,N,no,no
ocr_unreviewed,mundlay1996:416,24,2,416,416,có (NV) ‘urinate’.,có,urinate,NV,no,no
ocr_unreviewed,mundlay1996:417,24,2,417,417,co(g)gom (N) ‘pig’.,co,pig,g,no,no
ocr_unreviewed,mundlay1996:418,24,2,418,418,cojona (N) ‘nose’.,cojona,nose,N,no,no
ocr_unreviewed,mundlay1996:419,24,2,419,419,cokob (N) ‘leaf also ‘a clan name’.,cokob,leaf also ‘a clan name,N,no,no
ocr_unreviewed,mundlay1996:420,24,2,420,420,"cole (N) ‘cooking stove using firewood’, cf. M. cul.",cole,cooking stove using firewood,N,no,no
ocr_unreviewed,mundlay1996:422,24,2,422,?422,"comta (N pl) Korkus call Nihals by this term. It means ‘thieves’ (cf. M. cor-). Itis using -ża Nihali plural suffix, and Nihals know the term; hence, it is included here.",comta,thieves,N pl,no,yes
ocr_unreviewed,mundlay1996:423,25,1,423,423,"cón (N) ‘nose’, cf. 418, but also ‘mouth’ for some informants; ‘mouth’ in the dialect I use as above.",cón,nose,N,no,no
ocr_unreviewed,mundlay1996:424,25,1,424,424,"cón-dhandi (NC) ‘bridge of the nose’; second element may be a loan, cf. M. danda ‘stick’.",cón-dhandi,bridge of the nose,NC,no,no
ocr_unreviewed,mundlay1996:425,25,1,425,425,cón-popa (NC) ‘nostril’.,cón-popa,nostril,NC,no,no
ocr_unreviewed,mundlay1996:426,25,1,426,426,cópo (N) ‘salt’.,cópo,salt,N,no,no
ocr_unreviewed,mundlay1996:427,25,1,427,427,copt (N) ‘a drop of water’.,copt,a drop of water,N,no,no
ocr_unreviewed,mundlay1996:428,25,1,428,L428,"copt? (V) ‘to live together’, cf. M. sobat.",copt?,to live together,V,yes,no
ocr_unreviewed,mundlay1996:429,25,1,429,L429,"cor (N) ‘thief’, cf. MH. cor.",cor,thief,N,yes,no
ocr_unreviewed,mundlay1996:430,25,1,430,430,cokoto (N) ‘axe’.,cokoto,axe,N,no,no
ocr_unreviewed,mundlay1996:431,25,1,431,L431,"corgi (N) ‘ʻa woman’s top garment’, cf. MH. coli.",corgi,ʻa woman,N,yes,no
ocr_unreviewed,mundlay1996:432,25,1,432,432,corto (NV) ‘blood; bleed’.,corto,blood; bleed,NV,no,no
ocr_unreviewed,mundlay1996:433,25,1,433,L433,"cosa-tiņ (VC) ‘to think’, cf. K. soca-tiņ, H. socna.",cosa-tiņ,to think,VC,yes,no
ocr_unreviewed,mundlay1996:434,25,1,434,434,cucórmug (NC) ‘house lizard’.,cucórmug,house lizard,NC,no,no
ocr_unreviewed,mundlay1996:435,25,1,435,435,"cucu (N) ‘drinking vessel, cf. M. coc ‘beak’.",cucu,"drinking vessel, cf. M. coc ‘beak",N,no,no
ocr_unreviewed,mundlay1996:436,25,1,436,L436,"cunā (N) ‘lime’, cf. H. čunā.",cunā,lime,N,yes,no
ocr_unreviewed,mundlay1996:437,25,1,437,437,curi (N) ‘name ofa fish’.,curi,name ofa fish,N,no,no
ocr_unreviewed,mundlay1996:438,25,1,438,438,cutiñ (N),cutiñ,,N,no,no
ocr_unreviewed,mundlay1996:439,25,1,439,439,cutti (V) ‘to pound again’.,cutti,to pound again,V,no,no
ocr_unreviewed,mundlay1996:440,25,1,440,440,cutuli (N) ‘musk ra? (considered auspicious). Name of a clan. ch (see 1520-1552) d,cutuli,,N,no,no
ocr_unreviewed,mundlay1996:441,25,1,441,L441,"daba-tiņ (V) ‘to press’, cf. K. daba-tin, H. dabna.",daba-tiņ,to press,V,yes,no
ocr_unreviewed,mundlay1996:442,25,1,442,L442,"dabba (N) ‘storage receptacle with a lid’, cf. M. dabā.",dabba,storage receptacle with a lid,N,yes,no
ocr_unreviewed,mundlay1996:443,25,1,443,L443,"dabo-dabo (N) ‘halting speech’, cf. H. dabana *to check, halt’.",dabo-dabo,halting speech,N,yes,no
ocr_unreviewed,mundlay1996:444,25,1,444,L444,"dabra kheto (NC) ‘field on level ground’, Md. dabar, H. khet.",dabra kheto,field on level ground,NC,yes,no
ocr_unreviewed,mundlay1996:445,25,1,445,L445,"dada (N) ‘mother’s brother; father’, cf. M. dada ‘elder brother’.",dada,mother,N,yes,no
ocr_unreviewed,mundlay1996:446,25,1,446,L446,"dadi (N) ‘beard’, cf. M. dadhi.",dadi,beard,N,yes,no
ocr_unreviewed,mundlay1996:447,25,1,447,447,"daddhi (N) ‘chin’, cf. 446.",daddhi,chin,N,no,no
ocr_unreviewed,mundlay1996:448,25,1,448,?448,"dai (N) ‘brother, husband of husband’s sister’, cf. Sk. dayad.",dai,"brother, husband of husband",N,no,yes
ocr_unreviewed,mundlay1996:449,25,1,449,449,daka (Ï) after that’.,daka,,Ï,no,no
ocr_unreviewed,mundlay1996:450,25,1,450,1450,"dakara (NV) ‘burp’, cf. H. dakar.",dakara,burp,NV,no,no
ocr_unreviewed,mundlay1996:451,25,1,451,L451,"dawāy (N) ‘medicine’, cf. H. davāi.",dawāy,medicine,N,yes,no
ocr_unreviewed,mundlay1996:452,25,2,452,L452,"dakáyn (V) ‘to show’ causal of ‘to see’ dakan, cf. H. dekhna, expected form is *dakānāy for causal.",dakáyn,to show,V,yes,no
ocr_unreviewed,mundlay1996:453,25,2,453,L453,"dākhrya (N) ‘left-handed person’, cf. M. dāvkhorā, Md. dakhurā.",dākhrya,left-handed person,N,yes,no
ocr_unreviewed,mundlay1996:454,25,2,454,L454,"dakkāre (NV) ‘to hiccoughb’, cf. H. dakār, see 450.",dakkāre,to hiccoughb,NV,yes,no
ocr_unreviewed,mundlay1996:455,25,2,455,L455,"dakāri (N) ‘old in age (but not feeble)’, cf. RG. dukù ‘old’, cf. Gujarati dokra, dokri same meaning.",dakāri,old in age (but not feeble),N,yes,no
ocr_unreviewed,mundlay1996:456,25,2,456,1456,"dāko (N) ʻa small drum’, cf. Md. dakkā, M. dankā.",dāko,a small drum,N,no,no
ocr_unreviewed,mundlay1996:457,25,2,457,L457,"dam (N) ‘breath’, cf. H. dəm.",dam,breath,N,yes,no
ocr_unreviewed,mundlay1996:458,25,2,458,L458,"dām (N) ‘money’, cf. H. dam.",dām,money,N,yes,no
ocr_unreviewed,mundlay1996:459,25,2,459,459,dämborā (NC) ʻa species of tree’.,dämborā,a species of tree,NC,no,no
ocr_unreviewed,mundlay1996:460,25,2,460,460,dān(a) (V) ‘was; were’ (forms of ‘to be’ are irregular).,dān,was; were,a,no,no
ocr_unreviewed,mundlay1996:461,25,2,461,461,dāná (N) ‘clitoris’.,dāná,clitoris,N,no,no
ocr_unreviewed,mundlay1996:462,25,2,462,462,"dāndi (N) ‘straight stick’, cf. Sk. danda. a. ubã dāndi pākto ‘spine’. b. pākhoroko dandi ‘bone of thigh, bone of arm’.",dāndi,straight stick,N,no,no
ocr_unreviewed,mundlay1996:463,25,2,463,1463,"dāndi punam (NC) ‘full moon day in the month of phalguna; main day of the Holi festival’ (Holi is known for sexual frolick- ing), cf. M. (vulgar) dānda ‘phallus’, Md. punam ‘full moon day’.",dāndi punam,full moon day in the month of phalguna; main day of the Holi festival,NC,no,no
ocr_unreviewed,mundlay1996:464,25,2,464,L464,dāndo (N) ‘handle’.,dāndo,handle,N,yes,no
ocr_unreviewed,mundlay1996:465,25,2,465,1465,"dāngi (N) ‘branch’, cf. Md. dape.",dāngi,branch,N,no,no
ocr_unreviewed,mundlay1996:466,25,2,466,1466,"dāngārā (N) ‘cucumber’, cf. Md. dangar ‘gourd’.",dāngārā,cucumber,N,no,no
ocr_unreviewed,mundlay1996:467,25,2,467,467,"dāngo (N) ‘branch’, cf. 465.",dāngo,branch,N,no,no
ocr_unreviewed,mundlay1996:468,25,2,468,?468,"dară (NV) *call of a birď’, e.g., koyal darākedini ‘cuckoo is singing’, cf. M. darkāli ‘loud noise’.",dară,cuckoo is singing,NV,no,yes
ocr_unreviewed,mundlay1996:469,25,2,469,1469,"dari (N) ‘gram’, cf. Md. dāri, M. dāl.",dari,gram,N,no,no
ocr_unreviewed,mundlay1996:470,25,2,470,7470,"darom (V) ‘to escort a person (to show respect)’, K. darom ‘outside courtyard’, cf. M. dar ‘fear’.",darom,to escort a person (to show respect),V,no,no
ocr_unreviewed,mundlay1996:471,25,2,471,L471,"daski (N) ‘birth; delivery’, cf. H. das ‘ten’; ritual impurity of ten days connected with birth.",daski,birth; delivery,N,yes,no
ocr_unreviewed,mundlay1996:472,25,2,472,L472,"dāti (Adj) ‘thick’, cf. M. dāti.",dāti,thick,Adj,yes,no
ocr_unreviewed,mundlay1996:473,25,2,473,L473,"dawā(N) ‘medicine’, cf. H. daya.",dawā,medicine,N,yes,no
ocr_unreviewed,mundlay1996:474,25,2,474,L474,"däwrā (NV) ‘harrow’, cf Md. davrā ‘wooden plough’.",däwrā,harrow,NV,yes,no
ocr_unreviewed,mundlay1996:475,25,2,475,475,dáy (N) ‘way; roaď’.,dáy,way; roaď,N,no,no
ocr_unreviewed,mundlay1996:476,26,1,476,476,"-dāyā (pp) ‘for’, e.g., Iá daya kóyi “brought for you’.",-dāyā,for,pp,no,no
ocr_unreviewed,mundlay1996:477,26,1,477,477,"dedda (N) ‘frog’, cf. K. dedda?, SM. -ded, - deb.",dedda,frog,N,no,no
ocr_unreviewed,mundlay1996:478,26,1,478,478,dej bābārā (NC) ʻan edible rooť.,dej bābārā,,NC,no,no
ocr_unreviewed,mundlay1996:479,26,1,479,479,delen (V) ‘to drink’.,delen,to drink,V,no,no
ocr_unreviewed,mundlay1996:480,26,1,480,480,"dene (pronoun) ‘his’, cf. SM. gen. -nd, K. di-.",dene,his,pronoun,no,no
ocr_unreviewed,mundlay1996:481,26,1,481,481,déngara (N) ‘a huge log of wood’.,déngara,a huge log of wood,N,no,no
ocr_unreviewed,mundlay1996:482,26,1,482,482,dengni (N) ‘echo’.,dengni,echo,N,no,no
ocr_unreviewed,mundlay1996:483,26,1,483,L483,"dewtā (N) ‘sun’, M. devatā, dey used to refer to the sun.",dewtā,sun,N,yes,no
ocr_unreviewed,mundlay1996:484,26,1,484,484,dibi (N) ʻa poisonous root’.,dibi,a poisonous root,N,no,no
ocr_unreviewed,mundlay1996:485,26,1,485,L485,"dil jeréi (V) ‘to be in love with’, cf. H. dil ‘heart’, Marathi jadne (V).",dil jeréi,to be in love with,V,yes,no
ocr_unreviewed,mundlay1996:486,26,1,486,L486,"din (N) ‘day’, cf. H. din.",din,day,N,yes,no
ocr_unreviewed,mundlay1996:487,26,1,487,487,dimbo (N) ‘paw ofan animal.,dimbo,,N,no,no
ocr_unreviewed,mundlay1996:488,26,1,488,L488,"diņkāre (NC) ‘gum tree’, cf. M. digka ‘gum’.",diņkāre,gum tree,NC,yes,no
ocr_unreviewed,mundlay1996:489,26,1,489,L?489,disoka (pronoun) ‘another; transparent’.,disoka,another; transparent,pronoun,yes,yes
ocr_unreviewed,mundlay1996:490,26,1,490,490,dísu (V) ‘to appear.,dísu,,V,no,no
ocr_unreviewed,mundlay1996:491,26,1,491,L491,diwāli puja (NC) ‘Diwali festival’.,diwāli puja,Diwali festival,NC,yes,no
ocr_unreviewed,mundlay1996:492,26,1,492,492,"diwi (V) ‘to wave (a hand, etc.)’.",diwi,"to wave (a hand, etc.)",V,no,no
ocr_unreviewed,mundlay1996:493,26,1,493,L493,diyā (NV) ‘lamp; light; to be late’.,diyā,lamp; light; to be late,NV,yes,no
ocr_unreviewed,mundlay1996:494,26,1,494,L494,"do (I) ‘and; then’, K. do.",do,and; then,I,yes,no
ocr_unreviewed,mundlay1996:495,26,1,495,495,dobā (N) ‘bull.,dobā,,N,no,no
ocr_unreviewed,mundlay1996:496,26,1,496,L496,"dobhar (N) ‘a puddle of water’, cf. Md. dabrā.",dobhar,a puddle of water,N,yes,no
ocr_unreviewed,mundlay1996:497,26,1,497,L497,"dohor (N) ‘the chamars (a Hindu caste traditionally shoemakers)’, cf. M. dhor ‘cattle’ (also used as a caster name).",dohor,the chamars (a Hindu caste traditionally shoemakers),N,yes,no
ocr_unreviewed,mundlay1996:498,26,1,498,498,dokčó (V) ‘to bleeď’.,dokčó,to bleeď,V,no,no
ocr_unreviewed,mundlay1996:499,26,1,499,499,doko (V) ‘to hiccough’.,doko,to hiccough,V,no,no
ocr_unreviewed,mundlay1996:500,26,1,500,500,dokom (V) ‘to wear (clothes}’.,dokom,to wear (clothes},V,no,no
ocr_unreviewed,mundlay1996:501,26,1,501,501,dokso! (N) ‘flood’.,dokso!,flood,N,no,no
ocr_unreviewed,mundlay1996:502,26,1,502,L502,"dokso?z (N) ‘caution’, cf. M. dakša.",dokso?z,caution,N,yes,no
ocr_unreviewed,mundlay1996:503,26,1,503,503,dokuma (N) ʻa leaf cup’.,dokuma,a leaf cup,N,no,no
ocr_unreviewed,mundlay1996:504,26,1,504,L504,doktar (N) ʻa doctor (practicing allopathy}’.,doktar,a doctor (practicing allopathy},N,yes,no
ocr_unreviewed,mundlay1996:505,26,1,505,L505,"dole (N) ‘cardamom’, cf. M. yeldode.",dole,cardamom,N,yes,no
ocr_unreviewed,mundlay1996:506,26,1,506,L506,"dongā(N) ʻa red anť’, cf. M. dongla.",dongā,a red anť,N,yes,no
ocr_unreviewed,mundlay1996:507,26,1,507,?507,dongor (V) ‘to rest’.,dongor,to rest,V,no,yes
ocr_unreviewed,mundlay1996:508,26,1,508,508,dongor bérko (N) ‘wild cat’.,dongor bérko,wild cat,N,no,no
ocr_unreviewed,mundlay1996:509,26,1,509,L509,"dorā (N) ‘string’, cf. M. dorā.",dorā,string,N,yes,no
ocr_unreviewed,mundlay1996:510,26,1,510,510,dotāko (N) ‘edible root’.,dotāko,edible root,N,no,no
ocr_unreviewed,mundlay1996:511,26,1,511,L511,"dotkā (N) ʻa kind of gourd’, cf. M. dodka.",dotkā,a kind of gourd,N,yes,no
ocr_unreviewed,mundlay1996:512,26,1,512,512,dubumbi (NC) ‘abdomen’.,dubumbi,abdomen,NC,no,no
ocr_unreviewed,mundlay1996:513,26,2,513,513,"duburu (N) ʻa bamboo basket tied to the waist when catching fish, for collecting them’.",duburu,"a bamboo basket tied to the waist when catching fish, for collecting them",N,no,no
ocr_unreviewed,mundlay1996:514,26,2,514,L514,"dudo (N) ‘milk’, cf. M. dud, K. didom.",dudo,milk,N,yes,no
ocr_unreviewed,mundlay1996:515,26,2,515,515,"dugi (N) ‘red-faced monkey’, cf. K. dugi.",dugi,red-faced monkey,N,no,no
ocr_unreviewed,mundlay1996:516,26,2,516,L516,"dukāni (N) ‘bed-bug’, cf. M. dhekun.",dukāni,bed-bug,N,yes,no
ocr_unreviewed,mundlay1996:517,26,2,517,L517,"dukrimāy (NC) ‘grandmother’, also ‘father’s older sister’; it is possible to marry older sister’s daughter in South India in many castes,",dukrimāy,grandmother,NC,yes,no
ocr_unreviewed,mundlay1996:518,26,2,518,518,dumā(N) ‘lizard’.,dumā,lizard,N,no,no
