Record_Type,Source_Key,PDF_Page,Printed_Page,Concept,Gloss,Lect,Scope,Category,Response_Index,Raw_Form,Form,Notes,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,46,water,Gujarati,comparison list,1,1,Gujarati 1 pɑɳi,pɑɳi,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 46, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,46,water,Marathi,comparison list,1,1,Marathi 1 pɑɳi,pɑɳi,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 46, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Son-Bal,Nimadi target list,1,1,N-Son-Bal 1 nʌd̪d̪i,nʌd̪d̪i,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Son-Bal]",silnimadi2012:g047:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Son-Pat,Nimadi target list,1,1,N-Son-Pat 1 nʌd̪d̪i,nʌd̪d̪i,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Son-Pat]",silnimadi2012:g047:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Bal-Br,Nimadi target list,1,1,N-Bal-Br 1 nʌnd̪i,nʌnd̪i,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Bal-Br]",silnimadi2012:g047:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Jaj-OBC,Nimadi target list,1,1,N-Jaj-OBC 1 nʌd̪i,nʌd̪i,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Jaj-OBC]",silnimadi2012:g047:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Bhi-Bhi,Nimadi target list,1,1,N-Bhi-Bhi 1 nʌd̪i,nʌd̪i,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Bhi-Bhi]",silnimadi2012:g047:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Dhar-Bhi,Nimadi target list,1,1,N-Dhar-Bhi 1 nʌd̪d̪i,nʌd̪d̪i,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Dhar-Bhi]",silnimadi2012:g047:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Khj-Bhi,Nimadi target list,1,1,N-Khj-Bhi 1 nʌd̪d̪i,nʌd̪d̪i,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Khj-Bhi]",silnimadi2012:g047:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Mah-Bhi,Nimadi target list,1,1,N-Mah-Bhi 1 nʌd̪i,nʌd̪i,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Mah-Bhi]",silnimadi2012:g047:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Rup-Br,Nimadi target list,1,1,N-Rup-Br 1 nʌd̪i,nʌd̪i,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Rup-Br]",silnimadi2012:g047:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Khr-Gen,Nimadi target list,1,1,N-Khr-Gen 1 nɑd̪i,nɑd̪i,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Khr-Gen]",silnimadi2012:g047:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Awl-Bal,Nimadi target list,1,1,N-Awl-Bal 1 nɑd̪i,nɑd̪i,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Awl-Bal]",silnimadi2012:g047:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Sir-OBC,Nimadi target list,1,1,N-Sir-OBC 1 nʌd̪i,nʌd̪i,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Sir-OBC]",silnimadi2012:g047:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,N-Kup-Dar,Nimadi target list,2,1,N-Kup-Dar 2 kod̪əɾo,kod̪əɾo,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, N-Kup-Dar]",silnimadi2012:g047:sil-nimadi-2012-kupdol-badgav-darbar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,Par Bhi,comparison list,1,1,Par Bhi 1 nʌd̪i,nʌd̪i,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, Par Bhi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,Malvi,comparison list,1,1,Malvi 1 nʌd̪i,nʌd̪i,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, Malvi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,Hindi,comparison list,1,1,Hindi 1 nəd̪i,nəd̪i,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, Hindi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,Gujarati,comparison list,1,1,Gujarati 1 nəd̪i,nəd̪i,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,47,river,Marathi,comparison list,1,1,Marathi 1 nʌd̪i,nʌd̪i,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 47, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Son-Bal,Nimadi target list,1,1,N-Son-Bal 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Son-Bal]",silnimadi2012:g048:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Son-Pat,Nimadi target list,1,1,N-Son-Pat 1 vɑd̪əɭɔ,vɑd̪əɭɔ,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Son-Pat]",silnimadi2012:g048:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Bal-Br,Nimadi target list,1,1,N-Bal-Br 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Bal-Br]",silnimadi2012:g048:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Bal-Br,Nimadi target list,1,2,1 bɑd̪d̪ʌl,bɑd̪d̪ʌl,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Bal-Br]",silnimadi2012:g048:sil-nimadi-2012-balkhad-brahmin:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Jaj-OBC,Nimadi target list,1,1,N-Jaj-OBC 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Jaj-OBC]",silnimadi2012:g048:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Bhi-Bhi,Nimadi target list,1,1,N-Bhi-Bhi 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Bhi-Bhi]",silnimadi2012:g048:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Dhar-Bhi,Nimadi target list,1,1,N-Dhar-Bhi 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Dhar-Bhi]",silnimadi2012:g048:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Khj-Bhi,Nimadi target list,1,1,N-Khj-Bhi 1 vɑd̪əɭʌ,vɑd̪əɭʌ,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Khj-Bhi]",silnimadi2012:g048:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Mah-Bhi,Nimadi target list,1,1,N-Mah-Bhi 1 vɑd̪ᵊɭɔ,vɑd̪ᵊɭɔ,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Mah-Bhi]",silnimadi2012:g048:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Rup-Br,Nimadi target list,1,1,N-Rup-Br 1 bʌd̪ʌɭ,bʌd̪ʌɭ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Rup-Br]",silnimadi2012:g048:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Khr-Gen,Nimadi target list,1,1,N-Khr-Gen 1 vɑd̪ɭɑ,vɑd̪ɭɑ,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Khr-Gen]",silnimadi2012:g048:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Awl-Bal,Nimadi target list,1,1,N-Awl-Bal 1 vɑd̪ᵊɭʌ,vɑd̪ᵊɭʌ,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Awl-Bal]",silnimadi2012:g048:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Sir-OBC,Nimadi target list,1,1,N-Sir-OBC 1 vʌd̪əɭɑ,vʌd̪əɭɑ,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Sir-OBC]",silnimadi2012:g048:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,N-Kup-Dar,Nimadi target list,1,1,N-Kup-Dar 1 bɑd̪əɭo,bɑd̪əɭo,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, N-Kup-Dar]",silnimadi2012:g048:sil-nimadi-2012-kupdol-badgav-darbar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,Par Bhi,comparison list,1,1,Par Bhi 1 vɑd̪ʌɭɑ,vɑd̪ʌɭɑ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, Par Bhi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,Malvi,comparison list,1,1,Malvi 1 bɑd̪ʌɭɑ,bɑd̪ʌɭɑ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, Malvi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,Hindi,comparison list,1,1,Hindi 1 bɑd̪əl,bɑd̪əl,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, Hindi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,Gujarati,comparison list,1,1,Gujarati 1 vɑd̪əɭ,vɑd̪əɭ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,48,cloud,Marathi,comparison list,2,1,Marathi 2 d̪ʰʌg,d̪ʰʌg,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 48, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Son-Bal,Nimadi target list,2,1,N-Son-Bal 2 d̪ɑd̪uɾ,d̪ɑd̪uɾ,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Son-Bal]",silnimadi2012:g049:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Son-Pat,Nimadi target list,2,1,N-Son-Pat 2 d̪ɑd̪uɾ,d̪ɑd̪uɾ,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Son-Pat]",silnimadi2012:g049:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Bal-Br,Nimadi target list,1,1,N-Bal-Br 1 bidʒəɭi,bidʒəɭi,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Bal-Br]",silnimadi2012:g049:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Bal-Br,Nimadi target list,1,2,1 bɪdʒəli,bɪdʒəli,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Bal-Br]",silnimadi2012:g049:sil-nimadi-2012-balkhad-brahmin:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Jaj-OBC,Nimadi target list,2,1,N-Jaj-OBC 2 d̪ɑd̪ur,d̪ɑd̪ur,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Jaj-OBC]",silnimadi2012:g049:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Bhi-Bhi,Nimadi target list,1,1,N-Bhi-Bhi 1 ɪdʒəɭi,ɪdʒəɭi,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Bhi-Bhi]",silnimadi2012:g049:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Dhar-Bhi,Nimadi target list,1,1,N-Dhar-Bhi 1 bidʒəɭi,bidʒəɭi,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Dhar-Bhi]",silnimadi2012:g049:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Khj-Bhi,Nimadi target list,1,1,N-Khj-Bhi 1 bidʒəɭi,bidʒəɭi,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Khj-Bhi]",silnimadi2012:g049:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Mah-Bhi,Nimadi target list,1,1,N-Mah-Bhi 1 bɪdʒəli,bɪdʒəli,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Mah-Bhi]",silnimadi2012:g049:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Rup-Br,Nimadi target list,1,1,N-Rup-Br 1 bidʒəɭi,bidʒəɭi,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Rup-Br]",silnimadi2012:g049:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Khr-Gen,Nimadi target list,1,1,N-Khr-Gen 1 bidʒɑɭɑi,bidʒɑɭɑi,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Khr-Gen]",silnimadi2012:g049:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Awl-Bal,Nimadi target list,1,1,N-Awl-Bal 1 bidʒɑɭɑi,bidʒɑɭɑi,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Awl-Bal]",silnimadi2012:g049:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Sir-OBC,Nimadi target list,2,1,N-Sir-OBC 2 d̪ɑd̪uɾ,d̪ɑd̪uɾ,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Sir-OBC]",silnimadi2012:g049:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,N-Kup-Dar,Nimadi target list,1,1,N-Kup-Dar 1 bɪdʒəli | kʌɖəki,bɪdʒəli kʌɖəki,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, N-Kup-Dar]",silnimadi2012:g049:sil-nimadi-2012-kupdol-badgav-darbar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,Par Bhi,comparison list,1,1,Par Bhi 1 bɪdʒʌɭi,bɪdʒʌɭi,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, Par Bhi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,Malvi,comparison list,1,1,Malvi 1 bidʒʌɭi,bidʒʌɭi,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, Malvi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,Hindi,comparison list,1,1,Hindi 1 bɪdʒəli,bɪdʒəli,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, Hindi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,Gujarati,comparison list,1,1,Gujarati 1 widʒɑɭi,widʒɑɭi,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,67,66,49,lightning,Marathi,comparison list,1,1,Marathi 1 βidz,βidz,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 66, item 49, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Son-Bal,Nimadi target list,1,1,N-Son-Bal 1 dʱ̪ʌnuʃbɑɳ,dʱ̪ʌnuʃbɑɳ,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Son-Bal]",silnimadi2012:g050:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Son-Bal,Nimadi target list,2,2,2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Son-Bal]",silnimadi2012:g050:sil-nimadi-2012-sonipura-balai:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Son-Bal,Nimadi target list,2,3,2 d̪ʱʌnuʃbɑɳ,d̪ʱʌnuʃbɑɳ,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Son-Bal]",silnimadi2012:g050:sil-nimadi-2012-sonipura-balai:i3
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Son-Pat,Nimadi target list,2,1,N-Son-Pat 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Son-Pat]",silnimadi2012:g050:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Bal-Br,Nimadi target list,1,1,N-Bal-Br 1 ɪnd̪ɾɑdʱ̪ənuʂ,ɪnd̪ɾɑdʱ̪ənuʂ,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Bal-Br]",silnimadi2012:g050:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Bal-Br,Nimadi target list,2,2,2 ɾɑmbɑɳ,ɾɑmbɑɳ,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Bal-Br]",silnimadi2012:g050:sil-nimadi-2012-balkhad-brahmin:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Jaj-OBC,Nimadi target list,1,1,N-Jaj-OBC 1 dʱ̪ʌnuʃbɑɳ,dʱ̪ʌnuʃbɑɳ,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Jaj-OBC]",silnimadi2012:g050:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Bhi-Bhi,Nimadi target list,2,1,N-Bhi-Bhi 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Bhi-Bhi]",silnimadi2012:g050:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Dhar-Bhi,Nimadi target list,2,1,N-Dhar-Bhi 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Dhar-Bhi]",silnimadi2012:g050:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Khj-Bhi,Nimadi target list,2,1,N-Khj-Bhi 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Khj-Bhi]",silnimadi2012:g050:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Mah-Bhi,Nimadi target list,2,1,N-Mah-Bhi 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Mah-Bhi]",silnimadi2012:g050:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Rup-Br,Nimadi target list,1,1,N-Rup-Br 1 d̪ʌnuʃbɑɳ,d̪ʌnuʃbɑɳ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Rup-Br]",silnimadi2012:g050:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Rup-Br,Nimadi target list,2,2,2 d̪ʌnuʃbɑɳ,d̪ʌnuʃbɑɳ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Rup-Br]",silnimadi2012:g050:sil-nimadi-2012-rupkheda-brahmin:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,68,67,50,rainbow,N-Khr-Gen,Nimadi target list,2,1,N-Khr-Gen 2 bɑɳ,bɑɳ,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 67, item 50, N-Khr-Gen]",silnimadi2012:g050:sil-nimadi-2012-khargone-general:i1
