Printed_Page|Column|Item|List|Letter|Headword|Grammar|Gloss_German|Gloss_English|Etymology|Editor_Note
317|L|05|ind|H|hakerel|tr|spülen|to rinse|vgl. sonst xal-av-el "waschen, spülen"; < xala- + kerel ?|
317|L|06|ind|H|hanavel|tr|graben, beerdigen|to dig; to bury|< pa. ai. khanati; vgl. hi. khannā, pers. xandan|
317|L|07|ind|H|handžerel||(So) auskleiden|to undress|ohne Etym.|no grammatical label
317|L|08|ind|H|hari(ca)|pron|etwas, ein wenig|something; a little|ohne Etym.|
317|L|09|ind|H|hasal, asal|itr|lachen|to laugh|< ai. hasati; nach Turner < ai. hāsayati kaus; vgl. hi. hāsnā|
317|L|10|ind|H|her(oj)|f|Bein, Keule|leg; haunch|< pk. ai. haḍḍa- "Knochen"|
317|L|11|ind|H|həc|f|Schluckauf|hiccup|ohne Etym.; eher onomat.|
317|L|12|ind|H|hošeder (Rozw), holeder (Ješ)||schlechter|worse|ohne Etym.|no grammatical label
317|L|13|ind|H|hulavel|xref|s. ulavel|||see-reference
317|L|14|ind|H|huljel, uhjel|itr|heruntergehen|to go down|ohne Etym.|
317|L|15|ind|H|hum (te)|aux, impers|(Sinti) müssen|must|zu hom "ich bin"?; vgl. si te... "müssen, sollen"|
317|L|16|ind|X|xačarel||(Sinti) brennen|to burn|zu ai. kṣā- "brennen"?|no grammatical label
317|L|17|ind|X|xal|tr|essen|to eat|< pk. khāaï < ai. khādati; vgl. hi. khānā|
317|L|18|ind|X|xalavel|tr|waschen, spülen|to wash; to rinse|< pk. khalia- < ai. kṣālayati; hakerel < xala- + ker- ?|
317|L|19|ind|X|xalo|adj|gebissen, abgenutzt|bitten; worn out|< ai. ppp khādita-|
317|L|20|ind|X|xalol, xaluvel||(Rozw) vermuten, herausfinden|to suspect; to find out|ohne Etym.; zu haljovel ?|no grammatical label
317|L|21|ind|X|xancə|pron|ein wenig, fast, beinahe|a little; almost|< ai. khaṇḍa- "gebrochen, verkrüppelt"?|
317|R|22|ind|X|xanduk|adj|tief|deep|Ableitung zu ai. khan- "graben" ?; vgl. hi. khān "Mine", vgl. auch pers. xandaq "Graben"|
317|R|23|ind|X|xandž|f|Krätze|scabies|< ai. kharju- "Kratzen, Jucken; vgl. pa. khajjū u. hi. khāj; mögl. auch ai. kaṇḍū "Jucken" eingekreuzt; vgl. auch pers. xāreš/xeneš "Jucken, Krätze" u. weiter arm. xandz-el "versengen, anbrennen"|printed quotation mark unbalanced in source
317|R|24|ind|X|xaning|f|Brunnen, Quelle|well; spring|zu ai. khani- bzw. khāni- "Graben, Mine"; pk. khaṇi "Mine"|
317|R|25|ind|X|xanři|f|Säbel, Schwert|sabre; sword|< pk. khaṁḍa-; vgl. ai. *khaṇḍaka-; vgl. hi. khã:ṛā|
317|R|26|ind|X|xanřudel, xarundel|tr|kratzen, schaben|to scratch; to scrape|< pk. kaṁḍūyaï < ai. kaṇḍūyati "kratzen"?; s.a. Iran. Etyma|
317|R|27|ind|X|xar|f|Schlucht|ravine|< pk. khaḍḍā- < ai. khaḍḍa- "Loch, Mine, Grube"; vgl. hi. khāṛī "(Meeres-)Bucht"; mögl. auch pers. xāre (xārā) "Klippe, Fels"|
317|R|28|ind|X|xarano|adj|geizig|stingy|ohne Etym.|
317|R|29|ind|X|xarno|adj|kurz, niedrig, klein|short; low; small|< ai. khaṇḍa- "gebrochen, verkrüppelt"; vgl. aber xanri/xancə|
317|R|30|ind|X|xas¹|m|Husten|cough|< pk. ai. kāsa-; vgl. hi. khã:sī mit Aspiration|homonym 1
317|R|31|ind|X|xas²|xref|s. khas|||homonym 2; see-reference
317|R|32|ind|X|xasal|itr|husten|to cough|< ai. kāsate; vgl. hi. khã:snā|
317|R|33|ind|X|xavoj|m|Graben|ditch|vgl. ai. khāta- "Graben"; hi. khawā "Grenzgraben" (Turner), khāī|
317|R|34|ind|X|xer|m|Esel|donkey|< pk. ai. khara-?; vgl. altmarāṭhī khari; nach Sa gardabha- "Esel"; s.a. Iran. Etyma|
317|R|35|ind|X|xinel, xljel|itr|scheißen|to shit|zu ai. kiṭṭa- "Kot"; hi. kīṭ/khīṭ ?; oder < gr. χύνω "ausgießen" ?|
317|R|36|ind|X|xəv|f|Loch, Grube|hole; pit|vgl. ai. Panini kheya- "Graben"; pers. xāvi "hohl"|
317|R|37|ind|X|xoxavel|tr|betrügen, lügen|to deceive; to lie|< pk. khokkaï < ai. khakkhati "lachen"; vgl. hi. khakkā "Gelächter"|
317|R|38|ind|X|xoraxaj|m|Türke, Moslem|Turk; Muslim|< ai. gharghara- "stammelnd, undeutlich sprechend"; nach Mikl. zu Landschaft Khorasan|
318|L|01|ind|X|xudel||(Sa) pressen, ergreifen|to press; to seize|Vorschläge bei Sa falsch|no grammatical label
318|L|02|ind|X|xuxur|f|Pilz|mushroom|vgl. hi. kukurmuttā "(Gift-)Pilz"|
318|L|03|ind|X|xujerel||(Sa) beschmutzen|to soil|nach Sa zu khul; über xuljarel?|no grammatical label
318|L|04|ind|X|xulaj|xref|s. Iran. Etyma|||see-reference to the Iranian list
318|L|05|ind|X|xurdo|xref|s. Iran. Etyma|||see-reference to the Iranian list
318|L|06|ind|X|xutel|itr|springen|to jump|vgl. ai. kṣubda- "geschüttelt, vertrieben"|
318|L|07|ind|I|idž|adv|gestern|yesterday|< pk. hijjo < pa. hiyo < ai. hyas; vgl. nepāli hijo|
318|L|08|ind|I|ilo|m|Herz|heart|< apabhr. hiada < ai. hṛdaya-; vgl. hi. hiyā|
318|L|09|ind|I|ingerel|tr|(weg)bringen|to carry away|ohne Etym.|
318|L|10|ind|I|inkalel, nikalel|tr|herausnehmen|to take out|< ai. niṣkālayati kaus "heraustreiben"; vgl. hi. nikālnā|
318|L|11|ind|I|inkerel|tr|halten|to hold|ohne Etym.|
318|L|12|ind|I|inkljel, nikljol|itr|hinausgehen, hinaufgehen|to go out; to go up|< ai. *niṣkalati "herauskommen"; vgl. hi. nikalnā|
318|L|13|ind|I|inzarel|tr|reichen, strecken|to reach; to stretch|ohne Etym.|
318|L|14|ind|I|(i)spídel|tr|stoßen, drücken, schieben|to push; to press; to shove|< ai. saṁpīḍayati "zusammenpressen"; vgl. pa. saṁpīleti; weniger wahrscheinlich < ai. *sphiṭati "sich lösen", hi. phiṭnā|
318|L|15|ind|I|iv|m|Schnee|snow|< pa. ai. hima- "Kälte, Frost, Schnee"; vgl. hi. him|
318|L|16|ind|I|ivand, vijand|adj|roh, ungekocht|raw; uncooked|< ai. vimlāna-|
318|L|17|ind|I|ivend|m|Winter|winter|< pa. ai. hemanta-; hi. hemant|
318|L|18|ind|I|ivja|adv|umsonst|in vain|ohne Etym.|
318|L|19|ind|I|izdral|xref|s. lizdral|||see-reference
318|L|20|ind|J|jag|f|Feuer|fire|< pk. agg < ai. agni-; vgl. hi. āg|
318|L|21|ind|J|jakh|f|Auge|eye|< pa. akkhi < ai. akṣi-; vgl. hi. ã:kh|
318|L|22|ind|J|jar|f|Ahle|awl|ohne Etym.|
318|L|23|ind|J|jašare||Ringen|wrestling|ohne Etym.|no grammatical label
318|R|24|ind|J|javin|adv|morgen|tomorrow|ohne Etym.|
318|R|25|ind|J|jekh|xref|s. ekh|||see-reference
318|R|26|ind|J|jodźi|f|Durcheinander|confusion|ohne Etym.|
318|R|27|ind|J|judut|xref|s. dud|||see-reference
318|R|28|ind|K|kabor|pron|wieviel|how much|mit pron kā- + ai. bhara- ?|
318|R|29|ind|K|kadiki|pron|so viel, wieviel|so much; how much|< ai. *kādṛkṣa- statt kādṛśa- "wie beschaffen?" ?|
318|R|30|ind|K|kaj||1. wo(hin)? 2. der, welcher 3. daß|where, whither?; who, which; that|< pk. kahiṁ < ai. kasmin lok zu kas/kim; weniger wahrscheinlich < pk. kai < ai. kati "wieviel" ?|no grammatical label
318|R|31|ind|K|kak|m|Onkel, Vaterbruder|uncle; father's brother|vgl. hi. kākā; dravid. kakka "Vater, Onkel"|
318|R|32|ind|K|kaliko|adv|(Sa) morgen|tomorrow|< ai. kalya- "Dämmerung" (pk. kallam "gestern" u. "morgen"; vgl. hi. kal "gestern" u. "morgen", sindhī kalhoko dass.; die doppelte Bedeutung ist teilweise auf gr. ταχιά übertragen worden|unbalanced parenthesis in source
318|R|33|ind|K|kalindžo|m|Leber|liver|< pk. kalijja- < ai. kāleyaka- "Innereien, Leber; vgl. hi. kalejā "menschliche Leber", kalejī "tierische Leber"|printed quotation mark unbalanced in source
318|R|34|ind|K|kalo|adj|schwarz|black|< ai. kāla-; vgl. hi. kālā|
318|R|35|ind|K|kamel|tr|lieben, wünschen, wollen|to love; to wish; to want|< ai. kāma- "Liebe, Wunsch" oder < mpers. kām-am "ich will"; auch möglich arm. kam-im dass.|
318|R|36|ind|K|kan|m|Ohr|ear|< pk. kaṇṇa- < ai. karṇa- vgl. hi. kān|
318|R|37|ind|K|kana||1. wann? 2. als, wenn|when?; when, if|< pa. khaṇa- < ai. kṣaṇa- "Augenblick" oder zu ka- pron dem ?|no grammatical label
318|R|38|ind|K|kandel|tr|gehorchen|to obey|< kan + del "Ohr geben"; vgl. hi. kān denā "zuhören"|
318|R|39|ind|K|kandoj|f|Maus, Ratte|mouse; rat|zu khand- "Gestank" ?|
318|R|40|ind|K|kangli|f|Kamm|comb|< ai. kaṅkata; vgl. hi. kaṅghā, kaṅghī|
318|R|41|ind|K|kanřo|m|Dorn, Borste|thorn; bristle|< pa. kaṇṭaka- < ai. kaṇṭa-; vgl. hi. kã:ṭā|
318|R|42|ind|K|kar|m|Penis|penis|< pa. kāṭa-koṭacikā "Penis und Vulva"; vgl. hi. kāṛh (Turner); auch alb. kar, skr. kurac|
318|R|43|ind|K|kare, karije||(Sinti): del ~ schießen|to shoot|ohne Etym.|no grammatical label; the etymology bracket is printed at the head of p. 319 col. 1
319|L|01|ind|K|kasavo|pron|ein solcher, ein so großer|such a one; so big a one|< ka- + savo ?|the bracket printed above this entry belongs to kare, karije on p. 318
319|L|02|ind|K|kaš(t)|m|Holz, Baum|wood; tree|< ai. kāṣṭha- "Stück Holz"|
319|L|03|ind|K|kašuko|adj|taub|deaf|< kan šuko "Ohr trocken"?|
319|L|04|ind|K|kat|f|Schere|scissors|< pk. kattiya- ; ai. kartari-/karttrī- mit anderem Suffix; vgl. hi. kātī (Turner), katarnī|
319|L|05|ind|K|kat(h)e|adv|hier(her)|here; hither|< ka- dem + te lok?|
319|L|06|ind|K|katel|tr|spinnen|to spin|< pk. kattaï < ai. *kartati statt kṛṇatti; vgl. hi. kātnā|
319|L|07|ind|K|katli|f|Spindel|spindle|vgl. ai. kartari- "Schere, Messer"; vgl. hi. katnī, taklī|
319|L|08|ind|K|kazom|pron|wieviel|how much|zu pron ka-|
319|L|09|ind|K|ke|präp|zu, bei|to; at|mit dat -ke identisch|
319|L|10|ind|K|kerel|tr|machen|to do; to make|< pk. ai. karoti; vgl. hi. karnā|
319|L|11|ind|K|kerko|adj|bitter|bitter|< pa. ai. kaṭuka-; vgl. hi. kaṛvā|
319|L|12|ind|K|kermo, kirmo|m|Wurm|worm|< ai. kṛmi- "Wurm"; ni. Sprachen ohne r, daher auch < pers. kirm möglich|
319|L|13|ind|K|kerno, kirno|adj|faulig|rotten|ai. śīrṇa- "verfallen, verfault" paßt lautlich nicht|
319|L|14|ind|K|keti, kici|pron|wieviel|how much|< pk. kittiya- < ai. kiyat-; vgl. hi. ketā, kitnā|
319|L|15|ind|K|kidel|tr|sammeln|to gather|nach Sa < pk. giṇhaī/giṇṇaī < ai. gṛhṇāti; hi. gaṇha dass.|
319|L|16|ind|K|kikidel|tr|pressen, quetschen|to press; to squeeze|ohne Etym.|
319|L|17|ind|K|kilo|m|Pfahl|stake|< pk. ai. kīla-; vgl. hi. kīl u. khīl|
319|L|18|ind|K|kinel|tr|kaufen|to buy|< pa. kiṇāti < ai. krīṇāti; vgl. hi. kīnnā (Turner)|
319|L|19|ind|K|kingo, tindo|adj|naß, feucht|wet; damp|< pa. tinta- < ai. timita-|
319|L|20|ind|K|kir|f|Ameise|ant|< pk. kīḍa- < ai. kīṭa- "Insekt"; vgl. hi. kīṛī|
319|L|21|ind|K|kiral|m|Käse|cheese|< pk. kilāḍa- < ai. kilāṭa- "eingedickte Milch"; vgl. khowar kiḷaḷ|
319|L|22|ind|K|kiravel, keravel|tr|kochen|to cook|< pa. kaṭhati < ai. kvathati "kochen, sieden", + -av- tr|etymology bracket printed at the head of col. 2
319|R|23|ind|K|kirvo|m|Gevatter|godfather|ohne Etym.; unwahrscheinl. < ai. gṛhya- "zum Haus gehörig"; vgl. Lom kavrav|
319|R|24|ind|K|kišaj|m|Sand|sand|ohne Etym.|
319|R|25|ind|K|kišlo|adj|mager, schlank, schwach|lean; slender; weak|zu pk. kisa- (+ *-la) < ai. kṛśa- "schwach, dünn" ?|
319|R|26|ind|K|klej|f|(Glas-)Perle|(glass) bead|ohne Etym.|
319|R|27|ind|K|klisel||(So) reiten|to ride|zu inklisto < inkljel?|no grammatical label
319|R|28|ind|K|koč|f (m)|Knie|knee|< pk. koccha "Bauch" < ai. kaukṣa-; vgl. hi. kokh; semantisch besser gr. κότσι "Fußknöchel" oder arm. koč "Klotz, Baumstumpf"|
319|R|29|ind|K|kolin|m|Brust|chest|< ai. kroḍa-/kola- "Brust"?; unwahrscheinlich wegen koř; s.u.|
319|R|30|ind|K|kon|interrog|wer?|who?|< pa. ko-pana < ai. kaḥ punar "wer denn?"; vgl. hi. kaun|
319|R|31|ind|K|korkořo|pron|allein|alone|< ai. ekala ekala- (bzw. pk. ekkalla-) "ganz allein"|
319|R|32|ind|K|koř|f|Hals, Nacken|neck|< ai. kroḍa-/kola- "Brust"; vgl. hi. kor "Mutterleib" (Turner)|
319|R|33|ind|K|kova|pron|jener|that|zu pron ka-|
319|R|34|ind|K|kovlo|adj|weich, glatt|soft; smooth|< pk. ai. komala-; vgl. hi. komal "fein, sanft"|
319|R|35|ind|K|kuč|adj|lieb, teuer|dear|vgl. hi. kuch "hübsch" (Sa)|
319|R|36|ind|K|kundźipe|m|Stoß|push|zu kuni ?|
319|R|37|ind|K|kuni|f|Ellbogen|elbow|< ai. koṇā; vgl. hi. kuhnī dass.|
319|R|38|ind|K|kuřel|tr|schlagen (Sinti); koitieren|to strike; to copulate|< pk. kuṭṭeï < ai. kuṭṭayati "zerstoßen, zerschmettern"; vgl. hi. kūṭnā "(aus-)stopfen, füllen"|
319|R|39|ind|K|kuško|adj|(Sa) gut|good|ohne Etym.|
319|R|40|ind|KH|khabni, khamni|adj|schwanger, trächtig|pregnant|< pa. gabbhinī < ai. garbhinī; vgl. hi. gābhin|
319|R|41|ind|KH|khajni|f|Huhn|hen|ohne Etym.|
320|L|01|ind|KH|khak|f|Achselhöhle|armpit|< pk. kakkha- < ai. kakṣa-; vgl. hi. kã:kh|
320|L|02|ind|KH|kham|m|Sonne|sun|< pa. ghamma- < ai. gharma- "Hitze"; vgl. hi. ghām "Hitze, Sonnenschein"|
320|L|03|ind|KH|khamluvel||(Rozw) schwitzen|to sweat|zu kham ?|no grammatical label
320|L|04|ind|KH|khan(d)|f|Gestank khandel stinken|stench|< pa. ai. gandha- "Geruch"; vgl. hi. gandh, gandh denā|derived verb khandel printed inside the entry
320|L|05|ind|KH|khanči|pron|nichts, irgendetwas|nothing; anything|kontam. aus ai. kaścid "irgendwer" und kiṁcid "irgendetwas"; solche Kontam. werden auch für andere ni. Sprachen angenommen; vgl. panjābī kachu; auch ai. kāni-cid neutr pl kann eingekreuzt sein|
320|L|06|ind|KH|khangiri(n)|f|Kirche|church|vgl. hi. kaṅgura "Anhöhe, Turm" u. pers. kongere "Zinne, Kuppel" (Valt)|
320|L|07|ind|KH|khas, xas|m|Heu|hay|< pk. ai. ghāsa- "Weidegras"; vgl. hi. ghās "Gras"|
320|L|08|ind|KH|khelel|itr|tanzen, spielen|to dance; to play|< pk. khelaï (ai. krīḍati); vgl. hi. khelnā|
320|L|09|ind|KH|kher|m|Haus|house|< pk. ai. ghara- < ai. gṛha-; vgl. hi. ghar|
320|L|10|ind|KH|kherja|pl|Stiefel|boot|ohne Etym.|
320|L|11|ind|KH|khil|m|Butter|butter|< pk. khīra- < ai. kṣīra-; vgl. hi. khīr "Milchreis"|
320|L|12|ind|KH|khino|adj|müde|tired|< pk. khīṇa- "zerstört, erschöpft" < ai. kṣīṇa- "abgetragen, schwach" oder ai. khinna- "müde" (part zu khidyate "niedergeschlagen sein") ?|
320|L|13|ind|KH|khoni(k)|pron|niemand; jemand|nobody; somebody|zu kon|
320|L|14|ind|KH|khoro|m|Krug|jug|< pk. ghaḍa- < ai. ghaṭa-; vgl. hi. ghaṛā|
320|L|15|ind|KH|khosel|tr|wischen|to wipe|< pa. ghaṁsati < ai. gharṣati; vgl. hi. ghasnā|
320|L|16|ind|KH|khul|m|Kot, Schmutz|excrement; dirt|< pa. ai. gūtha-; vgl. ai. gūh|
320|L|17|ind|KH|khulaj|xref|s. Iran. Etyma: xulaj|||see-reference to the Iranian list
320|L|18|ind|KH|khurd|f|Ferse|heel|< ai. ghuṭa- "Knöchel"; vgl. hi. ghuṭnā "Knie"|
320|L|19|ind|KH|khurmi|f|Hirse, Brei|millet; porridge|< ai. karambha- "Hafergrütze"; vgl. auch pk. karaṁ-ba- "Reis mit Sauermilch"|etymology bracket printed at the head of col. 2
320|R|20|ind|KH|khuro|m|Hengst|stallion|< pa. ghoṭaka- < ai. ghoṭa-; vgl. hi. ghoṛā; vgl. auch arm. khurrak "Füllen"|
320|R|21|ind|KH|khušel|tr|schälen, herausziehen|to peel; to pull out|< ai. kuṣati, kuṣṇāti "zerreißen"; vgl. hi. khosnā "herausziehen"|
320|R|22|ind|KH|khuvel|tr|flechten, weben|to plait; to weave|< pk. gubhaï < ai. guphati "zusammenfügen"|
320|R|23|ind|L|labol, labarel||(Rozw) brennen|to burn|ohne Etym.|no grammatical label
320|R|24|ind|L|lačho|adj|gut, schön|good; beautiful|< ai. PN Lakṣmaka- *"glücklich" ?, lakṣmī "gutes Zeichen, Glück"; vgl. auch ai. lakṣita- "gekennzeichnet"; oder eher zu ai. accha- "klar" ?; vgl. a. hi. ācchā "gut"|
320|R|25|ind|L|ladavel|tr|laden, befördern|to load; to convey|< pk. laddeï < ai. lardayati; vgl. hi. lādnā|
320|R|26|ind|L|ladž|f (m)|Scham, Schande|shame; disgrace|< pk. ai. lajjā; vgl. hi. lāj|
320|R|27|ind|L|ladžal itr sich schämen; ladžavel|tr|beschämen|to shame|< ai. lajjate; < ai. lajjāpayati|
320|R|28|ind|L|lalořo|adj|stumm|dumb|< ai. lallara-; vgl. auch pk. lalla- "stotternd"|
320|R|29|ind|L|lang (Sinti), langalo|adj|lahm|lame|< ai. laṅga-; vgl. hi. lãgṛā|
320|R|30|ind|L|langal|itr|hinken|to limp|< ai. laṅgati "humpeln"; vgl. hi. lãgṛānā|
320|R|31|ind|L|late-del||(Sinti) einen Tritt geben|to kick|< pk. lattā "Stoß mit der Ferse"; vgl. hi. lāt, lathāu "Fußtritt", lāt mārnā "einen Fußtritt geben"|no grammatical label
320|R|32|ind|L|lav|m|Wort, Rede|word; speech|zu ai. lap- "schwatzen"?; mögl. Kontam. mit nav/anav, oder < arab. tk. lâf ?|
320|R|33|ind|L|lel|tr|nehmen|to take|< pa. labhati < ai. labhate pass; vgl. hi. lenā|
320|R|34|ind|L|len|f|Fluß|river|< ai. nadī durch Metathese|
320|R|35|ind|L|leparel|xref|s. reparel|||see-reference
320|R|36|ind|L|les|pron|ihn|him|< ai. tasya "jenes" gen|
320|R|37|ind|L|lićharel|tr|zerquetschen, pressen|to crush; to press|Ableitung von likh "Nisse" ?|
320|R|38|ind|L|lidžal||(Rozw) tragen|to carry|ohne Etym.|no grammatical label; the etymology bracket is printed at the head of p. 321 col. 1
321|L|01|ind|L|likh|f|Nisse|nit|< pk. likkhā < ai. likṣā; vgl. hi. līkh|the bracket printed above this entry belongs to lidžal on p. 320
321|L|02|ind|L|lil|m|Papier, Brief, Buch|paper; letter; book|< ai. likhita- ppp zu likhati "schreiben"|
321|L|03|ind|L|lima|pl|Rotz, Schleim|snot; mucus|< pk. silimha < ai. śleṣman-|
321|L|04|ind|L|lindra|f|Schlaf|sleep|< ai. nidrā; phalūṛa nīndra; vgl. hi. nīd, nĩ:d|
321|L|05|ind|L|lodel|itr|lagern|to camp|< ai. lagyati "sich anschließen an" + del?; vgl. a. ladavel|
321|L|06|ind|L|lojanel|tr|bewachen, auflauern|to guard; to lie in wait|ohne Etym.|
321|L|07|ind|L|lokho|adj|leicht, langsam|light; slow|< pa. lahuka- < ai. laghuka-; vgl. phalūṛa lohoko "klein, jung"|
321|L|08|ind|L|lolo|adj|rot|red|< pa. ai. lohita-|
321|L|09|ind|L|lon|m|Salz|salt|< pk. lona- < ai. lavana-; vgl. hi. lon|
321|L|10|ind|L|loš|f|Freude|joy|< ai. roca- "Licht, Glanz" oder pers. rošan "hell, glänzend"|
321|L|11|ind|L|love|pl|Geld|money|zu pk. ai. loha- "Metall, Kupfer"|
321|L|12|ind|L|lubni|f|Hure|whore|zu pa. lubbhati < ai. lubhyati "gierig sein"|
321|L|13|ind|L|lukesto|m|Soldat|soldier|ohne Etym.|
321|L|14|ind|L|lurdo|m|Soldat|soldier|part zu lurel (s.u.); vgl. hi. lūṭ "Raubzug"|
321|L|15|ind|L|lurel||(Sa) rauben|to rob|< pk. luṭṭai < ai. luṇṭ(h)-; vgl. hi. lūṭnā "rauben"|no grammatical label
321|L|16|ind|M|ma|Negation des Imperativs|nicht|not|< pa. ai. mā; vgl. hi. mat|
321|L|17|ind|M|mačho|m|Fisch|fish|< pa. maccha- < ai. matsya-; vgl. hi. macch, machlī|
321|L|18|ind|M|makh, maćhi|f|Fliege|fly|< pk. makkhiā < ai. makṣikā/makṣā; vgl. hi. makkhī|
321|L|19|ind|M|makhel|tr|(be)schmieren|to smear|< pa. makkheti < ai. mrakṣati "reiben, schmieren"|
321|L|20|ind|M|mal|xref|s. umal|||see-reference
321|L|21|ind|M|malavel|tr|finden, treffen|to find; to meet|< pk. malaï "reiben" < *mradayati "glätten" oder *marati ?|
321|L|22|ind|M|mami|f|Großmutter, alte Frau|grandmother; old woman|vgl. pa. māmika-; eher < gr. μαμμή "Hebamme" u.ä.|etymology bracket printed at the head of col. 2
321|R|23|ind|M|mangel|tr|wünschen, bitten, betteln|to wish; to ask; to beg|< pa. maggati < ai. mārgati "suchen, verlangen"; vgl. hi. mã:gnā|
321|R|24|ind|M|mangin|f|Reichtum, Besitz|wealth; property|zu mangel?; vgl. hi. mãgnī "Leihgabe"|
321|R|25|ind|M|manriklo m, marikli|f|Kuchen|cake|< manřo + suff|
321|R|26|ind|M|manřo|m|Brot|bread|< pa. maṇḍa- "Creme" < ai. maṇḍa- "Schaum von gekochtem Reis", maṇḍaka "Reisgrütze"; vgl. hi. mã:ṛā "süßes Fladenbrot|printed quotation mark unbalanced in source
321|R|27|ind|M|manuš|m|Mensch|person|< pk. ai. mānuṣa-; vgl. hi. manav|
321|R|28|ind|M|marel|tr|schlagen|to strike|< pa. māreti < ai. mārayati "töten"; vgl. hi. mārnā|
321|R|29|ind|M|mas|m|Fleisch|meat|< pk. maṁsa- < ai. māṁsa-|
321|R|30|ind|M|masek|m|Monat, Mond|month; moon|< pk. ai. māsa- "Mond, Monat" + suff., vgl. māsika- "monatlich"; vgl. hi. mās(ā); prasun (kafiri) məsək; vgl.a. Nuri mas|
321|R|31|ind|M|maškar|präp|zwischen; m Mitte|between; middle|pk. majjha- (+-kara-?) < ai. madhya-; vgl. hi. majholā "mittlerer"|
321|R|32|ind|M|mato|adj|betrunken|drunk|< pk. ai. matta-; vgl. hi. matvālā|
321|R|33|ind|M|me|pers pron|ich|I|< ai. obl ma-; vgl. hi. maĩ|
321|R|34|ind|M|mekel|xref|s. mukel|||see-reference
321|R|35|ind|M|mel|f|Schmutz|dirt|< pk. ai. mala-|
321|R|36|ind|M|men|f|Hals, Nacken|neck|ni. man- verbreitet für "Nacken"|
321|R|37|ind|M|merel|itr|sterben|to die|< pa. marati; vgl. hi. marnā|
321|R|38|ind|M|merikli|f|Halskette, Armband|necklace; bracelet|< pa. ai. maṇi- "Schmuck, Juwel" + suff. oder zu men "Hals"|
321|R|39|ind|M|milaj|xref|s. nilaj|||see-reference
321|R|40|ind|M|mindž|f|Vagina|vagina|kaum < ai. mih- "urinieren"; vgl. Nuri mandž "Mitte, Lenden" < ai. madya-?|
321|R|41|ind|M|mišto|adj/adv|gut|good|< ai. (Mahābhārata) miṣṭa- "zart, niedlich, süß" < mṛṣṭa-; vgl. pa. maṭṭha-|
321|R|42|ind|M|moxto|m|Truhe, Sarg|chest; coffin|ohne Etym.|
321|R|43|ind|M|mol¹||kosten, wert sein|to cost; to be worth|< pk. molla- "Preis" < ai. maulya-; vgl. hi. mol|homonym 1; no grammatical label
321|R|44|ind|M|mol²|f|Wein|wine|< pk. ai. madhu-|homonym 2; the etymology bracket is printed at the head of p. 322 col. 1
322|L|01|ind|M|morel|tr|reiben|to rub|< pk. muṇḍeti < ai. muṇḍayati; vgl. hi. mũ:ṛnā "scheren, rasieren"|the bracket printed above this entry belongs to mol² on p. 321
322|L|02|ind|M|mudarel|tr|töten|to kill|kaus zu mer- "sterben" < mur-dar-?|
322|L|03|ind|M|muj|m|Mund, Gesicht|mouth; face|< pk. muha < ai. mukha-; vgl. hi. mũh|
322|L|04|ind|M|mukel|tr|lassen|to let|pk. mukkaï "lassen" < ai. mukta- ppp|
322|L|05|ind|M|mulo|adj|tot|dead|< ai. mṛta-; vgl. hi. mua|
322|L|06|ind|M|munřo, miro|pron poss|mein|my|vgl. apabhr. mahāriya-, kontam. mit mana-; vgl. hi. merā|
322|L|07|ind|M|murš|m|Mann|man|kontam. < ai. manuṣya- + puruṣa- ?; vgl. ni. munis, murs u .ä.|
322|L|08|ind|M|m(u)rtik||del ~ ergreifen, packen|to seize; to grab|ohne Etym.|no grammatical label; printed as a phrase entry
322|L|09|ind|M|musi|m|Arm|arm|< ai. muṣṭi- "Faust"?; vgl. hi. mutthī|
322|L|10|ind|M|muso|m|Maus|mouse|< ai. mūṣa/mūṣika- "Ratte, Maus"; vgl. hi. mūs; vgl. auch kermuso|
322|L|11|ind|M|muštek|f|Handfläche|palm of the hand|< ai. muṣṭi- "Faust"; vgl. hi. mūṭh|
322|L|12|ind|M|muter|m|Urin|urine|< ai. mūtra-; vgl. phalūṛa mūtr|
322|L|13|ind|N|na|neg|nicht|not|< pk. ai. na; vgl. hi. nā, na|
322|L|14|ind|N|naj¹|m|Nagel, Finger|nail; finger|< ai. nakha- "Nagel"; vgl. hi. nah|homonym 1
322|L|15|ind|N|naj², nane|3.sg der Kopula, neg|es ist nicht, es gibt nicht mit dem akk des pron pers: nicht haben|it is not; there is not; (with accusative pronoun) not to have|< pk. ai. nahí "sicher nicht"; vgl. hi. nahĩ; nane < na-hine/na-sine|homonym 2
322|L|16|ind|N|nakh|m|Nase|nose|< pk. nakka-; vgl. hi. nāk; kumaunī nakh|
322|L|17|ind|N|nakhel|itr|vorbeigehen, übertreffen|to pass by; to surpass|< ai. nakṣati "sich nähern"; mi. ni. sonst nicht belegt, daher unsicher|
322|L|18|ind|N|nanari|m|Kamm, Grat|ridge; crest|< pk. ai. lāngala- "Pflug" ?|
322|L|19|ind|N|nane!¹|vok|Bruder|brother|vgl. pk. nanna "ältester Bruder; hi. nānā "Großvater (mütterlicherseits)"; vgl.a. nane "ältere Schwester" balk.|homonym 1; printed quotation mark unbalanced in source
322|L|20|ind|N|nane²|xref|s. naj²|||homonym 2; see-reference
322|L|21|ind|N|nango|adj|nackt|naked|< pa. nagga- < ai. nagna-; vgl. hi. naṅg(ā)|
