Record_Type,Item,Gloss,Site_Code,Site_Name,Source_Dialect_Label,PDF_Page,Printed_Page,Column,Cell_Image,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,23,village,SHA,Shalwar,Inner Seraji,42,35,3,cells/i023-SHA-pdf042.png,gɽãː,manual-source-image,,g=à:,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 23, Shalwar]",silkullu1985:sha:i023:v1
wordlist cell,24,house,SHA,Shalwar,Inner Seraji,42,35,3,cells/i024-SHA-pdf042.png,gʰaːr,manual-source-image,,ghas,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 24, Shalwar]",silkullu1985:sha:i024:v1
wordlist cell,25,roof,SHA,Shalwar,Inner Seraji,42,35,3,cells/i025-SHA-pdf042.png,tʃʌpər,manual-source-image,,1S^p=,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 25, Shalwar]",silkullu1985:sha:i025:v1
wordlist cell,26,door,SHA,Shalwar,Inner Seraji,42,35,3,cells/i026-SHA-pdf042.png,dʊaːr,manual-source-image,,dua:s,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 26, Shalwar]",silkullu1985:sha:i026:v1
wordlist cell,27,window,SHA,Shalwar,Inner Seraji,42,35,3,cells/i027-SHA-pdf042.png,kʊːki / tʃeɽi,manual-source-image,,kuaki/t'set,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 27, Shalwar]",silkullu1985:sha:i027:v1|silkullu1985:sha:i027:v2
wordlist cell,28,broom,SHA,Shalwar,Inner Seraji,42,35,3,cells/i028-SHA-pdf042.png,bʊaːr / tʃəluːrə,manual-source-image,,bua:s/tsalı,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 28, Shalwar]",silkullu1985:sha:i028:v1|silkullu1985:sha:i028:v2
wordlist cell,29,basket,SHA,Shalwar,Inner Seraji,42,35,3,cells/i029-SHA-pdf042.png,tokɽu,manual-source-image,,"(ok""su",installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 29, Shalwar]",silkullu1985:sha:i029:v1
wordlist cell,30,cow dung,SHA,Shalwar,Inner Seraji,42,35,3,cells/i030-SHA-pdf042.png,moːl,manual-source-image,,e1: сш,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 30, Shalwar]",silkullu1985:sha:i030:v1
wordlist cell,31,firewood,SHA,Shalwar,Inner Seraji,42,35,3,cells/i031-SHA-pdf042.png,tʃʰuɭi,manual-source-image,,Lf+Li,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 31, Shalwar]",silkullu1985:sha:i031:v1
wordlist cell,32,machete,SHA,Shalwar,Inner Seraji,42,35,3,cells/i032-SHA-pdf042.png,datʃiː,manual-source-image,,datfi:,installed,,kul,sil-kullu-1985-shalwar,"blair2021kullu[Appendix C, printed p. 35, item 32, Shalwar]",silkullu1985:sha:i032:v1
wordlist cell,17,anklet,CHI,Chinninal,Inner Seraji,42,35,1,cells/i017-CHI-pdf042.png,ləŋgəri,manual-source-image,,lnygaci,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 17, Chinninal]",silkullu1985:chi:i017:v1
wordlist cell,18,ring,CHI,Chinninal,Inner Seraji,42,35,1,cells/i018-CHI-pdf042.png,mʌɳɖəli,manual-source-image,,mondli,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 18, Chinninal]",silkullu1985:chi:i018:v1
wordlist cell,19,footwear,CHI,Chinninal,Inner Seraji,42,35,1,cells/i019-CHI-pdf042.png,bʊtʰ,manual-source-image,,buth,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 19, Chinninal]",silkullu1985:chi:i019:v1
wordlist cell,20,man's dress,CHI,Chinninal,Inner Seraji,42,35,1,cells/i020-CHI-pdf042.png,cotʰəɳə,manual-source-image,,ecothons,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 20, Chinninal]",silkullu1985:chi:i020:v1
wordlist cell,21,woman's dress,CHI,Chinninal,Inner Seraji,42,35,1,cells/i021-CHI-pdf042.png,sotʰəɳə,manual-source-image,,sathonn,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 21, Chinninal]",silkullu1985:chi:i021:v1
wordlist cell,22,town,CHI,Chinninal,Inner Seraji,42,35,1,cells/i022-CHI-pdf042.png,ʃeːr / bə(d)zaːr,manual-source-image,,1: 5 e1:33,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 22, Chinninal]",silkullu1985:chi:i022:v1|silkullu1985:chi:i022:v2
wordlist cell,23,village,CHI,Chinninal,Inner Seraji,42,35,1,cells/i023-CHI-pdf042.png,gəũ,manual-source-image,,дай,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 23, Chinninal]",silkullu1985:chi:i023:v1
wordlist cell,24,house,CHI,Chinninal,Inner Seraji,42,35,1,cells/i024-CHI-pdf042.png,gʰaːr,manual-source-image,,ghara,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 24, Chinninal]",silkullu1985:chi:i024:v1
wordlist cell,25,roof,CHI,Chinninal,Inner Seraji,42,35,1,cells/i025-CHI-pdf042.png,tʃʌtʰə,manual-source-image,,tEnt'o,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 25, Chinninal]",silkullu1985:chi:i025:v1
wordlist cell,26,door,CHI,Chinninal,Inner Seraji,42,35,1,cells/i026-CHI-pdf042.png,dʊaːrə,manual-source-image,,qu'aco,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 26, Chinninal]",silkullu1985:chi:i026:v1
wordlist cell,27,window,CHI,Chinninal,Inner Seraji,42,35,1,cells/i027-CHI-pdf042.png,təkːi,manual-source-image,,:!) Fak'i,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 27, Chinninal]",silkullu1985:chi:i027:v1
wordlist cell,28,broom,CHI,Chinninal,Inner Seraji,42,35,1,cells/i028-CHI-pdf042.png,bʊaːrə,manual-source-image,,buar?,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 28, Chinninal]",silkullu1985:chi:i028:v1
wordlist cell,29,basket,CHI,Chinninal,Inner Seraji,42,35,1,cells/i029-CHI-pdf042.png,tokɽiː,manual-source-image,,tok°si:,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 29, Chinninal]",silkullu1985:chi:i029:v1
wordlist cell,30,cow dung,CHI,Chinninal,Inner Seraji,42,35,1,cells/i030-CHI-pdf042.png,moːlə,manual-source-image,,e|:c Ш,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 30, Chinninal]",silkullu1985:chi:i030:v1
wordlist cell,31,firewood,CHI,Chinninal,Inner Seraji,42,35,1,cells/i031-CHI-pdf042.png,tʃʰuɭi,manual-source-image,,!)+57,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 31, Chinninal]",silkullu1985:chi:i031:v1
wordlist cell,32,machete,CHI,Chinninal,Inner Seraji,42,35,1,cells/i032-CHI-pdf042.png,dətʃi,manual-source-image,,denthi,installed,,kul,sil-kullu-1985-chinninal,"blair2021kullu[Appendix C, printed p. 35, item 32, Chinninal]",silkullu1985:chi:i032:v1
wordlist cell,17,anklet,SHG,Shangarh,Inner Seraji,42,35,2,cells/i017-SHG-pdf042.png,bəɖdʒeːbə,manual-source-image,,badze:br,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 17, Shangarh]",silkullu1985:shg:i017:v1
wordlist cell,18,ring,SHG,Shangarh,Inner Seraji,42,35,2,cells/i018-SHG-pdf042.png,mʌɳɖəli,manual-source-image,,mondali,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 18, Shangarh]",silkullu1985:shg:i018:v1
wordlist cell,19,footwear,SHG,Shangarh,Inner Seraji,42,35,2,cells/i019-SHG-pdf042.png,pʊɭə / pʊɭərə,manual-source-image,,vle|nd/ e)no,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 19, Shangarh]",silkullu1985:shg:i019:v1|silkullu1985:shg:i019:v2
wordlist cell,20,man's dress,SHG,Shangarh,Inner Seraji,42,35,2,cells/i020-SHG-pdf042.png,dʒʊkɭe / koʈ,manual-source-image,,azık(e/ kot,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 20, Shangarh]",silkullu1985:shg:i020:v1|silkullu1985:shg:i020:v2
wordlist cell,21,woman's dress,SHG,Shangarh,Inner Seraji,42,35,2,cells/i021-SHG-pdf042.png,dʒʊkɭə / pəlu,manual-source-image,,dzuk°l^/palu,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 21, Shangarh]",silkullu1985:shg:i021:v1|silkullu1985:shg:i021:v2
wordlist cell,22,town,SHG,Shangarh,Inner Seraji,42,35,2,cells/i022-SHG-pdf042.png,saːrə,manual-source-image,,sa:E,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 22, Shangarh]",silkullu1985:shg:i022:v1
wordlist cell,23,village,SHG,Shangarh,Inner Seraji,42,35,2,cells/i023-SHG-pdf042.png,gɽãː,manual-source-image,,9rã,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 23, Shangarh]",silkullu1985:shg:i023:v1
wordlist cell,24,house,SHG,Shangarh,Inner Seraji,42,35,2,cells/i024-SHG-pdf042.png,gʰaːr,manual-source-image,,5буб,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 24, Shangarh]",silkullu1985:shg:i024:v1
wordlist cell,25,roof,SHG,Shangarh,Inner Seraji,42,35,2,cells/i025-SHG-pdf042.png,tʃʌpərə,manual-source-image,,tfap s,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 25, Shangarh]",silkullu1985:shg:i025:v1
wordlist cell,26,door,SHG,Shangarh,Inner Seraji,42,35,2,cells/i026-SHG-pdf042.png,dwaːr,manual-source-image,,dwa:f,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 26, Shangarh]",silkullu1985:shg:i026:v1
wordlist cell,27,window,SHG,Shangarh,Inner Seraji,42,35,2,cells/i027-SHG-pdf042.png,ˈtəkːiː,manual-source-image,,taki:,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 27, Shangarh]",silkullu1985:shg:i027:v1
wordlist cell,28,broom,SHG,Shangarh,Inner Seraji,42,35,2,cells/i028-SHG-pdf042.png,bʊaːr,manual-source-image,,bua:s,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 28, Shangarh]",silkullu1985:shg:i028:v1
wordlist cell,29,basket,SHG,Shangarh,Inner Seraji,42,35,2,cells/i029-SHG-pdf042.png,tokəɽi,manual-source-image,,toksi,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 29, Shangarh]",silkullu1985:shg:i029:v1
wordlist cell,30,cow dung,SHG,Shangarh,Inner Seraji,42,35,2,cells/i030-SHG-pdf042.png,moːl,manual-source-image,,1 : cm,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 30, Shangarh]",silkullu1985:shg:i030:v1
wordlist cell,31,firewood,SHG,Shangarh,Inner Seraji,42,35,2,cells/i031-SHG-pdf042.png,tʃʰuɭi / dʒʊkəɭə,manual-source-image,,tf+i /азик^,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 31, Shangarh]",silkullu1985:shg:i031:v1|silkullu1985:shg:i031:v2
wordlist cell,32,machete,SHG,Shangarh,Inner Seraji,42,35,2,cells/i032-SHG-pdf042.png,datʃiː,manual-source-image,,dntji:,installed,,kul,sil-kullu-1985-shangarh,"blair2021kullu[Appendix C, printed p. 35, item 32, Shangarh]",silkullu1985:shg:i032:v1
wordlist cell,17,anklet,MAN,Manali,Kullui,43,36,3,cells/i017-MAN-pdf043.png,ˈpəɳdʒebə,manual-source-image,,i 'pandzeba,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 17, Manali]",silkullu1985:man:i017:v1
wordlist cell,18,ring,MAN,Manali,Kullui,43,36,3,cells/i018-MAN-pdf043.png,mʊɳɖəɖi,manual-source-image,,mun'dadi,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 18, Manali]",silkullu1985:man:i018:v1
wordlist cell,19,footwear,MAN,Manali,Kullui,43,36,3,cells/i019-MAN-pdf043.png,ˈbuːtʰə,manual-source-image,,19. 'bu:tha,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 19, Manali]",silkullu1985:man:i019:v1
wordlist cell,20,man's dress,MAN,Manali,Kullui,43,36,3,cells/i020-MAN-pdf043.png,,manual-source-image,blank,20.,missing,source cell visually confirmed blank,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 20, Manali]",
wordlist cell,21,woman's dress,MAN,Manali,Kullui,43,36,3,cells/i021-MAN-pdf043.png,,manual-source-image,blank,21.,missing,source cell visually confirmed blank,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 21, Manali]",
wordlist cell,22,town,MAN,Manali,Kullui,43,36,3,cells/i022-MAN-pdf043.png,ˈʃehər,manual-source-image,,22. ''shef,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 22, Manali]",silkullu1985:man:i022:v1
wordlist cell,23,village,MAN,Manali,Kullui,43,36,3,cells/i023-MAN-pdf043.png,ˈgɽãː,manual-source-image,,23 g°:ã,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 23, Manali]",silkullu1985:man:i023:v1
wordlist cell,24,house,MAN,Manali,Kullui,43,36,3,cells/i024-MAN-pdf043.png,ˈgʰor,manual-source-image,,"24, лоув,",installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 24, Manali]",silkullu1985:man:i024:v1
wordlist cell,25,roof,MAN,Manali,Kullui,43,36,3,cells/i025-MAN-pdf043.png,ˈtʃʰapər,manual-source-image,,25. tshapar,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 25, Manali]",silkullu1985:man:i025:v1
wordlist cell,26,door,MAN,Manali,Kullui,43,36,3,cells/i026-MAN-pdf043.png,ˈdʊwar,manual-source-image,,26. 'duwar,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 26, Manali]",silkullu1985:man:i026:v1
wordlist cell,27,window,MAN,Manali,Kullui,43,36,3,cells/i027-MAN-pdf043.png,ˈtʰəkːi,manual-source-image,,27. 'tkaki,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 27, Manali]",silkullu1985:man:i027:v1
wordlist cell,28,broom,MAN,Manali,Kullui,43,36,3,cells/i028-MAN-pdf043.png,ˈbʰu(h)ar,manual-source-image,,"19, uhar",installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 28, Manali]",silkullu1985:man:i028:v1
wordlist cell,29,basket,MAN,Manali,Kullui,43,36,3,cells/i029-MAN-pdf043.png,ˈboɭəɽi,manual-source-image,,29 bolațrıdi,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 29, Manali]",silkullu1985:man:i029:v1
wordlist cell,30,cow dung,MAN,Manali,Kullui,43,36,3,cells/i030-MAN-pdf043.png,ˈmoːl,manual-source-image,,"с ш,",installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 30, Manali]",silkullu1985:man:i030:v1
wordlist cell,31,firewood,MAN,Manali,Kullui,43,36,3,cells/i031-MAN-pdf043.png,tʃeɭi,manual-source-image,,JI. p0/7,installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 31, Manali]",silkullu1985:man:i031:v1
wordlist cell,32,machete,MAN,Manali,Kullui,43,36,3,cells/i032-MAN-pdf043.png,datʃi,manual-source-image,,"32. dat"":",installed,,kul,sil-kullu-1985-manali,"blair2021kullu[Appendix C, printed p. 36, item 32, Manali]",silkullu1985:man:i032:v1
wordlist cell,17,anklet,RAI,Raila,Inner Seraji,43,36,1,cells/i017-RAI-pdf043.png,dʒəɳdʒərə,manual-source-image,,vJelpur£p,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 17, Raila]",silkullu1985:rai:i017:v1
wordlist cell,18,ring,RAI,Raila,Inner Seraji,43,36,1,cells/i018-RAI-pdf043.png,mʊɳɖəli,manual-source-image,,•Jeplnu,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 18, Raila]",silkullu1985:rai:i018:v1
wordlist cell,19,footwear,RAI,Raila,Inner Seraji,43,36,1,cells/i019-RAI-pdf043.png,buːtʰ / tʃʌpəɭ,manual-source-image,,bu:th/t/npl,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 19, Raila]",silkullu1985:rai:i019:v1|silkullu1985:rai:i019:v2
wordlist cell,20,man's dress,RAI,Raila,Inner Seraji,43,36,1,cells/i020-RAI-pdf043.png,koːʈ,manual-source-image,,ko:t,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 20, Raila]",silkullu1985:rai:i020:v1
wordlist cell,21,woman's dress,RAI,Raila,Inner Seraji,43,36,1,cells/i021-RAI-pdf043.png,dʒɪkəɭə,manual-source-image,,dzikaln,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 21, Raila]",silkullu1985:rai:i021:v1
wordlist cell,22,town,RAI,Raila,Inner Seraji,43,36,1,cells/i022-RAI-pdf043.png,ʃəːr,manual-source-image,,j:es,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 22, Raila]",silkullu1985:rai:i022:v1
wordlist cell,23,village,RAI,Raila,Inner Seraji,43,36,1,cells/i023-RAI-pdf043.png,gɽãː,manual-source-image,,.grã:,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 23, Raila]",silkullu1985:rai:i023:v1
wordlist cell,24,house,RAI,Raila,Inner Seraji,43,36,1,cells/i024-RAI-pdf043.png,gʰaːr,manual-source-image,,ghas,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 24, Raila]",silkullu1985:rai:i024:v1
wordlist cell,25,roof,RAI,Raila,Inner Seraji,43,36,1,cells/i025-RAI-pdf043.png,tʃʌpər,manual-source-image,,"tsap""!",installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 25, Raila]",silkullu1985:rai:i025:v1
wordlist cell,26,door,RAI,Raila,Inner Seraji,43,36,1,cells/i026-RAI-pdf043.png,dʊaːr,manual-source-image,,duas,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 26, Raila]",silkullu1985:rai:i026:v1
wordlist cell,27,window,RAI,Raila,Inner Seraji,43,36,1,cells/i027-RAI-pdf043.png,təkːi,manual-source-image,,Inki,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 27, Raila]",silkullu1985:rai:i027:v1
wordlist cell,28,broom,RAI,Raila,Inner Seraji,43,36,1,cells/i028-RAI-pdf043.png,bʊaːr,manual-source-image,,bu'ar,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 28, Raila]",silkullu1985:rai:i028:v1
wordlist cell,29,basket,RAI,Raila,Inner Seraji,43,36,1,cells/i029-RAI-pdf043.png,tokəɽi,manual-source-image,,tokasi,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 29, Raila]",silkullu1985:rai:i029:v1
wordlist cell,30,cow dung,RAI,Raila,Inner Seraji,43,36,1,cells/i030-RAI-pdf043.png,moːl,manual-source-image,,mo:(,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 30, Raila]",silkullu1985:rai:i030:v1
wordlist cell,31,firewood,RAI,Raila,Inner Seraji,43,36,1,cells/i031-RAI-pdf043.png,tʃeɭi,manual-source-image,,tseli,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 31, Raila]",silkullu1985:rai:i031:v1
wordlist cell,32,machete,RAI,Raila,Inner Seraji,43,36,1,cells/i032-RAI-pdf043.png,datʃi,manual-source-image,,dritfi,installed,,kul,sil-kullu-1985-raila,"blair2021kullu[Appendix C, printed p. 36, item 32, Raila]",silkullu1985:rai:i032:v1
wordlist cell,17,anklet,MAR,Maraur,Inner Seraji,43,36,2,cells/i017-MAR-pdf043.png,dʒeɭeːb / bəɖdʒebə,manual-source-image,,dizeleib/ brdzeba,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 17, Maraur]",silkullu1985:mar:i017:v1|silkullu1985:mar:i017:v2
wordlist cell,18,ring,MAR,Maraur,Inner Seraji,43,36,2,cells/i018-MAR-pdf043.png,mʌɳɖəli,manual-source-image,,mond!,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 18, Maraur]",silkullu1985:mar:i018:v1
wordlist cell,19,footwear,MAR,Maraur,Inner Seraji,43,36,2,cells/i019-MAR-pdf043.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 19, Maraur]",
wordlist cell,20,man's dress,MAR,Maraur,Inner Seraji,43,36,2,cells/i020-MAR-pdf043.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 20, Maraur]",
wordlist cell,21,woman's dress,MAR,Maraur,Inner Seraji,43,36,2,cells/i021-MAR-pdf043.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 21, Maraur]",
wordlist cell,22,town,MAR,Maraur,Inner Seraji,43,36,2,cells/i022-MAR-pdf043.png,bəzaːr / ʃeːr,manual-source-image,,baza:s/ fE:s,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 22, Maraur]",silkullu1985:mar:i022:v1|silkullu1985:mar:i022:v2
wordlist cell,23,village,MAR,Maraur,Inner Seraji,43,36,2,cells/i023-MAR-pdf043.png,gɽãː,manual-source-image,,9=ã,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 23, Maraur]",silkullu1985:mar:i023:v1
wordlist cell,24,house,MAR,Maraur,Inner Seraji,43,36,2,cells/i024-MAR-pdf043.png,gʰaːr,manual-source-image,,ghar,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 24, Maraur]",silkullu1985:mar:i024:v1
wordlist cell,25,roof,MAR,Maraur,Inner Seraji,43,36,2,cells/i025-MAR-pdf043.png,tʃʌpərə,manual-source-image,,tfap'=,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 25, Maraur]",silkullu1985:mar:i025:v1
wordlist cell,26,door,MAR,Maraur,Inner Seraji,43,36,2,cells/i026-MAR-pdf043.png,dʊaːr,manual-source-image,,duas,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 26, Maraur]",silkullu1985:mar:i026:v1
wordlist cell,27,window,MAR,Maraur,Inner Seraji,43,36,2,cells/i027-MAR-pdf043.png,təkːi,manual-source-image,,Erki,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 27, Maraur]",silkullu1985:mar:i027:v1
wordlist cell,28,broom,MAR,Maraur,Inner Seraji,43,36,2,cells/i028-MAR-pdf043.png,bʊ(h)aːr,manual-source-image,,bua:f (y),installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 28, Maraur]",silkullu1985:mar:i028:v1
wordlist cell,29,basket,MAR,Maraur,Inner Seraji,43,36,2,cells/i029-MAR-pdf043.png,tokəɽə,manual-source-image,,toksa,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 29, Maraur]",silkullu1985:mar:i029:v1
wordlist cell,30,cow dung,MAR,Maraur,Inner Seraji,43,36,2,cells/i030-MAR-pdf043.png,moːl,manual-source-image,,mэ:!,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 30, Maraur]",silkullu1985:mar:i030:v1
wordlist cell,31,firewood,MAR,Maraur,Inner Seraji,43,36,2,cells/i031-MAR-pdf043.png,tʃeɭi,manual-source-image,,teli,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 31, Maraur]",silkullu1985:mar:i031:v1
wordlist cell,32,machete,MAR,Maraur,Inner Seraji,43,36,2,cells/i032-MAR-pdf043.png,datʃi,manual-source-image,,dstfi,installed,,kul,sil-kullu-1985-maraur,"blair2021kullu[Appendix C, printed p. 36, item 32, Maraur]",silkullu1985:mar:i032:v1
wordlist cell,17,anklet,SID,Sidua,Inner Seraji,44,37,3,cells/i017-SID-pdf044.png,dʒəɳdʒerə,manual-source-image,,1 dzandzesa,installed,,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 17, Sidua]",silkullu1985:sid:i017:v1
wordlist cell,18,ring,SID,Sidua,Inner Seraji,44,37,3,cells/i018-SID-pdf044.png,mʊɳɖəɖi,manual-source-image,,mundadi,installed,,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 18, Sidua]",silkullu1985:sid:i018:v1
wordlist cell,19,footwear,SID,Sidua,Inner Seraji,44,37,3,cells/i019-SID-pdf044.png,pʊlə,manual-source-image,,pula,installed,,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 19, Sidua]",silkullu1985:sid:i019:v1
wordlist cell,20,man's dress,SID,Sidua,Inner Seraji,44,37,3,cells/i020-SID-pdf044.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 20, Sidua]",
wordlist cell,21,woman's dress,SID,Sidua,Inner Seraji,44,37,3,cells/i021-SID-pdf044.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 21, Sidua]",
wordlist cell,22,town,SID,Sidua,Inner Seraji,44,37,3,cells/i022-SID-pdf044.png,bʊzaːr,manual-source-image,,buzas,installed,,kul,sil-kullu-1985-sidua,"blair2021kullu[Appendix C, printed p. 37, item 22, Sidua]",silkullu1985:sid:i022:v1
