Snapshot_Date,Gandhari_ID,Entry_Key,Lemma,Homograph,Sanskrit,Status,Exclusion_Reason,CDIAL_ID,Candidates,Gloss,POS_Raw,SubPOS_Raw,Tags,Source_Citation,Article_URL,Volume,Page,Column,Morphology_Raw,Attestations_Raw,Native,Phonetic,Etymology_Raw
2026-08-05,1059,gandhari:1059,pivaraga,,pīvara,unmatched,No exact accent-normalized CDIAL head match,,,fat.,adj.,,adj,"gandhari[entry 1059, lemma pivaraga]",https://gandhari.org/dictionary/pivaraga,,,,"m. sg. dir. pivarag̱a, pl. dir. pivarae.","CKD 198, o3 pivarag̱a; CKD 358, o3 pivarae.",𐨤𐨁𐨬𐨪𐨒,,(Skt. pīvara)
2026-08-05,1060,gandhari:1060,pipasa,,pipāsā,matched,,8199,pipāsā́,thirst.,f.,,noun f,"gandhari[entry 1060, lemma pipasa]",https://gandhari.org/dictionary/pipasa,,,,sg. dir. pivas̱a.,Khvs 31 pivas̱a.,𐨤𐨁𐨤𐨯,,"(Skt. pipāsā, P pipāsā)"
2026-08-05,1061,gandhari:1061,piśuna,,piśuna,unmatched,No exact accent-normalized CDIAL head match,,,slanderous.,adj.,,adj,"gandhari[entry 1061, lemma piśuna]",https://gandhari.org/dictionary/pi%C5%9Buna,,,,m. pl. instr. phiśuṇehi.,DhpK 228 phiśuṇehi.,𐨤𐨁𐨭𐨂𐨣,,"(Skt. piśuna, P pisuṇa)"
2026-08-05,1063,gandhari:1063,pugala,,pudgala,matched,,8272,pudgala-,person.,m.,,noun m,"gandhari[entry 1063, lemma pugala]",https://gandhari.org/dictionary/pugala,,,,"sg. dir. pugalo, pugala, (*pu)gal(*o), gen. pugalas̱a.","AvL4 v221 pugalo; MĀB r10 (*pugalo), 11 (*pugalas̱a), (*pu)gal(*o), 12 (*pugalo) [2×], 13 p(*u)g(*alas̱a), 14 pugalo [2×], 15 pugalas̱a, 16 (*pugalo) [2×], 17 pugalas̱a; SĀS1 r4 pugalas̱a, 7 pugalas̱a, 9 pugala(*s̱a), 14 pugalas̱a; AnavS 15 pugala.",𐨤𐨂𐨒𐨫,,"(Skt. pudgala, P puggala)"
2026-08-05,1064,gandhari:1064,puchidava,,praṣṭavya,unmatched,No exact accent-normalized CDIAL head match,,,"to be asked, to be investigated.",adj.,,adj,"gandhari[entry 1064, lemma puchidava]",https://gandhari.org/dictionary/puchidava,,,,"m. sg. dir. prochiḏava, pruchitavo, prochitavo, pl. dir. pruchidavya. ◾ n. sg. dir. pruchidavo, prochidavo, pruchidavya, pr(*o)(*chidavo). ◾ p(*ro)chiḏavo.","AbhidhL3 51A–B(v)+53A3 prochiḏava, 51A–B(v)+53A6 p(*ro)chiḏavo, 7 prochiḏava, 17 prochiḏava; CKD 1, co3 pruchidavya; CKD 3, uo3 pruchidavo; CKD 5, uo3 prochidavo; CKD 7, cr2 prochidavo; CKD 9, uo3 prochidavo; CKD 11, uo3 prochidavo; CKD 12, cr1 prochidavo; CKD 13, uo3 prochidavo; CKD 15, cr2 prochidavo [2×]; CKD 18, uo3 prochidavo; CKD 19, uo2 prochidavo; CKD 20, uo3 prochidavo; CKD 21, uo3 prochidavo; CKD 24, cr1 prochidavo; CKD 26, o3 prochidavo; CKD 27, cr2 prochidavo; CKD 29, cr2 prochidavo; CKD 30, o3 prochidavo; CKD 32, cr2 prochidavo; CKD 33, uo3 prochidavo; CKD 35, r1 prochidavo, 2 prochidavo; CKD 36, uo3 prochi(*davo); CKD 37, cr1 prochidavo; CKD 38, o3 prochidavo; CKD 39, uo3 prochidavo; CKD 42, uo3 pruchidavo; CKD 45, uo4 prochidavo; CKD 46, cr1 prochidavo; CKD 47, uo2 prochidavo; CKD 49, uo4 prochidavo; CKD 53, uo3 prochidavo; CKD 54, o3 prochidavo; CKD 56, cr1 prochidavo; CKD 62, uo4 prochidavo; CKD 63, uo3 prochidavo; CKD 68, uo3 prochidavo; CKD 71, cr2 prochidavo, 3 prochidavo; CKD 124, cr2 prochidavo, 3 prochidavo, uo4 prochidavo; CKD 134, o3 prochidavo; CKD 140, cr2 prochidavo; CKD 146, oB3b pruchidavya; CKD 189, o3 prochidavo; CKD 192, r1 pruchidavo; CKD 212, cr1 pruchidavo; CKD 213, r2 pruchidavo; CKD 219, uo3 prochidavo; CKD 223, cr1 pruchidavya; CKD 229, r1 pruchidavo; CKD 235, uo3 pruchidavo; CKD 240, r1 pru(*chidavo); CKD 243, o4 pruchidavo; CKD 252, o2 pruchidavo; CKD 256, uo4 pruchidavo; CKD 262, uo3 pruchidavo; CKD 265, uo3 prochidavo; CKD 286, o3 pruchidavo; CKD 295, o2 pr(*u)chidavo; CKD 297, cr3 pruchidavo, uo3 pruchidavo; CKD 301, o2 pruchidavo; CKD 308, o3 pruchidavo; CKD 310, urA3 pruchidavya; CKD 312, uo3 pruchidavo; CKD 315, uo3 pruchidavo, 4 pruchidavo; CKD 340, o3 pruchidavo; CKD 347, r1 pruchidavo; CKD 356, o2 pruchidavo; CKD 357, o4 pruchidavo [2×]; CKD 359, r2 pruchidavo; CKD 364, r2 pruchidavo; CKD 366, o3 pruchidavo; CKD 375, o4 pruchidavo; CKD 386, o3 pruchidavo; CKD 393, o3 pruchidavo; CKD 397, o4 pruchidavo; CKD 400, o3 prochitavo; CKD 403, uo5 pruchidavo; CKD 408, r1 pruchidavo; CKD 414, r4 pruchitavo; CKD 423, r1 prochidavo; CKD 433, uo3 pruchidavo; CKD 435, uo3 pr(*u)chidavo; CKD 439, uo3 pruchidavo; CKD 451, o3 pruchidavo; CKD 471, r1 pruchidavo; CKD 473, uo3 prochidavo; CKD 474, uo3 pruchi(*da)vo; CKD 479, uo3 pruchidavo; CKD 480, cr1 pruchidavo, uo3 pruchidavo; CKD 481, cr1 pruchidavo; CKD 482, uo3 pruchidavo; CKD 484, co1 pruchidavo; CKD 489, r5 pruchidavo; CKD 492, uo4 pruchidavo; CKD 494, cr1 prochidavo [2×]; CKD 502, o3 pruchidavo; CKD 509, cr1 pruchidavo, 2 pruchidavo; CKD 518, uo3 pruchidavo; CKD 520, uo3 pruchidavo; CKD 524, cr1 pruchidavya, uo5 pruchidavya; CKD 526, cr1 pruchidavo; CKD 528, cr2 pruchidavo; CKD 530, cr1 pruchidavo; CKD 532, cr2 pruchidavo; CKD 538, cr1 pruchidavo; CKD 540, cr1 pruchidavo; CKD 542, cr1 pruchidavo, uo3 pruchidavo; CKD 545, cr2 pruchidavo, uo3 pruchidavo; CKD 546, o4 pruchidavo; CKD 551, r3 pruchidavo; CKD 553, o3 pruchidavo; CKD 555, r2 pruchidavo; CKD 556, r1 pruchidavo; CKD 561, cr1 pruchidavo; CKD 564, uo3 pruchidavo; CKD 567, uo3 pruchidavya; CKD 574, cr1 pruchidavo, 2 pruchidavo; CKD 584, cr3 pruchidavo; CKD 606, o3 pruchidavo; CKD 621, o6 pruchidavya; CKD 636, uo3 pruchidavo; CKD 638, o2 prochidavo, 3 prochidavo [2×]; CKD 643, o3 pruchidavo; CKD 714, o5 pruchidavo; CKD 719, o3 pruchidavo, 4 pruchidavo; CKD 720, r1 pruchidavo; CKD 734, r2 pruchidavo; CKD 735, r2 pruchidavo; CKD 741, r2 pruchidavo; CKD 751, o3 pruchidavo; CKD 769, cr3 pruchidavo; CKD 815, B1 prochidavo; CKD 816, A4 pruchidavo; CKD 846, co2 pruchi(*davo); CKD 859, co4 pru(*chidavo); CKD 860, co3 pruchidavo; CKD 862, cr1 p(*ruchi)davo; PP8, b1 pr(*o)(*chidavo).",𐨤𐨂𐨖𐨁𐨡𐨬,,"(Skt. praṣṭavya, P pucchitabba)"
2026-08-05,1065,gandhari:1065,puja,,pūjya,matched,,8319,pūjya,to be worshipped.,adj.,,adj,"gandhari[entry 1065, lemma puja]",https://gandhari.org/dictionary/puja,,,,m. sg. dir. pruju.,DhpK 47 pruju.,𐨤𐨂𐨗,,"(Skt. pūjya, P pujja, pūja)"
2026-08-05,1067,gandhari:1067,puṃña,1,puṇya,matched,,8261,púṇya,merit.,m.,,noun m,"gandhari[entry 1067, homograph 1, lemma puṃña]",https://gandhari.org/dictionary/pu%E1%B9%83%C3%B1a,,,,"m. sg. dir. puño, puñe, puño, puña, puñaṃ, puṇaṃ, (*pu)ño, puṃña, puñu, puṇa, instr. puñeṇa, gen. puñasa, loc. puñe, pl. dir. puña, puñaṇi.","Shāh IX 20 puñaṃ [2×]; XI 24 puña; Mān IX 8 puṇa, puṇaṃ; XI 14 puṇaṃ; NirdL2 r62 p(*u)ñeṇa, 70 p(*u)ñ(*e)ṇa, v194 pu(*ño); MSūB r7Fv.56 puño; BC 11, v16 puña; CKI 564, 4‐5 puño, 5‐4 puñasa; DhpK 46 puñe, 183 puñe, 195 puñu, 204 puña, 208 puña, puñasa, 210 puñasa, puñeṇa; MSūBm b1 puño; CKD 248, o3 puṃña; CKM 294, r4 puño; DhpSp 38 puñaṇi, 49 puña [2×], 50 puña; ASP v5-02 puñ(*o), 5-06 puño, 5-21 puño, 5-23 puño, 5-24 puño, 5-28 puño, 5-29 puño, 5-32 (*pu)ño, 5-33 (*pu)ño, 5-41 puño, 5-46 puño, 5-50 puño, 5-53 p(*u)ño, 5-57 puño, 5-60 puño.",𐨤𐨂𐨎𐨙,puɲːə,"(Skt. puṇya, P puñña; cf. Khotanese pulña‐, Emmerick 1992, 167)"
2026-08-05,1068,gandhari:1068,puṭha,,pr̥ṣṭa,matched,,8368,pr̥ṣṭá,asked.,adj.,,adj,"gandhari[entry 1068, lemma puṭha]",https://gandhari.org/dictionary/pu%E1%B9%ADha,,,,"m. sg. dir. proṭhu, pruṭho.","EĀL r12 proṭhu, 13 proṭhu [2×], 14 proṭhu; MSūB r1E.32 pruṭho.",𐨤𐨂𐨛,,"(Skt. pr̥ṣṭa, P puṭṭha)"
2026-08-05,1069,gandhari:1069,punapuno,,punaḥpunaḥ,unmatched,No exact accent-normalized CDIAL head match,,,again and again.,ind.,,indecl,"gandhari[entry 1069, lemma punapuno]",https://gandhari.org/dictionary/punapuno,,,,"puṇapuṇo, puṇapuṇu, puṇapuṇa, punapuna, punapuno, puṇapuṇu, punapunaṃ.","NirdL2 r27 puṇapuṇo, 30 puṇapuṇo, 32 puṇapuṇo; DhpK 95 puṇapuṇu, 207 puṇapuṇu, 208 puṇapuṇu, 246 puṇapuṇu; AnavS 10 puṇapuṇa; Bps v1 punapunaṃ; CKD 34, o2 punapuno; CKD 69, o2 punapuno; CKD 86, o2 punapuno; CKD 100, r2 punapuno; CKD 104, r2 punapuno; CKD 107, o3 punapuno; CKD 140, uo3 punapuno; CKD 161, uo3 punapuno; CKD 164, o3 punapuno; CKD 165, o2 punapuno; CKD 247, o2 punapuno; CKD 249, o4 punapuno; CKD 314, o3 punapuno; CKD 335, co2 punapuno; CKD 370, uo2 punapuno; CKD 372, o3 punapuno; CKD 390, o3 punapun(*o); CKD 399, o1 punapuno, rB1 punapuno; CKD 475, r3 punapuno; CKD 476, Ao4 punapuno; CKD 498, o3 punapuno; CKD 499, o4 punapuno; CKD 515, uo2 punapuno; CKD 541, o3 punapuno, r3 punapuno; CKD 546, o1 punapuno; CKD 563, r3 punapuno; CKD 644, r3 punapuno; CKD 690, r3 punapuno; CKD 696, o3 punapuno; CKD 698, o3 punapuno; CKD 713, o2 punapuno; CKD 771, uo4 punapuno; CKD 794, cr2 punapuno; CKD 797, uo2 punapuno; CKD 819, uo2 punapuno; DhpSp 53 punapuna.",𐨤𐨂𐨣𐨤𐨂𐨣𐨆,,"(Skt. punaḥpunaḥ, P punappuno)"
2026-08-05,1071,gandhari:1071,puṃḍariga,,puṇḍarīka,matched,,8258,puṇḍárīka,white lotus.,m.,,noun m,"gandhari[entry 1071, lemma puṃḍariga]",https://gandhari.org/dictionary/pu%E1%B9%83%E1%B8%8Dariga,,,,sg. dir. puḍario.,EĀL r18 puḍario.,𐨤𐨂𐨎𐨜𐨪𐨁𐨒,,"(Skt. puṇḍarīka, P puṇḍarīka)"
2026-08-05,1072,gandhari:1072,putra,,putra,matched,,8265,putrá,son.,m.,,noun m,"gandhari[entry 1072, lemma putra]",https://gandhari.org/dictionary/putra,,,,"sg. dir. putra, putro, putre, potra, (*putraṃ), instr. putrena, gen. putrasa, putras̱a, pl. dir. putra, instr. putrehi, gen. putrana, putraṇa, putrāna, putranaṃ, putrānāṃ, loc. putreṣo, putreṣu. ◾ putra.","Shāh IV 9 putra; V 11 putra; VI 16 putra; IX 19 putrena; XI 24 putrena; XIII 11 putra; Mān IV 16 putra; V 19 putra; VI 31 putra; IX 5 putrena; XI 13 putrena; XIII 12 putra; CKC 135, Rev putrasa; CKC 136, Rev putrasa; CKC 137, Rev putrasa; AnavL 7 (*pu)tro; Khvs 4 putreṣo, 6 putra, 7 putreṣ(*o), 14 (*putraṃ), 18 p(*u)traṃ, 23 (*p)utr(*a), 41 pu(*t)ra, 442 (*putraṃ); AvL6 r17 (*putro), v44 putra; CKC 225, Rev putrasa; CKC 226, Rev (*pu)trasa; CKI 46, 2 putro; CKC 228, Rev putrasa; CKC 219, Rev putrasa; CKC 220, Rev putrasa; CKI 251, 8 putrana; CKI 257, 3 putrehi; CKC 300, Rev putra(*sa); CKI 358, 1 putrehi [2×]; CKI 564, 2‐5 putraṇa; CKI 172, 3 putrehi; DhpK 169 putreṣu, 261 putra; unlinked 4 pu(*tra), putrāna; CKI 48, B2 putra; CKI 63, 1 putrasa; CKI 241, 1 putre; CKI 334, 1 p⟨*u⟩tre; CKI 402, A1 putre, B1 putre; CKI 928, 1 putrasa; CKD 5, uo2 putra, r1 putras̱a; CKD 12, uo2 putra; CKD 31, uo2 putra; CKD 111, oB5 putra; CKD 125, r1 putra; CKD 164, o5 putra; CKD 187, o7 putra; CKD 206, uo5 putra; CKD 231, r2 putra [2×]; CKD 254, o4 putra; CKD 271, o4 putra; CKD 279, o3 putra, 4 putrehi; CKD 345, cr2 putra; CKD 358, o6 putra, 9 putra; CKD 370, cr1 putra; CKD 376, o1 putra; CKD 412, o2 putrana; CKD 415, co1 putra, uo7 putra; CKD 419, uo2 putrana; CKD 422, o2 putra; CKD 425, cr7 putrana; CKD 437, uo2 putra; CKD 440, r2 putra; CKD 474, uo4 putra; CKD 481, cr1 putranaṃ; CKD 499, o4 putra; CKD 528, cr1 putra, uo3 putra; CKD 538, uo2 putra, 3 putra; CKD 542, uo2 putra; CKD 546, o3 putra; CKD 564, uo2 putra, 3 putra; CKD 569, uo2 putra; CKD 573, cr2 putro; CKD 575, uo4 putra; CKD 580, cr3 putrena, uo6 putra; CKD 589, uo2 putra; CKD 591, cr4 putra; CKD 593, uo4 putra; CKD 621, o2 putra, 4 putra; CKD 646, uo4 putra; CKD 654, cr2 putra; CKD 655, uo3 putra; CKD 656, uo5 putra; CKD 677, uo5 putrena, 6 putrana; CKD 678, uo5 putrānāṃ; CKD 702, o5 putra; CKD 715, o2 putre, 10 putra; CKD 770, uo9 putro; CKD 788, 2 putra; CKD 808, uo4 putra; CKD 837, A2 potra [2×], 5 potra [2×]; CKD 846, co2 putra; CKD 881, D1 putra; CKD 884, 4 putra, 10 putra, 11 putra, 12 putra; CKD 891, A3 potra; Bhks 15r5 (*pu)tro, 2 (*putro), 4 (*putro), v1 (*putro), 3 (*putro), 5 (*putro), 17r5 (*putro), 3 putro, 5 (*p)utro, v2 putro, 4 putro, 5 (*putro), 18r3 putro, 20r1 (*putro), 3 (*putro), 5 (*putro), v2 putro, 4 putro, 21A3 putro, 23B5 p(*u)t(*r)o, 24Bb putro; CKC 229, a putrasa, b putrasa.",𐨤𐨂𐨟𐨿𐨪,putɾə,"(Skt. putra, P putta)"
2026-08-05,1073,gandhari:1073,pudi,,pūti,matched,,8323,pū́ti,putrid.,adj.,,adj,"gandhari[entry 1073, lemma pudi]",https://gandhari.org/dictionary/pudi,,,,m. sg. instr. pudiṇa. ◾ mfn. puḏi. ◾ pudi.,DhpK 158 pudiṇa; unlinked r pudi.,𐨤𐨂𐨡𐨁,,"(Skt. pūti, P pūti)"
2026-08-05,1074,gandhari:1074,pudiga,,pūtika,matched,,8324,pūtika,putrid.,adj.,,adj,"gandhari[entry 1074, lemma pudiga]",https://gandhari.org/dictionary/pudiga,,,,"n. sg. dir. putika, pudia.",Shāh IX 18 putika; DhpK 268 pudia.,𐨤𐨂𐨡𐨁𐨒,,"(Skt. pūtika, P pūtika)"
2026-08-05,1075,gandhari:1075,puno,,punaḥ,unmatched,No exact accent-normalized CDIAL head match,,,again.,ind.,,indecl,"gandhari[entry 1075, lemma puno]",https://gandhari.org/dictionary/puno,,,,"puna, punu, puṇu, maṇo, puṇo, puṇa, punar, puno, maṇa, punaḥ, punaṃ, phunar, muṇo.","Shāh IX 19 puna, 20 puna [4×]; XII 6 puna [2×]; XIII 8 puna, 10 puna; XIV 13 puna [2×]; Mān VI 28 puna, 30 puna; IX 6 puna, 7 puna, 8 puna; XII 5 puna; XIII 9 puna; XIV 14 puna [2×]; AnavL 29 puṇa, 32 puṇo, 53 puṇa; NirdL2 r4 puṇo, 9 puṇo, 43 p(*u)ṇo, 48 puṇo, 110 puṇo; AvL6 r31 punu; NirdL2 v14 puṇo; AbhidhL3 17 puna; MĀB r37 (*puno), 40 p(*u)no, 43 puno, 44 puno, 49 (*puno); DhpK 65 maṇo, 83 maṇa, 104 maṇo, 105 maṇo, 161 puṇu, 197 muṇo, 272 maṇa [2×], 274 maṇa, 284 maṇo; SĀS7 19 puṇo, 22 puṇa; MSūBm a2 puna; MPS 4va1 punaṃ; CKM 98, r3 puna; NM1, NL1 puṇu, NL2 puṇu [2×], r maṇo [6×], v puṇu; CKD 34, o4 punu; CKD 39, cr1 puna; CKD 46, uo2 puna; CKD 62, co2 puna; CKD 84, r1 puna; CKD 90, o4 punu; CKD 100, o1 puna; CKD 107, o5 puna, 6 punar; CKD 134, o2 puna; CKD 140, uo6 puna; CKD 152, uo5 punu; CKD 157, r1 puna; CKD 161, cr3 puna; CKD 164, o10 puna; CKD 165, o11 puna; CKD 198, o2 puna; CKD 200, o5 puna; CKD 228, o4 puna; CKD 251, o3 puna; CKD 256, cr1 puna, 2 puna [2×]; CKD 271, o3 puna; CKD 283, o4 puna; CKD 292, o3 puna; CKD 295, o3 puna; CKD 297, cr4 puna; CKD 305, o6 punu; CKD 310, uo3 puna [3×], 4 puna; CKD 320, r5 puna; CKD 322, uo4 puna; CKD 345, cr2 puna, uo3 puna, 7 puna; CKD 362, o4 puna; CKD 364, r2 puna; CKD 383, r6 punu [2×]; CKD 386, o2 puna; CKD 390, o7 punu; CKD 399, o5 punu, rA3 punu; CKD 403, uo3 puna; CKD 436, uo4 punu, 5 punu; CKD 439, uo2 puna; CKD 499, o6 punu; CKD 520, uo2 puna, 3 puna; CKD 523, r1 punar, 2 punaṃ, punaḥ [3×], punar [3×], phunar, 4 punar; CKD 524, uo3 puna; CKD 545, cr1 puna, 3 puna; CKD 562, uo2 puna; CKD 577, uo5 puna; CKD 621, o4 puna [2×]; CKD 635, r2 puna, 5 puna; CKD 637, o5 puna, 10 puna; CKD 646, cr3 punu, 4 punu; CKD 660, oA1 puna; CKD 689, r1 puna; CKD 713, o4 puna, 7 puna; CKD 714, o7 puna [2×]; CKD 722, uo7 puna; CKD 737, r1 puna; CKD 743, o2 punu; CKD 769, cr2 punar; CKD 775, uo2 puna, 3 puna; CKD 805, cr2 punu, 3 punu; CKD 817, C2 puno; CKD 819, uo4 puna, 6 puna; CKD 889, 3 puna, 4 puna, 7 puna; CKD 890, 2 puna; PP8, b2 puna; SC 2, A35 puṇa, B2 puṇa, B20 puṇa, B26 puṇa; DhpSp 36 puṇu, 40 puṇu, 41 puṇu; ASP r1-23 puṇu, 1-31 puṇu, 1-40 puṇu, 1-49 puṇu, 1-50 punu, v5-03 puṇu, 5-21 puṇu, 5-41 puṇu, 5-46 puṇu, 5-50 puṇu; CKD 897, 3 punu.",𐨤𐨂𐨣𐨆,puno,"(Skt. punaḥ, P puno; Brough 1962: 109)"
2026-08-05,1076,gandhari:1076,puṣpa,,puṣpa,matched,,8303,púṣpa,flower.,m.,,noun m,"gandhari[entry 1076, lemma puṣpa]",https://gandhari.org/dictionary/pu%E1%B9%A3pa,,,,"sg. dir. pupho, puśpu, puṣa, puṣu, puṣpa, pupha, puphaṃm, puṣpu, pl. dir. puphaṇi, puṣpa, puṣaṇa, puṣaṇi.","AnavL 87 puśpu, 88 puśpu; DhpL r3 p(*uṣpa); DhpK 81 pupha, 290 puṣu, 291 puṣu, 292 puṣpa, 294 puṣaṇi, 298 puṣaṇa, 301 puṣa, 302 puṣa; CKD 510, r3 puṣpu; CKM 301, D1c4 puṣpa; SC 2, A4 puṣpa; DhpSp 70 pupho, 71 pupho, 80 puphaṇi, 81 puphaṇi, 84 puphaṃm.",𐨤𐨂𐨮𐨿𐨤,puʂpə > pupʰːə,"(Skt. puṣpa, P puppha)"
2026-08-05,1077,gandhari:1077,puya,1,pūjā,matched,,8317,pūjā́,worship.,f.,,noun f,"gandhari[entry 1077, homograph 1, lemma puya]",https://gandhari.org/dictionary/puya,,,,"sg. dir. puya, puja, pūjā, pujaṃ, instr. pujaye, dat. puyae, puj̱ae, puyaye, pujae, puj̱aya, puyaa, puyaï, pu(*yae), puyaya, puyee, abl. puyae.","Shāh XII 1 puja, pujaye, 8 puja; Mān XII 1 puja, pujaye, 7 pujaṃ; AnavL 62 puyae; CKI 46, 3 puyae; CKI 403, 1 puyae; CKI 242, 4 puyae; CKI 251, 8 puyae, 9 puyee, 11 puyae, 12 puyae; CKI 53, 5 puyae, 6 puyae; CKI 564, 2‐2 p(*u)yae, 2‐3 puyae, 2‐4 puyae, 3‐4 puyae, 3‐5 puyae, 3‐6 puyae [4×], 4‐1 puyae [2×], 4‐2 puyae [3×], 4‐3 puyae [2×], 5‐4 puyae; CKI 331, B8 puyae; CKI 172, 5 puyae; CKI 60, 4 puyae [5×], 5 puyae; CKI 328, 3 pujae [2×], 4 puj̱ae; CKI 178, 2 puyae [2×], 3 puyae [2×], 4 puyae [3×]; CKI 245, 1 pu(*ya)e; CKI 153, 4 puyae [2×]; CKI 244, 5 pu(*yae); CKI 830, 3 puyae [2×]; CKI 159, 2 puyae [3×], 3 puyae; CKI 367, 1 puyae; CKI 509, 2 puyaye [2×]; CKI 161, 1 puyae; CKI 232, 1 puyaya; CKI 158, 4 puyae; CKI 33, 1 puyae; CKI 48, G2 puyae, P2 puyae, O1 puya, O2 puya [2×]; CKI 50, base puyae; CKI 56, 2 puyae; CKI 57, 2 puyae; CKI 65, 1 puyae; CKI 69, 1 puyae; CKI 93, 1 puyae; CKI 117, 1 puyae; CKI 170, 1 puj̱aya; CKI 177, 1 puyae; CKI 192, 1 puyae; CKI 193, Aa puyae; CKI 218, 1 puyaï; CKI 222, 1 (*puyae); CKI 234, 1 puyaa; CKI 326, 1B puyae; CKI 373, 1 puya; CKI 391, 1 puyae; CKI 404, 1 puyae [2×]; CKI 442, 8 puyae; CKI 466, 3 puyae [3×], 4 puyae [2×]; CKI 755, c1 puyae; CKI 835, 1 puyae, 2 puyae; CKI 1113, 2 puyae; CKI 1114, 1 pu(*yae); CKI 1161, 1 puyae; CKD 511, o2 pūjā [2×]; CKI 1172, 3 puyae [2×]; CKI 1188, 1 p⟨*u⟩yae.",𐨤𐨂𐨩,puːjə,"(Skt. pūjā, P pūjā)"
2026-08-05,1078,gandhari:1078,puyadi,,pūryate,unmatched,No exact accent-normalized CDIAL head match,,,is filled.,v.,,verb,"gandhari[entry 1078, lemma puyadi]",https://gandhari.org/dictionary/puyadi,,,,pres. sg. 3rd puyadi.,"DhpK 209 puyadi [2×], 210 puyadi.",𐨤𐨂𐨩𐨡𐨁,,"(Skt. pūryate, P pūrati)"
2026-08-05,1079,gandhari:1079,puyana,,pūjana,unmatched,No exact accent-normalized CDIAL head match,,,worshipping.,f.,,noun f,"gandhari[entry 1079, lemma puyana]",https://gandhari.org/dictionary/puyana,,,,"sg. dir. puyaṇa, puyaṇaṃ.",DhpK 320 puyaṇa; DhpSp 90 puyaṇaṃ.,𐨤𐨂𐨩𐨣,,"(Skt. pūjana, P pūjanā)"
2026-08-05,1080,gandhari:1080,puyida,,pūjita,matched,,8318,pūjita,worshipped.,adj.,,adj,"gandhari[entry 1080, lemma puyida]",https://gandhari.org/dictionary/puyida,,,,"m. sg. dir. puyita, puyidu, (*pu)yida, pl. dir. puyita, puyida, pujita, gen. pujitana. ◾ f. sg. dir. puyita.","CKI 242, 5 puyita; DhpK 323 puyidu; CKI 249, 8 puyita [3×], 9 puyita [2×], 10 puyita [3×]; CKI 255, 1 puyita, puyida [2×]; CKI 401, 2 puyita, 3 puyi(*ta) [4×], 4 puyita; CKD 511, o3 pujita, l pujitana; DhpSp 2 (*pu)yida.",𐨤𐨂𐨩𐨁𐨡,,"(Skt. pūjita, P pūjita)"
2026-08-05,1081,gandhari:1081,puyedi,,pūjayati,matched,,8316,pūjáyati,worships.,v.,,verb,"gandhari[entry 1081, lemma puyedi]",https://gandhari.org/dictionary/puyedi,,,,"pres. sg. 3rd pujeti. ◾ opt. sg. 3rd puyaï, puyae. ◾ abs. puyaïta.","Shāh XII 1 pujeti, 5 pujeti; Mān XII 1 pujeti, 5 pujeti; DhpK 320 puyaï; CKI 334, 2 puyaïta [2×], 3 puyaïta [3×]; DhpSp 90 puyae.",𐨤𐨂𐨩𐨅𐨡𐨁,,"(Skt. pūjayati, P pūjeti)"
2026-08-05,1082,gandhari:1082,pura,3,pūra,ambiguous,Multiple exact accent-normalized CDIAL head matches,,8330:pūra | 8331:pūra,full.,adj.,,adj,"gandhari[entry 1082, homograph 3, lemma pura]",https://gandhari.org/dictionary/pura,,,,,,𐨤𐨂𐨪,,"(Skt. pūra, P pūra)"
2026-08-05,1083,gandhari:1083,purakhida,,puraskr̥ta,unmatched,No exact accent-normalized CDIAL head match,,,favored.,adj.,,adj,"gandhari[entry 1083, lemma purakhida]",https://gandhari.org/dictionary/purakhida,,,,m. sg. dir. puraḱidu.,AnavL 80 puraḱidu.,𐨤𐨂𐨪𐨑𐨁𐨡,,"(Skt. puraskr̥ta, P purakkhata)"
2026-08-05,1084,gandhari:1084,puraṭ́hida,,puraḥsthita,unmatched,No exact accent-normalized CDIAL head match,,,standing in front.,adj.,,adj,"gandhari[entry 1084, lemma puraṭ́hida]",https://gandhari.org/dictionary/pura%E1%B9%AD%CC%81hida,,,,"m. pl. dir. puraṭhida, puraṭhita. ◾ m. sg. dir. puraṭhita, puraṭhida.","CKD 252, r2 puraṭhita; CKD 295, o3 puraṭhita; CKD 327, o5 puraṭhida; CKD 357, o5 puraṭhita; CKD 368, o4 puraṭhida; CKD 387, o5 puraṭhida, 7 puraṭhita; CKD 415, cr1 puraṭhida; CKD 419, cr5 puraṭhida, uo5 puraṭhida; CKD 495, o6 puraṭhida; CKD 558, o4 puraṭhita; CKD 571, cr1 puraṭhida; CKD 572, uo3 puraṭhida; CKD 573, cr3 puraṭhida; CKD 579, uo7 puraṭhida; CKD 580, uo4 puraṭhida; CKD 581, uo6 puraṭhida; CKD 586, uo5 puraṭhida; CKD 587, cr5 puraṭhida, uo3 puraṭhida, 6 puraṭhida; CKD 589, uo5 puraṭhida; CKD 599, r1 puraṭhida; CKD 622, o4 puraṭhita; CKD 648, o5 puraṭhida; CKD 656, uo4 puraṭhita; CKD 715, o4 puraṭhida; CKD 781, uo4 puraṭhida.",𐨤𐨂𐨪𐨳𐨁𐨡,,(Skt. puraḥsthita)
