Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Raw_Response,Similarity_Groups,Reviewed_Transcription,Manual_Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,34,knife,PAR,Kinumun Parenga Parja,comparison control,25,20,1,4 kʌʈɪ,4,kʌʈɪ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 34, Kinumun Parenga Parja]",
wordlist cell,34,knife,RON,Malenga Rona Desiya,comparison control,25,20,1,5 kɐʈɾɐ,5,kɐʈɾɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 34, Malenga Rona Desiya]",
wordlist cell,34,knife,ODI,Cuttack Oriya,comparison control,25,20,1,3 tʃhuɾi,3,tʃhuɾi,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 34, Cuttack Oriya]",
wordlist cell,35,axe,BIA,Biapada U. Didayi,target,25,20,1,1 malue,1,malue,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Biapada U. Didayi]",silbondadidayi1997:bia:i035:v1
wordlist cell,35,axe,CHI,Chitrakonda L. Didayi,target,25,20,1,1 malue,1,malue,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i035:v1
wordlist cell,35,axe,KAL,Kaluguda U. Didayi,target,25,20,1,4 goɖali,4,goɖali,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Kaluguda U. Didayi]",silbondadidayi1997:kal:i035:v1
wordlist cell,35,axe,ORA,Orapadar U. Didayi,target,25,20,1,4 goɖali,4,goɖali,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Orapadar U. Didayi]",silbondadidayi1997:ora:i035:v1
wordlist cell,35,axe,ORI,Oringi L. Didayi,target,25,20,1,1 malue,1,malue,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Oringi L. Didayi]",silbondadidayi1997:ori:i035:v1
wordlist cell,35,axe,RAS,Rasabeda L. Bonda,target,25,20,1,2 tʌŋgiɑ,2,tʌŋgiɑ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Rasabeda L. Bonda]",silbondadidayi1997:ras:i035:v1
wordlist cell,35,axe,KEN,Kendhuguda L. Bonda,target,25,20,1,3 kʊɾaɖɪ,3,kʊɾaɖɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i035:v1
wordlist cell,35,axe,KAD,Kadamguda L. Bonda,target,25,20,1,3 kʊɾaɖɪ,3,kʊɾaɖɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Kadamguda L. Bonda]",silbondadidayi1997:kad:i035:v1
wordlist cell,35,axe,DUM,Dumripada U. Bonda,target,25,20,1,5 ʈʌindʒa,5,ʈʌindʒa,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Dumripada U. Bonda]",silbondadidayi1997:dum:i035:v1
wordlist cell,35,axe,GUT,Tikrapada Gutob,comparison control,25,20,1,2 ʈɛŋgɪjɐ,2,ʈɛŋgɪjɐ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Tikrapada Gutob]",
wordlist cell,35,axe,PAR,Kinumun Parenga Parja,comparison control,25,20,1,2 ʈeŋgɪɐ,2,ʈeŋgɪɐ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Kinumun Parenga Parja]",
wordlist cell,35,axe,RON,Malenga Rona Desiya,comparison control,25,20,2,2 ʈeŋgjɐ,2,ʈeŋgjɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Malenga Rona Desiya]",
wordlist cell,35,axe,ODI,Cuttack Oriya,comparison control,25,20,2,2 tɑŋgiːɑ,2,tɑŋgiːɑ,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 35, Cuttack Oriya]",
wordlist cell,36,rope,BIA,Biapada U. Didayi,target,25,20,2,1 gɛhe,1,gɛhe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Biapada U. Didayi]",silbondadidayi1997:bia:i036:v1
wordlist cell,36,rope,CHI,Chitrakonda L. Didayi,target,25,20,2,1 gɛhe,1,gɛhe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i036:v1
wordlist cell,36,rope,KAL,Kaluguda U. Didayi,target,25,20,2,1 gɛhe,1,gɛhe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Kaluguda U. Didayi]",silbondadidayi1997:kal:i036:v1
wordlist cell,36,rope,ORA,Orapadar U. Didayi,target,25,20,2,1 gɛhe,1,gɛhe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Orapadar U. Didayi]",silbondadidayi1997:ora:i036:v1
wordlist cell,36,rope,ORI,Oringi L. Didayi,target,25,20,2,1 gɛhe,1,gɛhe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Oringi L. Didayi]",silbondadidayi1997:ori:i036:v1
wordlist cell,36,rope,RAS,Rasabeda L. Bonda,target,25,20,2,1 gɪe,1,gɪe,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Rasabeda L. Bonda]",silbondadidayi1997:ras:i036:v1
wordlist cell,36,rope,KEN,Kendhuguda L. Bonda,target,25,20,2,1 gɪe,1,gɪe,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i036:v1
wordlist cell,36,rope,KAD,Kadamguda L. Bonda,target,25,20,2,1 gɪe,1,gɪe,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Kadamguda L. Bonda]",silbondadidayi1997:kad:i036:v1
wordlist cell,36,rope,DUM,Dumripada U. Bonda,target,25,20,2,1 gɪgei,1,gɪgei,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Dumripada U. Bonda]",silbondadidayi1997:dum:i036:v1
wordlist cell,36,rope,GUT,Tikrapada Gutob,comparison control,25,20,2,1 gɛi,1,gɛi,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Tikrapada Gutob]",
wordlist cell,36,rope,PAR,Kinumun Parenga Parja,comparison control,25,20,2,4 luʋɐɾ,4,luʋɐɾ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Kinumun Parenga Parja]",
wordlist cell,36,rope,RON,Malenga Rona Desiya,comparison control,25,20,2,2 ɖɔɾ,2,ɖɔɾ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Malenga Rona Desiya]",
wordlist cell,36,rope,ODI,Cuttack Oriya,comparison control,25,20,2,3 dowudi,3,dowudi,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 36, Cuttack Oriya]",
wordlist cell,37,thread,BIA,Biapada U. Didayi,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Biapada U. Didayi]",silbondadidayi1997:bia:i037:v1
wordlist cell,37,thread,CHI,Chitrakonda L. Didayi,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i037:v1
wordlist cell,37,thread,KAL,Kaluguda U. Didayi,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Kaluguda U. Didayi]",silbondadidayi1997:kal:i037:v1
wordlist cell,37,thread,ORA,Orapadar U. Didayi,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Orapadar U. Didayi]",silbondadidayi1997:ora:i037:v1
wordlist cell,37,thread,ORI,Oringi L. Didayi,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Oringi L. Didayi]",silbondadidayi1997:ori:i037:v1
wordlist cell,37,thread,RAS,Rasabeda L. Bonda,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Rasabeda L. Bonda]",silbondadidayi1997:ras:i037:v1
wordlist cell,37,thread,KEN,Kendhuguda L. Bonda,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i037:v1
wordlist cell,37,thread,KAD,Kadamguda L. Bonda,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Kadamguda L. Bonda]",silbondadidayi1997:kad:i037:v1
wordlist cell,37,thread,DUM,Dumripada U. Bonda,target,25,20,2,1 suta̪,1,suta̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Dumripada U. Bonda]",silbondadidayi1997:dum:i037:v1
wordlist cell,37,thread,GUT,Tikrapada Gutob,comparison control,25,20,2,1 sʊtː̪ɐ,1,sʊtː̪ɐ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Tikrapada Gutob]",
wordlist cell,37,thread,PAR,Kinumun Parenga Parja,comparison control,25,20,2,1 sutɐ̪,1,sutɐ̪,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Kinumun Parenga Parja]",
wordlist cell,37,thread,RON,Malenga Rona Desiya,comparison control,25,20,2,1 sʊtɐ̪,1,sʊtɐ̪,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Malenga Rona Desiya]",
wordlist cell,37,thread,ODI,Cuttack Oriya,comparison control,25,20,2,1 suːtɑ̪,1,suːtɑ̪,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 37, Cuttack Oriya]",
wordlist cell,38,needle,BIA,Biapada U. Didayi,target,25,20,2,1 sɔdʒi,1,sɔdʒi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Biapada U. Didayi]",silbondadidayi1997:bia:i038:v1
wordlist cell,38,needle,CHI,Chitrakonda L. Didayi,target,25,20,2,1 sʊdʒi,1,sʊdʒi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i038:v1
wordlist cell,38,needle,KAL,Kaluguda U. Didayi,target,25,20,2,1 sʊdʒa,1,sʊdʒa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Kaluguda U. Didayi]",silbondadidayi1997:kal:i038:v1
wordlist cell,38,needle,ORA,Orapadar U. Didayi,target,25,20,2,1 sʊdʒi,1,sʊdʒi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Orapadar U. Didayi]",silbondadidayi1997:ora:i038:v1
wordlist cell,38,needle,ORI,Oringi L. Didayi,target,25,20,2,1 sʊdʒi,1,sʊdʒi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Oringi L. Didayi]",silbondadidayi1997:ori:i038:v1
wordlist cell,38,needle,RAS,Rasabeda L. Bonda,target,25,20,2,1 sudʒɪ,1,sudʒɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Rasabeda L. Bonda]",silbondadidayi1997:ras:i038:v1
wordlist cell,38,needle,KEN,Kendhuguda L. Bonda,target,25,20,2,1 sudʒɪ,1,sudʒɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i038:v1
wordlist cell,38,needle,KAD,Kadamguda L. Bonda,target,25,20,2,1 sudʒɐ,1,sudʒɐ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Kadamguda L. Bonda]",silbondadidayi1997:kad:i038:v1
wordlist cell,38,needle,DUM,Dumripada U. Bonda,target,25,20,2,1 sudʒɪ,1,sudʒɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Dumripada U. Bonda]",silbondadidayi1997:dum:i038:v1
wordlist cell,38,needle,GUT,Tikrapada Gutob,comparison control,25,20,2,1 sʊdʒi,1,sʊdʒi,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Tikrapada Gutob]",
wordlist cell,38,needle,PAR,Kinumun Parenga Parja,comparison control,25,20,2,1 sudʒɐ,1,sudʒɐ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Kinumun Parenga Parja]",
wordlist cell,38,needle,RON,Malenga Rona Desiya,comparison control,25,20,2,1 sʊdʒɪ,1,sʊdʒɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Malenga Rona Desiya]",
wordlist cell,38,needle,ODI,Cuttack Oriya,comparison control,25,20,2,1 sũnːtʃi,1,sũnːtʃi,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 38, Cuttack Oriya]",
wordlist cell,39,cloth,BIA,Biapada U. Didayi,target,25,20,2,1 pʌʈai,1,pʌʈai,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 39, Biapada U. Didayi]",silbondadidayi1997:bia:i039:v1
wordlist cell,39,cloth,CHI,Chitrakonda L. Didayi,target,25,20,2,1 pʌʈai,1,pʌʈai,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 39, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i039:v1
wordlist cell,39,cloth,KAL,Kaluguda U. Didayi,target,25,20,2,5 m̩po,5,m̩po,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 39, Kaluguda U. Didayi]",silbondadidayi1997:kal:i039:v1
wordlist cell,39,cloth,ORA,Orapadar U. Didayi,target,25,20,2,1 pʌʈai,1,pʌʈai,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 39, Orapadar U. Didayi]",silbondadidayi1997:ora:i039:v1
wordlist cell,39,cloth,ORI,Oringi L. Didayi,target,25,20,2,1 pʌʈai,1,pʌʈai,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 20, item 39, Oringi L. Didayi]",silbondadidayi1997:ori:i039:v1
wordlist cell,39,cloth,RAS,Rasabeda L. Bonda,target,26,21,1,5 m̩po,5,m̩po,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Rasabeda L. Bonda]",silbondadidayi1997:ras:i039:v1
wordlist cell,39,cloth,KEN,Kendhuguda L. Bonda,target,26,21,1,5 m̩po,5,m̩po,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i039:v1
wordlist cell,39,cloth,KAD,Kadamguda L. Bonda,target,26,21,1,5 m̩po,5,m̩po,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Kadamguda L. Bonda]",silbondadidayi1997:kad:i039:v1
wordlist cell,39,cloth,DUM,Dumripada U. Bonda,target,26,21,1,5 m̩pɔ,5,m̩pɔ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Dumripada U. Bonda]",silbondadidayi1997:dum:i039:v1
wordlist cell,39,cloth,GUT,Tikrapada Gutob,comparison control,26,21,1,2 sen̪d̪ɾɐ,2,sen̪d̪ɾɐ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Tikrapada Gutob]",
wordlist cell,39,cloth,PAR,Kinumun Parenga Parja,comparison control,26,21,1,4 gɔtu̪ŋ,4,gɔtu̪ŋ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Kinumun Parenga Parja]",
wordlist cell,39,cloth,RON,Malenga Rona Desiya,comparison control,26,21,1,3 lʊgɐ,3,lʊgɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Malenga Rona Desiya]",
wordlist cell,39,cloth,ODI,Cuttack Oriya,comparison control,26,21,1,3 luːgɑ,3,luːgɑ,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 39, Cuttack Oriya]",
wordlist cell,40,ring,BIA,Biapada U. Didayi,target,26,21,1,1 ʋaɾti̪,1,ʋaɾti̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Biapada U. Didayi]",silbondadidayi1997:bia:i040:v1
wordlist cell,40,ring,CHI,Chitrakonda L. Didayi,target,26,21,1,1 ʋaɾti̪,1,ʋaɾti̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i040:v1
wordlist cell,40,ring,KAL,Kaluguda U. Didayi,target,26,21,1,1 ʋaɾti̪,1,ʋaɾti̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Kaluguda U. Didayi]",silbondadidayi1997:kal:i040:v1
wordlist cell,40,ring,ORA,Orapadar U. Didayi,target,26,21,1,1 ʋaɾti̪,1,ʋaɾti̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Orapadar U. Didayi]",silbondadidayi1997:ora:i040:v1
wordlist cell,40,ring,ORI,Oringi L. Didayi,target,26,21,1,1 ʋaɾti̪,1,ʋaɾti̪,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Oringi L. Didayi]",silbondadidayi1997:ori:i040:v1
wordlist cell,40,ring,RAS,Rasabeda L. Bonda,target,26,21,1,2 mʊd̪ɪ,2,mʊd̪ɪ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Rasabeda L. Bonda]",silbondadidayi1997:ras:i040:v1
wordlist cell,40,ring,KEN,Kendhuguda L. Bonda,target,26,21,1,1 oɾtɪ̪,1,oɾtɪ̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i040:v1
wordlist cell,40,ring,KAD,Kadamguda L. Bonda,target,26,21,1,1 oɾtɪ̪,1,oɾtɪ̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Kadamguda L. Bonda]",silbondadidayi1997:kad:i040:v1
wordlist cell,40,ring,DUM,Dumripada U. Bonda,target,26,21,1,1 oɾtɪ̪,1,oɾtɪ̪,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Dumripada U. Bonda]",silbondadidayi1997:dum:i040:v1
wordlist cell,40,ring,GUT,Tikrapada Gutob,comparison control,26,21,1,2 mʊndɪ,2,mʊndɪ,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Tikrapada Gutob]",
wordlist cell,40,ring,PAR,Kinumun Parenga Parja,comparison control,26,21,1,2 mun̪d̪ɪ,2,mun̪d̪ɪ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Kinumun Parenga Parja]",
wordlist cell,40,ring,RON,Malenga Rona Desiya,comparison control,26,21,1,2 mʊn̪d̪ɪ,2,mʊn̪d̪ɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Malenga Rona Desiya]",
wordlist cell,40,ring,ODI,Cuttack Oriya,comparison control,26,21,1,2 muɖi,2,muɖi,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 40, Cuttack Oriya]",
wordlist cell,41,sun,BIA,Biapada U. Didayi,target,26,21,1,1 çɪni,1,çɪni,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Biapada U. Didayi]",silbondadidayi1997:bia:i041:v1
wordlist cell,41,sun,CHI,Chitrakonda L. Didayi,target,26,21,1,1 çɪni,1,çɪni,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i041:v1
wordlist cell,41,sun,KAL,Kaluguda U. Didayi,target,26,21,1,1 çɪnːi,1,çɪnːi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Kaluguda U. Didayi]",silbondadidayi1997:kal:i041:v1
wordlist cell,41,sun,ORA,Orapadar U. Didayi,target,26,21,1,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Orapadar U. Didayi]",silbondadidayi1997:ora:i041:v1
wordlist cell,41,sun,ORI,Oringi L. Didayi,target,26,21,1,1 çɪni,1,çɪni,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Oringi L. Didayi]",silbondadidayi1997:ori:i041:v1
wordlist cell,41,sun,RAS,Rasabeda L. Bonda,target,26,21,1,2 sĩ,2,sĩ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Rasabeda L. Bonda]",silbondadidayi1997:ras:i041:v1
wordlist cell,41,sun,KEN,Kendhuguda L. Bonda,target,26,21,1,2 sĩ,2,sĩ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 21, item 41, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i041:v1
