Record_Type,Report,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,21,silver,c,Gulerhaor,Rajar Gang,1,1,rupa,rupa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 21, Gulerhaor]",silbishnupriya2008:g021:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,21,silver,d,Dhonitila,Rajar Gang,1,1,rupa,rupa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 21, Dhonitila]",silbishnupriya2008:g021:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,21,silver,e,Machimpur,Rajar Gang,1,1,rupa,rupa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 21, Machimpur]",silbishnupriya2008:g021:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,21,silver,f,Madhapur,Madoi Gang,1,1,rupa,rupa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 21, Madhapur]",silbishnupriya2008:g021:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,0,Standard Bangla,comparison control,1,1,ad,adʒ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,a,Tilakpur,Madoi Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Tilakpur]",silbishnupriya2008:g022:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,b,Soi Sri,Rajar Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Soi Sri]",silbishnupriya2008:g022:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,c,Gulerhaor,Rajar Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Gulerhaor]",silbishnupriya2008:g022:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,d,Dhonitila,Rajar Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Dhonitila]",silbishnupriya2008:g022:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,e,Machimpur,Rajar Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Machimpur]",silbishnupriya2008:g022:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,22,today,f,Madhapur,Madoi Gang,1,1,adi,adʒi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 22, Madhapur]",silbishnupriya2008:g022:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,0,Standard Bangla,comparison control,1,1,tokal/kalke,ɡɔtokal/kalke,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,a,Tilakpur,Madoi Gang,1,2,lakali,ɡɛlɡakali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Tilakpur]",silbishnupriya2008:g023:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,b,Soi Sri,Rajar Gang,1,2,lakali,ɡɛlɡakali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Soi Sri]",silbishnupriya2008:g023:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,c,Gulerhaor,Rajar Gang,1,2,lakali,ɡɛlɡakali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Gulerhaor]",silbishnupriya2008:g023:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,d,Dhonitila,Rajar Gang,1,2,lakali,ɡɛlɡakali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Dhonitila]",silbishnupriya2008:g023:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,f,Madhapur,Madoi Gang,1,2,lakali,ɡɛlɡakali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Madhapur]",silbishnupriya2008:g023:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,23,yesterday,e,Machimpur,Rajar Gang,1,3,kali,kali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 23, Machimpur]",silbishnupriya2008:g023:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,0,Standard Bangla,comparison control,1,1,aamikal,aɡamikal,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,c,Gulerhaor,Rajar Gang,1,2,ahebokali,ahebokali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Gulerhaor]",silbishnupriya2008:g024:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,b,Soi Sri,Rajar Gang,1,2,aherkali,aherkali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Soi Sri]",silbishnupriya2008:g024:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,d,Dhonitila,Rajar Gang,1,2,aherkali,aherkali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Dhonitila]",silbishnupriya2008:g024:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,a,Tilakpur,Madoi Gang,1,2,ahibokali,ahibokali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Tilakpur]",silbishnupriya2008:g024:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,f,Madhapur,Madoi Gang,1,2,ahibokali,ahibokali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Madhapur]",silbishnupriya2008:g024:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,24,tomorrow,e,Machimpur,Rajar Gang,1,3,kali,kali,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 24, Machimpur]",silbishnupriya2008:g024:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,a,Tilakpur,Madoi Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Tilakpur]",silbishnupriya2008:g025:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,b,Soi Sri,Rajar Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Soi Sri]",silbishnupriya2008:g025:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,c,Gulerhaor,Rajar Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Gulerhaor]",silbishnupriya2008:g025:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,d,Dhonitila,Rajar Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Dhonitila]",silbishnupriya2008:g025:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,e,Machimpur,Rajar Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Machimpur]",silbishnupriya2008:g025:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,f,Madhapur,Madoi Gang,1,1,hapta,hapta,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Madhapur]",silbishnupriya2008:g025:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,25,week,0,Standard Bangla,comparison control,1,1,pta,ʃɔpta,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 25, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,0,Standard Bangla,comparison control,1,1,ma,maʃ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,a,Tilakpur,Madoi Gang,1,2,maha,maha,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Tilakpur]",silbishnupriya2008:g026:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,b,Soi Sri,Rajar Gang,1,2,maha,maha,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Soi Sri]",silbishnupriya2008:g026:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,c,Gulerhaor,Rajar Gang,1,2,maha,maha,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Gulerhaor]",silbishnupriya2008:g026:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,d,Dhonitila,Rajar Gang,1,2,maha,maha,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Dhonitila]",silbishnupriya2008:g026:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,f,Madhapur,Madoi Gang,1,2,maha,maha,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Madhapur]",silbishnupriya2008:g026:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,26,month,e,Machimpur,Rajar Gang,1,2,mahan,mahan,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 26, Machimpur]",silbishnupriya2008:g026:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,0,Standard Bangla,comparison control,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,a,Tilakpur,Madoi Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Tilakpur]",silbishnupriya2008:g027:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,b,Soi Sri,Rajar Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Soi Sri]",silbishnupriya2008:g027:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,c,Gulerhaor,Rajar Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Gulerhaor]",silbishnupriya2008:g027:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,d,Dhonitila,Rajar Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Dhonitila]",silbishnupriya2008:g027:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,e,Machimpur,Rajar Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Machimpur]",silbishnupriya2008:g027:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,27,year,f,Madhapur,Madoi Gang,1,1,b or,bɔtʃʰor,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 27, Madhapur]",silbishnupriya2008:g027:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,0,Standard Bangla,comparison control,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,a,Tilakpur,Madoi Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Tilakpur]",silbishnupriya2008:g028:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,b,Soi Sri,Rajar Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Soi Sri]",silbishnupriya2008:g028:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,c,Gulerhaor,Rajar Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Gulerhaor]",silbishnupriya2008:g028:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,d,Dhonitila,Rajar Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Dhonitila]",silbishnupriya2008:g028:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,e,Machimpur,Rajar Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Machimpur]",silbishnupriya2008:g028:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,28,day,f,Madhapur,Madoi Gang,1,1,dn,dɪn,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 28, Madhapur]",silbishnupriya2008:g028:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,0,Standard Bangla,comparison control,1,1,kal,ʃɔkal,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,a,Tilakpur,Madoi Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Tilakpur]",silbishnupriya2008:g029:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,b,Soi Sri,Rajar Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Soi Sri]",silbishnupriya2008:g029:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,c,Gulerhaor,Rajar Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Gulerhaor]",silbishnupriya2008:g029:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,d,Dhonitila,Rajar Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Dhonitila]",silbishnupriya2008:g029:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,e,Machimpur,Rajar Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Machimpur]",silbishnupriya2008:g029:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,29,morning,f,Madhapur,Madoi Gang,1,2,bian,bia̯n,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 29, Madhapur]",silbishnupriya2008:g029:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,0,Standard Bangla,comparison control,1,1,dupur,dupur,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,b,Soi Sri,Rajar Gang,1,2,blitk,bɛlitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Soi Sri]",silbishnupriya2008:g030:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,c,Gulerhaor,Rajar Gang,1,2,blitk,bɛlitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Gulerhaor]",silbishnupriya2008:g030:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,d,Dhonitila,Rajar Gang,1,2,blitk,bɛlitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Dhonitila]",silbishnupriya2008:g030:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,e,Machimpur,Rajar Gang,1,2,blitk,bɛlitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Machimpur]",silbishnupriya2008:g030:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,a,Tilakpur,Madoi Gang,1,2,bnitk,bɛnitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Tilakpur]",silbishnupriya2008:g030:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,30,noon,f,Madhapur,Madoi Gang,1,2,bnitk,bɛnitɪk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 30, Madhapur]",silbishnupriya2008:g030:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,31,evening,a,Tilakpur,Madoi Gang,1,1,nda,ʃɛnda,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 31, Tilakpur]",silbishnupriya2008:g031:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,31,evening,b,Soi Sri,Rajar Gang,1,1,nda,ʃɛnda,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 31, Soi Sri]",silbishnupriya2008:g031:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,31,evening,c,Gulerhaor,Rajar Gang,1,1,nda,ʃɛnda,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 31, Gulerhaor]",silbishnupriya2008:g031:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,31,evening,d,Dhonitila,Rajar Gang,1,1,nda,ʃɛnda,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 31, Dhonitila]",silbishnupriya2008:g031:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,2,31,evening,e,Machimpur,Rajar Gang,1,1,nda,ʃɛnda,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 31, Machimpur]",silbishnupriya2008:g031:sil-bishnupriya-2008-machimpur:i1
