Snapshot_Date,Unit_ID,Parent_Unit_ID,PDF_Page,Printed_Page,Entry_Label,Series,Item_Type,Language,Dialect_Or_Source,Raw_Form,Raw_Gloss,Raw_Status,Raw_Relation,Old_Targets,Resolved_Targets,Final_Status,Final_Language_ID,Final_Parameter_ID,Emitted_Key,Resolution,Agent_Correction,Review,Material_Error,Source,Record_SHA256
2026-08-19,p401:u009,,6,401,485,DED,record,,,,,,,main:485,d567,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 485]",949158b774924215d8636f8f9dd7b3cbe5920dd6952e28ddec7c58f39d104ae5
2026-08-19,p401:u009:f001,p401:u009,6,401,485,DED,form,Tamil,,ūr,,comparison_only,comparison_only,main:485,d567,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 485]",97f259cbe6f693ca3a957b5c3d05b082c291b9e769079a05e45aa25d513e0684
2026-08-19,p401:u010,,6,401,498,DED,record,,,,,,,main:498,d583,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 498]",d31da23a2b6bb0b3ea5a7b4e245d7259d516b9912ca1a18a7a1ff514e2315afb
2026-08-19,p401:u010:f001,p401:u010,6,401,498,DED,form,Belari,LSB 2.2,ijḍe,mortar,active,reflex,main:498,d583,unreconciled_transcription,Belari,d583,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 498]",e488361717dcc3b357b6f1e6e36e3601a468ed23742638100436a2c50256b4bc
2026-08-19,p401:u010:f002,p401:u010,6,401,498,DED,form,Belari,LSB 2.2,ijgeri,pestle,active,reflex,main:498,d583,unreconciled_transcription,Belari,d583,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 498]",6cad16291a244f938b676df28083f887f2cf0045c8214460f24f3c3b3f22219a
2026-08-19,p401:u011,,6,401,502,DED,record,,,,,,,main:502|supplement:87,d587,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 502]",4e4c9cc7feaaa29bfbcf365f4466d1094675789e2ba5c30f51daec5611a8a3b4
2026-08-19,p401:u011:f001,p401:u011,6,401,502,DED,form,Konda,,uRpa- (-t-),"to wear round one’s waist as a loincloth, (woman) to wear a sari",active,reflex,main:502|supplement:87,d587,installed_form,Konda,d587,burrow-emeneau1972den1:p401:u011:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 502]",daa48a0301505f5beeec62d043015a34e423fe10510b91de2ae82d29e0f13d3a
2026-08-19,p401:u011:f002,p401:u011,6,401,502,DED,form,Pengo,,uspa-,"to put on, wear (waistcloth)",active,reflex,main:502|supplement:87,d587,installed_form,Pengo,d587,burrow-emeneau1972den1:p401:u011:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 502]",a8e48733b58c58c99c368022c134568ddce9d1c34cbd361509c446ca53af5aeb
2026-08-19,p401:u011:f003,p401:u011,6,401,502,DED,form,Manda,,uhpa-,id.,active,reflex,main:502|supplement:87,d587,installed_form,Manda,d587,burrow-emeneau1972den1:p401:u011:f003,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 502]",08c25762c488435862ff83a655a59f21252bd46afe3e5934bb9fde24f1802b9b
2026-08-19,p401:u012,,6,401,504,DED,record,,,,,,,main:504,d588,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 504]",81f9c7526956b1ccc01ee403432e0a87c4493c098a3215c8e38d1ea1eefd11f8
2026-08-19,p401:u012:f001,p401:u012,6,401,504,DED,form,Gondi,Koya Su.,uḍk ēru,hot water,active,reflex,main:504,d588,installed_form,koya,d588,burrow-emeneau1972den1:p401:u012:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 504]",b2b166a816e7b405b75f3fe1abb0581dabc9eb1c9db204b33c368d2d6ea6c4ed
2026-08-19,p401:u013,,6,401,506,DED,record,,,,,,,main:506,d695|d953,raw_segment_audited,,,,structured raw segment retained in audit; 2 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 506]",305e7911cfa52aa835d1255649a5fb2025abc4e55706409d9585c2513a4f689a
2026-08-19,p401:u013:f001,p401:u013,6,401,506,DED,form,Koraga,"Mudu dial., LSB 10.10",oḍki,to sweep,active,reflex,main:506,d695|d953,installed_form,mudu,d953,burrow-emeneau1972den1:p401:u013:f001,split old entry resolved by exact language-and-form match in current DEDR; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 506]",57734916bc7b32ba64463897b311725cbcd6f3e1b1ccd3fa6955224f50acf8f2
2026-08-19,p401:u014,,6,401,508,DED,record,,,,,,,main:508,d591,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 508]",79f98e1c6dd432710a800c1508cef988b5e8295fdae0e183d0d6a8f22b4356ed
2026-08-19,p401:u014:f001,p401:u014,6,401,508,DED,form,Tulu,B-K,uḷuṅgu,a tick found on the body of animals,active,reflex,main:508,d591,installed_form,Tulu,d591,burrow-emeneau1972den1:p401:u014:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'uḷuṅgu' reconciled as 'uḷůṅgů',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 508]",581413d0c5c141d00c179b505a95e21dc05f3e556eb124ff20fb18610886486e
2026-08-19,p401:u014:f002,p401:u014,6,401,508,DED,form,Gondi,D. Mu.,uṛum,tick,active,reflex,main:508,d591,installed_form,Gondi,d591,burrow-emeneau1972den1:p401:u014:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 508]",e098e72ddf1539f6c237e2644ae08a169d6cba7e867a3ea8e447f0cd439892f7
2026-08-19,p401:u014:f003,p401:u014,6,401,508,DED,form,Gondi,A Su.,uṛum,tick,active,reflex,main:508,d591,installed_form,adil,d591,burrow-emeneau1972den1:p401:u014:f003,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 508]",a984e850f08e490f23f3a6c565eee03ed6abf684f6c610dcbf1b00f2f391caa4
2026-08-19,p401:u014:f004,p401:u014,6,401,508,DED,form,Gondi,Ma.,uṛm(i),tick,active,reflex,main:508,d591,installed_form,maria,d591,burrow-emeneau1972den1:p401:u014:f004,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 508]",bfabab960da2a1b4db4c0782f4d3c42803658598c3fa05c75d02432fb8ad26de
2026-08-19,p401:u015,,6,401,510,DED,record,,,,,,,main:510,d593,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 510]",287c1f3f26d1e812fd149366f5282ed5692bd6122705f943c10a6d0704f12d6d
2026-08-19,p401:u015:f001,p401:u015,6,401,510,DED,form,Kurukh,,"uṇḍri, ūri",mistress of a house,active,reflex,main:510,d593,unreconciled_transcription,Kurux,d593,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 510]",6b384889ae65a0bfdb465e9af804a1894941ccb89e783c2600e731267d4b3db0
2026-08-19,p401:u015:f002,p401:u015,6,401,510,DED,form,Kurukh,Hahn,uṇḍri,mistress of a house,active,reflex,main:510,d593,unreconciled_transcription,Kurux,d593,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 510]",3e491172f15d7657ed3cc09421d110b4c945b5231791d5643fee912d5be21419
2026-08-19,p401:u016,,6,401,516,DED,record,,,,,,,main:516,d600,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 516]",ca54c34a077de9928f8e13cafe876c071cf14c7610d003fa8de5a914f4343a72
2026-08-19,p401:u016:f001,p401:u016,6,401,516,DED,form,Tulu,B-K,"umpu, nuppu = uṇpu",cooked rice,active,reflex,main:516,d600,unreconciled_transcription,Tulu,d600,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 516]",76d3b15e802c489f60de9682870fe1a2b2e18875cbaf8dcf63fa2e46f0f1bd47
2026-08-19,p401:u016:f002,p401:u016,6,401,516,DED,form,Konda,,utpis-,,corrected,reflex,main:516,d600,installed_form,Konda,d600,burrow-emeneau1972den1:p401:u016:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'utpis-' reconciled as 'ūṭpis-',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 516]",81b73638cd80f5d1f4db6beae0bd5c769d209e9a38c0f101e4dd62e3c8dd787c
2026-08-19,p401:u017,,6,401,517,DED,record,,,,,,,main:517,d601,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 517]",fdee6a4450bea5303097e5a501529a16acca2316d4a3849557fa29bc244b06c2
2026-08-19,p401:u017:f001,p401:u017,6,401,517,DED,form,Tulu,B-K,"uṇuṅgu, nuṅgu",to dry,active,reflex,main:517,d601,unreconciled_transcription,Tulu,d601,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 517]",befbe3c4f684a885e856aa2f6b0041699855b65ca2d55ef2e17e6070fe98eb9c
2026-08-19,p401:u018,,6,401,527,DED,record,,,,,,,main:527,d616,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 527]",08a979bb08888941b11a08fee894c27356d1c97d69f12d93589e6472f83d114f
2026-08-19,p401:u018:f001,p401:u018,6,401,527,DED,form,Tulu,B-K,oddaḍu,"to struggle, be in distress",active,reflex,main:527,d616,installed_form,Tulu,d616,burrow-emeneau1972den1:p401:u018:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'oddaḍu' reconciled as 'oddāḍu',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 527]",04b3534a98ea75c31a16753185252c9e6d4fe46ee2e4579cd16208dc6cfd6714
2026-08-19,p401:u019,,6,401,530,DED,record,,,,,,,main:530,d620,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 530]",d70d9ec3296543932cf65374e942eb478073104bcb7e0fbc851df1ffdaa3c136
2026-08-19,p401:u019:f001,p401:u019,6,401,530,DED,form,Kolami,Kin.,uṣṭi māk,wild date (khajira),active,reflex,main:530,d620,installed_form,kinwat,d620,burrow-emeneau1972den1:p401:u019:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'uṣṭi māk' reconciled as 'uśti māk',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 530]",61da95e7075703aeaa82eaad13c4d1ac343d1f631115c7b346873cc155790525
2026-08-19,p401:u019:f002,p401:u019,6,401,530,DED,form,Gondi,A Su.,uccūṭi,date palm,queried,reflex,main:530,d620,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 530]",7f046e17d1058bad9992b3032c80ab49ff312fa35e27c97e95843ef877818d24
2026-08-19,p401:u020,,6,401,540,DED,record,,,,,,,main:540,d629,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 540]",1d10deeac53d01ecec0a5e0709d5502f6565caef1e9e3f032495cbd6505f16fd
2026-08-19,p401:u020:f001,p401:u020,6,401,540,DED,form,Telugu,,puyyi,"a thorny shrub, Capparis sepiaria",active,reflex,main:540,d629,installed_form,Telugu,d629,burrow-emeneau1972den1:p401:u020:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 540]",17db15e60ad3c6364323ba3f754bc17ee1fe147e770a9bc630b97f506c78b384
2026-08-19,p401:u021,,6,401,542,DED,record,,,,,,,main:542,da15,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 542]",55a5818c7d7b6be49d81fea3380554ce5ba30ffb37338058fbd17bdb74fa3c93
2026-08-19,p401:u021:f001,p401:u021,6,401,542,DED,form,Prakrit,,uppaḍa-,a kind of small insect,comparison_only,borrowed,main:542,da15,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 542]",36269c5749abfcdb7d9fcce9a7677834bb23a3d5ccc8ad32140656a1eb3273f7
2026-08-19,p401:u022,,6,401,544,DED,record,,,,,,,main:544,d683,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 544]",bf15d81b99f4c7446eef01b91c11dc65f797545a830adadba10fffad4a6d7f31
2026-08-19,p401:u022:f001,p401:u022,6,401,544,DED,form,Tulu,,ūroḷu,a cross-bar at the entrance to a garden,active,reflex,main:544,d683,unreconciled_transcription,Tulu,d683,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 544]",1cd526a3d2cea3eac3b77566688e5a3d948a3e8881fbcf10a156f4891762b082
2026-08-19,p401:u022:f002,p401:u022,6,401,544,DED,form,Tulu,B-K,"uruveḷu, uruvoḷu",movable bars across a gate,active,reflex,main:544,d683,unreconciled_transcription,Tulu,d683,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 544]",eccf26034742c9be4b768af9cb24a1fec57db8bc876f95afc002c24f3665b6f0
2026-08-19,p401:u023,,6,401,549,DED,record,,,,,,,main:549,da16,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 549]",25a5f22a7cfe8e6b29e07791518c9799e5d559feeb9a27de9b26c1e4a537b226
2026-08-19,p401:u023:f001,p401:u023,6,401,549,DED,form,Sanskrit,"inscr.; IEG, pp. 348, 350",udbali-,free of tax,loan,borrowed,main:549,da16,excluded_nonaccepted,,,,"loan reanalysis retained as typed source prose, not an inherited reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 549]",fd71e8aac17d29ca338d78241040026560efb10f328b8cc1c0ce1b377640c8bb
2026-08-19,p401:u024,,6,401,553,DED,record,,,,,,,main:553|supplement:553|main:576,d3517|d644|d696,raw_segment_audited,,,,structured raw segment retained in audit; 3 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 553]",a86c228b030d6e2ea9891ca68db4de48d82d5a4d5d8bb7eabd9df480556e61e1
2026-08-19,p401:u024:f001,p401:u024,6,401,553,DED,form,Gondi,,,,deleted,reflex,main:553|supplement:553|main:576,d644,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 553]",4dbd131ba7e7bd0d410c85719dc1069ab1b4dcabb4e3ae34bfb2d900e502a20e
2026-08-19,p401:u025,,6,401,554,DED,record,,,,,,,main:554,d645,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 554]",d0cd346ba39672547a27bf733f581afcd6878087f3bbfa31e15a4ce2ba6a4c9b
2026-08-19,p401:u025:f001,p401:u025,6,401,554,DED,form,Telugu,,uṟaṭa,"taking or recovering breath, being refreshed, consolation, comfort, rest",active,reflex,main:554,d645,installed_form,Telugu,d645,burrow-emeneau1972den1:p401:u025:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'uṟaṭa' reconciled as 'ūṟaṭa',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 554]",9b32fbafd6431c7357579782dfb89dc1ac7bd45c51cc3e484b755571e6a70a6c
2026-08-19,p401:u025:f002,p401:u025,6,401,554,DED,form,Telugu,,"uṟaḍil(l)u, uṟaḍu","to be consoled, calmed, appeased",active,reflex,main:554,d645,unreconciled_transcription,Telugu,d645,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 554]",a986164f963179e18cf095ee086685fe8d384bcb1712fdcde4743fa048e3e7a5
2026-08-19,p401:u025:f003,p401:u025,6,401,554,DED,form,Telugu,,uṟaḍincu,"to console, comfort, appease",active,reflex,main:554,d645,installed_form,Telugu,d645,burrow-emeneau1972den1:p401:u025:f003,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'uṟaḍincu' reconciled as 'ūṟaḍincu',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 554]",8b6e87e750f74e4ed8c1a8b7edcb9a1c399e993ec1cb93f1548faa98ed999fe6
2026-08-19,p401:u026,,6,401,560,DED,record,,,,,,,main:560,d651,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 560]",297f024dbfc1882c2452324c6c81d16c7aef904c6f5689e0d8b927007ecc629e
2026-08-19,p401:u026:f001,p401:u026,6,401,560,DED,form,Tulu,B-K,"uraḷu, oraḷu",mortar,active,reflex,main:560,d651,unreconciled_transcription,Tulu,d651,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 560]",3f81bb904e12ac4beb315114b9a6829a1efd593a44f87235d9e88cd4aade1452
2026-08-19,p401:u027,,6,401,561,DED,record,,,,,,,main:561,d652,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 561]",093d5966eecad37b9d078188008868fd97f6f7e8d9ce29ea412f75eef110b8a4
2026-08-19,p401:u027:f001,p401:u027,6,401,561,DED,form,Tulu,B-K,"urumbu, rumbu",to tear off (as leaves from a twig),active,reflex,main:561,d652,unreconciled_transcription,Tulu,d652,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 561]",d2f4cb6437857e0188772f6593e29ebe60497bc48b994f3ee70d872eb790ad75
2026-08-19,p401:u027:f002,p401:u027,6,401,561,DED,form,Malto,,"urgre, urwre","to fall off (as the hair), slip off",queried,comparison_only,main:561,d652,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 561]",80e668af099de7c0c0b9afcdcbd9a4cf7d7f3183522432ba298bab249c3ed54c
2026-08-19,p401:u028,,6,401,563,DED,record,,,,,,,main:563,d654,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 563]",b87c8e5e276ce9bd3ee09a655f2d815c7b7a48295451272eb73c523b375112e4
2026-08-19,p401:u028:f001,p401:u028,6,401,563,DED,form,Malayalam,,ūṟppu,"claim, right",active,reflex,main:563,d654,installed_form,Malayalam,d654,burrow-emeneau1972den1:p401:u028:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ūṟppu' reconciled as 'ūrppu',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 563]",2e566cef0f1898f8e1c032944d6683bf45bd7a5c00dc8ebdcf1285796ef7fe36
2026-08-19,p401:u029,,6,401,564,DED,record,,,,,,,main:564|supplement:70,d582|d655,raw_segment_audited,,,,structured raw segment retained in audit; 2 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 564]",1416bdd0a16908cbe91cdd6ca3c39bbad89a4f2d32453b06ecb20c09bfdecef7
2026-08-19,p401:u030,,6,401,565,DED,record,,,,,,,main:565,d656,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 565]",503c1fab096fa4ba7363a9218511f681823472a467561ccfed5652bd4dc4153d
2026-08-19,p401:u030:f001,p401:u030,6,401,565,DED,form,Toda,,ūṟy,heat (of fire),active,reflex,main:565,d656,installed_form,Toda,d656,burrow-emeneau1972den1:p401:u030:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ūṟy' reconciled as 'üry',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 565]",9b13f459071b74f13017e209610ccca173e4a93da3c8c07199ba453e25ba6565
2026-08-19,p401:u030:f002,p401:u030,6,401,565,DED,form,Gondi,Koya Su.,urbu,sweat,active,reflex,main:565,d656,installed_form,koya,d656,burrow-emeneau1972den1:p401:u030:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 565]",9a6bead342301a4169dfd6bef8a1ae2b4cbdb0dbb6016f6aba31bd8ef4df7106
2026-08-19,p401:u030:f003,p401:u030,6,401,565,DED,form,Konda,Sova dial.,rūn(u),"heat of summer, sweat",active,reflex,main:565,d656,installed_form,sova,d656,burrow-emeneau1972den1:p401:u030:f003,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'rūn(u)' reconciled as 'rūṇ(u)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 565]",dce5d4cd4941743f0fafa3b1263261e220d14653fef49115a7f309a3284dc369
2026-08-19,p401:u031,,6,401,571(a)/(b),DED,record,,,,,,,main:571|supplement:2223,d664,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 571(a)/(b)]",46849ae5f05ba59492bd80b02102140c7d3eae1b2ac24c551e3fba655f016205
2026-08-19,p401:u031:f001,p401:u031,6,401,571(a)/(b),DED,form,Gondi,,,,deleted,reflex,main:571|supplement:2223,d664,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 571(a)/(b)]",171d6dc7c7aa4b680f02ab682d7484d6b4f0a55f29d05fb58cc80bfc0e5b85ba
2026-08-19,p401:u031:f002,p401:u031,6,401,571(a)/(b),DED,form,Pengo,,roṇḍa,,corrected,reflex,main:571|supplement:2223,d664,installed_form,Pengo,d664,burrow-emeneau1972den1:p401:u031:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'roṇḍa' reconciled as 'rōnḍa',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 571(a)/(b)]",8660ad704aec5a6ea9f2e5392d65a7239cffba96ab9d330e54216f74ab487cec
2026-08-19,p401:u032,,6,401,576,DED,record,,,,,,,main:576|supplement:553,d3517|d696,raw_segment_audited,,,,structured raw segment retained in audit; 2 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 576]",5eca7ee30bf1404f47d185ea6b9f1f541b42ff797b45c4573a769ff40ce2256e
2026-08-19,p401:u032:f001,p401:u032,6,401,576,DED,form,Tulu,"D.N.S. Bhat, p. 12",ulc- = urc-,to go to stool,corrected,reflex,main:576|supplement:553,d696,unreconciled_transcription,Tulu,d696,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 401, entry 576]",2beca7154d85d88840da5faf702df13672214777e89ae15497349090d73c2019
2026-08-19,p401:u033,,6,401,578,DED,record,,,,,,,main:578,d751,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 401, entry 578]",38e54f217f06280c63acde3f686a488955e87696403bdd32e3e05123bae77294
2026-08-19,p401:u033:f001,p401:u033,6,401,578,DED,form,Kannada,Nanj.,urbu,to blow off,active,reflex,main:578,d751,installed_form,nanjangud,d751,burrow-emeneau1972den1:p401:u033:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 401, entry 578]",3fbd43e46d59c0f93105ce17964444e49b7a5e5146f716d1278d81569ad8762c
