Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,List_Code,List_Name,Source_Group,Reliability,Raw_Form,Form,Continuation_Lines,Review,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,hallberg1992pashto,104,86,21,heart,JAM,Jamrud Afridi Pashto,Northern tribal,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 86, item 21, JAM]",ssnp04:g021:jam
wordlist cell,hallberg1992pashto,104,86,19,skin,TIR,Tirah Afridi Pashto,Northern tribal,B,pe'Tàqài,pe'ʈɑqɑi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 86, item 19, TIR]",ssnp04:g019:tir
wordlist cell,hallberg1992pashto,104,86,20,bone,TIR,Tirah Afridi Pashto,Northern tribal,B,àDukài,ɑɖukɑi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 86, item 20, TIR]",ssnp04:g020:tir
wordlist cell,hallberg1992pashto,104,86,21,heart,TIR,Tirah Afridi Pashto,Northern tribal,B,zVRV,zʌɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 86, item 21, TIR]",ssnp04:g021:tir
wordlist cell,hallberg1992pashto,104,86,19,skin,JAL,Jallozai Pashto,Northern,B,tsVrmVn,tsʌrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 86, item 19, JAL]",ssnp04:g019:jal
wordlist cell,hallberg1992pashto,104,86,20,bone,JAL,Jallozai Pashto,Northern,B,àDuke,ɑɖuke,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 86, item 20, JAL]",ssnp04:g020:jal
wordlist cell,hallberg1992pashto,104,86,21,heart,JAL,Jallozai Pashto,Northern,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 86, item 21, JAL]",ssnp04:g021:jal
wordlist cell,hallberg1992pashto,104,86,19,skin,CHE,Cherat Pashto,Northern,B,tsVrmVn / càmRà,tsʌrmʌn / cɑmɽɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 86, item 19, CHE]",ssnp04:g019:che
wordlist cell,hallberg1992pashto,104,86,20,bone,CHE,Cherat Pashto,Northern,B,àDuke,ɑɖuke,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 86, item 20, CHE]",ssnp04:g020:che
wordlist cell,hallberg1992pashto,104,86,21,heart,CHE,Cherat Pashto,Northern,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 86, item 21, CHE]",ssnp04:g021:che
wordlist cell,hallberg1992pashto,104,86,19,skin,PAR,Parachinar Pashto,Middle settled/tribal,B,postVke,postʌke,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 86, item 19, PAR]",ssnp04:g019:par
wordlist cell,hallberg1992pashto,104,86,20,bone,PAR,Parachinar Pashto,Middle settled/tribal,B,àDuke,ɑɖuke,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 86, item 20, PAR]",ssnp04:g020:par
wordlist cell,hallberg1992pashto,104,86,21,heart,PAR,Parachinar Pashto,Middle settled/tribal,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 86, item 21, PAR]",ssnp04:g021:par
wordlist cell,hallberg1992pashto,104,86,19,skin,HAN,Hangu Pashto,Middle settled/tribal,B,putVxVi,putʌxʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 86, item 19, HAN]",ssnp04:g019:han
wordlist cell,hallberg1992pashto,104,86,20,bone,HAN,Hangu Pashto,Middle settled/tribal,B,VDuke,ʌɖuke,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 86, item 20, HAN]",ssnp04:g020:han
wordlist cell,hallberg1992pashto,104,86,21,heart,HAN,Hangu Pashto,Middle settled/tribal,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 86, item 21, HAN]",ssnp04:g021:han
wordlist cell,hallberg1992pashto,104,86,19,skin,TAL,Thal Pashto,Middle settled/tribal,B,tsVrmVn,tsʌrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 86, item 19, TAL]",ssnp04:g019:tal
wordlist cell,hallberg1992pashto,104,86,20,bone,TAL,Thal Pashto,Middle settled/tribal,B,àDuki,ɑɖuki,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 86, item 20, TAL]",ssnp04:g020:tal
wordlist cell,hallberg1992pashto,104,86,21,heart,TAL,Thal Pashto,Middle settled/tribal,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 86, item 21, TAL]",ssnp04:g021:tal
wordlist cell,hallberg1992pashto,104,86,19,skin,KRK,Karak Pashto,Central,,tsàrmVn,tsɑrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 86, item 19, KRK]",ssnp04:g019:krk
wordlist cell,hallberg1992pashto,104,86,20,bone,KRK,Karak Pashto,Central,,àDukà,ɑɖukɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 86, item 20, KRK]",ssnp04:g020:krk
wordlist cell,hallberg1992pashto,104,86,21,heart,KRK,Karak Pashto,Central,,zRV3,zɽʌ̃,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 86, item 21, KRK]",ssnp04:g021:krk
wordlist cell,hallberg1992pashto,104,86,19,skin,LAK,Lakki Marwat Pashto,Central,B,cVrmVn,cʌrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 86, item 19, LAK]",ssnp04:g019:lak
wordlist cell,hallberg1992pashto,104,86,20,bone,LAK,Lakki Marwat Pashto,Central,B,àDukVi,ɑɖukʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 86, item 20, LAK]",ssnp04:g020:lak
wordlist cell,hallberg1992pashto,104,86,21,heart,LAK,Lakki Marwat Pashto,Central,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 86, item 21, LAK]",ssnp04:g021:lak
wordlist cell,hallberg1992pashto,104,86,19,skin,BAN,Bannu Pashto,Central,B,sVrmVn / tsàrmVn,sʌrmʌn / tsɑrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 86, item 19, BAN]",ssnp04:g019:ban
wordlist cell,hallberg1992pashto,104,86,20,bone,BAN,Bannu Pashto,Central,B,hVDikV,hʌɖikʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 86, item 20, BAN]",ssnp04:g020:ban
wordlist cell,hallberg1992pashto,104,86,21,heart,BAN,Bannu Pashto,Central,B,--,,0,SILDoulosNP positioned text,excluded,source prints -- rather than a lexical response,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 86, item 21, BAN]",
wordlist cell,hallberg1992pashto,104,86,19,skin,MIR,Miran Shah Pashto,Central,B,sVrmVn / càmRà / pis7tekV,sʌrmʌn / cɑmɽɑ / piɕtekʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 86, item 19, MIR]",ssnp04:g019:mir
wordlist cell,hallberg1992pashto,104,86,20,bone,MIR,Miran Shah Pashto,Central,B,VDikVi,ʌɖikʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 86, item 20, MIR]",ssnp04:g020:mir
wordlist cell,hallberg1992pashto,104,86,21,heart,MIR,Miran Shah Pashto,Central,B,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 86, item 21, MIR]",ssnp04:g021:mir
wordlist cell,hallberg1992pashto,104,86,19,skin,WAA,Wana Pashto,Central,B,tsàrmVn / càmRV,tsɑrmʌn / cɑmɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 86, item 19, WAA]",ssnp04:g019:waa
wordlist cell,hallberg1992pashto,104,86,20,bone,WAA,Wana Pashto,Central,B,VDikài,ʌɖikɑi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 86, item 20, WAA]",ssnp04:g020:waa
wordlist cell,hallberg1992pashto,104,86,21,heart,WAA,Wana Pashto,Central,B,zVRV,zʌɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 86, item 21, WAA]",ssnp04:g021:waa
wordlist cell,hallberg1992pashto,104,86,19,skin,QUE,Quetta Pashto,Southern,A,post,post,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 86, item 19, QUE]",ssnp04:g019:que
wordlist cell,hallberg1992pashto,104,86,20,bone,QUE,Quetta Pashto,Southern,A,àDuke / VD,ɑɖuke / ʌɖ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 86, item 20, QUE]",ssnp04:g020:que
wordlist cell,hallberg1992pashto,104,86,21,heart,QUE,Quetta Pashto,Southern,A,zrV,zrʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 86, item 21, QUE]",ssnp04:g021:que
wordlist cell,hallberg1992pashto,104,86,19,skin,CHA,Chaman Pashto,Southern,A,post,post,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 86, item 19, CHA]",ssnp04:g019:cha
wordlist cell,hallberg1992pashto,104,86,20,bone,CHA,Chaman Pashto,Southern,A,VDukVi,ʌɖukʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 86, item 20, CHA]",ssnp04:g020:cha
wordlist cell,hallberg1992pashto,104,86,21,heart,CHA,Chaman Pashto,Southern,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 86, item 21, CHA]",ssnp04:g021:cha
wordlist cell,hallberg1992pashto,104,86,19,skin,PAS,Pishin Pashto,Southern,A,post / tsVrmVn,post / tsʌrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 86, item 19, PAS]",ssnp04:g019:pas
wordlist cell,hallberg1992pashto,104,86,20,bone,PAS,Pishin Pashto,Southern,A,àDukei / hVD,ɑɖukei / hʌɖ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 86, item 20, PAS]",ssnp04:g020:pas
wordlist cell,hallberg1992pashto,104,86,21,heart,PAS,Pishin Pashto,Southern,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 86, item 21, PAS]",ssnp04:g021:pas
wordlist cell,hallberg1992pashto,104,86,19,skin,KAK,Pishin Kakari Pashto,Southern,A,post,post,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 86, item 19, KAK]",ssnp04:g019:kak
wordlist cell,hallberg1992pashto,104,86,20,bone,KAK,Pishin Kakari Pashto,Southern,A,àDukVi / VD,ɑɖukʌi / ʌɖ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 86, item 20, KAK]",ssnp04:g020:kak
wordlist cell,hallberg1992pashto,104,86,21,heart,KAK,Pishin Kakari Pashto,Southern,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 86, item 21, KAK]",ssnp04:g021:kak
wordlist cell,hallberg1992pashto,104,86,19,skin,KHR,Kandahar Pashto,Southern,A,post / tsVrmVn,post / tsʌrmʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 86, item 19, KHR]",ssnp04:g019:khr
wordlist cell,hallberg1992pashto,104,86,20,bone,KHR,Kandahar Pashto,Southern,A,àDukVi / hVD,ɑɖukʌi / hʌɖ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 86, item 20, KHR]",ssnp04:g020:khr
wordlist cell,hallberg1992pashto,104,86,21,heart,KHR,Kandahar Pashto,Southern,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 86, item 21, KHR]",ssnp04:g021:khr
wordlist cell,hallberg1992pashto,104,86,19,skin,WCI,Harnai Waneci,Waneci,A,tsVrmVn,tsʌrmʌn,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 86, item 19, WCI]",ssnp04:g019:wci
wordlist cell,hallberg1992pashto,104,86,20,bone,WCI,Harnai Waneci,Waneci,A,hVD,hʌɖ,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 86, item 20, WCI]",ssnp04:g020:wci
wordlist cell,hallberg1992pashto,104,86,21,heart,WCI,Harnai Waneci,Waneci,A,zRV,zɽʌ,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 86, item 21, WCI]",ssnp04:g021:wci
wordlist cell,hallberg1992pashto,104,86,19,skin,ORM,Kaniguram Ormuri,Ormuri,A,tsVrmun / càmRV,tsʌrmun / cɑmɽʌ,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 86, item 19, ORM]",ssnp04:g019:orm
wordlist cell,hallberg1992pashto,104,86,20,bone,ORM,Kaniguram Ormuri,Ormuri,A,hVDh,hʌɖh,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 86, item 20, ORM]",ssnp04:g020:orm
wordlist cell,hallberg1992pashto,104,86,21,heart,ORM,Kaniguram Ormuri,Ormuri,A,zVli,zʌli,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 86, item 21, ORM]",ssnp04:g021:orm
wordlist cell,hallberg1992pashto,105,87,22,blood,PES,Peshawar Pashto,Northern settled,A,'winV,'winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 87, item 22, PES]",ssnp04:g022:pes
wordlist cell,hallberg1992pashto,105,87,23,urine,PES,Peshawar Pashto,Northern settled,A,wVRe muciàze,wʌɽe muciɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 87, item 23, PES]",ssnp04:g023:pes
wordlist cell,hallberg1992pashto,105,87,25,village,PES,Peshawar Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 87, item 25, PES]",ssnp04:g025:pes
wordlist cell,hallberg1992pashto,105,87,22,blood,CHS,Charsadda Pashto,Northern settled,A,winà,winɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 87, item 22, CHS]",ssnp04:g022:chs
wordlist cell,hallberg1992pashto,105,87,23,urine,CHS,Charsadda Pashto,Northern settled,A,tVs7e miciàze,tʌɕe miciɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 87, item 23, CHS]",ssnp04:g023:chs
wordlist cell,hallberg1992pashto,105,87,25,village,CHS,Charsadda Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 87, item 25, CHS]",ssnp04:g025:chs
wordlist cell,hallberg1992pashto,105,87,22,blood,MAR,Mardan Pashto,Northern settled,A,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 87, item 22, MAR]",ssnp04:g022:mar
wordlist cell,hallberg1992pashto,105,87,23,urine,MAR,Mardan Pashto,Northern settled,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 87, item 23, MAR]",ssnp04:g023:mar
wordlist cell,hallberg1992pashto,105,87,25,village,MAR,Mardan Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 87, item 25, MAR]",ssnp04:g025:mar
wordlist cell,hallberg1992pashto,105,87,22,blood,SWA,Swabi Pashto,Northern settled,A,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 87, item 22, SWA]",ssnp04:g022:swa
wordlist cell,hallberg1992pashto,105,87,23,urine,SWA,Swabi Pashto,Northern settled,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 87, item 23, SWA]",ssnp04:g023:swa
wordlist cell,hallberg1992pashto,105,87,25,village,SWA,Swabi Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 87, item 25, SWA]",ssnp04:g025:swa
wordlist cell,hallberg1992pashto,105,87,22,blood,MAD,Madyan Pashto,Northern settled,A,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 87, item 22, MAD]",ssnp04:g022:mad
wordlist cell,hallberg1992pashto,105,87,23,urine,MAD,Madyan Pashto,Northern settled,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 87, item 23, MAD]",ssnp04:g023:mad
wordlist cell,hallberg1992pashto,105,87,25,village,MAD,Madyan Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 87, item 25, MAD]",ssnp04:g025:mad
wordlist cell,hallberg1992pashto,105,87,22,blood,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 87, item 22, MIN]",ssnp04:g022:min
wordlist cell,hallberg1992pashto,105,87,23,urine,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 87, item 23, MIN]",ssnp04:g023:min
wordlist cell,hallberg1992pashto,105,87,25,village,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 87, item 25, MIN]",ssnp04:g025:min
wordlist cell,hallberg1992pashto,105,87,22,blood,BAT,Batagram Pashto,Northern settled,A,winà,winɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 87, item 22, BAT]",ssnp04:g022:bat
wordlist cell,hallberg1992pashto,105,87,23,urine,BAT,Batagram Pashto,Northern settled,A,tVs7e mitiàze / wàRuke mitiàze,tʌɕe mitiɑze / wɑɽuke mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 87, item 23, BAT]",ssnp04:g023:bat
wordlist cell,hallberg1992pashto,105,87,25,village,BAT,Batagram Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 87, item 25, BAT]",ssnp04:g025:bat
wordlist cell,hallberg1992pashto,105,87,22,blood,BAF,Baffa Pashto,Northern settled,A,winà,winɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 87, item 22, BAF]",ssnp04:g022:baf
wordlist cell,hallberg1992pashto,105,87,23,urine,BAF,Baffa Pashto,Northern settled,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 87, item 23, BAF]",ssnp04:g023:baf
wordlist cell,hallberg1992pashto,105,87,25,village,BAF,Baffa Pashto,Northern settled,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 87, item 25, BAF]",ssnp04:g025:baf
wordlist cell,hallberg1992pashto,105,87,22,blood,OGI,Oghi Pashto,Northern settled,B,winà,winɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 87, item 22, OGI]",ssnp04:g022:ogi
wordlist cell,hallberg1992pashto,105,87,23,urine,OGI,Oghi Pashto,Northern settled,B,tVs7e mitiàze / wàRe mitiàze,tʌɕe mitiɑze / wɑɽe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 87, item 23, OGI]",ssnp04:g023:ogi
wordlist cell,hallberg1992pashto,105,87,25,village,OGI,Oghi Pashto,Northern settled,B,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 87, item 25, OGI]",ssnp04:g025:ogi
wordlist cell,hallberg1992pashto,105,87,22,blood,DIR,Dir Pashto,Northern settled,B,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 87, item 22, DIR]",ssnp04:g022:dir
wordlist cell,hallberg1992pashto,105,87,23,urine,DIR,Dir Pashto,Northern settled,B,tVs7e mityàze,tʌɕe mityɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 87, item 23, DIR]",ssnp04:g023:dir
wordlist cell,hallberg1992pashto,105,87,25,village,DIR,Dir Pashto,Northern settled,B,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 87, item 25, DIR]",ssnp04:g025:dir
wordlist cell,hallberg1992pashto,105,87,22,blood,BAJ,Bajaur Pashto,Northern tribal,B,winV,winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 87, item 22, BAJ]",ssnp04:g022:baj
wordlist cell,hallberg1992pashto,105,87,23,urine,BAJ,Bajaur Pashto,Northern tribal,B,mityVze,mityʌze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 87, item 23, BAJ]",ssnp04:g023:baj
wordlist cell,hallberg1992pashto,105,87,25,village,BAJ,Bajaur Pashto,Northern tribal,B,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 87, item 25, BAJ]",ssnp04:g025:baj
wordlist cell,hallberg1992pashto,105,87,22,blood,MOH,Mohmand Pashto,Northern tribal,B,winà,winɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 87, item 22, MOH]",ssnp04:g022:moh
wordlist cell,hallberg1992pashto,105,87,23,urine,MOH,Mohmand Pashto,Northern tribal,B,tVs7e mityàze,tʌɕe mityɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 87, item 23, MOH]",ssnp04:g023:moh
wordlist cell,hallberg1992pashto,105,87,25,village,MOH,Mohmand Pashto,Northern tribal,B,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 87, item 25, MOH]",ssnp04:g025:moh
wordlist cell,hallberg1992pashto,105,87,22,blood,NIG,Ningrahar Pashto,Northern tribal,A,'winV,'winʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 87, item 22, NIG]",ssnp04:g022:nig
wordlist cell,hallberg1992pashto,105,87,23,urine,NIG,Ningrahar Pashto,Northern tribal,A,--,,0,SILDoulosNP positioned text,excluded,source prints -- rather than a lexical response,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 87, item 23, NIG]",
wordlist cell,hallberg1992pashto,105,87,25,village,NIG,Ningrahar Pashto,Northern tribal,A,kVle,kʌle,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 87, item 25, NIG]",ssnp04:g025:nig
wordlist cell,hallberg1992pashto,105,87,22,blood,SHN,Shinwari Pashto,Northern tribal,A,inV,inʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 87, item 22, SHN]",ssnp04:g022:shn
wordlist cell,hallberg1992pashto,105,87,23,urine,SHN,Shinwari Pashto,Northern tribal,A,tVs7e mitiàze,tʌɕe mitiɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 87, item 23, SHN]",ssnp04:g023:shn
wordlist cell,hallberg1992pashto,105,87,25,village,SHN,Shinwari Pashto,Northern tribal,A,kVlài,kʌlɑi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 87, item 25, SHN]",ssnp04:g025:shn
wordlist cell,hallberg1992pashto,105,87,22,blood,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,inà,inɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 87, item 22, BAR]",ssnp04:g022:bar
wordlist cell,hallberg1992pashto,105,87,23,urine,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,tVs7e mityàze,tʌɕe mityɑze,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 87, item 23, BAR]",ssnp04:g023:bar
