Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Source_Language,Language_ID,Page,Item,Column,Comparison_Group,Group_Status,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,zide1982reconstruction:C:c1.p634.i2619,ju-,to shake down from a tree (e.g. mangoes),Sora,so,634,2619,1,Z82-p634-i2619,paired,1,zide1982reconstruction:C:c1.p634.i2619,,ju-,to shake down from a tree (e.g. mangoes),ingested,structured source comparison record,"zide1982reconstruction[p. 634, item 2619]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,eaf778fe0a9799645bad1116870dede3d1d954d52071f7635a74a0b828b03c71
2026-08-28,zide1982reconstruction:C:c2.p634.i2620,jur-,"to shake out, shiver",Juray,Juray,634,2620,2,Z82-p634-i2620,paired,1,zide1982reconstruction:C:c2.p634.i2620,,jur-,"to shake out, shiver",ingested,structured source comparison record,"zide1982reconstruction[p. 634, item 2620]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,0d4b67283ba0dd467935d3c6d91415d8aff20b266264d3704523eaea038af31d
2026-08-28,zide1982reconstruction:C:c1.p634.i2620,jur-,"to shake out, shiver",Sora,so,634,2620,1,Z82-p634-i2620,paired,1,zide1982reconstruction:C:c1.p634.i2620,,jur-,"to shake out, shiver",ingested,structured source comparison record,"zide1982reconstruction[p. 634, item 2620]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,1d820cccc625e3b574a12b50140f2670945b9868ba3626e5c6ff104b42f3e3a0
2026-08-28,zide1982reconstruction:C:c2.p490.i1756,jurjur-,to shake off,Juray,Juray,490,1756,2,Z82-p490-i1756,paired,1,zide1982reconstruction:C:c2.p490.i1756,,jurjur-,to shake off,ingested,structured source comparison record,"zide1982reconstruction[p. 490, item 1756]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,876a7f0994b0a6c9f0486eb3eced062bf22e628b1d62e70d6c5449cf59f54edd
2026-08-28,zide1982reconstruction:C:c1.p490.i1756,jurjur-,to shake off,Sora,so,490,1756,1,Z82-p490-i1756,paired,1,zide1982reconstruction:C:c1.p490.i1756,,jurjur-,to shake off,ingested,structured source comparison record,"zide1982reconstruction[p. 490, item 1756]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,bfe1dd68b9c7e6daf3b6039b67463af238de903f295e591146bd7ba1df8f316a
2026-08-28,zide1982reconstruction:C:c2.p577.i2254,juŋ,afternoon,Juray,Juray,577,2254,2,Z82-p577-i2254,paired,1,zide1982reconstruction:C:c2.p577.i2254,,juŋ,afternoon,ingested,structured source comparison record,"zide1982reconstruction[p. 577, item 2254]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b2fa46763c517eedca9f4c2362f3087e7f1f0a2050c17b4f3cd59be45958d1b1
2026-08-28,zide1982reconstruction:C:c1.p633.i2615,jɔ-,to compress,Sora,so,633,2615,1,Z82-p633-i2615,paired,1,zide1982reconstruction:C:c1.p633.i2615,,jɔ-,to compress,ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2615]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,1c9d5dc4db99b8509050a210232b205eb692d17ba8f0c909aa7c55d2c047fb9a
2026-08-28,zide1982reconstruction:C:c2.p633.i2615,jɔ-,"to plug tightly, insert",Juray,Juray,633,2615,2,Z82-p633-i2615,paired,1,zide1982reconstruction:C:c2.p633.i2615,,jɔ-,"to plug tightly, insert",ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2615]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,17ad13ca9f1d44dce0c641a1f1be35fa539735453daee8e2626dce331631b04f
2026-08-28,zide1982reconstruction:C:c2.p633.i2616,jɔŋ-,to insert into something long and hollow,Juray,Juray,633,2616,2,Z82-p633-i2616,paired,1,zide1982reconstruction:C:c2.p633.i2616,,jɔŋ-,to insert into something long and hollow,ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2616]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,29db22304dcd5d8e2970716872a3af812401230a58b9a7a7aa6034c69914379f
2026-08-28,zide1982reconstruction:C:c1.p633.i2616,jɔŋ-,to put in,Sora,so,633,2616,1,Z82-p633-i2616,paired,1,zide1982reconstruction:C:c1.p633.i2616,,jɔŋ-,to put in,ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2616]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,0ae1844dded911d08a38f4d4f264215b46154d173121341c61138ec44659c596
2026-08-28,zide1982reconstruction:C:c1.p620.i2558,jɛbjɛb,"to verify, have verified by witness",Sora,so,620,2558,1,Z82-p620-i2558,singleton,1,zide1982reconstruction:C:c1.p620.i2558,,jɛbjɛb,"to verify, have verified by witness",ingested,structured source comparison record,"zide1982reconstruction[p. 620, item 2558]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,1ff3981b74652b7b711473355548c58092bdebd8a4d6a973f354bebb4ff50cc9
2026-08-28,zide1982reconstruction:C:c2.p633.i2614,jɨm,canopy,Juray,Juray,633,2614,2,Z82-p633-i2614,paired,1,zide1982reconstruction:C:c2.p633.i2614,,jɨm,canopy,ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2614]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,5a9642f4ea45bddc1116e82feceaeee9d93691df30bbb3620cd81a9314e211b6
2026-08-28,zide1982reconstruction:C:c1.p633.i2614,jɨm,canopy,Sora,so,633,2614,1,Z82-p633-i2614,paired,1,zide1982reconstruction:C:c1.p633.i2614,,jɨm,canopy,ingested,structured source comparison record,"zide1982reconstruction[p. 633, item 2614]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,dcaef1182b3a4dc936db1aa6cbc0767e5e4e75692cd5f207bd03788e661897bd
2026-08-28,zide1982reconstruction:C:c2.p487.i1726,jʌr,"to come back, return",Juray,Juray,487,1726,2,Z82-p487-i1726,paired,1,zide1982reconstruction:C:c2.p487.i1726,,jʌr,"to come back, return",ingested,structured source comparison record,"zide1982reconstruction[p. 487, item 1726]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b6d8cba7b892b0eae260888dc687ef009575d4597f3956b63b2a50033c6bfd37
2026-08-28,zide1982reconstruction:C:c1.p487.i1726,"jʌr-, jɛr-","to come back, return",Sora,so,487,1726,1,Z82-p487-i1726,paired,1,zide1982reconstruction:C:c1.p487.i1726,,jʌr-,"to come back, return",ingested,structured source comparison record,"zide1982reconstruction[p. 487, item 1726]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,4f9a1863370433d5c764462b090901f0dcd8800f9fa6ec9cc7c0a2603cb94cd8
2026-08-28,zide1982reconstruction:C:c1.p487.i1726,"jʌr-, jɛr-","to come back, return",Sora,so,487,1726,1,Z82-p487-i1726,paired,2,zide1982reconstruction:C:c1.p487.i1726:v2,zide1982reconstruction:C:c1.p487.i1726,jɛr-,"to come back, return",ingested,structured source comparison record,"zide1982reconstruction[p. 487, item 1726]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,4f9a1863370433d5c764462b090901f0dcd8800f9fa6ec9cc7c0a2603cb94cd8
2026-08-28,zide1982reconstruction:C:c1.p569.i2167,jʌŋ,mother,Sora,so,569,2167,1,Z82-p569-i2167,paired,1,zide1982reconstruction:C:c1.p569.i2167,,jʌŋ,mother,ingested,structured source comparison record,"zide1982reconstruction[p. 569, item 2167]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,1f8854ffc4114706e89e972473e29fe4df2e521cf62269a96fe89d85c750bf01
2026-08-28,zide1982reconstruction:C:c2.p543.i1959,kab,cloth (classifier),Juray,Juray,543,1959,2,Z82-p543-i1959,paired,1,zide1982reconstruction:C:c2.p543.i1959,,kab,cloth (classifier),ingested,structured source comparison record,"zide1982reconstruction[p. 543, item 1959]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,4c5acfb3f628f92d5ac5a892585ca09c41834d4d73256c735a1dfc29029a97e4
2026-08-28,zide1982reconstruction:C:c1.p543.i1959,kab,cloth (classifier),Sora,so,543,1959,1,Z82-p543-i1959,paired,1,zide1982reconstruction:C:c1.p543.i1959,,kab,cloth (classifier),ingested,structured source comparison record,"zide1982reconstruction[p. 543, item 1959]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,f8f4acfcb46b065d6d822505e1d37a15aefa0786f2df4c3a7b5f3660383d13c4
2026-08-28,zide1982reconstruction:C:c2.p368.i764-4,kad-du,bangle,Juray,Juray,368,764-4,2,Z82-p368-i764-4,paired,1,zide1982reconstruction:C:c2.p368.i764-4,,kad-du,bangle,ingested,structured source comparison record,"zide1982reconstruction[p. 368, item 764-4]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6f65188a4f4389e8ff0030a62c03a607618d0bf398c4694d4197307c5ef0a05a
2026-08-28,zide1982reconstruction:C:c1.p368.i764-4,kad-du,bangle,Sora,so,368,764-4,1,Z82-p368-i764-4,paired,1,zide1982reconstruction:C:c1.p368.i764-4,,kad-du,bangle,ingested,structured source comparison record,"zide1982reconstruction[p. 368, item 764-4]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,a90e22f1428d37a17c6676c8bba3d9830fbafadb7dd0e157be091ea54cdc6eb0
2026-08-28,zide1982reconstruction:C:c2.p543.i1957,kaka,crow,Juray,Juray,543,1957,2,Z82-p543-i1957,paired,1,zide1982reconstruction:C:c2.p543.i1957,,kaka,crow,ingested,structured source comparison record,"zide1982reconstruction[p. 543, item 1957]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,e28695e39afa7f3473f0c188db43beec9732f0db1db58834a390519259d93abb
2026-08-28,zide1982reconstruction:C:c1.p543.i1957,kaka,crow,Sora,so,543,1957,1,Z82-p543-i1957,paired,1,zide1982reconstruction:C:c1.p543.i1957,,kaka,crow,ingested,structured source comparison record,"zide1982reconstruction[p. 543, item 1957]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b32e1a45677f9d8aa283f24243a98cf66bfb59950ebeae9e31674e190442340c
2026-08-28,zide1982reconstruction:C:c2.p547.i1999,kake,"elder brother's wife, sister-in-law",Juray,Juray,547,1999,2,Z82-p547-i1999,paired,1,zide1982reconstruction:C:c2.p547.i1999,,kake,"elder brother's wife, sister-in-law",ingested,structured source comparison record,"zide1982reconstruction[p. 547, item 1999]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,4401aaa559c2a6eac8d8d18371fdf9e0f6b426b67dbfde837be9698e2a2b9310
2026-08-28,zide1982reconstruction:C:c1.p547.i1999,kake,"elder sister, sister-in-law",Sora,so,547,1999,1,Z82-p547-i1999,paired,1,zide1982reconstruction:C:c1.p547.i1999,,kake,"elder sister, sister-in-law",ingested,structured source comparison record,"zide1982reconstruction[p. 547, item 1999]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,bd9e98b038a029e9fabc44db42ce963388bd7b0a664b05370889304de57b3fa3
2026-08-28,zide1982reconstruction:C:c1.p477.i1622,kareɟ,"phlegm, mucus",Sora,so,477,1622,1,Z82-p477-i1622,paired,1,zide1982reconstruction:C:c1.p477.i1622,,kareɟ,"phlegm, mucus",ingested,structured source comparison record,"zide1982reconstruction[p. 477, item 1622]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6665f8fbd2fb59cf0edd340a72b45a20ea48f71b17fec6bd25491c86d25b7dcd
2026-08-28,zide1982reconstruction:C:c2.p477.i1622,karɨɟ,"phlegm, mucus",Juray,Juray,477,1622,2,Z82-p477-i1622,paired,1,zide1982reconstruction:C:c2.p477.i1622,,karɨɟ,"phlegm, mucus",ingested,structured source comparison record,"zide1982reconstruction[p. 477, item 1622]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,caf9553f02fe1ab755dbee74416ec7337b262f0b4a962c9972bd485eb4e9c04d
2026-08-28,zide1982reconstruction:C:c1.p338.i665,ken-,to sing,Sora,so,338,665,1,Z82-p338-i665,paired,1,zide1982reconstruction:C:c1.p338.i665,,ken-,to sing,ingested,structured source comparison record,"zide1982reconstruction[p. 338, item 665]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,a23be0cf64ed1be964ce9a63a26a7f74dc9ca441e262099f9e8af902080d62b4
2026-08-28,zide1982reconstruction:C:c2.p545.i1986,"kerk-er-, kʌrkʌr-",cluck (of hen),Juray,Juray,545,1986,2,Z82-p545-i1986,paired,1,zide1982reconstruction:C:c2.p545.i1986,,kerk-er-,cluck (of hen),ingested,structured source comparison record,"zide1982reconstruction[p. 545, item 1986]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,f2de251974be5ae19bcd379836326d3f4c211121870ee7bfbdc9b301067e0904
2026-08-28,zide1982reconstruction:C:c2.p545.i1986,"kerk-er-, kʌrkʌr-",cluck (of hen),Juray,Juray,545,1986,2,Z82-p545-i1986,paired,2,zide1982reconstruction:C:c2.p545.i1986:v2,zide1982reconstruction:C:c2.p545.i1986,kʌrkʌr-,cluck (of hen),ingested,structured source comparison record,"zide1982reconstruction[p. 545, item 1986]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,f2de251974be5ae19bcd379836326d3f4c211121870ee7bfbdc9b301067e0904
2026-08-28,zide1982reconstruction:C:c2.p232.i13,kituŋ,"god, spirit",Juray,Juray,232,13,2,Z82-p232-i13,paired,1,zide1982reconstruction:C:c2.p232.i13,,kituŋ,"god, spirit",ingested,structured source comparison record,"zide1982reconstruction[p. 232, item 13]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,c664b9a4e7f66648490fb07c322c3a1ba0f99b3b0de2dc6a6ecefd90825545e2
2026-08-28,zide1982reconstruction:C:c1.p232.i13,"kituŋ, kittuŋ","god, spirit",Sora,so,232,13,1,Z82-p232-i13,paired,1,zide1982reconstruction:C:c1.p232.i13,,kituŋ,"god, spirit",ingested,structured source comparison record,"zide1982reconstruction[p. 232, item 13]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,172e727310888e061b2a19aad831c3dcbc872eb856e47868f545d1d44d83f90d
2026-08-28,zide1982reconstruction:C:c1.p232.i13,"kituŋ, kittuŋ","god, spirit",Sora,so,232,13,1,Z82-p232-i13,paired,2,zide1982reconstruction:C:c1.p232.i13:v2,zide1982reconstruction:C:c1.p232.i13,kittuŋ,"god, spirit",ingested,structured source comparison record,"zide1982reconstruction[p. 232, item 13]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,172e727310888e061b2a19aad831c3dcbc872eb856e47868f545d1d44d83f90d
2026-08-28,zide1982reconstruction:C:c2.p252.i199,"ko-, koko-",to cough,Juray,Juray,252,199,2,Z82-p252-i199,paired,1,zide1982reconstruction:C:c2.p252.i199,,ko-,to cough,ingested,structured source comparison record,"zide1982reconstruction[p. 252, item 199]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d3ea499eb24e83f837a69051c9c6794f6b1192963c1c7c3634f6c97055a925a8
2026-08-28,zide1982reconstruction:C:c2.p252.i199,"ko-, koko-",to cough,Juray,Juray,252,199,2,Z82-p252-i199,paired,2,zide1982reconstruction:C:c2.p252.i199:v2,zide1982reconstruction:C:c2.p252.i199,koko-,to cough,ingested,structured source comparison record,"zide1982reconstruction[p. 252, item 199]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d3ea499eb24e83f837a69051c9c6794f6b1192963c1c7c3634f6c97055a925a8
2026-08-28,zide1982reconstruction:C:c1.p252.i199,"ko-, koko-",to cough,Sora,so,252,199,1,Z82-p252-i199,paired,1,zide1982reconstruction:C:c1.p252.i199,,ko-,to cough,ingested,structured source comparison record,"zide1982reconstruction[p. 252, item 199]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6a9a5541b1a4bfc968d9319e64bde0e24bdde91526163c408cb0a7843996a959
2026-08-28,zide1982reconstruction:C:c1.p252.i199,"ko-, koko-",to cough,Sora,so,252,199,1,Z82-p252-i199,paired,2,zide1982reconstruction:C:c1.p252.i199:v2,zide1982reconstruction:C:c1.p252.i199,koko-,to cough,ingested,structured source comparison record,"zide1982reconstruction[p. 252, item 199]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6a9a5541b1a4bfc968d9319e64bde0e24bdde91526163c408cb0a7843996a959
2026-08-28,zide1982reconstruction:C:c2.p250.i178,ko-dɛb,ladle,Juray,Juray,250,178,2,Z82-p250-i178,paired,1,zide1982reconstruction:C:c2.p250.i178,,ko-dɛb,ladle,ingested,structured source comparison record,"zide1982reconstruction[p. 250, item 178]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,cf179020c779bd670216c5ea166c7feb535e8b847dead09dcf6517b53e050f72
2026-08-28,zide1982reconstruction:C:c1.p250.i178,ko-dɛb,ladle,Sora,so,250,178,1,Z82-p250-i178,paired,1,zide1982reconstruction:C:c1.p250.i178,,ko-dɛb,ladle,ingested,structured source comparison record,"zide1982reconstruction[p. 250, item 178]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,a41f565c14e70bbf4d466712943f3b14e4711b2370466332588f20a0308d7947
2026-08-28,zide1982reconstruction:C:c1.p244.i134,ko-pal,"leaf-plate, larege leaf cup",Sora,so,244,134,1,Z82-p244-i134,paired,1,zide1982reconstruction:C:c1.p244.i134,,ko-pal,"leaf-plate, larege leaf cup",ingested,structured source comparison record,"zide1982reconstruction[p. 244, item 134]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,41864aa8bb362220f3445567270598561582d4492189680bee2adf89e90345d8
2026-08-28,zide1982reconstruction:C:c2.p244.i134,ko-pal,leaf-plate,Juray,Juray,244,134,2,Z82-p244-i134,paired,1,zide1982reconstruction:C:c2.p244.i134,,ko-pal,leaf-plate,ingested,structured source comparison record,"zide1982reconstruction[p. 244, item 134]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,e0c5c7cbd2105bc5c5a4ab5a3e1c70c62f6a9376451f5dccb14a36107bbade40
2026-08-28,zide1982reconstruction:C:c1.p515.i1832,ko-salli,cucumber,Sora,so,515,1832,1,Z82-p515-i1832,paired,1,zide1982reconstruction:C:c1.p515.i1832,,ko-salli,cucumber,ingested,structured source comparison record,"zide1982reconstruction[p. 515, item 1832]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,9e505b8adf7c17c01b9084637fe61a4982e4e70e5c92a60ba6691c39dd69dc7c
2026-08-28,zide1982reconstruction:C:c1.p253.i205,kod-,to give birth,Sora,so,253,205,1,Z82-p253-i205,paired,1,zide1982reconstruction:C:c1.p253.i205,,kod-,to give birth,ingested,structured source comparison record,"zide1982reconstruction[p. 253, item 205]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,59e724d571967ca63f11f5c1e13d62dc7158b1a7f9ee46eb3b5358a4eb44c152
2026-08-28,zide1982reconstruction:C:c1.p250.i180,kod-rɛm-,to clear the throat,Sora,so,250,180,1,Z82-p250-i180,singleton,1,zide1982reconstruction:C:c1.p250.i180,,kod-rɛm-,to clear the throat,ingested,structured source comparison record,"zide1982reconstruction[p. 250, item 180]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,3634919c625e1c5a76a02a3a631d7db42d81904f369746a879a555e3c4574913
2026-08-28,zide1982reconstruction:C:c1.p545.i1982,"kojkoj-u, koj","hairdo, braid, hairtuft",Sora,so,545,1982,1,Z82-p545-i1982,singleton,1,zide1982reconstruction:C:c1.p545.i1982,,kojkoj-u,"hairdo, braid, hairtuft",ingested,structured source comparison record,"zide1982reconstruction[p. 545, item 1982]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b3c2ce06ef753a6338dc9f018affa8e4a5e43d5338d596c7f9c4f2f7ac6a420d
2026-08-28,zide1982reconstruction:C:c1.p545.i1982,"kojkoj-u, koj","hairdo, braid, hairtuft",Sora,so,545,1982,1,Z82-p545-i1982,singleton,2,zide1982reconstruction:C:c1.p545.i1982:v2,zide1982reconstruction:C:c1.p545.i1982,koj,"hairdo, braid, hairtuft",ingested,structured source comparison record,"zide1982reconstruction[p. 545, item 1982]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b3c2ce06ef753a6338dc9f018affa8e4a5e43d5338d596c7f9c4f2f7ac6a420d
2026-08-28,zide1982reconstruction:C:c1.p413.i1050,koko-tʌm-,"to wash one's mouth, gargle",Sora,so,413,1050,1,Z82-p413-i1050,paired,1,zide1982reconstruction:C:c1.p413.i1050,,koko-tʌm-,"to wash one's mouth, gargle",ingested,structured source comparison record,"zide1982reconstruction[p. 413, item 1050]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6ec63e6b706b122396f35aa6df302c440afc1a7807b4b337318df067ea124767
2026-08-28,zide1982reconstruction:C:c2.p413.i1050,koko-tʌm-koko-tom-na,to bad-mouth,Juray,Juray,413,1050,2,Z82-p413-i1050,paired,1,zide1982reconstruction:C:c2.p413.i1050,,koko-tʌm-koko-tom-na,to bad-mouth,ingested,structured source comparison record,"zide1982reconstruction[p. 413, item 1050]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,84d884f0bbde2d38755d7082c5b057864fb1db80cd95088067e9fd76c08eb8e3
2026-08-28,zide1982reconstruction:C:c2.p253.i205,kokod-; la(H)-kod-,"to give birth, to cradle",Juray,Juray,253,205,2,Z82-p253-i205,paired,1,zide1982reconstruction:C:c2.p253.i205,,kokod-,"to give birth, to cradle",ingested,structured source comparison record,"zide1982reconstruction[p. 253, item 205]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,3772b3cb3c65a9656a3e631355a4ced087e194e9b3b7897ef786c59bcabcf140
2026-08-28,zide1982reconstruction:C:c2.p253.i205,kokod-; la(H)-kod-,"to give birth, to cradle",Juray,Juray,253,205,2,Z82-p253-i205,paired,2,zide1982reconstruction:C:c2.p253.i205:v2,zide1982reconstruction:C:c2.p253.i205,la(H)-kod-,"to give birth, to cradle",ingested,structured source comparison record,"zide1982reconstruction[p. 253, item 205]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,3772b3cb3c65a9656a3e631355a4ced087e194e9b3b7897ef786c59bcabcf140
2026-08-28,zide1982reconstruction:C:c2.p261.i255,kola,basket used as a sieve,Juray,Juray,261,255,2,Z82-p261-i255,singleton,1,zide1982reconstruction:C:c2.p261.i255,,kola,basket used as a sieve,ingested,structured source comparison record,"zide1982reconstruction[p. 261, item 255]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,aeca203ac9081608606a5e6df184beadf49a03363ae57ad346dc3e093e05881c
