Status,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Top,Raw_Form_POS,Form,POS,Raw_Gloss,Gloss,Duplicate_Raw_Form_POS,Duplicate_Raw_Gloss,Duplicate_Agrees,Reviewed_Form,Reviewed_Parameter_ID,Review_Match_Score
prior_section,thari:p195:c2:e9,10,195,2,9,366.1,kared(n.iii),kared,noun,card,card,kared(n.B),tard,no,,,
prior_section,thari:p195:c2:e10,10,195,2,10,398.7,Karen(n.m),karen,noun masculine,cause,cause,"karen( u,k) ^''",'cause',no,,,
prior_section,thari:p195:c2:e11,10,195,2,11,431.3,kari(n.f),kari,noun feminine,patch,patch,kafiinir),patch,no,,,
already_reviewed,thari:p195:c2:e12,10,195,2,12,456.8,kari£i(n.m),karigi,noun masculine,water-melon,water-melon,karig(a.a),water-melon,no,kārīg,3100,0.940
prior_section,thari:p195:c2:e13,10,195,2,13,482.7,KarifisrCn.m),karifisrc,noun masculine,"artisaxi, artist, worker, technician","artisaxi, artist, worker, technician",,,no,,,
prior_section,thari:p195:c2:e14,10,195,2,14,521.3,Kare daH.h(n.f),kare dah.h,noun feminine,black pluia,black pluia,kar^yd^h(a.f,f) black plua,no,,,
prior_section,thari:p195:c2:e15,10,195,2,15,559.3,kare mlrc(n.m),kare mlrc,noun masculine,black pepper,black pepper,,,no,,,
prior_section,thari:p195:c2:e16,10,195,2,16,585.2,«<aro(a),«aro,adjective,black,black,,,no,,,
already_reviewed,thari:p195:c2:e17,10,195,2,17,610.4,karket(n.m),karket,noun masculine,eifihth month of Indian year,eifihth month of Indian year,kare «lrc(a.B,B) blick pepper black eighth Bonth of Indian year,no,katī,3070,0.849
prior_section,thari:p195:c2:e18,10,195,2,18,649.3,karKhanoCn.m),karkhanoc,noun masculine,"factory, workshop","factory, workshop",iurk&aiia(B.B},"} factory, worksh",no,,,
already_reviewed,thari:p195:c2:e19,10,195,2,19,684.1,karho(n.m),karho,noun masculine,decoction,decoction,karho(a»n),decoction,yes,kāṛho,3637,1.250
already_reviewed,thari:p195:c2:e20,10,195,2,20,710.5,kal(adv),kal,adv,yesterday,yesterday,kal(adv^ ^,Jtesterday,no,kāl,3104,1.250
prior_section,thari:p195:c2:e21,10,195,2,21,736.1,kaler(n.ni),kaler,noun,collar,collar,teier(n.a),collar,no,,,
prior_section,thari:p195:c2:e22,10,195,2,22,761.6,kalej(n.ffi),kalej,noun,colloije,colloije,kalej(a.B),college' r r,no,,,
prior_section,thari:p195:c2:e23,10,195,2,23,787.0,kalra(n.f),kalra,noun feminine,cholera,cholera,kalra(a.f),Cholera,yes,,,
already_reviewed,thari:p195:c2:e24,10,195,2,24,812.5,kav8r(n.f),kav8r,noun feminine,"irritation, anger","irritation, anger",kaver(n*fX,"irritation, ang",no,kāvaṛ,3037,1.194
already_reviewed,thari:p195:c2:e25,10,195,2,25,837.9,kavervaro(a),kavervaro,adjective,angry,angry,kavenraro(a),angry,no,kāvaṛvāro,3037,1.219
prior_section,thari:p195:c2:e26,10,195,2,26,863.3,Kltli^n.f),kltli,noun feminine,kettle,kettle,,,no,,,
already_reviewed,thari:p196:c1:e1,11,196,1,1,145.0,kldo(adv),kldo,adv,how big,how big,,,no,kiḍo,11225,1.180
already_reviewed,thari:p196:c1:e2,11,196,1,2,177.7,klta(adv),klta,adv,how u.any,how u.any,,,no,kitā,3167,0.803
prior_section,thari:p196:c1:e3,11,196,1,3,210.1,"k 1 tau(n,L'i)",k i tau,noun,book,book,,,no,,,
prior_section,thari:p196:c1:e4,11,196,1,4,242.7,klLn(adv),klln,adv,wr.ere,wr.ere,,,no,,,
prior_section,thari:p196:c1:e5,11,196,1,5,268.4,klnaro(n.m),klnaro,noun masculine,"bank, coasi","bank, coasi",rb(n;m) bank,"k, coast",no,,,
prior_section,thari:p196:c1:e6,11,196,1,6,301.0,klnota;,klnota,,"bad, dei'orruea","bad, dei'orruea",,,no,,,
prior_section,thari:p196:c1:e7,11,196,1,7,327.2,Klrr*o(n.i!.),klrro,noun,ray,ray,,,no,,,
prior_section,thari:p196:c1:e8,11,196,1,8,359.6,kir&n(n.f),kiran,noun feminine,ray,ray,,,no,,,
prior_section,thari:p196:c1:e9,11,196,1,9,392.0,kIrIrio{n.iii),kiririo,noun,flea,flea,,,no,,,
prior_section,thari:p196:c1:e10,11,196,1,10,423.9,klrlnyo(n.K),klrlnyo,noun,umbrella,umbrella,yo(a.a) umbr,rella,no,,,
already_reviewed,thari:p196:c1:e11,11,196,1,11,458.0,klrlriUi.i'),klrlriui.i),,lizard,lizard,,,no,kiriṛī,3418,1.119
prior_section,thari:p196:c1:e12,11,196,1,12,488.7,klrodli(n.m),klrodli,noun masculine,"anger, fury","anger, fury",b(xi.m) ange,"er, fury",no,,,
already_reviewed,thari:p196:c1:e13,11,196,1,13,521.8,klror(ai,klror(ai,,crore,crore,,,no,kroṛ,3498,1.174
prior_section,thari:p196:c1:e14,11,196,1,14,554.7,klrketCii.f),klrketcii.f),,cricket,cricket,et(n.f) cric,cket,no,,,
prior_section,thari:p196:c1:e15,11,196,1,15,586.9,klriiici (.a),klriiici (,adjective,crimson,crimson,i(a} crim,mson,no,,,
prior_section,thari:p196:c1:e16,11,196,1,16,612.5,kllo^raffi(n.m),klloraffi,noun masculine,kilogran;,kilogran;,,,no,,,
prior_section,thari:p196:c1:e17,11,196,1,17,638.2,Kllomitttr(n.m),kllomitttr,noun masculine,kilometre,kilometre,,,no,,,
prior_section,thari:p196:c1:e18,11,196,1,18,670.9,klsli(n.f},klsli,noun feminine,business,business,,,no,,,
prior_section,thari:p196:c1:e19,11,196,1,19,702.5,"klsu(xi, j')",klsu(xi j),,iiistalment,iiistalment,a.f) Inst,talment,no,,,
prior_section,thari:p196:c1:e20,11,196,1,20,728.5,klsmlsi.n.i';,klsmlsi.n.i,,raisin,raisin,,,no,,,
already_reviewed,thari:p196:c1:e21,11,196,1,21,753.4,K.i(acv),k.i(acv),,"how, why","how, why",,,no,kī̃,3164,1.130
prior_section,thari:p196:c1:e22,11,196,1,22,779.8,kiictadv;,kiictadv,,sometninfe t,sometninfe t,,,no,,,
prior_section,thari:p196:c1:e23,11,196,1,23,805.5,ki Kt^reiacv),ki ktreiacv),,sottfe how,sottfe how,,,no,,,
already_reviewed,thari:p196:c2:e1,11,196,2,1,145.7,ki(pro;,ki,pronoun,what,what,,,no,kī,3164,1.250
already_reviewed,thari:p196:c2:e2,11,196,2,2,178.1,Kiri(n.f j,kiri,noun feminine,ai.t,ai.t,kiriinVf),ant<',no,kīṛī,3193,0.691
already_reviewed,thari:p196:c2:e3,11,196,2,3,210.3,kiro(n.ci;,kiro,noun,"ii^scct, woroi","iigscct, woroi",kiro(n.m),"insect, worm c.s V' arbour",no,kīṛo,3193,0.760
already_reviewed,thari:p196:c2:e4,11,196,2,4,242.5,kUj(n.f;,kuj,noun feminine,aruour,aruour,,,no,kũj,3226,0.880
already_reviewed,thari:p196:c2:e5,11,196,2,5,268.1,kUd,kud,,corner,corner,kSdtn.'f),corner,no,kũḍ,3898,1.250
already_reviewed,thari:p196:c2:e6,11,196,2,6,300.8,KUbh6r(n.ffi),kubh6r,noun,pot ter,pot ter,kUbher(n.m),potter,no,kũbhar,3310,0.898
prior_section,thari:p196:c2:e7,11,196,2,7,326.7,Kbhto(n.a),kbhto,noun,"hooK, Dolt","hooK, Dolt",k&to(n*m)^,"hook,'bolt * G'vu:: ■-.'.a",no,,,
already_reviewed,thari:p196:c2:e8,11,196,2,8,359.1,kliarCn.f},kliarc,noun feminine,bride,bride,kUartn.f),bride,no,kuār,3303,1.138
prior_section,thari:p196:c2:e9,11,196,2,9,391.5,"kbari(ri.f,a)",kbari(ri.f,adjective,taaiaen,taaiaen,"klifari(n.f,a}",maiden,no,,,
already_reviewed,thari:p196:c2:e10,11,196,2,10,423.2,"kUarota,n.m)",kuarota,noun masculine,bachelor,bachelor,"kUarbCa*n,m)",bacbelor,no,kuāro,3303,1.203
already_reviewed,thari:p196:c2:e11,11,196,2,11,455.8,kUkfor(n.iii),kukfor,noun,cock,cock,kUkerCn.ffl),cock ■v-JF.?,no,kukaṛ,3208,1.174
already_reviewed,thari:p196:c2:e12,11,196,2,12,488.0,kUkritn.f),kukrit,noun feminine,hen,hen,kUkri(n?f),hen,no,kukṛī,3208,1.225
already_reviewed,thari:p196:c2:e13,11,196,2,13,520.4,kbkryo(ri.ffi),kbkryo(ri.ffi),,chiCKen,chiCKen,"kUkryo(n,m)",chicken,no,kukṛyo,3208,1.135
prior_section,thari:p196:c2:e14,11,196,2,14,553.5,kUt(xi.f;,kut(xi.f,,gnat,gnat,Wt(n.f),gnat,no,,,
prior_section,thari:p196:c2:e15,11,196,2,15,585.4,kUti(n.f),kuti,noun feminine,bi tch,bi tch,kOtiCn.f),bitch,no,,,
prior_section,thari:p196:c2:e16,11,196,2,16,613.0,kUtoU'i.-),kutoui.-),,ciog,ciog,,,no,,,
already_reviewed,thari:p196:c2:e17,11,196,2,17,637.0,tclino(n.m),tclino,noun masculine,eartneii cooKing pot,eartneii cooKing pot,kOnpU.m),earthen cooking,no,kuno,3264,0.740
already_reviewed,thari:p196:c2:e18,11,196,2,18,669.4,kuGiCa),kugica),,hunch-bacK,hunch-bacK,"ku£o(a,n.m}",hunch-back,no,kuḇo,3301,0.794
prior_section,thari:p196:c2:e19,11,196,2,19,701.8,"ki;{>o(.a,n.:ij)",kio(.an.ij),,hunch-DacK,hunch-DacK,"ku£o(a,n.m}",hunch-back,no,,,
prior_section,thari:p196:c2:e20,11,196,2,20,726.8,klirani^n.ii),kliranin.ii),,;^uaran,; guaran,,,no,,,
prior_section,thari:p196:c2:e21,11,196,2,21,752.2,KUrKlir(n. f;,kurklir,noun feminine,eroauii.t,eroauii.t,,,no,,,
already_reviewed,thari:p196:c2:e22,11,196,2,22,777.7,kUrKa^n.1J,kurkan.ij,,ear-rii -,ear-rii -,,,no,kurkā̃,3268,0.695
prior_section,thari:p196:c2:e23,11,196,2,23,805.0,klirtiUi.i’J,klirtiui.ij,,biouBe,biouBe,kUrtiU.f),blouse,no,,,
already_reviewed,thari:p197:c1:e1,12,197,1,1,153.9,kUrpoin.iu),kurpoin.iu),,Si^ali scraper,Sigali scraper,,,no,kurpo,3730,0.787
prior_section,thari:p197:c1:e2,12,197,1,2,179.8,kL’rpn(n. w ),klrpn,noun,lock,lock,,,no,,,
already_reviewed,thari:p197:c1:e3,12,197,1,3,206.0,kUrpho(n.a]),kurpho,noun,scraper),scraper),o(n.a) scra,aper),no,kurpho,3730,1.250
prior_section,thari:p197:c1:e4,12,197,1,4,231.2,kUrbani(n.f),kurbani,noun feminine,sacrifice,sacrifice,&i(n.f) sacr,rifice,no,,,
prior_section,thari:p197:c1:e5,12,197,1,5,263.6,KijrbiCn. f),kijrbic,noun feminine,chair,chair,,,no,,,
already_reviewed,thari:p197:c1:e6,12,197,1,6,290.5,kUrhUi.f),kurhui.f),,"staL/le, rectangu lar hut","staL/le, rectangu lar hut",,,no,kuṛh,3232,0.861
prior_section,thari:p197:c1:e7,12,197,1,7,328.1,"kU£iLi(,n.f}",kugili(,noun feminine,wrestii.i^,wrestii.ig,,,no,,,
already_reviewed,thari:p197:c1:e8,12,197,1,8,354.3,kuci(n.l’),kuci,noun,key,key,,,no,kū̃cī,3225,1.250
already_reviewed,thari:p197:c1:e9,12,197,1,9,386.7,kudi(n.f),kudi,noun feminine,flower-pot,flower-pot,,,no,kū̃ḍī,3264,0.962
prior_section,thari:p197:c1:e10,12,197,1,10,419.1,Kudo(n.in),kudo,noun,marter,marter,,,no,,,
already_reviewed,thari:p197:c1:e11,12,197,1,11,452.0,kur(n.ui),kur,noun,lie,lie,a;f} ladl,le,no,kūṛ,3395,1.250
already_reviewed,thari:p197:c1:e12,12,197,1,12,484.4,kuroiaj,kuroiaj,,liar,liar,i ; kari,ir,no,kūṛo,3395,1.174
prior_section,thari:p197:c1:e13,12,197,1,13,516.5,kek(n.ui),kek,noun,cake,cake,,,no,,,
prior_section,thari:p197:c1:e14,12,197,1,14,548.2,kei;u(n.m),keiu,noun masculine,neptune,neptune,a.A) nept,tune,no,,,
prior_section,thari:p197:c1:e15,12,197,1,15,580.1,ked (n.:n),ked,noun,iiaprisonment,iiaprisonment,,,no,,,
prior_section,thari:p197:c1:e16,12,197,1,16,612.1,kedi(n.ia),kedi,noun,prisoner,prisoner,a.B) pris,soner,no,,,
prior_section,thari:p197:c1:e17,12,197,1,17,645.2,ke£i(n.f),kegi,noun feminine,ladle,ladle,,,no,,,
prior_section,thari:p197:c1:e18,12,197,1,18,677.8,ker(n.fj,ker,noun,un-ripe berry of karir,un-ripe berry of karir,r) on-r,ripe terry of,no,,,
prior_section,thari:p197:c1:e19,12,197,1,19,716.9,kes(njn),kes(njn),,case,case,,,no,,,
already_reviewed,thari:p197:c1:e20,12,197,1,20,742.4,kesfer(n.f),kesfer,noun feminine,saffron,saffron,,,no,kesar,3473,1.174
already_reviewed,thari:p197:c1:e21,12,197,1,21,768.5,'keh(pto),keh(pto),,some one,some one,pto) soja,ae one,no,keh,2574,0.859
prior_section,thari:p197:c1:e22,12,197,1,22,794.0,ken keh vakiia,ken keh vakiia,,at sometimes,at sometimes,,,no,,,
prior_section,thari:p197:c1:e23,12,197,1,23,819.4,keh na(pro),keh na,pronoun,whom,whom,,,no,,,
already_reviewed,thari:p197:c1:e24,12,197,1,24,844.6,kehro(pro),kehro,pronoun,"which, who","which, who",,,no,kehṛo,2574,1.250
prior_section,thari:p197:c2:e1,12,197,2,1,154.4,keheCproJ,kehecproj,,wnoCobl. ],wnoCobl. ],,,no,,,
prior_section,thari:p197:c2:e2,12,197,2,2,180.3,iceho(pro),iceho,pronoun,"wiiO, Wi-ich","wiiO, Wi-ich",keho(pro),vhOt which,no,,,
prior_section,thari:p197:c2:e3,12,197,2,3,205.7,kempCn.f),kempc,noun feminine,cami,cami,,,no,,,
prior_section,thari:p197:c2:e4,12,197,2,4,230.9,k£leder(n.iii),kgleder,noun,ca-i-eixaar,ca-i-eixaar,,,no,,,
already_reviewed,thari:p197:c2:e5,12,197,2,5,262.9,ko2i(n.f;,ko2i,noun feminine,cuckoo,cuckoo,koli(n.f),cuckoo,no,koil,3483,1.180
prior_section,thari:p197:c2:e6,12,197,2,6,288.8,koi(pro),koi,pronoun,souicone,souicone,koi(pro),soaeone i. *,no,,,
prior_section,thari:p197:c2:e7,12,197,2,7,327.7,koi ne(aav),koi ne(aav),,"not,, no worry","not,, no worry",koi ne(adT),"not, ncywerry",no,,,
prior_section,thari:p197:c2:e8,12,197,2,8,354.1,koi psn(pro;,koi psn,pronoun,so;ae one,so; ae one,koi pen(pro),soae one,no,,,
already_reviewed,thari:p197:c2:e9,12,197,2,9,386.2,koi niaiibG,koi niaiibg,,some one,some one,koi pen(pro),soae one,no,koī,2967,0.801
prior_section,thari:p197:c2:e10,12,197,2,10,418.4,koKoCn.m),kokoc,noun masculine,nose-ria^i,nose-riagi,koko(n.a),nose*ring,no,,,
prior_section,thari:p197:c2:e11,12,197,2,11,451.0,kocCn.Ji),koccn.ji),,couch,couch,koc(n.a),couch,no,,,
prior_section,thari:p197:c2:e12,12,197,2,12,483.2,kot(n.ai),kot,noun,coat,coat,kot(n«a),coat',yes,,,
already_reviewed,thari:p197:c2:e13,12,197,2,13,515.3,kothtn.f),kotht,noun feminine,ii.vitation,ii.vitation,koth(n.f),invitation,no,koṭh,3614,0.866
already_reviewed,thari:p197:c2:e14,12,197,2,14,548.7,koAj^.ta),koaj.ta),,shell,shell,ko^^Ca.B),shell,no,koḍ̠,2740,1.094
already_reviewed,thari:p197:c2:e15,12,197,2,15,579.2,ko(f&r(n.f),ko(far,noun feminine,spade,spade,ko^er(n*f)j,spade,no,koḍ̠ar,3286,1.194
already_reviewed,thari:p197:c2:e16,12,197,2,16,611.1,kccfi(n.f),kccfi,noun feminine,small shell,small shell,ko«fl(a.f) ;,SBall shell,no,koḍ̠ī,2740,1.094
already_reviewed,thari:p197:c2:e17,12,197,2,17,644.2,kon(pro;,kon,pronoun,who,who,koni[pro),whd ^,no,koṇ,2575,1.250
already_reviewed,thari:p197:c2:e18,12,197,2,18,676.4,kothri(n.f),kothri,noun feminine,baii,baii,,,no,kothrī,3511,0.691
prior_section,thari:p197:c2:e19,12,197,2,19,715.0,kon(adv),kon,adv,not,not,kon(adT)^,not -,no,,,
prior_section,thari:p197:c2:e20,12,197,2,20,740.9,koRhe,korhe,,is not,is not,konbe,is not,no,,,
prior_section,thari:p197:c2:e21,12,197,2,21,765.9,kopsrCn.m),kopsrc,noun masculine,zinc,zinc,koper(n.B),xinc,no,,,
already_reviewed,thari:p197:c2:e22,12,197,2,22,790.9,kopro(n.m),kopro,noun masculine,split coconut,split coconut,kbpro(n.B),split coconut ',no,kopro,3936,1.250
prior_section,thari:p197:c2:e23,12,197,2,23,816.8,kopre ro tel,kopre ro tel,,coconut oil,coconut oil,kopre ro tel,coconut oil,yes,,,
prior_section,thari:p197:c2:e24,12,197,2,24,843.4,koret(n.f),koret,noun feminine,court,court,kot(n«a),coat',no,,,
already_reviewed,thari:p198:c1:e1,13,198,1,1,151.0,kori(n.m),kori,noun masculine,weaver,weaver,,,no,korī,3535,1.250
already_reviewed,thari:p198:c1:e2,13,198,1,2,176.7,kori(n.f),kori,noun feminine,pack of 20 thixife^s,pack of 20 thixifegs,,,no,koṛī,3530,0.903
already_reviewed,thari:p198:c1:e3,13,198,1,3,209.3,koriro(n.m),koriro,noun masculine,spider,spider,ro(&lB) spid,ider,no,korīṛo,3535,1.250
already_reviewed,thari:p198:c1:e4,13,198,1,4,241.7,koro(a),koro,adjective,bitter,bitter,,,no,koṛo,2641,1.250
already_reviewed,thari:p198:c1:e5,13,198,1,5,274.4,"koryo(n.m,a;",koryo,noun masculine,leper,leper,,,no,koṛyo,3373,1.250
already_reviewed,thari:p198:c1:e6,13,198,1,6,306.3,korhCn.m),korhc,noun masculine,leprosy,leprosy,n*Bi) lepr,rosy,no,koṛh,3371,1.219
prior_section,thari:p198:c1:e7,13,198,1,7,338.7,"kolsa varo(n,Bi",kolsa varo,noun,i)charcoal seller,i)charcoal seller,a var9(a>ii}cba,afc0al seller,no,,,
prior_section,thari:p198:c1:e8,13,198,1,8,364.4,kolso(n.m),kolso,noun masculine,coal,coal,,,no,,,
prior_section,thari:p198:c1:e9,13,198,1,9,390.3,kos€)s(n. f),kos€)s,noun feminine,"atteapt, try","atteapt, try",,,no,,,
prior_section,thari:p198:c1:e10,13,198,1,10,415.7,kosgh8r(n.m),kosgh8r,noun masculine,slau^nter house,slaugnter house,,,no,,,
already_reviewed,thari:p198:c1:e11,13,198,1,11,441.9,kyari(n.f),kyari,noun feminine,nape,nape,,,no,kyāṛī,3419,1.250
prior_section,thari:p198:c1:e12,13,198,1,12,474.1,krodh(A.m),krodh,adjective,"an£,er","ang, er",r(a.B) dagg,ger,no,,,
already_reviewed,thari:p198:c1:e13,13,198,1,13,500.5,kror(a^,kror,adjective,crore,crore,,,no,kiroṛ,3498,1.219
prior_section,thari:p198:c1:e14,13,198,1,14,532.9,klas(n.a.),klas,noun,claee kh,claee kh,,,no,,,
already_reviewed,thari:p198:c1:e15,13,198,1,15,636.3,kh©gh(n.f),khagh,noun feminine,cough,cough,,,no,khãgh,3763,1.250
prior_section,thari:p198:c1:e16,13,198,1,16,661.7,kh8cer(n.m),kh8cer,noun masculine,dagger,dagger,,,no,,,
already_reviewed,thari:p198:c1:e17,13,198,1,17,687.4,khed(n.f),khed,noun feminine,sugar,sugar,,,no,khãḍ̠,3800,1.180
prior_section,thari:p198:c1:e18,13,198,1,18,718.6,khed ri bimari,khed ri bimari,,diabetes,diabetes,ri hiaarl diab,betes,no,,,
prior_section,thari:p198:c1:e19,13,198,1,19,750.5,kh&Khri(n.f),khakhri,noun feminine,seed of a fruit,seed of a fruit,iixiCn.f} se<9d,9d of a fruit,no,,,
prior_section,thari:p198:c1:e20,13,198,1,20,785.6,khejanoCn.m),khejanoc,noun masculine,treasure,treasure,ano(a.») tre,"easure ,,",no,,,
prior_section,thari:p198:c1:e21,13,198,1,21,811.7,kh©janci(n.m},khajanci,noun masculine,treasurer,treasurer,"axxci(n,a) ^tre",easurer,no,,,
already_reviewed,thari:p198:c2:e1,13,198,2,1,150.8,"kh8jur(n,f)",kh8jur,noun feminine,date-palia,date-palia,"kbejar(n,f>",date-palB,no,khajūr,3828,0.840
already_reviewed,thari:p198:c2:e2,13,198,2,2,176.7,khet(n.f),khet,noun feminine,cot,cot,JOiet(n.f),cot,no,khaṭ,3781,1.180
already_reviewed,thari:p198:c2:e3,13,198,2,3,209.6,kheto(a),kheto,adjective,sour,sour,khetbta),sour,no,khaṭo,3777,1.194
prior_section,thari:p198:c2:e4,13,198,2,4,241.3,kh8tigyo(n.in),kh8tigyo,noun,whooping cough,whooping cough,khat'igyo(iUB),") vbooping cough c; : r ■ """,no,,,
already_reviewed,thari:p198:c2:e5,13,198,2,5,273.7,khy(f(n. f),khy(f,noun feminine,ditch,ditch,khei(n.f),ditch,no,khaḍ̠,3790,1.110
prior_section,thari:p198:c2:e6,13,198,2,6,306.1,khenCn.m),khenc,noun masculine,worui,worui,,,no,,,
already_reviewed,thari:p198:c2:e7,13,198,2,7,338.2,kh&t(n.iii),khat,noun,lettei’,lettei’,khet(a.m) 1 \,"letteiv,",no,akhar,38,0.787
already_reviewed,thari:p198:c2:e8,13,198,2,8,364.1,khbtri(ri.m),khbtri(ri.m),,washerman,washerman,"kk_etri(n.»),",vasheraan,no,khatrī,3647,1.157
prior_section,thari:p198:c2:e9,13,198,2,9,389.6,khetro(n.iii),khetro,noun,danger,danger,kbetro(n.a),danger,no,,,
already_reviewed,thari:p198:c2:e10,13,198,2,10,415.5,khetho(n.ij j,khetho,noun,blanket,blanket,khethpCn.n),blaxxket,no,kamlryo,2771,1.056
prior_section,thari:p198:c2:e11,13,198,2,11,441.2,"kh©dro(n.m,a)",khadro,noun masculine,eunuch,eunuch,"kbedro(n.B,a)",) eunuch,no,,,
prior_section,thari:p198:c2:e12,13,198,2,12,473.1,kh&pht(n.iii),khapht,noun,hobby,hobby,kbeplxt(n«B),hobby,no,,,
prior_section,thari:p198:c2:e13,13,198,2,13,499.3,khephti(a),khephti,adjective,crazy,crazy,khephti(a),crazy,yes,,,
prior_section,thari:p198:c2:e14,13,198,2,14,531.7,kh&bfer(n.f),khabfer,noun feminine,news,news,kbeber(n«f},news ^,no,,,
prior_section,thari:p198:c2:e15,13,198,2,15,557.6,kh&byrdar(a),khabyrdar,adjective,careful,careful,kheberdar(a),careful,no,,,
prior_section,thari:p198:c2:e16,13,198,2,16,583.0,kiib£for(n. f},kiibgfor,noun feminine,news,news,kbeber(n«f},news ^,no,,,
prior_section,thari:p198:c2:e17,13,198,2,17,608.9,Knemis(ii.f),knemis(ii.f),,shirt,shirt,kliekLsCn.f),shirt,no,,,
already_reviewed,thari:p198:c2:e18,13,198,2,18,634.6,knsrCn.o),knsrcn.o),,oil-caKe,oil-caKe,kher(&»«),oil-cake,no,khar,3769,0.774
prior_section,thari:p198:c2:e19,13,198,2,19,660.3,kh©r&g(n.m),kharag,noun masculine,rock,rock,U^reg(n*B),rock,no,,,
already_reviewed,thari:p198:c2:e20,13,198,2,20,686.2,kner©r(n.m),knerar,noun masculine,grinding stone,grinding stone,kberer(n.B),grinding stone,no,kharaṛ,3851,1.157
prior_section,thari:p198:c2:e21,13,198,2,21,717.2,kherab(a),kherab,adjective,"bad, lotten","bad, lotten",kherab(a),bad» rotten,no,,,
prior_section,thari:p198:c2:e22,13,198,2,22,749.1,kh&rabi(n./),kharabi,noun,vice,vice,kherabi(n.f),vice,no,,,
already_reviewed,thari:p198:c2:e23,13,198,2,23,783.7,kheroCn.mj,kherocn.mj,,thrashing floor,thrashing floor,Uero(n.B)>,thrashing floor,no,kharo,3834,0.832
prior_section,thari:p198:c2:e24,13,198,2,24,809.6,kherKherCn.fj,kherkhercn.fj,,crackling,crackling,k^rl^r(n«f),cracUing,no,,,
prior_section,thari:p198:c2:e25,13,198,2,25,834.8,kherkhe£ito(n.ui,kherkhegito,noun,"iJ fire-fly, glow-wor","iJ fire-fly, glow-wor",Jchsrkheiito(n,ia> fire«fly»- gXp,no,,,
prior_section,thari:p199:c1:e1,14,199,1,1,155.1,kherc(n.m),kherc,noun masculine,expenditure,expenditure,,,no,,,
prior_section,thari:p199:c1:e2,14,199,1,2,181.3,khferchraro(a),khferchraro,adjective,rou^h,rough,,,no,,,
already_reviewed,thari:p199:c1:e3,14,199,1,3,206.7,khel(n.f),khel,noun feminine,skin,skin,,,no,khal,3848,1.180
prior_section,thari:p199:c1:e4,14,199,1,4,232.4,khelasiCii.m),khelasicii.m),,sailor,sailor,,,no,,,
already_reviewed,thari:p199:c1:e5,14,199,1,5,258.1,khfevoCn.jii),khfevocn.jii),,shoulder,shoulder,,,no,khavo,3852,1.110
already_reviewed,thari:p199:c1:e6,14,199,1,6,290.9,f ),f ),,"itch, eczewa","itch, eczewa",,,no,khasar,3854,0.655
prior_section,thari:p199:c1:e7,14,199,1,7,316.9,"khfeBi (a,n.iE)",khfebi,noun,eunuch,eunuch,,,no,,,
already_reviewed,thari:p199:c1:e8,14,199,1,8,344.2,knbsturi(n.f),knbsturi,noun feminine,musk,musk,,,no,khastūrī,2985,1.180
already_reviewed,thari:p199:c1:e9,14,199,1,9,370.1,kn6sro(n.iii},kn6sro,noun,measles,measles,,,no,khasro,3854,1.157
prior_section,thari:p199:c1:e10,14,199,1,10,396.5,kiia(pi.),kiia(pi.),,froa,froa,,,no,,,
prior_section,thari:p199:c1:e11,14,199,1,11,422.0,khaki(aj,khaki(aj,,dust colourea,dust colourea,,,no,,,
prior_section,thari:p199:c1:e12,14,199,1,12,453.9,knakf-el(n.m),knakf-el,noun masculine,shell,shell,,,no,,,
prior_section,thari:p199:c1:e13,14,199,1,13,479.8,knajatn.ra),knajatn.ra),,cashewnuts,cashewnuts,,,no,,,
already_reviewed,thari:p199:c1:e14,14,199,1,14,505.5,knatyo(n.m),knatyo,noun masculine,curry,curry,,,no,khāṭyo,3777,1.203
already_reviewed,thari:p199:c1:e15,14,199,1,15,537.9,khari(n. f),khari,noun feminine,mine,mine,,,no,kuārī,3303,0.656
prior_section,thari:p199:c1:e16,14,199,1,16,569.3,khathi(n.f),khathi,noun feminine,fallow-land,fallow-land,"i(n«f) , fall",low-lazid,no,,,
prior_section,thari:p199:c1:e17,14,199,1,17,601.7,khan pin(n.ai),khan pin,noun,enjoying,enjoying,,,no,,,
already_reviewed,thari:p199:c1:e18,14,199,1,18,634.4,knato(a.ffi),knato,adjective,department,department,,,no,khāto,3648,1.194
already_reviewed,thari:p199:c1:e19,14,199,1,19,666.8,khadi(n.f),khadi,noun feminine,khaai,khaai,,,no,khādī,3808,0.856
already_reviewed,thari:p199:c1:e20,14,199,1,20,692.7,khano(n.m),khano,noun masculine,food,food,,,no,khāno,3867,1.250
already_reviewed,thari:p199:c1:e21,14,199,1,21,718.6,khablryo(a),khablryo,adjective,lef t-handec,lef t-handec,,,no,khābiryo,3832,0.871
already_reviewed,thari:p199:c1:e22,14,199,1,22,743.8,ki»ari(n.f),ki»ari,noun feminine,channel,channel,,,no,khārī,3849,1.194
already_reviewed,thari:p199:c1:e23,14,199,1,23,767.6,kharota;,kharota,,saltish,saltish,,,no,khāro,3674,1.203
prior_section,thari:p199:c1:e24,14,199,1,24,792.3,kharka(n.f),kharka,noun feminine,dried dates,dried dates,a(a.f) drie,ed dates,no,,,
prior_section,thari:p199:c1:e25,14,199,1,25,817.7,kaali(aj,kaali(aj,,empty,empty,,,no,,,
