Source_Key,PDF_Page,Printed_Page,Source_Line,Item,Gloss,Similarity_Groups,Site_Code,Site,Scope,Manual_Form,Confidence,Review_Method,Review_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
behera2022korwakodaku,66,56,p66:l86,7,nose,2,J,Arahas Birjia,Birjia comparison control,mũhʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site J]",
behera2022korwakodaku,66,56,p66:l79,7,nose,1,K,Bladerpat Korwa,Korwa target,hʊmmʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site K]",silkorwakodaku2022:i007:K:f1
behera2022korwakodaku,66,56,p66:l81,7,nose,1,L,Kirkima Korwa,Korwa target,hʊmmʊt̪,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site L]",silkorwakodaku2022:i007:L:f1
behera2022korwakodaku,66,56,p66:l79,7,nose,1,M,Musakhoel Korwa,Korwa target,hʊmmʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site M]",silkorwakodaku2022:i007:M:f1
behera2022korwakodaku,66,56,p66:l79,7,nose,1,R,Rakkaya Korwa,Korwa target,hʊmmʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site R]",silkorwakodaku2022:i007:R:f1
behera2022korwakodaku,66,56,p66:l87,7,nose,2,S,Sagardinwa Kodaku,Kodaku target,mũm,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site S]",silkorwakodaku2022:i007:S:f1
behera2022korwakodaku,66,56,p66:l80,7,nose,1,T,Tanmai mixed variety,Tanmai comparison control,hʊmmʊm,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site T]",
behera2022korwakodaku,66,56,p66:l84,7,nose,2,T,Tanmai mixed variety,Tanmai comparison control,muhũː,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site T]",
behera2022korwakodaku,66,56,p66:l84,7,nose,2,U,Mahuabathan Mundari,Mundari comparison control,muhũː,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site U]",
behera2022korwakodaku,66,56,p66:l88,7,nose,3,V,Kotgohna Sadri,Sadri comparison control,nak,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site V]",
behera2022korwakodaku,66,56,p66:l80,7,nose,1,Z,Sardih Korwa,Korwa target,hʊmmʊm,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site Z]",silkorwakodaku2022:i007:Z:f1
behera2022korwakodaku,66,56,p66:l83,7,nose,2,b,Jamuniatanr Kodaku,Kodaku target,muhʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site b]",silkorwakodaku2022:i007:b:f1
behera2022korwakodaku,66,56,p66:l85,7,nose,2,c,Chainpur Kodaku,Kodaku target,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site c]",silkorwakodaku2022:i007:c:f1
behera2022korwakodaku,66,56,p66:l87,7,nose,2,c,Chainpur Kodaku,Kodaku target,mũm,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site c]",silkorwakodaku2022:i007:c:f2
behera2022korwakodaku,66,56,p66:l85,7,nose,2,d,Dhengura Kodaku,Kodaku target,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site d]",silkorwakodaku2022:i007:d:f1
behera2022korwakodaku,66,56,p66:l87,7,nose,2,j,Jhaleria Kodaku,Kodaku target,mũm,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site j]",silkorwakodaku2022:i007:j:f1
behera2022korwakodaku,66,56,p66:l89,7,nose,3,k,Kesrelmal Standard Sadri,Sadri comparison control,nək,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site k]",
behera2022korwakodaku,66,56,p66:l79,7,nose,1,m,Chilma Kodaku,Kodaku target,hʊmmʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site m]",silkorwakodaku2022:i007:m:f1
behera2022korwakodaku,66,56,p66:l85,7,nose,2,p,Kodakupara Kodaku,Kodaku target,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site p]",silkorwakodaku2022:i007:p:f1
behera2022korwakodaku,66,56,p66:l85,7,nose,2,t,Tharki Kodaku,Kodaku target,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site t]",silkorwakodaku2022:i007:t:f1
behera2022korwakodaku,66,56,p66:l85,7,nose,2,w,Baikanthpur Kodaku,Kodaku target,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 7, site w]",silkorwakodaku2022:i007:w:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,A,Husambu Asuri,Asuri comparison control,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site A]",
behera2022korwakodaku,66,56,p66:l98,8,mouth,3,B,Dumortoli Sadri,Sadri comparison control,muh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site B]",
behera2022korwakodaku,66,56,p66:l94,8,mouth,1,C,Chilma Korwa,Korwa target,ah̩,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site C]",silkorwakodaku2022:i008:C:f1
behera2022korwakodaku,66,56,p66:l94,8,mouth,1,D,Dhaneshpur Korwa,Korwa target,ah̩,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site D]",silkorwakodaku2022:i008:D:f1
behera2022korwakodaku,66,56,p66:l93,8,mouth,1,G,Gaseband Korwa,Korwa target,ah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site G]",silkorwakodaku2022:i008:G:f1
behera2022korwakodaku,66,56,p66:l93,8,mouth,1,H,Harrapat Korwa,Korwa target,ah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site H]",silkorwakodaku2022:i008:H:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,J,Arahas Birjia,Birjia comparison control,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site J]",
behera2022korwakodaku,66,56,p66:l93,8,mouth,1,K,Bladerpat Korwa,Korwa target,ah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site K]",silkorwakodaku2022:i008:K:f1
behera2022korwakodaku,66,56,p66:l94,8,mouth,1,K,Bladerpat Korwa,Korwa target,ah̩,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site K]",silkorwakodaku2022:i008:K:f2
behera2022korwakodaku,66,56,p66:l94,8,mouth,1,L,Kirkima Korwa,Korwa target,ah̩,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site L]",silkorwakodaku2022:i008:L:f1
behera2022korwakodaku,66,56,p66:l93,8,mouth,1,M,Musakhoel Korwa,Korwa target,ah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site M]",silkorwakodaku2022:i008:M:f1
behera2022korwakodaku,66,56,p66:l94,8,mouth,1,R,Rakkaya Korwa,Korwa target,ah̩,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site R]",silkorwakodaku2022:i008:R:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,S,Sagardinwa Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site S]",silkorwakodaku2022:i008:S:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,T,Tanmai mixed variety,Tanmai comparison control,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site T]",
behera2022korwakodaku,66,56,p66:l100,8,mouth,4,U,Mahuabathan Mundari,Mundari comparison control,mutʃa,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site U]",
behera2022korwakodaku,66,56,p66:l98,8,mouth,3,V,Kotgohna Sadri,Sadri comparison control,muh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site V]",
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,Z,Sardih Korwa,Korwa target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site Z]",silkorwakodaku2022:i008:Z:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,b,Jamuniatanr Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site b]",silkorwakodaku2022:i008:b:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,c,Chainpur Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site c]",silkorwakodaku2022:i008:c:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,d,Dhengura Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site d]",silkorwakodaku2022:i008:d:f1
behera2022korwakodaku,66,56,p66:l96,8,mouth,2,d,Dhengura Kodaku,Kodaku target,ɐham,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site d]",silkorwakodaku2022:i008:d:f2
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,j,Jhaleria Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site j]",silkorwakodaku2022:i008:j:f1
behera2022korwakodaku,66,56,p66:l99,8,mouth,3,k,Kesrelmal Standard Sadri,Sadri comparison control,mũh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site k]",
behera2022korwakodaku,66,56,p66:l95;p66:l97,8,mouth,1;2,m,Chilma Kodaku,Kodaku target,ahah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site m]",silkorwakodaku2022:i008:m:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,p,Kodakupara Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site p]",silkorwakodaku2022:i008:p:f1
behera2022korwakodaku,66,56,p66:l92,8,mouth,1,t,Tharki Kodaku,Kodaku target,ɐha,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site t]",silkorwakodaku2022:i008:t:f1
behera2022korwakodaku,66,56,p66:l96,8,mouth,2,w,Baikanthpur Kodaku,Kodaku target,ɐham,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 8, site w]",silkorwakodaku2022:i008:w:f1
behera2022korwakodaku,66,56,p66:l107,9,tooth,2,A,Husambu Asuri,Asuri comparison control,dɐʈa,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site A]",
behera2022korwakodaku,66,56,p66:l109,9,tooth,2,B,Dumortoli Sadri,Sadri comparison control,d̪ãːt̪,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site B]",
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,C,Chilma Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site C]",silkorwakodaku2022:i009:C:f1
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,D,Dhaneshpur Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site D]",silkorwakodaku2022:i009:D:f1
behera2022korwakodaku,66,56,p66:l106,9,tooth,1,G,Gaseband Korwa,Korwa target,t̪iriŋ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site G]",silkorwakodaku2022:i009:G:f1
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,H,Harrapat Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site H]",silkorwakodaku2022:i009:H:f1
behera2022korwakodaku,66,56,p66:l107,9,tooth,2,J,Arahas Birjia,Birjia comparison control,dɐʈa,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site J]",
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,K,Bladerpat Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site K]",silkorwakodaku2022:i009:K:f1
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,L,Kirkima Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site L]",silkorwakodaku2022:i009:L:f1
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,M,Musakhoel Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site M]",silkorwakodaku2022:i009:M:f1
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,R,Rakkaya Korwa,Korwa target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site R]",silkorwakodaku2022:i009:R:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,S,Sagardinwa Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site S]",silkorwakodaku2022:i009:S:f1
behera2022korwakodaku,66,56,p66:l110,9,tooth,3,T,Tanmai mixed variety,Tanmai comparison control,t̪ɔrɔɲdʒɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site T]",
behera2022korwakodaku,66,56,p66:l107,9,tooth,2,U,Mahuabathan Mundari,Mundari comparison control,dɐʈa,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site U]",
behera2022korwakodaku,66,56,p66:l109,9,tooth,2,V,Kotgohna Sadri,Sadri comparison control,d̪ãːt̪,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site V]",
behera2022korwakodaku,66,56,p66:l103,9,tooth,1,Z,Sardih Korwa,Korwa target,kiɾiŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site Z]",silkorwakodaku2022:i009:Z:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,b,Jamuniatanr Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site b]",silkorwakodaku2022:i009:b:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,c,Chainpur Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site c]",silkorwakodaku2022:i009:c:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,d,Dhengura Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site d]",silkorwakodaku2022:i009:d:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,j,Jhaleria Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site j]",silkorwakodaku2022:i009:j:f1
behera2022korwakodaku,66,56,p66:l108,9,tooth,2,k,Kesrelmal Standard Sadri,Sadri comparison control,d̪ɐ̃t̪,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site k]",
behera2022korwakodaku,66,56,p66:l104,9,tooth,1,m,Chilma Kodaku,Kodaku target,t̪ɪɾɪŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site m]",silkorwakodaku2022:i009:m:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,p,Kodakupara Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site p]",silkorwakodaku2022:i009:p:f1
behera2022korwakodaku,66,56,p66:l106,9,tooth,1,p,Kodakupara Kodaku,Kodaku target,t̪iriŋ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site p]",silkorwakodaku2022:i009:p:f2
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,t,Tharki Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site t]",silkorwakodaku2022:i009:t:f1
behera2022korwakodaku,66,56,p66:l105,9,tooth,1,w,Baikanthpur Kodaku,Kodaku target,t̪iriɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 9, site w]",silkorwakodaku2022:i009:w:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,A,Husambu Asuri,Asuri comparison control,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site A]",
behera2022korwakodaku,66,56,p66:l118,10,tongue,2,B,Dumortoli Sadri,Sadri comparison control,dʒib,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site B]",
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,C,Chilma Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site C]",silkorwakodaku2022:i010:C:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,D,Dhaneshpur Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site D]",silkorwakodaku2022:i010:D:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,G,Gaseband Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site G]",silkorwakodaku2022:i010:G:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,H,Harrapat Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site H]",silkorwakodaku2022:i010:H:f1
behera2022korwakodaku,66,56,p66:l119,10,tongue,2,J,Arahas Birjia,Birjia comparison control,dʒibɦ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site J]",
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,K,Bladerpat Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site K]",silkorwakodaku2022:i010:K:f1
behera2022korwakodaku,66,56,p66:l115,10,tongue,1,K,Bladerpat Korwa,Korwa target,alʌŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site K]",silkorwakodaku2022:i010:K:f2
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,L,Kirkima Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site L]",silkorwakodaku2022:i010:L:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,M,Musakhoel Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site M]",silkorwakodaku2022:i010:M:f1
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,R,Rakkaya Korwa,Korwa target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site R]",silkorwakodaku2022:i010:R:f1
behera2022korwakodaku,66,56,p66:l115,10,tongue,1,R,Rakkaya Korwa,Korwa target,alʌŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site R]",silkorwakodaku2022:i010:R:f2
behera2022korwakodaku,66,56,p66:l113,10,tongue,1,S,Sagardinwa Kodaku,Kodaku target,ɐlɐŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site S]",silkorwakodaku2022:i010:S:f1
behera2022korwakodaku,66,56,p66:l117,10,tongue,1,S,Sagardinwa Kodaku,Kodaku target,ʌlaŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site S]",silkorwakodaku2022:i010:S:f2
behera2022korwakodaku,66,56,p66:l116,10,tongue,1,T,Tanmai mixed variety,Tanmai comparison control,lɐlaŋg,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 10, site T]",
