Snapshot_Date,Collation_Date,Atlas_Numbers,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-19,2026-08-20,87,12,31,xᵒa-,eat,installed_form,xᵒa-,,buddruss-grangali1979:item-87:form-2,allomorph,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 87]",fe0fb9ebadf1da5060e4ef959dd55bf388f5cde529ebf316194ecf4cf3eeac99
2026-08-19,2026-08-20,88,12,31,arṣə́,mirror,installed_form,arṣə́,,buddruss-grangali1979:item-88,from reconstructed *ādarisa,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 88]",f85c70cff8c41673e979bb13a49e64d57b1c3dcb6c080178f44911a5f0c0900a
2026-08-19,2026-08-20,89,12,31,liλ-,harvest; reap,installed_form,liλ-,,buddruss-grangali1979:item-89,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 89]",259df1923c1e584e4bee9a4c66bb59db1c61279283760404dddd341ccb8d695f
2026-08-19,2026-08-20,89,12,31,leλ-,harvest; reap,installed_form,leλ-,,buddruss-grangali1979:item-89:form-2,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 89]",dc9d044dd8b7822f627bdf9642566ddab84a799fc695d4c7fb30c67a5f78cec8
2026-08-19,2026-08-20,90,12,31,dār,mountain,installed_form,dār,,buddruss-grangali1979:item-90,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 90]",b0c2454809d652358738bda26366d4baf9a92d814c8ea6ecf7d2e8d44aa597c3
2026-08-19,2026-08-20,91,12,31,brūt,moustache,installed_form,brūt,,buddruss-grangali1979:item-91,from Persian,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 91]",93375c84c639dd9fff04f8ee6239be06b56c4bd23a53e0e5576e0ae48ce0d9fd
2026-08-19,2026-08-20,92,12,31,λungalī́,mulberry,installed_form,λungalī́,,buddruss-grangali1979:item-92,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 92]",aa87dda41a1df1f719499b817607407e66e84b29ec9661135151ede790c8e748
2026-08-19,2026-08-20,93,12,31,ǐm,snow,installed_form,ǐm,,buddruss-grangali1979:item-93,Buddruss prints initial i with caron; Ning and Shumashti have im,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 93]",c6fbcde9fbbb7fa090c26ccc4899f2951d5460f913a693dca88c75e621171798
2026-08-19,2026-08-20,94,12,31,kāncə́,black,installed_form,kāncə́,,buddruss-grangali1979:item-94,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 94]",f382b3039e40d69799336b4cdc75f31f2b049066c053d0c411b735001286092d
2026-08-19,2026-08-20,95,12,31,turū́,walnut,installed_form,turū́,,buddruss-grangali1979:item-95,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 95]",06cf8746e7ad69cb53cd0ff588cb7bc78515839a5f1ada616e4e3b3360ed8802
2026-08-19,2026-08-20,96,12,31,aṇlə́,cloud,installed_form,aṇlə́,,buddruss-grangali1979:item-96,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 96]",7bde4767323d544407681d97651e4c404119276c1533f797e59658a989ef5fe4
2026-08-19,2026-08-20,97,12,31,byeλ,night,installed_form,byeλ,,buddruss-grangali1979:item-97,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 97]",00189cde7197fd5ac90c2fce080842a3fca2fddf6ed617b2dd6e7591802b4aab
2026-08-19,2026-08-20,98-99,12,31,ãc̣,eye,installed_form,ãc̣,,buddruss-grangali1979:item-98-99,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 98-99]",680bb29a63c3267d07aa0401b94214f2ec45c17c3c4d0ce3bfb7570c312b79b8
2026-08-19,2026-08-20,100,12,31,ãr̃ə,egg,installed_form,ãr̃ə,,buddruss-grangali1979:item-100,nasalized r is described as an allophone of n,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 100]",ca63be901afbcb192568a94f15ce00247243f89ce90b552c9f28a16546167c4d
2026-08-19,2026-08-20,101,12,31,pē̃,shoulder blade,installed_form,pē̃,,buddruss-grangali1979:item-101,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 101]",6fb3262924aae092c03974d903f09052256d1f26d597b51f37dab5cfd071ad5b
2026-08-19,2026-08-20,102,12,31,naṅacə́,fingernail,installed_form,naṅacə́,,buddruss-grangali1979:item-102,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 102]",5728eb491146cada1c40525155b4ddd1864fca7e80b386417f18743d5e6e1b7b
2026-08-19,2026-08-20,103,12,31,zas,eleven,installed_form,zas,,buddruss-grangali1979:item-103,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 103]",47d0ac7b1ebf691c85921cc9fb390a5d7fb89ccf53a712e0ce7cafa7c2ae4527
2026-08-19,2026-08-20,104,12,31,artə zar,gold (red gold),installed_form,artə zar,,buddruss-grangali1979:item-104,calque of Pashto expression,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 104]",01c6643f2a8a38c71067bf9f0e0264123b13ee3d2ccbd548a68720a1873e0318
2026-08-19,2026-08-20,105,13,32,kõ,ear,installed_form,kõ,,buddruss-grangali1979:item-105,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 105]",8dc3ac4ed28587e70715af365ea1ba79264c85e869250c9ba537be3e62597e1b
2026-08-19,2026-08-20,106,13,32,zō,barley,installed_form,zō,,buddruss-grangali1979:item-106,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 106]",0f58f8178addb3af132f131adde786bb2b7a737598867ae4f276f94bf5650650
2026-08-19,2026-08-20,107,13,32,anṭī́,bone,installed_form,anṭī́,,buddruss-grangali1979:item-107,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 107]",6688d49990acff60ebd01d8c1c3a2f66c5cbe5dbec2569861e394406861a3cce
2026-08-19,2026-08-20,108-109,13,32,īc̣,bear,installed_form,īc̣,,buddruss-grangali1979:item-108-109,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 108-109]",348c68d40ff2b0d826e94c820a72b5c08af6a0a1bb3c730435ee8f41495236a5
2026-08-19,2026-08-20,110,13,32,,palm of hand,excluded_unattested,,,,explicitly unattested; ast 'hand' is only a cross-reference,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 110]",9baea22e789981f5cd49fceec98cd788d93db33871877eb4b7e5ffb45a5877b2
2026-08-19,2026-08-20,111,13,32,šilaṇtə́,parrot,installed_form,šilaṇtə́,,buddruss-grangali1979:item-111,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 111]",9041fce5848880a2024978739f9814133a723011bc12dcabd87219bab8315b32
2026-08-19,2026-08-20,112,13,32,nasék,granddaughter,installed_form,nasék,,buddruss-grangali1979:item-112,elicited for French petite-fille,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 112]",98c22b292c74033d8cd43f09263bfac515bef8cae59965e79a2048e7708dc0ff
2026-08-19,2026-08-20,113,13,32,xur,foot,installed_form,xur,,buddruss-grangali1979:item-113,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 113]",2a4bd367c1fffa07ed3c8d1ace7804e18903a5187862543ba0bb360534fd9e16
2026-08-19,2026-08-20,114,13,32,bōt,stone,installed_form,bōt,,buddruss-grangali1979:item-114,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 114]",ea4b621c0839d8456d8f9c6fe3c3081f7a7e7978903e1d7796377b1b35961a5f
2026-08-19,2026-08-20,115,13,32,boṣ,rain,installed_form,boṣ,,buddruss-grangali1979:item-115,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 115]",ceae23c64c4ee33b912fa9e5f52547d0bab9999ac0a580cda16c111a00c0a874
2026-08-19,2026-08-20,115,13,32,baṣ,rain,installed_form,baṣ,,buddruss-grangali1979:item-115:form-2,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 115]",ad55abaa949e9b711a6ef8472400ff56dc1c26817b045c32d390760ead288a31
2026-08-19,2026-08-20,116,13,32,mac,fish,installed_form,mac,,buddruss-grangali1979:item-116,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 116]",ec7cc414ef2ebf5ee574c955230e3021e3135378aba86e5ed3fd2622c39f4419
2026-08-19,2026-08-20,117,13,32,manā́,apple,installed_form,manā́,,buddruss-grangali1979:item-117,from Pashto,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 117]",3e7e07843076b10685e742b43344d932fc0ae682ccb60804d721693df0513579
2026-08-19,2026-08-20,118,13,32,zū,louse,installed_form,zū,,buddruss-grangali1979:item-118,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 118]",39e01bacbbb69aabec4bdd1d17841e2abdfe0a7a2f92ddb7e07909e0f5d3cf90
2026-08-19,2026-08-20,119,13,32,dēstə́ angũ,thumb,installed_form,dēstə́ angũ,,buddruss-grangali1979:item-119,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 119]",0141a792ec3d5d2b7831f41cffb3d4c79b6d44fb37b70e99b068ab40324b9b47
2026-08-19,2026-08-20,120,13,32,basə́n,spring (season),installed_form,basə́n,,buddruss-grangali1979:item-120,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 120]",ecb21ac304a5b77210ebf259163782dc75f6d1eca2721952036b4235b342b069
2026-08-19,2026-08-20,120,13,32,bəsə́n,spring (season),installed_form,bəsə́n,,buddruss-grangali1979:item-120:form-2,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 120]",4c0c151710589dcf9372497da478361202bbe9e571660c4b8c75832b25db3058
2026-08-19,2026-08-20,121-122,13,32,pī́suk,flea,installed_form,pī́suk,,buddruss-grangali1979:item-121-122,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 121-122]",5699573c0f1aacc2c1706b600ea72441e81cf98b95cf760624080df950e496a4
2026-08-19,2026-08-20,123-124,13,32,cōdḗs,fourteen,installed_form,cōdḗs,,buddruss-grangali1979:item-123-124,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 123-124]",08994498e4fca6de3908fcf3becbf50ff6f44d662d377282075e77bb1d264273
2026-08-19,2026-08-20,125-126,13,32,cōr,four,installed_form,cōr,,buddruss-grangali1979:item-125-126,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 125-126]",2162972cdc673831c66a5a1eff9cb39e1c16307c0eb6bc685f6233f85920fc27
2026-08-19,2026-08-20,127,13,32,limatə́,tail,installed_form,limatə́,,buddruss-grangali1979:item-127,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 127]",464dcdfa89c396b842e224850f248aa2c57ef285e8109a49acf82d5e09fd1001
2026-08-19,2026-08-20,128,13,32,lac̣,grape,installed_form,lac̣,,buddruss-grangali1979:item-128,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 128]",c3f5024c96734d5fcdb0394e8869b8f45ea56ca9759620ea74604b4816b10f0a
2026-08-19,2026-08-20,129,13,32,λawṣ,spleen,installed_form,λawṣ,,buddruss-grangali1979:item-129,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 129]",a0048337a3c621541933ee394f86527bdbb565da9062459ce6784545842e14d9
2026-08-19,2026-08-20,130,13,32,ētḗk,kidney,installed_form,ētḗk,,buddruss-grangali1979:item-130,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 130]",0730cac513e89045169a4e73c82d6af96d3ee6ab50f147321730b7c5109348f9
2026-08-19,2026-08-20,131,14,33,ṣal,jackal (elicited for fox),installed_form,ṣal,12578,buddruss-grangali1979:item-131,Buddruss explicitly says the answer means jackal and derives it from śr̥gālá-,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 131]",93e78098c1c7c6c2197211b2e93d5b8771f6b31ae7c30c1556cb3bfb0e64db69
2026-08-19,2026-08-20,132,14,33,λō pas-,dream; see a dream,installed_form,λō pas-,,buddruss-grangali1979:item-132,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 132]",628cad41b3b5d305cafa60bb5384c98158fc65d7b20b579195db4c36615abf02
2026-08-19,2026-08-20,133,14,33,ãs ka-,laugh,installed_form,ãs ka-,,buddruss-grangali1979:item-133,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 133]",97ce60371a54159e390ae825d0bec09fffd3c9c7e618478334107ce5e3c0b834
2026-08-19,2026-08-20,134,14,33,nadí,river,installed_form,nadí,,buddruss-grangali1979:item-134,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 134]",2351b845a8df026ac136f73638b1455c929f6f643841e7303db6fd9154555b8e
2026-08-19,2026-08-20,135,14,33,tõ,harvested rice,installed_form,tõ,,buddruss-grangali1979:item-135,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 135]",f6c3aa6ac426ad134cf29ce9256ccf43bd20a8f63eecc6edf2bb016faa412f16
2026-08-19,2026-08-20,136,14,33,băt,cooked rice,installed_form,băt,,buddruss-grangali1979:item-136,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 136]",a52d90b400f5ff3a154c1763249444497a80dfb4e7a9147d05c20936e76ff6d6
2026-08-19,2026-08-20,137,14,33,artə́,red,installed_form,artə́,,buddruss-grangali1979:item-137,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 137]",a329e4478587fa9902a4c0144a7bdcc63cb1c611bf34d20feda5ff8e98cd1d3a
2026-08-19,2026-08-20,138,14,33,seóu,sand,installed_form,seóu,,buddruss-grangali1979:item-138,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 138]",f95c8daa9dd1fba45ec085f095ff395cd7823019aa8c293f88e07b5ef6bbc5df
2026-08-19,2026-08-20,139,14,33,lū,blood,installed_form,lū,,buddruss-grangali1979:item-139,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 139]",6ea69cd9d73aae98d5420b2b3cdd163a981bf237159fd3004adde90b5725d234
2026-08-19,2026-08-20,140,14,33,umpə́,scorpion,installed_form,umpə́,,buddruss-grangali1979:item-140,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 140]",33115d0a29b4f8e3cb8f29269fbaf2c67b24f5c367d73c3ab7675372575aa810
2026-08-19,2026-08-20,141,14,33,sōrā́s,sixteen,installed_form,sōrā́s,,buddruss-grangali1979:item-141,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 141]",c5a8c0a69bc9c488c0c78ecdc59ea35b1b6a38f1a72cdf33df653119e53e4533
2026-08-19,2026-08-20,142,14,33,lõ,salt,installed_form,lõ,,buddruss-grangali1979:item-142,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 142]",96658b30e3635813f7946d1536852957adb3479497ea125b862d0e3440b3d89f
2026-08-19,2026-08-20,143,14,33,õi,snake,installed_form,õi,,buddruss-grangali1979:item-143,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 143]",9fe8ae24f4d74c43173b0ef6c0f93a3dce0d1330e04a02ff2e83a7e3a64d5767
2026-08-19,2026-08-20,144,14,33,ṣu,six,installed_form,ṣu,,buddruss-grangali1979:item-144,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 33, item 144]",40637adefc7516281bc059f20796b75df67c104f4bb856c5a76ee1777718c275
2026-08-19,2026-08-20,145,15,34,pas,sister,installed_form,pas,,buddruss-grangali1979:item-145,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 145]",895c13f193f00b3439ef76ef9bf86b5011fc54c6ab8550af0437d597b20153a2
2026-08-19,2026-08-20,146,15,34,surí,sun,installed_form,surí,,buddruss-grangali1979:item-146,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 146]",b32594d9d0fa24651f8b68c6428e7a290bd5655352dfc4dc377d80335035679b
2026-08-19,2026-08-20,147,15,34,λõ,sleep,installed_form,λõ,,buddruss-grangali1979:item-147,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 147]",0a85422f42463879ab945193fa049e3ec7c34d33acbfbdee95577c3e2a4089aa
2026-08-19,2026-08-20,148,15,34,ūc̣,spring; source,installed_form,ūc̣,,buddruss-grangali1979:item-148,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 148]",31e13ae81d6349d30cdf0c40663793fabd010f3710cfb92e87541cd9aa8a9ccc
2026-08-19,2026-08-20,149,15,34,mūsõ,mouse,installed_form,mūsõ,,buddruss-grangali1979:item-149,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 149]",c2a528d571f7dd4cc8aff0927a2e8bcab69c9aec26cb080144a91597464d3e3d
2026-08-19,2026-08-20,150,15,34,xurík,heel (Buddruss); ankle (Grjunberg),installed_form,xurík,,buddruss-grangali1979:item-150,Buddruss gives heel; Grjunberg's ankle gloss is retained as comparative provenance,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 150]",fb3af08480b66c2d5d78b039038231e34cb66abb6e2b6c8344197ced911974d4
2026-08-19,2026-08-20,151,15,34,ṣā̃rə,head,installed_form,ṣā̃rə,,buddruss-grangali1979:item-151,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 151]",bf5931c54046420c98557dec1ce760d9291b22efe8de8e6a5fbdd5dbbfd3d16a
2026-08-19,2026-08-20,152,15,34,lem,roof,installed_form,lem,,buddruss-grangali1979:item-152,"CDIAL 8730 in the commentary belongs to secondary λəmA- 'forget', not this answer",full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 152]",7534bf756aa73c0a7017879e2fcd8eff76882cad119f1fd78f35e3c516b6e826
2026-08-19,2026-08-20,153,15,34,λăm,work,installed_form,λăm,,buddruss-grangali1979:item-153,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 153]",4940dda51a5c0fb02ed59214331274dae81482fd86556631b876bd795a99356c
2026-08-19,2026-08-20,154,15,34,λēwā́s,thirteen,installed_form,λēwā́s,,buddruss-grangali1979:item-154,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 154]",74c88abe260978b878823b364445b6a60610ec4357ee36d4c8e465b9fc043cb1
2026-08-19,2026-08-20,155,15,34,bũzíl,earthquake,installed_form,bũzíl,,buddruss-grangali1979:item-155,first of two forms printed by Buddruss,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 155]",76e535fefedb74bbf15cac8cfe689b6bee8a4ad98ae96df08155ee7828280af0
2026-08-19,2026-08-20,155,15,34,buĩzil,earthquake,installed_form,buĩzil,,buddruss-grangali1979:item-155:form-2,second form printed by Buddruss,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 155]",ce71def3e736b9584ac063b67b6f3af07a84bcabe58529b7f332fa446ae16c55
2026-08-19,2026-08-20,156,15,34,λē,three,installed_form,λē,,buddruss-grangali1979:item-156,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 156]",fac16472682ce57cfe92522cdc20324d6d3cf6433f37499359bb5c0cb6564d3e
2026-08-19,2026-08-20,157,15,34,mār-,kill,installed_form,mār-,,buddruss-grangali1979:item-157,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 157]",4a1e11c7d45b925e542701aa164b169f25bfbcaddab486aa2a201bfb0954ac29
2026-08-19,2026-08-20,158,15,34,muλ,urine,installed_form,muλ,,buddruss-grangali1979:item-158,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 158]",cc70bef0d1f0a8df91f99e1285d680ae203b49c61fa1e4b929008290525e0281
2026-08-19,2026-08-20,159,15,34,mondaréi,wind,installed_form,mondaréi,,buddruss-grangali1979:item-159,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 34, item 159]",8dd97791a70a8af21ad21049e76d572348ddd92f2b1305079444d60a9f69144e
2026-08-19,2026-08-20,160,16,35,wōr,belly,installed_form,wōr,,buddruss-grangali1979:item-160,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 160]",7d24943fae6fc667a633ad615e5888872878894b072b31ab39b04a4bc1dbb475
2026-08-19,2026-08-20,161,16,35,andá,meat,installed_form,andá,,buddruss-grangali1979:item-161,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 161]",655ac37d4fe246670c74adc32de89cedd8ec3e8c19ac2a7f36b59285d4d9c680
2026-08-19,2026-08-20,162,16,35,lăm,village,installed_form,lăm,,buddruss-grangali1979:item-162,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 162]",9149a52f8ad30e1a1856351aef7f489070d8dd7454ab295dd26201e9276f4481
2026-08-19,2026-08-20,163,16,35,-lām,village suffix in place names,installed_form,-lām,,buddruss-grangali1979:item-163,illustrated by Cukon-lām and Wuriglām,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 163]",b77928b8ecdb74748a540cb8cb50bb16812caf0656f5b2baf6c4f50c1f667500
2026-08-19,2026-08-20,164,16,35,isí,twenty,installed_form,isí,,buddruss-grangali1979:item-164,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 164]",8c04c464e3ac5ac4823f6ff96cd50fb4112fb48df14b81f3041bfdf62eacb687
2026-08-19,2026-08-20,165,16,35,muk,face,installed_form,muk,,buddruss-grangali1979:item-165,manually collated source transcription,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 165]",965a72ecd8bf2531dbb9743951b94ef6317821d89068356637b339c0605f08f1
2026-08-19,2026-08-20,166,16,35,,Milky Way,excluded_unattested,,,,explicitly unattested,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 166]",fedd7fec0a0cddfafceb569f0a0f2ca75cb90f9a24963cb5be487cf5330269de
2026-08-19,2026-08-20,167,16,35,pas-,see,installed_form,pas-,,buddruss-grangali1979:item-167,secondary raxa- means watch or keep watch and is retained only in this audit note,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 35, item 167]",7e33e792a3f5ad14db530d358d558fbb0a33f834959a70b4a715d55ca23839c0
2026-08-19,2026-08-20,2,5,24,watá,hungry,installed_comparison,watá,,buddruss-grangali1979:item-2:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 24, item 2]",5d9b114dade35c6cce06597426f209210f7909dcae6a72b503bd7169467823e2
2026-08-19,2026-08-20,2,5,24,awata,hungry,installed_comparison,awata,,buddruss-grangali1979:item-2:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 24, item 2]",cf2af79be9b9b14ae8089e04b41438598d24f196d933f46664101527bb8b4fc4
2026-08-19,2026-08-20,3,5,24,bukuník,lamb,installed_comparison,bukuník,,buddruss-grangali1979:item-3:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 24, item 3]",0efa8adc3482ebb4d390c6ba9d78fbc634f51d88715070d237e0030a13b0ede3
2026-08-19,2026-08-20,4,6,25,cuλä,sour; bitter,installed_comparison,cuλä,,buddruss-grangali1979:item-4:shumashti,Buddruss corrects Fussman's printed culä,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 4]",0900a902f571f4452264e8b81d599f7e587b713e982cb8e65580aebd30b792ad
2026-08-19,2026-08-20,5,6,25,mūnda,neck,installed_comparison,mūnda,,buddruss-grangali1979:item-5:ningalami,comparison embedded in the etymological commentary,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 5]",05d19b7cb122a02e6ad935f9f9345164c1a8ff8b0f880293d4a0ed37591b4c4c
2026-08-19,2026-08-20,7,6,25,co,go,installed_comparison,co,,buddruss-grangali1979:item-7:shumashti,imperative form,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 7]",6bc9cd89c59f9d663d8c88b4a1584eba022326adecaed7c6d695adbdc91d9841
2026-08-19,2026-08-20,10,6,25,xareṭa,donkey,installed_comparison,xareṭa,,buddruss-grangali1979:item-10:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 10]",09bee80ecef21fabb165ff3d83e5c4eea17d0074cfb3ca05031d139702707259
2026-08-19,2026-08-20,10,6,25,gadə́,donkey,installed_comparison,gadə́,,buddruss-grangali1979:item-10:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 10]",192c5fd1c5d24f4e21bf58c6d640e1b8533212de849e5bf883aacdc3aaad5c21
2026-08-19,2026-08-20,11,6,25,kāl,year,installed_comparison,kāl,,buddruss-grangali1979:item-11:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 11]",a7bce0a30d309063aedc38061bb8c68c96345e2f6281cc15a867704feaa83cb7
2026-08-19,2026-08-20,12,6,25,desāī,tomorrow,installed_comparison,desāī,,buddruss-grangali1979:item-12:ningalami,"component comparison, not the Atlas phrase 'day after tomorrow'",full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 25, item 12]",d74d502422dce9e6c2f092779d8f07d821a500c6b99221311d2e4f21af96a758
2026-08-19,2026-08-20,15,7,26,nis-,sit down,installed_comparison,nis-,,buddruss-grangali1979:item-15:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 15]",1fe50f606a78db3086be2f7297eef6fbdb2948b72bc915d0c3d571be82d1ee4e
2026-08-19,2026-08-20,16,7,26,nun,today,installed_comparison,nun,,buddruss-grangali1979:item-16:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 16]",b93889f381e22002f3051ea80ca55535c988ebcb2bf183a489fbcd68409e6d4e
2026-08-19,2026-08-20,18,7,26,andá,blind,installed_comparison,andá,,buddruss-grangali1979:item-18:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 18]",a9615a3cd179a664db78774984b87f110067264fc764a5509daa81517c965bc4
2026-08-19,2026-08-20,19,7,26,darí,beard,installed_comparison,darí,,buddruss-grangali1979:item-19:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 19]",e84ec209b420634312ab2c40cb42717716135bdf9e802990179299ac1e3e5128
