PDF_Page,Column,Gloss,Site_Code,Lect,Site,Raw_Form,Status,Reason,Entry_Key
18,1,stone,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",loŋtʰɑj,installed,,silkoch2011:D:i1:stone
18,1,stone,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",loŋtʰɑj,installed,,silkoch2011:E:i1:stone
18,1,stone,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",loŋtʰeŋ,installed,,silkoch2011:C:i1:stone
18,1,stone,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",loŋtʰɑj,installed,,silkoch2011:J:i1:stone
18,1,stone,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",loŋtʰɑj,installed,,silkoch2011:K:i1:stone
18,1,path,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɾɑmɑ,installed,,silkoch2011:A:i1:path
18,1,path,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɾɑm,installed,,silkoch2011:B:i1:path
18,1,path,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",lɑm,installed,,silkoch2011:F:i1:path
18,1,path,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",lɑm,installed,,silkoch2011:I:i1:path
18,1,path,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",lɑm,installed,,silkoch2011:G:i1:path
18,1,path,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",lɑm,installed,,silkoch2011:H:i1:path
18,1,path,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",lɑmdoɾ,installed,,silkoch2011:D:i1:path
18,1,path,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",lɑmdoɾ,installed,,silkoch2011:E:i1:path
18,1,path,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",lɑm,installed,,silkoch2011:C:i1:path
18,1,path,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",lɑm,installed,,silkoch2011:J:i1:path
18,1,path,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",lɑm,installed,,silkoch2011:K:i1:path
18,1,sand,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑnʔt͡ʃeŋ,installed,,silkoch2011:A:i1:sand
18,1,sand,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",hɑŋ́ t͡ʃeŋ,installed,,silkoch2011:B:i1:sand
18,1,sand,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",hɑntʃ͡ eŋ,installed,,silkoch2011:F:i1:sand
18,1,sand,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",hɑseŋ,installed,,silkoch2011:I:i1:sand
18,1,sand,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",hɑt͡ʃeŋ,installed,,silkoch2011:G:i1:sand
18,1,sand,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",hɑt͡ʃeŋ,installed,,silkoch2011:H:i1:sand
18,1,sand,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",hɑseŋ,installed,,silkoch2011:D:i1:sand
18,1,sand,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",hɑseŋ,installed,,silkoch2011:E:i1:sand
18,1,sand,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",hɑseŋ,installed,,silkoch2011:C:i1:sand
18,1,sand,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",hət͡ʃeŋ,installed,,silkoch2011:J:i1:sand
18,1,sand,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",hɑseŋ,installed,,silkoch2011:K:i1:sand
19,0,fire,A,Garo,"Tura, West Garo Hills district, Meghalaya",wɑʔɑl,installed,,silkoch2011:A:i1:fire
19,0,fire,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bɑɾ,installed,,silkoch2011:B:i1:fire
19,0,fire,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bɑɾ,installed,,silkoch2011:F:i1:fire
19,0,fire,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:I:i1:fire
19,0,fire,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:G:i1:fire
19,0,fire,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:H:i1:fire
19,0,fire,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:D:i1:fire
19,0,fire,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:E:i1:fire
19,0,fire,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:C:i1:fire
19,0,fire,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",wɑɾ,installed,,silkoch2011:J:i1:fire
19,0,fire,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",wɑɾ,installed,,silkoch2011:K:i1:fire
19,0,smoke,A,Garo,"Tura, West Garo Hills district, Meghalaya",wɑlkʰu,installed,,silkoch2011:A:i1:smoke
19,0,smoke,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",dʰumɑ,installed,,silkoch2011:B:i1:smoke
19,0,smoke,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",buɾt͡ʃuk̚,installed,,silkoch2011:F:i1:smoke
19,0,smoke,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",wɑɾkʰu,installed,,silkoch2011:I:i1:smoke
19,0,smoke,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",wɑɾsu,installed,,silkoch2011:G:i1:smoke
19,0,smoke,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",wɑɾt͡ʃu,installed,,silkoch2011:H:i1:smoke
19,0,smoke,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",dʰuŋɑ,installed,,silkoch2011:D:i1:smoke
19,0,smoke,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",dʰuŋə,installed,,silkoch2011:E:i1:smoke
19,0,smoke,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",dʰuŋɑ,installed,,silkoch2011:C:i1:smoke
19,0,smoke,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",wɑɾkʰu,installed,,silkoch2011:J:i1:smoke
19,0,smoke,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",wɑɾkʰu,installed,,silkoch2011:K:i1:smoke
19,0,ash,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑdɨpʰɾɑ,installed,,silkoch2011:A:i1:ash
19,0,ash,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pʰúŋd͡ʒi,installed,,silkoch2011:B:i1:ash
19,0,ash,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",fundʒ͡ ɪ,installed,,silkoch2011:F:i1:ash
19,0,ash,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tʰɑplɑ,installed,,silkoch2011:I:i1:ash
19,0,ash,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",huŋd͡ʒi,installed,,silkoch2011:G:i1:ash
19,0,ash,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",huŋd͡ʒi,installed,,silkoch2011:H:i1:ash
19,0,ash,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",tʰəpɑl,installed,,silkoch2011:D:i1:ash
19,0,ash,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",tʰɑpɑl,installed,,silkoch2011:E:i1:ash
19,0,ash,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sɑj,installed,,silkoch2011:C:i1:ash
19,0,ash,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tʰɑplɑ,installed,,silkoch2011:J:i1:ash
19,0,ash,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tʰɑplɑ,installed,,silkoch2011:K:i1:ash
19,1,mud,A,Garo,"Tura, West Garo Hills district, Meghalaya","adobɑ,",installed,,silkoch2011:A:i1:mud
19,1,mud,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑʔdipek,installed,,silkoch2011:A:i2:mud
19,1,mud,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",həpt͡ʃɪ,installed,,silkoch2011:B:i1:mud
19,1,mud,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",hɨdɨl,installed,,silkoch2011:F:i1:mud
19,1,mud,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",hɑdelɑ,installed,,silkoch2011:I:i1:mud
19,1,mud,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",hɑdel,installed,,silkoch2011:G:i1:mud
19,1,mud,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",hɑdel,installed,,silkoch2011:H:i1:mud
19,1,mud,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",hɑdel,installed,,silkoch2011:D:i1:mud
19,1,mud,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",hɑdel,installed,,silkoch2011:E:i1:mud
19,1,mud,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",hɑldi,installed,,silkoch2011:C:i1:mud
19,1,mud,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","hɑdulɑ,",installed,,silkoch2011:J:i1:mud
19,1,mud,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",kɑdoŋ,installed,,silkoch2011:J:i2:mud
19,1,mud,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya","hɑdelɑ,",installed,,silkoch2011:K:i1:mud
19,1,mud,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",kɑdoŋ,installed,,silkoch2011:K:i2:mud
19,1,dust,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑʔdimu,installed,,silkoch2011:A:i1:dust
19,1,dust,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",hɑdəbuɾ,installed,,silkoch2011:B:i1:dust
19,1,dust,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",həfuɾ,installed,,silkoch2011:F:i1:dust
19,1,dust,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",hɑput dʰulɑ,installed,,silkoch2011:I:i1:dust
19,1,dust,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",hɑfu dʰulɑ,installed,,silkoch2011:G:i1:dust
19,1,dust,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",dʰulɑ,installed,,silkoch2011:H:i1:dust
19,1,dust,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",dʰulɑ,installed,,silkoch2011:D:i1:dust
19,1,dust,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",dʰulɑ,installed,,silkoch2011:E:i1:dust
19,1,dust,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",dʰulə,installed,,silkoch2011:C:i1:dust
19,1,dust,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",hɑput dʰulɑ,installed,,silkoch2011:J:i1:dust
19,1,dust,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",hɑput,installed,,silkoch2011:K:i1:dust
19,1,gold,A,Garo,"Tura, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:A:i1:gold
19,1,gold,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:B:i1:gold
19,1,gold,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sonə,installed,,silkoch2011:F:i1:gold
19,1,gold,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:I:i1:gold
19,1,gold,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:G:i1:gold
19,1,gold,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:H:i1:gold
19,1,gold,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:D:i1:gold
19,1,gold,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:E:i1:gold
19,1,gold,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:C:i1:gold
19,1,gold,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",sonə,installed,,silkoch2011:J:i1:gold
19,1,gold,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",sonə,installed,,silkoch2011:K:i1:gold
20,0,tree,A,Garo,"Tura, West Garo Hills district, Meghalaya",bol,installed,,silkoch2011:A:i1:tree
20,0,tree,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:B:i1:tree
20,0,tree,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",fɑŋ,installed,,silkoch2011:F:i1:tree
20,0,tree,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:I:i1:tree
20,0,tree,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",fɑŋ,installed,,silkoch2011:G:i1:tree
20,0,tree,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:H:i1:tree
20,0,tree,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:D:i1:tree
20,0,tree,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:E:i1:tree
20,0,tree,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:C:i1:tree
20,0,tree,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",pɑn,installed,,silkoch2011:J:i1:tree
20,0,tree,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",pɑn,installed,,silkoch2011:K:i1:tree
20,0,leaf,A,Garo,"Tura, West Garo Hills district, Meghalaya",bɨzɑk̚,installed,,silkoch2011:A:i1:leaf
20,0,leaf,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",t͡ʃɑk̚,installed,,silkoch2011:B:i1:leaf
20,0,leaf,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",t͡ʃɑk̚,installed,,silkoch2011:F:i1:leaf
20,0,leaf,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",lɑjsɑk̚,installed,,silkoch2011:I:i1:leaf
20,0,leaf,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃɑk̚,installed,,silkoch2011:G:i1:leaf
20,0,leaf,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","t͡ʃɑk̚,",installed,,silkoch2011:H:i1:leaf
20,0,leaf,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ləjt͡ʃek̚,installed,,silkoch2011:H:i2:leaf
20,0,leaf,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ləjt͡ʃɑk̚,installed,,silkoch2011:D:i1:leaf
20,0,leaf,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ləjsɑk̚,installed,,silkoch2011:E:i1:leaf
20,0,leaf,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ləjt͡ʃɑk̚,installed,,silkoch2011:C:i1:leaf
20,0,leaf,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",lɑjsɑk̚,installed,,silkoch2011:J:i1:leaf
20,0,leaf,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ləjt͡ʃɑk̚,installed,,silkoch2011:K:i1:leaf
20,0,root,A,Garo,"Tura, West Garo Hills district, Meghalaya",d͡ʒɑʔdɨl,installed,,silkoch2011:A:i1:root
20,0,root,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",t͡ʃitɾɑŋ,installed,,silkoch2011:B:i1:root
20,0,root,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",t͡ʃɨtɨɾ,installed,,silkoch2011:F:i1:root
20,0,root,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",t͡ʃɑtːɑɾ,installed,,silkoch2011:I:i1:root
20,0,root,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya","t͡ʃɑtːɑɾ,",installed,,silkoch2011:G:i1:root
20,0,root,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",sikɾɑ,installed,,silkoch2011:G:i2:root
20,0,root,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃətːəɾ,installed,,silkoch2011:H:i1:root
20,0,root,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",tʃɑteɾ,installed,,silkoch2011:D:i1:root
20,0,root,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃikɾɑ,installed,,silkoch2011:E:i1:root
20,0,root,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",t͡ʃətəɾ,installed,,silkoch2011:C:i1:root
20,0,root,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","t͡ʃɑtɑɾ,",installed,,silkoch2011:J:i1:root
20,0,root,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tʃɑtʰɑj,installed,,silkoch2011:J:i2:root
20,0,root,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",t͡ʃɑtːɑɾ,installed,,silkoch2011:K:i1:root
20,1,thorn,A,Garo,"Tura, West Garo Hills district, Meghalaya",buʔsu,installed,,silkoch2011:A:i1:thorn
20,1,thorn,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",kɑntɑ,installed,,silkoch2011:B:i1:thorn
20,1,thorn,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ʃu,installed,,silkoch2011:F:i1:thorn
20,1,thorn,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",kɑntɑ,installed,,silkoch2011:I:i1:thorn
20,1,thorn,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",su,installed,,silkoch2011:G:i1:thorn
20,1,thorn,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ʃu,installed,,silkoch2011:H:i1:thorn
20,1,thorn,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pɑn t͡ʃu,installed,,silkoch2011:D:i1:thorn
20,1,thorn,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃu,installed,,silkoch2011:E:i1:thorn
20,1,thorn,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",kɑntɑ,installed,,silkoch2011:C:i1:thorn
20,1,thorn,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",busu kɑntɑ,installed,,silkoch2011:J:i1:thorn
20,1,thorn,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",kɑntɑ,installed,,silkoch2011:K:i1:thorn
20,1,flower,A,Garo,"Tura, West Garo Hills district, Meghalaya",bɪbɑl,installed,,silkoch2011:A:i1:flower
20,1,flower,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:B:i1:flower
20,1,flower,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",pɑɾ,installed,,silkoch2011:F:i1:flower
20,1,flower,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:I:i1:flower
20,1,flower,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:G:i1:flower
20,1,flower,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:H:i1:flower
20,1,flower,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:D:i1:flower
20,1,flower,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:E:i1:flower
20,1,flower,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:C:i1:flower
20,1,flower,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",pɑɾ,installed,,silkoch2011:J:i1:flower
20,1,flower,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",pɑɾ,installed,,silkoch2011:K:i1:flower
20,1,fruit,A,Garo,"Tura, West Garo Hills district, Meghalaya",bitʰe,installed,,silkoch2011:A:i1:fruit
20,1,fruit,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",tʰé,installed,,silkoch2011:B:i1:fruit
20,1,fruit,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",tʰɨj,installed,,silkoch2011:F:i1:fruit
20,1,fruit,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tʰɑj,installed,,silkoch2011:I:i1:fruit
20,1,fruit,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",tʰɨj,installed,,silkoch2011:G:i1:fruit
20,1,fruit,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",tɨj,installed,,silkoch2011:H:i1:fruit
20,1,fruit,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",tʰɨj,installed,,silkoch2011:D:i1:fruit
20,1,fruit,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",tʰɨj,installed,,silkoch2011:E:i1:fruit
20,1,fruit,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",tʰɑj,installed,,silkoch2011:C:i1:fruit
20,1,fruit,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tʰɑj,installed,,silkoch2011:J:i1:fruit
20,1,fruit,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tʰɑj,installed,,silkoch2011:K:i1:fruit
21,0,mango,A,Garo,"Tura, West Garo Hills district, Meghalaya",teʔɡɑtt͡ʃu,installed,,silkoch2011:A:i1:mango
21,0,mango,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pot͡ʃó,installed,,silkoch2011:B:i1:mango
21,0,mango,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bot͡ʃot̚,installed,,silkoch2011:F:i1:mango
21,0,mango,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",bot͡ʃot,installed,,silkoch2011:I:i1:mango
21,0,mango,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bot͡ʃot̚,installed,,silkoch2011:G:i1:mango
21,0,mango,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bot͡ʃot̚,installed,,silkoch2011:H:i1:mango
21,0,mango,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bot͡ʃot̚,installed,,silkoch2011:D:i1:mango
21,0,mango,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bot͡ʃot̚,installed,,silkoch2011:E:i1:mango
21,0,mango,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɑmbok̚,installed,,silkoch2011:C:i1:mango
21,0,mango,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bot͡ʃot̚,installed,,silkoch2011:J:i1:mango
21,0,mango,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bot͡ʃot̚,installed,,silkoch2011:K:i1:mango
21,0,banana,A,Garo,"Tura, West Garo Hills district, Meghalaya",teʔɾik̚,installed,,silkoch2011:A:i1:banana
21,0,banana,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɾétʰe,installed,,silkoch2011:B:i1:banana
21,0,banana,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",lɨtɨj,installed,,silkoch2011:F:i1:banana
21,0,banana,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",letʰɑj,installed,,silkoch2011:I:i1:banana
21,0,banana,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",lətɑj,installed,,silkoch2011:G:i1:banana
21,0,banana,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",lɑtːɑj,installed,,silkoch2011:H:i1:banana
21,0,banana,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",liktʰəj,installed,,silkoch2011:D:i1:banana
21,0,banana,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",liktʰɑj,installed,,silkoch2011:E:i1:banana
21,0,banana,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",lətʰɑj,installed,,silkoch2011:C:i1:banana
21,0,banana,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",letʰɑj,installed,,silkoch2011:J:i1:banana
21,0,banana,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",letʰɑj,installed,,silkoch2011:K:i1:banana
21,0,wheat,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:A:i1:wheat
21,0,wheat,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:B:i1:wheat
21,0,wheat,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ɡom,installed,,silkoch2011:F:i1:wheat
21,0,wheat,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:I:i1:wheat
21,0,wheat,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:G:i1:wheat
21,0,wheat,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:H:i1:wheat
21,0,wheat,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:D:i1:wheat
21,0,wheat,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:E:i1:wheat
21,0,wheat,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɡehuŋ,installed,,silkoch2011:C:i1:wheat
21,0,wheat,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡom,installed,,silkoch2011:J:i1:wheat
21,0,wheat,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɡom,installed,,silkoch2011:K:i1:wheat
21,1,rice (uncooked),A,Garo,"Tura, West Garo Hills district, Meghalaya",miɾoŋ,installed,,silkoch2011:A:i1:rice-uncooked
21,1,rice (uncooked),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mɑjɾuŋ,installed,,silkoch2011:B:i1:rice-uncooked
21,1,rice (uncooked),F,Koch-Rabha,"Debitola village, Dhubri district, Assam",məjɾun,installed,,silkoch2011:F:i1:rice-uncooked
21,1,rice (uncooked),I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mɑjɾuŋ,installed,,silkoch2011:I:i1:rice-uncooked
21,1,rice (uncooked),G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑjɾon,installed,,silkoch2011:G:i1:rice-uncooked
21,1,rice (uncooked),H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑjɾoŋ,installed,,silkoch2011:H:i1:rice-uncooked
21,1,rice (uncooked),D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑjɾuŋ,installed,,silkoch2011:D:i1:rice-uncooked
