Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
69	wheat	TIR	Tiriya	18	13	1	goŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
69	wheat	NET	Nethanar	18	13	2	go:ŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
69	wheat	DHA	Dharba	18	13	3	go:ŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
69	wheat	KUK	Kukanar	18	13	4	go:ŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
69	wheat	U5	Unlabeled fifth printed column	18	13	5	go:ŋ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
70	Ragi	TIR	Tiriya	18	13	1	raʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
70	Ragi	NET	Nethanar	18	13	2	raʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
70	Ragi	DHA	Dharba	18	13	3	raʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
70	Ragi	KUK	Kukanar	18	13	4	raʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
70	Ragi	U5	Unlabeled fifth printed column	18	13	5	raʈa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
71	paddy	TIR	Tiriya	18	13	1	vɛbɛc:iɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
71	paddy	NET	Nethanar	18	13	2	vɛrciɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
71	paddy	DHA	Dharba	18	13	3	vɛrciɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
71	paddy	KUK	Kukanar	18	13	4	vɛrciɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
71	paddy	U5	Unlabeled fifth printed column	18	13	5	vɛrci	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
72	rice	TIR	Tiriya	18	13	1	pɛru:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
72	rice	NET	Nethanar	18	13	2	pɛru:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
72	rice	DHA	Dharba	18	13	3	pɛru:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
72	rice	KUK	Kukanar	18	13	4	pɛrk	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
72	rice	U5	Unlabeled fifth printed column	18	13	5	pɛru:k	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
73	cooludrice	TIR	Tiriya	18	13	1	vey	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
73	cooludrice	NET	Nethanar	18	13	2	vey	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
73	cooludrice	DHA	Dharba	18	13	3	vey	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
73	cooludrice	KUK	Kukanar	18	13	4	vey	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
73	cooludrice	U5	Unlabeled fifth printed column	18	13	5	vey	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
74	potato	TIR	Tiriya	18	13	1	alu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
74	potato	NET	Nethanar	18	13	2	alu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
74	potato	DHA	Dharba	18	13	3	alu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
74	potato	KUK	Kukanar	18	13	4	alu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
74	potato	U5	Unlabeled fifth printed column	18	13	5	alu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
75	brinjal	TIR	Tiriya	18	13	1	kakaɳɖi | maɖɖu baŋga	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
75	brinjal	NET	Nethanar	18	13	2	kakandi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
75	brinjal	DHA	Dharba	18	13	3	kakaɳɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
75	brinjal	KUK	Kukanar	18	13	4	kakaɳɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
75	brinjal	U5	Unlabeled fifth printed column	18	13	5	kakaɳɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
76	peanut	TIR	Tiriya	18	13	1	cɛnay	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
76	peanut	NET	Nethanar	18	13	2	cɛnay	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
76	peanut	DHA	Dharba	18	13	3	cɛnay	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
76	peanut	KUK	Kukanar	18	13	4	cɛnav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
76	peanut	U5	Unlabeled fifth printed column	18	13	5	cɛnav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
77	chillie	TIR	Tiriya	18	13	1	miri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
77	chillie	NET	Nethanar	18	13	2	miri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
77	chillie	DHA	Dharba	18	13	3	miri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
77	chillie	KUK	Kukanar	18	13	4	miri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
77	chillie	U5	Unlabeled fifth printed column	18	13	5	miri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
78	garlic	TIR	Tiriya	18	13	1	korul:i | lʌsu:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
78	garlic	NET	Nethanar	18	13	2	korul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
78	garlic	DHA	Dharba	18	13	3	ul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
78	garlic	KUK	Kukanar	18	13	4	ul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
78	garlic	U5	Unlabeled fifth printed column	18	13	5	korul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
79	onion	TIR	Tiriya	18	13	1	ul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
79	onion	NET	Nethanar	18	13	2	ul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
79	onion	DHA	Dharba	18	13	3	go:ɳɖri	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
79	onion	KUK	Kukanar	18	13	4	go:ɳɖru	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
79	onion	U5	Unlabeled fifth printed column	18	13	5	go:ɳɖri ul:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tobacco	TIR	Tiriya	18	13	1	ɖuŋgya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tobacco	NET	Nethanar	18	13	2	ɖuŋgya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tobacco	DHA	Dharba	18	13	3	ɖuŋgya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tobacco	KUK	Kukanar	18	13	4	ɖuŋgya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
80	tobacco	U5	Unlabeled fifth printed column	18	13	5	ɖuŋgya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	oil	TIR	Tiriya	18	13	1	nɛy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	oil	NET	Nethanar	18	13	2	nɛy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	oil	DHA	Dharba	18	13	3	nɛy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	oil	KUK	Kukanar	18	13	4	nɛyu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
81	oil	U5	Unlabeled fifth printed column	18	13	5	nɛy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	salt	TIR	Tiriya	18	13	1	cuppu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	salt	NET	Nethanar	18	13	2	cup	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	salt	DHA	Dharba	18	13	3	cup	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	salt	KUK	Kukanar	18	13	4	cup:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
82	salt	U5	Unlabeled fifth printed column	18	13	5	cup:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
