PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Verified_Cell	Review_Status	Confidence	Review_Note	Extraction_Note
47	39	132	36	rope	Urdu	2  ɾʌsːi	response	2  ɾʌsːi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	133	36	rope	Chitral/Pak	1  seli	response	1  seli	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	134	36	rope	Settlet Swat/Pak	2  ɾʌsi	response	2  ɾʌsi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	135	36	rope	Gilgit/Pak	1  sɛli	response	1  sɛli	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	136	36	rope	Kaghan/Pak	2  ɾʌsi	response	2  ɾʌsi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	137	36	rope	North. Azad/Pak	2  ɾʌsi	response	2  ɾʌsi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	138	36	rope	Centr. Azad/Pak	2  ɾʌːsi	response	2  ɾʌːsi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	139	36	rope	Udhampur/J&K	1  seli	response	1  seli	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	140	36	rope	Jammu/J&K	2  ɾʌsːi	response	2  ɾʌsːi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	141	36	rope	Chamba/H.P.	2  ɾʌsːi	response	2  ɾʌsːi	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	142	36	rope	Rampur/H.P.	3  gʌdʒːʌɾ	response	3  gʌdʒːʌɾ	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	143	36	rope	Nalagarh/H.P.	2  ɾʌsːo	response	2  ɾʌsːo	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	144	36	rope	Dehradun/U.P.	2  ɾʌsːo	response	2  ɾʌsːo	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	145	36	rope	Kotdwara/U.P.	2  ɾʌsːo / 3  gʌdʒːʌɾ	response	2  ɾʌsːo / 3  gʌdʒːʌɾ	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
47	39	146	36	rope	Haldwani/U.P.	2  ɾʌsːi / 3  gʌdʒːʌɾ	response	2  ɾʌsːi / 3  gʌdʒːʌɾ	complete	high	PDF p. 47 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	24	37	thread	Urdu	1  dhɑgɑ	response	1  dhɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	25	37	thread	Chitral/Pak	1  dhɑgɑ	response	1  dhɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	26	37	thread	Settlet Swat/Pak	1  dɑgo	response	1  dɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	27	37	thread	Gilgit/Pak	1  dhɑgɑ	response	1  dhɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	28	37	thread	Kaghan/Pak	1  tɑːgo / 1  thɑgɑ	response	1  tɑːgo / 1  thɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	29	37	thread	North. Azad/Pak	2  sutʌɾ	response	2  sutʌɾ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	30	37	thread	Centr. Azad/Pak	1  dɑgo	response	1  dɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	31	37	thread	Udhampur/J&K	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	32	37	thread	Jammu/J&K	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	33	37	thread	Chamba/H.P.	1  dhɑgɑ	response	1  dhɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	34	37	thread	Rampur/H.P.	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	35	37	thread	Nalagarh/H.P.	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	36	37	thread	Dehradun/U.P.	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	37	37	thread	Kotdwara/U.P.	1  tɑgɑ	response	1  tɑgɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	38	37	thread	Haldwani/U.P.	1  tɑgo	response	1  tɑgo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	42	38	needle	Urdu	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	43	38	needle	Chitral/Pak	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	44	38	needle	Settlet Swat/Pak	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	45	38	needle	Gilgit/Pak	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	46	38	needle	Kaghan/Pak	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	47	38	needle	North. Azad/Pak	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	48	38	needle	Centr. Azad/Pak	1  sũĩ	response	1  sũĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	49	38	needle	Udhampur/J&K	1  sui	response	1  sui	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	50	38	needle	Jammu/J&K	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	51	38	needle	Chamba/H.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	52	38	needle	Rampur/H.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	53	38	needle	Nalagarh/H.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	54	38	needle	Dehradun/U.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	55	38	needle	Kotdwara/U.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	56	38	needle	Haldwani/U.P.	1  swi	response	1  swi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	60	39	cloth	Urdu	2  kʌpɽɑ	response	2  kʌpɽɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	61	39	cloth	Chitral/Pak	1  tʃɪdʌ / 2  kʌpɾʌ	response	1  tʃɪdʌ / 2  kʌpɾʌ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	62	39	cloth	Settlet Swat/Pak	1  tʃidɑ	response	1  tʃidɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	63	39	cloth	Gilgit/Pak	1  tʃɪɽɑ	response	1  tʃɪɽɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	64	39	cloth	Kaghan/Pak	2  kʌpɽo / 2  kʌpɾʌ	response	2  kʌpɽo / 2  kʌpɾʌ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	65	39	cloth	North. Azad/Pak	2  kʌpɾo	response	2  kʌpɾo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	66	39	cloth	Centr. Azad/Pak	2  kʌpɽo	response	2  kʌpɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	67	39	cloth	Udhampur/J&K	1  tʃiɽɑ	response	1  tʃiɽɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	68	39	cloth	Jammu/J&K	2  kʌpɽo / 3  tʌlʌ	response	2  kʌpɽo / 3  tʌlʌ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	69	39	cloth	Chamba/H.P.	2  kʌpɽɑ	response	2  kʌpɽɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	70	39	cloth	Rampur/H.P.	1  tʃilo	response	1  tʃilo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	71	39	cloth	Nalagarh/H.P.	1  tʃɪɭɔ	response	1  tʃɪɭɔ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	72	39	cloth	Dehradun/U.P.	1  tʃilo	response	1  tʃilo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	73	39	cloth	Kotdwara/U.P.	1  tʃiləɽɑ / 2  kʌpɽɑ	response	1  tʃiləɽɑ / 2  kʌpɽɑ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	74	39	cloth	Haldwani/U.P.	1  tʃɪɭːo	response	1  tʃɪɭːo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	96	40	ring (gold band)	Urdu	1  ʌŋguʈhi	response	1  ʌŋguʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	97	40	ring (gold band)	Chitral/Pak	1  ʌŋguʈhi	response	1  ʌŋguʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	98	40	ring (gold band)	Settlet Swat/Pak	1  ʌŋguthi	response	1  ʌŋguthi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	99	40	ring (gold band)	Gilgit/Pak	1  ʌŋguʈhi	response	1  ʌŋguʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	100	40	ring (gold band)	Kaghan/Pak	1  ʌŋgʊʈhi	response	1  ʌŋgʊʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	101	40	ring (gold band)	North. Azad/Pak	1  ʌŋguthi	response	1  ʌŋguthi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	102	40	ring (gold band)	Centr. Azad/Pak	2  tʃɑːp	response	2  tʃɑːp	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	103	40	ring (gold band)	Udhampur/J&K	1  gũŋʈhi	response	1  gũŋʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	104	40	ring (gold band)	Jammu/J&K	1  guʈhi	response	1  guʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	105	40	ring (gold band)	Chamba/H.P.	1  ʌŋguʈhi	response	1  ʌŋguʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	106	40	ring (gold band)	Rampur/H.P.	1  guʈhi	response	1  guʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	107	40	ring (gold band)	Nalagarh/H.P.	1  guʈhi	response	1  guʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	108	40	ring (gold band)	Dehradun/U.P.	1  gʊʈhi	response	1  gʊʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	109	40	ring (gold band)	Kotdwara/U.P.	1  guʈhi	response	1  guʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	110	40	ring (gold band)	Haldwani/U.P.	1  guʈhi	response	1  guʈhi	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	114	41	sun	Urdu	3  suɾʌdʒ	response	3  suɾʌdʒ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	115	41	sun	Chitral/Pak	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	116	41	sun	Settlet Swat/Pak	1  di	response	1  di	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	117	41	sun	Gilgit/Pak	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	118	41	sun	Kaghan/Pak	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	119	41	sun	North. Azad/Pak	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	120	41	sun	Centr. Azad/Pak	1  dĩː	response	1  dĩː	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	121	41	sun	Udhampur/J&K	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	122	41	sun	Jammu/J&K	3  suɾʌdʒ	response	3  suɾʌdʒ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	123	41	sun	Chamba/H.P.	1  dĩ	response	1  dĩ	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	124	41	sun	Rampur/H.P.	2  dejɑɽo	response	2  dejɑɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	125	41	sun	Nalagarh/H.P.	2  dejɑɽo	response	2  dejɑɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	126	41	sun	Dehradun/U.P.	2  dejɑɽo	response	2  dejɑɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	127	41	sun	Kotdwara/U.P.	2  dejɑɽo	response	2  dejɑɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	128	41	sun	Haldwani/U.P.	2  dejɑɽo	response	2  dejɑɽo	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	132	42	moon	Urdu	1  tʃɑnd	response	1  tʃɑnd	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	133	42	moon	Chitral/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	134	42	moon	Settlet Swat/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	135	42	moon	Gilgit/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	136	42	moon	Kaghan/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	137	42	moon	North. Azad/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	138	42	moon	Centr. Azad/Pak	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	139	42	moon	Udhampur/J&K	1  tʃɑn	response	1  tʃɑn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	140	42	moon	Jammu/J&K	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	141	42	moon	Chamba/H.P.	1  tʃɑn	response	1  tʃɑn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	142	42	moon	Rampur/H.P.	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	143	42	moon	Nalagarh/H.P.	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	144	42	moon	Dehradun/U.P.	1  tʃɑnd	response	1  tʃɑnd	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	145	42	moon	Kotdwara/U.P.	1  tʃɑn	response	1  tʃɑn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
48	40	146	42	moon	Haldwani/U.P.	1  tʃʌn	response	1  tʃʌn	complete	high	PDF p. 48 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	24	43	sky	Urdu	1  ɑsmɑn	response	1  ɑsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	25	43	sky	Chitral/Pak	1  ʌsmɑn	response	1  ʌsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	26	43	sky	Settlet Swat/Pak	1  ʌsmɑn	response	1  ʌsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	27	43	sky	Gilgit/Pak	1  ʌsmɑɳ	response	1  ʌsmɑɳ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	28	43	sky	Kaghan/Pak	1  ʌsmɑn / 1  ʌsmɑɳ	response	1  ʌsmɑn / 1  ʌsmɑɳ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	29	43	sky	North. Azad/Pak	1  ʌsmɑn	response	1  ʌsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	30	43	sky	Centr. Azad/Pak	1  ɑsmɑn	response	1  ɑsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	31	43	sky	Udhampur/J&K	1  səmɑn	response	1  səmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	32	43	sky	Jammu/J&K	1  səmɑn	response	1  səmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	33	43	sky	Chamba/H.P.	1  ʌsmɑn	response	1  ʌsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	34	43	sky	Rampur/H.P.	1  səmɑn	response	1  səmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	35	43	sky	Nalagarh/H.P.	1  səmɑn	response	1  səmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	36	43	sky	Dehradun/U.P.	1  ɑsmɑn	response	1  ɑsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	37	43	sky	Kotdwara/U.P.	1  ʌsmɑn	response	1  ʌsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	38	43	sky	Haldwani/U.P.	1  ɑsmɑn	response	1  ɑsmɑn	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	42	44	star	Urdu	1  tɑɾɑ / 2  sɪtɑɾɑ	response	1  tɑɾɑ / 2  sɪtɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	43	44	star	Chitral/Pak	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	44	44	star	Settlet Swat/Pak	1  tɑɾʌ	response	1  tɑɾʌ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	45	44	star	Gilgit/Pak	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	46	44	star	Kaghan/Pak	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	47	44	star	North. Azad/Pak	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	48	44	star	Centr. Azad/Pak	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	49	44	star	Udhampur/J&K	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	50	44	star	Jammu/J&K	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	51	44	star	Chamba/H.P.	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	52	44	star	Rampur/H.P.	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	53	44	star	Nalagarh/H.P.	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	54	44	star	Dehradun/U.P.	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	55	44	star	Kotdwara/U.P.	1  tɑɾɑ	response	1  tɑɾɑ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	56	44	star	Haldwani/U.P.	1  tɑɾo	response	1  tɑɾo	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	60	45	rain	Urdu	4  bɑɾɪʃ	response	4  bɑɾɪʃ	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	61	45	rain	Chitral/Pak	3  bɑɾto	response	3  bɑɾto	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	62	45	rain	Settlet Swat/Pak	2  mi bʌɾe	response	2  mi bʌɾe	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	63	45	rain	Gilgit/Pak	3  bɑɾto	response	3  bɑɾto	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	64	45	rain	Kaghan/Pak	1  bʌdʌl	response	1  bʌdʌl	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	65	45	rain	North. Azad/Pak	1  bʌdʌl	response	1  bʌdʌl	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	66	45	rain	Centr. Azad/Pak	1  bɑdʌl	response	1  bɑdʌl	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
49	41	67	45	rain	Udhampur/J&K	1  bʌdʌl	response	1  bʌdʌl	complete	high	PDF p. 49 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
