PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Extraction_Note
46	38	107	28	door	Nalagarh/H.P.	1  buwo	response	
46	38	108	28	door	Dehradun/U.P.	1  buʋo	response	
46	38	109	28	door	Kotdwara/U.P.	1  buʋo	response	
46	38	110	28	door	Haldwani/U.P.	1  buo	response	
46	38	114	29	firewood	Urdu	1  lʌkɽi	response	
46	38	115	29	firewood	Chitral/Pak	1  ɭʌkɽi	response	
46	38	116	29	firewood	Settlet Swat/Pak	1  lʌkɽi	response	
46	38	117	29	firewood	Gilgit/Pak	1  lʌkɾi	response	
46	38	118	29	firewood	Kaghan/Pak	1  ɭʌkɽi	response	
46	38	119	29	firewood	North. Azad/Pak	1  lʌkɽi	response	
46	38	120	29	firewood	Centr. Azad/Pak	1  lʌkɽi	response	
46	38	121	29	firewood	Udhampur/J&K	1  lʌkɽi	response	
46	38	122	29	firewood	Jammu/J&K	1  lʌkɽi / 2  bhɑlən	response	
46	38	123	29	firewood	Chamba/H.P.	1  lʌkɽi	response	
46	38	124	29	firewood	Rampur/H.P.	1  lʌkɽi	response	
46	38	125	29	firewood	Nalagarh/H.P.	1  lʌkɽi	response	
46	38	126	29	firewood	Dehradun/U.P.	1  lʌkɽi	response	
46	38	127	29	firewood	Kotdwara/U.P.	1  lʌkɽi	response	
46	38	128	29	firewood	Haldwani/U.P.	1  lʌkɽi	response	
46	38	132	30	broom	Urdu	3  dʒhɑɽu	response	
46	38	133	30	broom	Chitral/Pak	1  bhɑɽi	response	
46	38	134	30	broom	Settlet Swat/Pak	1  bhɑɽi	response	
46	38	135	30	broom	Gilgit/Pak	1  bhɑɾi	response	
46	38	136	30	broom	Kaghan/Pak	1  bɑɽi / 1  bhɑɾi	response	
46	38	137	30	broom	North. Azad/Pak	1  bhɑɾi	response	
46	38	138	30	broom	Centr. Azad/Pak	1  bhɑɾi	response	
46	38	139	30	broom	Udhampur/J&K	1  pɑɽi	response	
46	38	140	30	broom	Jammu/J&K	1  bɑɾi	response	
46	38	141	30	broom	Chamba/H.P.	1  bɑɾi	response	
46	38	142	30	broom	Rampur/H.P.	1  bɑɾi	response	
46	38	143	30	broom	Nalagarh/H.P.	2  dʒuɽi	response	
46	38	144	30	broom	Dehradun/U.P.	2  dʒuɽi	response	
46	38	145	30	broom	Kotdwara/U.P.	2  dʒuɽi	response	
46	38	146	30	broom	Haldwani/U.P.	2  dʒuɽi	response	
47	39	24	31	mortar (for spices)	Urdu	4  lʌŋgɾi	response	
47	39	25	31	mortar (for spices)	Chitral/Pak	0    no entry	blank	
47	39	26	31	mortar (for spices)	Settlet Swat/Pak	4  lʌŋgɾe	response	
47	39	27	31	mortar (for spices)	Gilgit/Pak	5  hodoɽo	response	
47	39	28	31	mortar (for spices)	Kaghan/Pak	3  tʃʌʈu	response	
47	39	29	31	mortar (for spices)	North. Azad/Pak	3  tʃɪtu	response	
47	39	30	31	mortar (for spices)	Centr. Azad/Pak	2  sɪl / 4  lʌŋgɾi	response	
47	39	31	31	mortar (for spices)	Udhampur/J&K	1  mʊlo	response	
47	39	32	31	mortar (for spices)	Jammu/J&K	3  tʃʌʈhʊ	response	
47	39	33	31	mortar (for spices)	Chamba/H.P.	3  tʃʌʈhʊ	response	
47	39	34	31	mortar (for spices)	Rampur/H.P.	2  sɛl	response	
47	39	35	31	mortar (for spices)	Nalagarh/H.P.	2  sɛl	response	
47	39	36	31	mortar (for spices)	Dehradun/U.P.	2  sɛl	response	
47	39	37	31	mortar (for spices)	Kotdwara/U.P.	2  sɛl	response	
47	39	38	31	mortar (for spices)	Haldwani/U.P.	2  sɛl	response	
47	39	42	32	pestle (for spices)	Urdu	7  hʌthːi / 8  dʌstɑ / 9  hɪsːʌ	response	
47	39	43	32	pestle (for spices)	Chitral/Pak	1  tʃʌʈu / 4  lʌkɽi	response	
47	39	44	32	pestle (for spices)	Settlet Swat/Pak	2  ɑʈhːo	response	
47	39	45	32	pestle (for spices)	Gilgit/Pak	2  bɑto	response	
47	39	46	32	pestle (for spices)	Kaghan/Pak	5  ɭoɖi	response	
47	39	47	32	pestle (for spices)	North. Azad/Pak	6  mulo	response	
47	39	48	32	pestle (for spices)	Centr. Azad/Pak	1  tʃɛtu / 3  musli	response	
47	39	49	32	pestle (for spices)	Udhampur/J&K	1  tʃʌtu	response	
47	39	50	32	pestle (for spices)	Jammu/J&K	2  pɑtːo	response	
47	39	51	32	pestle (for spices)	Chamba/H.P.	2  bʌʈːo	response	
47	39	52	32	pestle (for spices)	Rampur/H.P.	2  pʌʈːɑ	response	
47	39	53	32	pestle (for spices)	Nalagarh/H.P.	2  bʌʈːo	response	
47	39	54	32	pestle (for spices)	Dehradun/U.P.	2  bʌʈːo	response	
47	39	55	32	pestle (for spices)	Kotdwara/U.P.	2  bʌʈːo	response	
47	39	56	32	pestle (for spices)	Haldwani/U.P.	2  bʌʈːɑ	response	
47	39	60	33	hammer (for stone)	Urdu	1  hʌthɔɽɑ	response	
47	39	61	33	hammer (for stone)	Chitral/Pak	3  sʌtʌkio	response	
47	39	62	33	hammer (for stone)	Settlet Swat/Pak	2  mɑʈoɽ	response	
47	39	63	33	hammer (for stone)	Gilgit/Pak	1  hʌʈoɽo	response	
47	39	64	33	hammer (for stone)	Kaghan/Pak	2  mɑltɾoɽ	response	
47	39	65	33	hammer (for stone)	North. Azad/Pak	1  thoɽi	response	
47	39	66	33	hammer (for stone)	Centr. Azad/Pak	1  hʌtoɽɑ	response	
47	39	67	33	hammer (for stone)	Udhampur/J&K	1  thoɽi	response	
47	39	68	33	hammer (for stone)	Jammu/J&K	1  thoɽo	response	
47	39	69	33	hammer (for stone)	Chamba/H.P.	2  mɑrthoɽ	response	
47	39	70	33	hammer (for stone)	Rampur/H.P.	1  thoɽu	response	
47	39	71	33	hammer (for stone)	Nalagarh/H.P.	4  tʃʌmɑɽi	response	
47	39	72	33	hammer (for stone)	Dehradun/U.P.	1  thoɽi	response	
47	39	73	33	hammer (for stone)	Kotdwara/U.P.	1  thoɽi	response	
47	39	74	33	hammer (for stone)	Haldwani/U.P.	1  thoɽi	response	
47	39	96	34	knife (for meat)	Urdu	2  tʃɑqu / 3  tʃhuɾi	response	
47	39	97	34	knife (for meat)	Chitral/Pak	2  tʃɑku	response	
47	39	98	34	knife (for meat)	Settlet Swat/Pak	2  tʃɑku	response	
47	39	99	34	knife (for meat)	Gilgit/Pak	2  tʃɑku	response	
47	39	100	34	knife (for meat)	Kaghan/Pak	1  kɑtʃu / 3  tʃhuɾi	response	
47	39	101	34	knife (for meat)	North. Azad/Pak	1  kɑtʃu	response	
47	39	102	34	knife (for meat)	Centr. Azad/Pak	2  tʃɑku	response	
47	39	103	34	knife (for meat)	Udhampur/J&K	1  kɑtʃu	response	
47	39	104	34	knife (for meat)	Jammu/J&K	1  kɑtʃu / 2  tʃɑku	response	
47	39	105	34	knife (for meat)	Chamba/H.P.	2  tʃɑko	response	
47	39	106	34	knife (for meat)	Rampur/H.P.	2  tʃɑku	response	
47	39	107	34	knife (for meat)	Nalagarh/H.P.	2  tʃɑku	response	
47	39	108	34	knife (for meat)	Dehradun/U.P.	2  tʃɑku	response	
47	39	109	34	knife (for meat)	Kotdwara/U.P.	2  tʃɑku	response	
47	39	110	34	knife (for meat)	Haldwani/U.P.	2  tʃɑku	response	
47	39	114	35	axe (for cutting wood)	Urdu	1  kʊlhɑɽi	response	
47	39	115	35	axe (for cutting wood)	Chitral/Pak	1  guɑɽi	response	
47	39	116	35	axe (for cutting wood)	Settlet Swat/Pak	1  guɑɖi	response	
47	39	117	35	axe (for cutting wood)	Gilgit/Pak	1  guɑɖi	response	
47	39	118	35	axe (for cutting wood)	Kaghan/Pak	1  kuɑɽi	response	
47	39	119	35	axe (for cutting wood)	North. Azad/Pak	1  kuɑɽi	response	
47	39	120	35	axe (for cutting wood)	Centr. Azad/Pak	1  kʌwɑɽi	response	
47	39	121	35	axe (for cutting wood)	Udhampur/J&K	1  kwɑɽi	response	
47	39	122	35	axe (for cutting wood)	Jammu/J&K	1  kwɑɽi	response	
47	39	123	35	axe (for cutting wood)	Chamba/H.P.	1  kwɑɽi	response	
47	39	124	35	axe (for cutting wood)	Rampur/H.P.	1  kwɑɽi	response	
47	39	125	35	axe (for cutting wood)	Nalagarh/H.P.	1  kwɑɽu	response	
47	39	126	35	axe (for cutting wood)	Dehradun/U.P.	1  kwɑɽu	response	
47	39	127	35	axe (for cutting wood)	Kotdwara/U.P.	1  kwɑɽu	response	
47	39	128	35	axe (for cutting wood)	Haldwani/U.P.	1  kwɑɽu	response	
47	39	132	36	rope	Urdu	2  ɾʌsːi	response	
47	39	133	36	rope	Chitral/Pak	1  seli	response	
47	39	134	36	rope	Settlet Swat/Pak	2  ɾʌsi	response	
47	39	135	36	rope	Gilgit/Pak	1  sɛli	response	
47	39	136	36	rope	Kaghan/Pak	2  ɾʌsi	response	
47	39	137	36	rope	North. Azad/Pak	2  ɾʌsi	response	
47	39	138	36	rope	Centr. Azad/Pak	2  ɾʌːsi	response	
47	39	139	36	rope	Udhampur/J&K	1  seli	response	
47	39	140	36	rope	Jammu/J&K	2  ɾʌsːi	response	
47	39	141	36	rope	Chamba/H.P.	2  ɾʌsːi	response	
47	39	142	36	rope	Rampur/H.P.	3  gʌdʒːʌɾ	response	
47	39	143	36	rope	Nalagarh/H.P.	2  ɾʌsːo	response	
47	39	144	36	rope	Dehradun/U.P.	2  ɾʌsːo	response	
47	39	145	36	rope	Kotdwara/U.P.	2  ɾʌsːo / 3  gʌdʒːʌɾ	response	
47	39	146	36	rope	Haldwani/U.P.	2  ɾʌsːi / 3  gʌdʒːʌɾ	response	
48	40	24	37	thread	Urdu	1  dhɑgɑ	response	
48	40	25	37	thread	Chitral/Pak	1  dhɑgɑ	response	
48	40	26	37	thread	Settlet Swat/Pak	1  dɑgo	response	
48	40	27	37	thread	Gilgit/Pak	1  dhɑgɑ	response	
48	40	28	37	thread	Kaghan/Pak	1  tɑːgo / 1  thɑgɑ	response	
48	40	29	37	thread	North. Azad/Pak	2  sutʌɾ	response	
48	40	30	37	thread	Centr. Azad/Pak	1  dɑgo	response	
48	40	31	37	thread	Udhampur/J&K	1  tɑgo	response	
48	40	32	37	thread	Jammu/J&K	1  tɑgo	response	
48	40	33	37	thread	Chamba/H.P.	1  dhɑgɑ	response	
48	40	34	37	thread	Rampur/H.P.	1  tɑgo	response	
48	40	35	37	thread	Nalagarh/H.P.	1  tɑgo	response	
48	40	36	37	thread	Dehradun/U.P.	1  tɑgo	response	
48	40	37	37	thread	Kotdwara/U.P.	1  tɑgɑ	response	
48	40	38	37	thread	Haldwani/U.P.	1  tɑgo	response	
48	40	42	38	needle	Urdu	1  sui	response	
48	40	43	38	needle	Chitral/Pak	1  sui	response	
48	40	44	38	needle	Settlet Swat/Pak	1  sui	response	
48	40	45	38	needle	Gilgit/Pak	1  sui	response	
48	40	46	38	needle	Kaghan/Pak	1  sui	response	
48	40	47	38	needle	North. Azad/Pak	1  sui	response	
48	40	48	38	needle	Centr. Azad/Pak	1  sũĩ	response	
48	40	49	38	needle	Udhampur/J&K	1  sui	response	
48	40	50	38	needle	Jammu/J&K	1  swi	response	
48	40	51	38	needle	Chamba/H.P.	1  swi	response	
48	40	52	38	needle	Rampur/H.P.	1  swi	response	
48	40	53	38	needle	Nalagarh/H.P.	1  swi	response	
48	40	54	38	needle	Dehradun/U.P.	1  swi	response	
48	40	55	38	needle	Kotdwara/U.P.	1  swi	response	
48	40	56	38	needle	Haldwani/U.P.	1  swi	response	
48	40	60	39	cloth	Urdu	2  kʌpɽɑ	response	
48	40	61	39	cloth	Chitral/Pak	1  tʃɪdʌ / 2  kʌpɾʌ	response	
48	40	62	39	cloth	Settlet Swat/Pak	1  tʃidɑ	response	
48	40	63	39	cloth	Gilgit/Pak	1  tʃɪɽɑ	response	
48	40	64	39	cloth	Kaghan/Pak	2  kʌpɽo / 2  kʌpɾʌ	response	
48	40	65	39	cloth	North. Azad/Pak	2  kʌpɾo	response	
48	40	66	39	cloth	Centr. Azad/Pak	2  kʌpɽo	response	
48	40	67	39	cloth	Udhampur/J&K	1  tʃiɽɑ	response	
48	40	68	39	cloth	Jammu/J&K	2  kʌpɽo / 3  tʌlʌ	response	
48	40	69	39	cloth	Chamba/H.P.	2  kʌpɽɑ	response	
48	40	70	39	cloth	Rampur/H.P.	1  tʃilo	response	
48	40	71	39	cloth	Nalagarh/H.P.	1  tʃɪɭɔ	response	
48	40	72	39	cloth	Dehradun/U.P.	1  tʃilo	response	
48	40	73	39	cloth	Kotdwara/U.P.	1  tʃiləɽɑ / 2  kʌpɽɑ	response	
48	40	74	39	cloth	Haldwani/U.P.	1  tʃɪɭːo	response	
48	40	96	40	ring (gold band)	Urdu	1  ʌŋguʈhi	response	
48	40	97	40	ring (gold band)	Chitral/Pak	1  ʌŋguʈhi	response	
48	40	98	40	ring (gold band)	Settlet Swat/Pak	1  ʌŋguthi	response	
48	40	99	40	ring (gold band)	Gilgit/Pak	1  ʌŋguʈhi	response	
48	40	100	40	ring (gold band)	Kaghan/Pak	1  ʌŋgʊʈhi	response	
48	40	101	40	ring (gold band)	North. Azad/Pak	1  ʌŋguthi	response	
48	40	102	40	ring (gold band)	Centr. Azad/Pak	2  tʃɑːp	response	
48	40	103	40	ring (gold band)	Udhampur/J&K	1  gũŋʈhi	response	
48	40	104	40	ring (gold band)	Jammu/J&K	1  guʈhi	response	
48	40	105	40	ring (gold band)	Chamba/H.P.	1  ʌŋguʈhi	response	
48	40	106	40	ring (gold band)	Rampur/H.P.	1  guʈhi	response	
48	40	107	40	ring (gold band)	Nalagarh/H.P.	1  guʈhi	response	
48	40	108	40	ring (gold band)	Dehradun/U.P.	1  gʊʈhi	response	
48	40	109	40	ring (gold band)	Kotdwara/U.P.	1  guʈhi	response	
48	40	110	40	ring (gold band)	Haldwani/U.P.	1  guʈhi	response	
48	40	114	41	sun	Urdu	3  suɾʌdʒ	response	
48	40	115	41	sun	Chitral/Pak	1  dĩ	response	
48	40	116	41	sun	Settlet Swat/Pak	1  di	response	
48	40	117	41	sun	Gilgit/Pak	1  dĩ	response	
48	40	118	41	sun	Kaghan/Pak	1  dĩ	response	
48	40	119	41	sun	North. Azad/Pak	1  dĩ	response	
48	40	120	41	sun	Centr. Azad/Pak	1  dĩː	response	
48	40	121	41	sun	Udhampur/J&K	1  dĩ	response	
48	40	122	41	sun	Jammu/J&K	3  suɾʌdʒ	response	
48	40	123	41	sun	Chamba/H.P.	1  dĩ	response	
48	40	124	41	sun	Rampur/H.P.	2  dejɑɽo	response	
48	40	125	41	sun	Nalagarh/H.P.	2  dejɑɽo	response	
48	40	126	41	sun	Dehradun/U.P.	2  dejɑɽo	response	
48	40	127	41	sun	Kotdwara/U.P.	2  dejɑɽo	response	
48	40	128	41	sun	Haldwani/U.P.	2  dejɑɽo	response	
48	40	132	42	moon	Urdu	1  tʃɑnd	response	
48	40	133	42	moon	Chitral/Pak	1  tʃʌn	response	
48	40	134	42	moon	Settlet Swat/Pak	1  tʃʌn	response	
48	40	135	42	moon	Gilgit/Pak	1  tʃʌn	response	
48	40	136	42	moon	Kaghan/Pak	1  tʃʌn	response	
48	40	137	42	moon	North. Azad/Pak	1  tʃʌn	response	
48	40	138	42	moon	Centr. Azad/Pak	1  tʃʌn	response	
48	40	139	42	moon	Udhampur/J&K	1  tʃɑn	response	
48	40	140	42	moon	Jammu/J&K	1  tʃʌn	response	
48	40	141	42	moon	Chamba/H.P.	1  tʃɑn	response	
48	40	142	42	moon	Rampur/H.P.	1  tʃʌn	response	
48	40	143	42	moon	Nalagarh/H.P.	1  tʃʌn	response	
48	40	144	42	moon	Dehradun/U.P.	1  tʃɑnd	response	
48	40	145	42	moon	Kotdwara/U.P.	1  tʃɑn	response	
48	40	146	42	moon	Haldwani/U.P.	1  tʃʌn	response	
49	41	24	43	sky	Urdu	1  ɑsmɑn	response	
49	41	25	43	sky	Chitral/Pak	1  ʌsmɑn	response	
49	41	26	43	sky	Settlet Swat/Pak	1  ʌsmɑn	response	
49	41	27	43	sky	Gilgit/Pak	1  ʌsmɑɳ	response	
49	41	28	43	sky	Kaghan/Pak	1  ʌsmɑn / 1  ʌsmɑɳ	response	
49	41	29	43	sky	North. Azad/Pak	1  ʌsmɑn	response	
49	41	30	43	sky	Centr. Azad/Pak	1  ɑsmɑn	response	
49	41	31	43	sky	Udhampur/J&K	1  səmɑn	response	
49	41	32	43	sky	Jammu/J&K	1  səmɑn	response	
49	41	33	43	sky	Chamba/H.P.	1  ʌsmɑn	response	
49	41	34	43	sky	Rampur/H.P.	1  səmɑn	response	
49	41	35	43	sky	Nalagarh/H.P.	1  səmɑn	response	
49	41	36	43	sky	Dehradun/U.P.	1  ɑsmɑn	response	
49	41	37	43	sky	Kotdwara/U.P.	1  ʌsmɑn	response	
49	41	38	43	sky	Haldwani/U.P.	1  ɑsmɑn	response	
49	41	42	44	star	Urdu	1  tɑɾɑ / 2  sɪtɑɾɑ	response	
49	41	43	44	star	Chitral/Pak	1  tɑɾɑ	response	
49	41	44	44	star	Settlet Swat/Pak	1  tɑɾʌ	response	
49	41	45	44	star	Gilgit/Pak	1  tɑɾɑ	response	
49	41	46	44	star	Kaghan/Pak	1  tɑɾɑ	response	
49	41	47	44	star	North. Azad/Pak	1  tɑɾo	response	
49	41	48	44	star	Centr. Azad/Pak	1  tɑɾo	response	
49	41	49	44	star	Udhampur/J&K	1  tɑɾo	response	
49	41	50	44	star	Jammu/J&K	1  tɑɾo	response	
49	41	51	44	star	Chamba/H.P.	1  tɑɾɑ	response	
49	41	52	44	star	Rampur/H.P.	1  tɑɾo	response	
49	41	53	44	star	Nalagarh/H.P.	1  tɑɾo	response	
49	41	54	44	star	Dehradun/U.P.	1  tɑɾɑ	response	
49	41	55	44	star	Kotdwara/U.P.	1  tɑɾɑ	response	
49	41	56	44	star	Haldwani/U.P.	1  tɑɾo	response	
49	41	60	45	rain	Urdu	4  bɑɾɪʃ	response	
49	41	61	45	rain	Chitral/Pak	3  bɑɾto	response	
49	41	62	45	rain	Settlet Swat/Pak	2  mi bʌɾe	response	
49	41	63	45	rain	Gilgit/Pak	3  bɑɾto	response	
49	41	64	45	rain	Kaghan/Pak	1  bʌdʌl	response	
49	41	65	45	rain	North. Azad/Pak	1  bʌdʌl	response	
49	41	66	45	rain	Centr. Azad/Pak	1  bɑdʌl	response	
49	41	67	45	rain	Udhampur/J&K	1  bʌdʌl	response	
49	41	68	45	rain	Jammu/J&K	1  bʌdʌl	response	
49	41	69	45	rain	Chamba/H.P.	1  bʌdʌl	response	
49	41	70	45	rain	Rampur/H.P.	1  bʌdʌl	response	
49	41	71	45	rain	Nalagarh/H.P.	1  bʌdʌl	response	
49	41	72	45	rain	Dehradun/U.P.	1  bʌdʌl	response	
49	41	73	45	rain	Kotdwara/U.P.	1  bʌdʌl	response	
49	41	74	45	rain	Haldwani/U.P.	1  bʌdʌl	response	
49	41	96	46	water	Urdu	1  pɑni	response	
49	41	97	46	water	Chitral/Pak	1  pɑɳi	response	
49	41	98	46	water	Settlet Swat/Pak	1  pɑni	response	
49	41	99	46	water	Gilgit/Pak	1  pɑɳi	response	
49	41	100	46	water	Kaghan/Pak	1  pɑɳi	response	
49	41	101	46	water	North. Azad/Pak	1  pɑɳi	response	
49	41	102	46	water	Centr. Azad/Pak	1  pɑɳi	response	
49	41	103	46	water	Udhampur/J&K	1  pɑni	response	
49	41	104	46	water	Jammu/J&K	1  pɑɳi	response	
49	41	105	46	water	Chamba/H.P.	1  pɑɳi	response	
49	41	106	46	water	Rampur/H.P.	1  pɑɳi	response	
49	41	107	46	water	Nalagarh/H.P.	1  pɑɳi	response	
49	41	108	46	water	Dehradun/U.P.	1  pɑɳi	response	
49	41	109	46	water	Kotdwara/U.P.	1  pɑɳi	response	
49	41	110	46	water	Haldwani/U.P.	1  pɑɳi	response	
49	41	114	47	river	Urdu	1  dʌɾjɑ	response	
49	41	115	47	river	Chitral/Pak	2  nʌdi / 3  sɪn	response	
49	41	116	47	river	Settlet Swat/Pak	2  nʌdi	response	
49	41	117	47	river	Gilgit/Pak	2  nʌdi	response	
49	41	118	47	river	Kaghan/Pak	1  dʌɾiɑ	response	
49	41	119	47	river	North. Azad/Pak	1  dʌɾiɑ	response	
49	41	120	47	river	Centr. Azad/Pak	1  dʌɾiɑ	response	
49	41	121	47	river	Udhampur/J&K	1  dʌɾjɑ	response	
49	41	122	47	river	Jammu/J&K	1  dʌɾjɑ	response	
49	41	123	47	river	Chamba/H.P.	1  dʌɾjɑ	response	
49	41	124	47	river	Rampur/H.P.	1  dʌɾjɑ	response	
49	41	125	47	river	Nalagarh/H.P.	1  dʌɾjɑ	response	
49	41	126	47	river	Dehradun/U.P.	1  dʌɾjɑ	response	
49	41	127	47	river	Kotdwara/U.P.	1  dʌɾjɑ	response	
49	41	128	47	river	Haldwani/U.P.	4  khʌɖ	response	
49	41	132	48	cloud (white)	Urdu	1  bɑdʌl	response	
49	41	133	48	cloud (white)	Chitral/Pak	2  dʒɑɽ	response	
49	41	134	48	cloud (white)	Settlet Swat/Pak	2  dʒɑɽʌ	response	
49	41	135	48	cloud (white)	Gilgit/Pak	2  dʒhɑɽ	response	
49	41	136	48	cloud (white)	Kaghan/Pak	2  tʃɑɽ	response	
49	41	137	48	cloud (white)	North. Azad/Pak	2  tʃɑɽ	response	
49	41	138	48	cloud (white)	Centr. Azad/Pak	1  bʌdʌl / 2  tsɑɽ	response	
49	41	139	48	cloud (white)	Udhampur/J&K	1  bʌdʌl	response	
49	41	140	48	cloud (white)	Jammu/J&K	1  bʌdʌl	response	
49	41	141	48	cloud (white)	Chamba/H.P.	1  bʌdʌl	response	
49	41	142	48	cloud (white)	Rampur/H.P.	1  bʌdʌl	response	
49	41	143	48	cloud (white)	Nalagarh/H.P.	1  bʌdʌl	response	
49	41	144	48	cloud (white)	Dehradun/U.P.	1  bʌdʌl	response	
49	41	145	48	cloud (white)	Kotdwara/U.P.	1  bʌdʌl	response	
49	41	146	48	cloud (white)	Haldwani/U.P.	1  bʌdʌl	response	
50	42	24	49	lightning	Urdu	3  bɪdʒɪli	response	
50	42	25	49	lightning	Chitral/Pak	2  lʌskoɳ	response	
50	42	26	49	lightning	Settlet Swat/Pak	1  lʌsːke / 2  lʌsːke	response	
50	42	27	49	lightning	Gilgit/Pak	1  lʌske / 2  lʌske	response	
50	42	28	49	lightning	Kaghan/Pak	3  bidʒli	response	
50	42	29	49	lightning	North. Azad/Pak	4  tʃʌɾʌk / 5  ʌɳɑ̃i	response	
50	42	30	49	lightning	Centr. Azad/Pak	3  bidʒɪli	response	
50	42	31	49	lightning	Udhampur/J&K	1  lʌʃk	response	
50	42	32	49	lightning	Jammu/J&K	3  bɪdʒəli / 7  kɑɾkəni	response	
50	42	33	49	lightning	Chamba/H.P.	3  bɪdʒəli	response	
50	42	34	49	lightning	Rampur/H.P.	3  bɪdʒəli	response	
50	42	35	49	lightning	Nalagarh/H.P.	3  bɪdʒəli / 6  bɪdʒ	response	
50	42	36	49	lightning	Dehradun/U.P.	3  bɪdʒəli	response	
50	42	37	49	lightning	Kotdwara/U.P.	3  bɪdʒəli	response	
50	42	38	49	lightning	Haldwani/U.P.	3  bɪdʒəli	response	
50	42	42	50	rainbow	Urdu	4  qɔsɪ qʊzɑh	response	
50	42	43	50	rainbow	Chitral/Pak	1  pĩm	response	
50	42	44	50	rainbow	Settlet Swat/Pak	1  pĩ	response	
50	42	45	50	rainbow	Gilgit/Pak	1  piŋg / 1  pim	response	
50	42	46	50	rainbow	Kaghan/Pak	1  pĩŋ / 1  pĩ	response	
50	42	47	50	rainbow	North. Azad/Pak	3  tʌɳũ	response	
50	42	48	50	rainbow	Centr. Azad/Pak	1  piŋg	response	
50	42	49	50	rainbow	Udhampur/J&K	1  piŋg	response	
50	42	50	50	rainbow	Jammu/J&K	1  piŋg / 5  buɖi̱buɖɑ ki tɑɾ	response	
50	42	51	50	rainbow	Chamba/H.P.	1  piŋg	response	
50	42	52	50	rainbow	Rampur/H.P.	1  piŋg	response	
50	42	53	50	rainbow	Nalagarh/H.P.	1  piŋg	response	
50	42	54	50	rainbow	Dehradun/U.P.	2  lɑlki	response	
50	42	55	50	rainbow	Kotdwara/U.P.	1  piːŋg / 3  dhʌnuʃ	response	
50	42	56	50	rainbow	Haldwani/U.P.	1  piŋg	response	
50	42	60	51	wind	Urdu	2  hʌwɑ	response	
50	42	61	51	wind	Chitral/Pak	5  dʒʌkʌɽ	response	
50	42	62	51	wind	Settlet Swat/Pak	5  dʒʌkʌɽʌ	response	
50	42	63	51	wind	Gilgit/Pak	5  dʒʌkʌɽ	response	
50	42	64	51	wind	Kaghan/Pak	1  tʃhʌʈi	response	
50	42	65	51	wind	North. Azad/Pak	6  tʃʌŋg	response	
50	42	66	51	wind	Centr. Azad/Pak	2  hʌwɑ / 5  tʃɑkʌɽ	response	
50	42	67	51	wind	Udhampur/J&K	1  tʃhʌʈi	response	
50	42	68	51	wind	Jammu/J&K	3  ʋɑ	response	
50	42	69	51	wind	Chamba/H.P.	2  hʌwɑ / 4  phɑɳɖo	response	
50	42	70	51	wind	Rampur/H.P.	3  bɑ	response	
50	42	71	51	wind	Nalagarh/H.P.	3  bɑ	response	
50	42	72	51	wind	Dehradun/U.P.	2  hɑʋɑ	response	
50	42	73	51	wind	Kotdwara/U.P.	3  bɑ	response	
50	42	74	51	wind	Haldwani/U.P.	3  bɑ	response	
50	42	96	52	stone (fist-sized)	Urdu	3  pʌthːəɾ	response	
50	42	97	52	stone (fist-sized)	Chitral/Pak	4  gʌʈi	response	
50	42	98	52	stone (fist-sized)	Settlet Swat/Pak	4  gʌthi	response	
50	42	99	52	stone (fist-sized)	Gilgit/Pak	4  gʌʈi	response	
50	42	100	52	stone (fist-sized)	Kaghan/Pak	1  bʌʈɑ / 5  pɑɽ	response	
50	42	101	52	stone (fist-sized)	North. Azad/Pak	1  bʌʈo	response	
50	42	102	52	stone (fist-sized)	Centr. Azad/Pak	1  bʌto / 3 pʌthʌɾ /4 gɪti	response	
50	42	103	52	stone (fist-sized)	Udhampur/J&K	1  bʌʈo	response	
50	42	104	52	stone (fist-sized)	Jammu/J&K	1  bʌʈɑ / 3  pʌthːəɾ	response	
50	42	105	52	stone (fist-sized)	Chamba/H.P.	3  pʌthːəɾ	response	
50	42	106	52	stone (fist-sized)	Rampur/H.P.	3  pʌthʌɾ	response	
50	42	107	52	stone (fist-sized)	Nalagarh/H.P.	2  kupəɽ	response	
50	42	108	52	stone (fist-sized)	Dehradun/U.P.	2  ʊpəɽ	response	
50	42	109	52	stone (fist-sized)	Kotdwara/U.P.	2  kupəɽ	response	
50	42	110	52	stone (fist-sized)	Haldwani/U.P.	2  kupəɽ	response	
50	42	114	53	path (walking)	Urdu	2  ɾɑstɑ	response	
50	42	115	53	path (walking)	Chitral/Pak	1  ɾɑ	response	
50	42	116	53	path (walking)	Settlet Swat/Pak	1  ɾɑ	response	
50	42	117	53	path (walking)	Gilgit/Pak	1  ɾɑ	response	
50	42	118	53	path (walking)	Kaghan/Pak	1  ɾɑ	response	
50	42	119	53	path (walking)	North. Azad/Pak	1  ɾɑ	response	
50	42	120	53	path (walking)	Centr. Azad/Pak	1  ɾɑ / 2  ɾɑsto	response	
50	42	121	53	path (walking)	Udhampur/J&K	1  ɾɑ	response	
50	42	122	53	path (walking)	Jammu/J&K	2  ɾʌstɔ	response	
50	42	123	53	path (walking)	Chamba/H.P.	1  ɾɑ	response	
50	42	124	53	path (walking)	Rampur/H.P.	1  ɾɑ	response	
50	42	125	53	path (walking)	Nalagarh/H.P.	2  ɾʌstɔ	response	
