PDr,d1228,k̂amaṇ-,forest; uncultivated ground,,,,"merriam2026dravidiandb[record 1318, DEDR 1228];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1318,,,,
PSD1,d1229,kamar,"crack, chasm, cleft in the ground caused by drought",,,South Dravidian,"merriam2026dravidiandb[record 1319, DEDR 1229];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1319,,,,
PSTDr,d1230,kamaru,"to be singed, burnt, or scorched; to be singed, burnt, charred; n. singeing, burning, smell of burnt hair, skin, or oil; pieces of half-burnt wood (which are heaped up and reburnt before starting pōṛu cultivation)",,,,"merriam2026dravidiandb[record 1320, DEDR 1230]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1320,,,,
PSD1,d1231,kamar_u (kamar_i-),to feel a pungent sensation as that produced by chillies on the fire,,,South Dravidian,"merriam2026dravidiandb[record 1321, DEDR 1231];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1321,,,,
PKMDr,d1232,qamī,"grass, straw",,,,"merriam2026dravidiandb[record 1322, DEDR 1232];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1322,,,,
PSD1,d1233,kavuŋ-,areca palm,,,South Dravidian,"merriam2026dravidiandb[record 1323, DEDR 1233];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1323,,,,
PDr,d1234,kavŋ-,"armpit; breast, bosom; an embrace",,,,"merriam2026dravidiandb[record 1324, DEDR 1234];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1324,,,,
PDr,d1235,kamp-,"a small thorn bush, a small bundle or load of thorny twigs; bramble; branch of a thorny tree or plant; thorn hedge; thorny bushes used for fencing",,,,"merriam2026dravidiandb[record 1325, DEDR 1235]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1325,,,,
PSD1,d1236,kampaṭṭam,"coinage, coin",,,South Dravidian,"merriam2026dravidiandb[record 1326, DEDR 1236];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1326,,,,
PSTDr,d1237,kampalai,agricultural tract; an administrative division,,,,"merriam2026dravidiandb[record 1327, DEDR 1237]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1327,,,,
PSD1,d1238,kambaḷa,daily hire or wages,,,South Dravidian,"merriam2026dravidiandb[record 1328, DEDR 1238];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1328,,,,
PSD1,d1239,kambaḷa,a buffalo race,,,South Dravidian,"merriam2026dravidiandb[record 1329, DEDR 1239];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1329,,,,
PSD1,d1240,kampākam,ship's cable,,,South Dravidian,"merriam2026dravidiandb[record 1330, DEDR 1240];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1330,,,,
PSD1,d1240,kampān_,ship's cable,,,South Dravidian,"merriam2026dravidiandb[record 1331, DEDR 1240];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1331,,,,
PSTDr,d1241,kamb-i,wire,,,,"merriam2026dravidiandb[record 1332, DEDR 1241];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1332,,,,
PSTDr,d1242,k̂oṭ-,"bulrush millet, Italian millet; Holcus spicatus",,,,"merriam2026dravidiandb[record 1333, DEDR 1242];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1333,,,,
PDr,d1243,gamp-,basket; a basket; basket in which to carry grain,,,,"merriam2026dravidiandb[record 1334, DEDR 1243];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1334,,,,
PSD1,d1244,kampai,slips of wood forming the binding of a book made up of palm leaves,,,South Dravidian,"merriam2026dravidiandb[record 1335, DEDR 1244];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1335,,,,
PDr,d1245,kam-,ear-ring worn by women in ear-lobe; a kind of large drop ear-ring worn by women; nose-ring; ear-ring,,,,"merriam2026dravidiandb[record 1336, DEDR 1245];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1336,,,,
PSD1,d1246,kammu (kammi-),"to become hoarse, be rough or jarring (as a wind instrument)",,,South Dravidian,"merriam2026dravidiandb[record 1337, DEDR 1246];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1337,,,,
PDr,d1247,kamp-,"smell, fragrance; to send forth a fragrant odour; fragrance; fragrantly; smell, odour, stink; stinking, fetid; a smell; smell",,,,"merriam2026dravidiandb[record 1338, DEDR 1247];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1338,,,,
PSTDr,d1248,kamm-en_al,"being calm, still, silent",,,,"merriam2026dravidiandb[record 1339, DEDR 1248]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1339,,,,
PDr,d1249,kas-,"bitter; raw, unripe (kasũgāyaunripe fruit); to become bitterish, insipid or vapid",,,,"merriam2026dravidiandb[record 1340, DEDR 1249];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1340,,,,
PDr,d1250,kaj-,"baseness, low, tricksy; bad",,,,"merriam2026dravidiandb[record 1341, DEDR 1250]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1341,,,,
PSTDr,d1251,kaj-,"depth, deep",,,,"merriam2026dravidiandb[record 1342, DEDR 1251]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1342,,,,
PDr,d1252,kaj-,a k. of fish (carp); fish; a k. of fish,,,,"merriam2026dravidiandb[record 1343, DEDR 1252];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1343,,,,
PSD1,d1253,kayil,nape of the neck,,,South Dravidian,"merriam2026dravidiandb[record 1344, DEDR 1253];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1344,,,,
PSTDr,d1254,kajir_-,"rope; string, cord",,,,"merriam2026dravidiandb[record 1345, DEDR 1254];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1345,,,,
PSTDr,d1255,kayar_uka,"to increase, rise, ascend, climb up, embark; to increase, rise high, be elated",,,,"merriam2026dravidiandb[record 1346, DEDR 1255]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1346,,,,
PDr,d1256,kajŋ-,to laugh,,,,"merriam2026dravidiandb[record 1347, DEDR 1256]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1347,,,,
PSD1,d1257,kajil-,ladle,,,South Dravidian,"merriam2026dravidiandb[record 1348, DEDR 1257];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1348,,,,
PSTDr,d1258,kar- (*-r_-?),"to hide; to steal; a deceiver, cheat",,,,"merriam2026dravidiandb[record 1349, DEDR 1258];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1349,,,,
PDr,d1259,qarqar,"pleasantness, neatness, beauty; clean, neat, tidy, nice; perfectly clean, quite empty",,,,"merriam2026dravidiandb[record 1350, DEDR 1259]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1350,,,,
PSTDr,d1260,garasu,gravel,,,,"merriam2026dravidiandb[record 1351, DEDR 1260]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1351,,,,
PSTDr,d1260,garusu,gravel,,,,"merriam2026dravidiandb[record 1352, DEDR 1260]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1352,,,,
PSTDr,d1261,karacai,a measure of capacity = 400 marakkāl (? < Te.); a measure of capacity = 400 marakkāl,,,,"merriam2026dravidiandb[record 1353, DEDR 1261]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1353,,,,
PSTDr,d1261,karicai,a measure of capacity = 400 marakkāl (? < Te.); a measure of capacity = 400 marakkāl,,,,"merriam2026dravidiandb[record 1354, DEDR 1261]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1354,,,,
PSTDr,d1262,karaṭi,"fencing, school or gymnasium where wrestling and fencing are taught; fencing school, fencing",,,,"merriam2026dravidiandb[record 1355, DEDR 1262]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1355,,,,
PSTDr,d1262,karuṭi,"fencing, school or gymnasium where wrestling and fencing are taught; fencing school, fencing",,,,"merriam2026dravidiandb[record 1356, DEDR 1262]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1356,,,,
PSTDr,d1262,keruṭi,"fencing, school or gymnasium where wrestling and fencing are taught; fencing school, fencing",,,,"merriam2026dravidiandb[record 1357, DEDR 1262]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1357,,,,
PSTDr,d1263,karaḍ-i,black bear; bear,,,,"merriam2026dravidiandb[record 1358, DEDR 1263];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1358,,,,
PSD1,d1264,karaṭi,"a kind of drum (said to sound like a bear,karaṭi)",,,South Dravidian,"merriam2026dravidiandb[record 1359, DEDR 1264];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1359,,,,
PSD1,d1264,karaṭi-ppar_ai,"a kind of drum (said to sound like a bear,karaṭi)",,,South Dravidian,"merriam2026dravidiandb[record 1360, DEDR 1264];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1360,,,,
PSD1,d1264,karaṭikai,"a kind of drum (said to sound like a bear,karaṭi)",,,South Dravidian,"merriam2026dravidiandb[record 1361, DEDR 1264];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1361,,,,
PDr,d1265,kar-,rough; sharp; sharp; to be tough; (Hahn) be hardened.,,,,"merriam2026dravidiandb[record 1362, DEDR 1265];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1362,,,,
PSTDr,d1266,karaṭu,"ankle, knot in wood; lump, mass, clot",,,,"merriam2026dravidiandb[record 1363, DEDR 1266]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1363,,,,
PDr,d1267,garinṭ-,"spoon or ladle; spoon, ladle; spoon",,,,"merriam2026dravidiandb[record 1364, DEDR 1267]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1364,,,,
PSD1,d1268,karaṇṭu (karaṇṭi-),"to paw (as a dog), gnaw (as a rat), scrape",,,South Dravidian,"merriam2026dravidiandb[record 1365, DEDR 1268];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1365,,,,
PSD1,d1269,karaṇṭa,Carissa carandas,,,South Dravidian,"merriam2026dravidiandb[record 1366, DEDR 1269];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1366,,,,
PSTDr,d1270,kara-tāḷam,palmyra palm; the small-leaved palm tree,,,,"merriam2026dravidiandb[record 1367, DEDR 1270]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1367,,,,
PSD1,d1271,karantai,"Indian globe-thistle, Sphaeranthus indicus",,,South Dravidian,"merriam2026dravidiandb[record 1368, DEDR 1271];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1368,,,,
PSD1,d1272,karappan_,eruption in children,,,South Dravidian,"merriam2026dravidiandb[record 1369, DEDR 1272];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1369,,,,
PSD1,d1274,karVḷ,"entrails, intestines",,,South Dravidian,"merriam2026dravidiandb[record 1371, DEDR 1274];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1371,,,,
PSD1,d1275,karaḷa,dried fruit,,,South Dravidian,"merriam2026dravidiandb[record 1372, DEDR 1275];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1372,,,,
PSTDr,d1276,kari,"witness; testimony, proof; a witness",,,,"merriam2026dravidiandb[record 1373, DEDR 1276]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1373,,,,
PSTDr,d1277,kar-mb-,"miser; to be greedy, avaricious; n. greediness, avarice",,,,"merriam2026dravidiandb[record 1374, DEDR 1277]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1374,,,,
PDr,d1278,kar-,"black; black, dark; darkness; to fade; black, dark colour; season, time of year; black; to burn; to cremate the dead; n. cremation; scorched, tinderlike",,,,"merriam2026dravidiandb[record 1375, DEDR 1278];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1375,,,,
PDr,d1279,karb-,foetus; to form as the stone or seed of a fruit,,,,"merriam2026dravidiandb[record 1376, DEDR 1279];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1376,,,,
PSTDr,d1280,kar-,"mould; a mould; form, mint",,,,"merriam2026dravidiandb[record 1377, DEDR 1280];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1377,,,,
PDr,d1281,kar-,young (of fruit); mango,,,,"merriam2026dravidiandb[record 1378, DEDR 1281]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1378,,,,
PSD1,d1282,kar-ŋ-āl-,blackwood,,,South Dravidian,"merriam2026dravidiandb[record 1379, DEDR 1282];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1379,,,,
PSD1,d1282,kar-V-mar-,blackwood,,,South Dravidian,"merriam2026dravidiandb[record 1380, DEDR 1282];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1380,,,,
PSTDr,d1283,kar-,"to conceive, intend, recollect; thought, idea, reflection, imagination, intention",,,,"merriam2026dravidiandb[record 1381, DEDR 1283];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1381,,,,
PSTDr,d1284,kar-nāḍ-,Kanarese; the country or language of Karnataka,,,,"merriam2026dravidiandb[record 1382, DEDR 1284]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1382,,,,
PDr,d1285,karu-nilam,"barren soil, waste land; forest",,,,"merriam2026dravidiandb[record 1383, DEDR 1285]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1383,,,,
PDr,d1286,kar_v-,"hunger; famine, dearth, scarcity; famine",,,,"merriam2026dravidiandb[record 1384, DEDR 1286];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1384,,,,
PSTDr,d1287,kar-,"great, strong; much, great, very",,,,"merriam2026dravidiandb[record 1385, DEDR 1287]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1385,,,,
PSD1,d1288,kar-umb-,sugar-cane,,,South Dravidian,"merriam2026dravidiandb[record 1386, DEDR 1288];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1386,,,,
PDr,d1289,xarmā,fox; wolf,,,,"merriam2026dravidiandb[record 1387, DEDR 1289]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1387,,,,
PSD1,d1290,karuvi,"instrument, tool",,,South Dravidian,"merriam2026dravidiandb[record 1388, DEDR 1290];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1388,,,,
PDr,d1291,kar-,to sound; the sound of a bell; to call; to shout; the tongue of a bell,,,,"merriam2026dravidiandb[record 1389, DEDR 1291];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1389,,,,
PDr,d1292,kar-,"to melt, dissolve; to melt (intr., tr.), dissolve, liquefy; to melt; to melt, be dissolved (BB)",,,,"merriam2026dravidiandb[record 1390, DEDR 1292];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1390,,,,
PDr,d1293,kar-,"shore; shore, bank; bank. shore, brim, border, edging, near",,,,"merriam2026dravidiandb[record 1391, DEDR 1293];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1391,,,,
PSD1,d1294,kara,parish,,,South Dravidian,"merriam2026dravidiandb[record 1392, DEDR 1294];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1392,,,,
PKMDr,d1295,qarb,to pound rice,,,,"merriam2026dravidiandb[record 1393, DEDR 1295];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1393,,,,
PKMDr,d1296,Kar-,cartilage,,,,"merriam2026dravidiandb[record 1394, DEDR 1296];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1394,,,,
PDr,d1297,kal_-,"to learn; to learn, study; to teach",,,,"merriam2026dravidiandb[record 1395, DEDR 1297];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1395,,,,
PDr,d1298,kal-,"stone; stone, boulder",,,,"merriam2026dravidiandb[record 1396, DEDR 1298];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1396,,,,
PDr,d1299,kal-(aj-),"to mix; to join (intr., tr.), unite, meet, mix, mingle, copulate; to be mixed; to meet, come together, be mixed (BB); to dilute, mix with water or other liquid",,,,"merriam2026dravidiandb[record 1397, DEDR 1299];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1397,,,,
PDr,d1300,kal-,"to appear; to grow; to accrue (Arden), happen, occur, be produced or caused, be born, be, exist, be able (inscriptional forms withḷ -kaḷgina, etc.); to do; to be; to get, become, accrue; to accrue as prosperity, happen",,,,"merriam2026dravidiandb[record 1398, DEDR 1300];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1398,,,,
PDr,d1301,kal-a,"plate made of leaves sewn together; leaf-plate; leaf-cup; leaf-cup, cup",,,,"merriam2026dravidiandb[record 1399, DEDR 1301]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1399,,,,
PDr,d1302,kal-,a k. of sound; imit. word representing laughter; noise; to shake water or cowries,,,,"merriam2026dravidiandb[record 1400, DEDR 1302];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1400,,,,
PDr,d1303,kal-,"to stir, mix up; to be in agitation, confusion, or trouble, be turbid (as any liquid); to mix by stirring, stir, confuse, perplex, confound, cause to be confused; n. act of stirring, confusing; to disturb",,,,"merriam2026dravidiandb[record 1401, DEDR 1303];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1401,,,,
PSTDr,d1304,kalappai,"plough, ploughshare; materials for a plough, timber for buildings",,,,"merriam2026dravidiandb[record 1402, DEDR 1304]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1402,,,,
PDr,d1305,kàl-,"vessel, pot; ship; ship; broken earthen pot, any old pot",,,,"merriam2026dravidiandb[record 1403, DEDR 1305];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1403,,,,
PSTDr,d1306,kalavaram,"confusion of mind, perturbation; confusion, state of being puzzled or perplexed, anxiety",,,,"merriam2026dravidiandb[record 1404, DEDR 1306]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1404,,,,
PSTDr,d1307,kaẓunīr,? water-lily; water-lily,,,,"merriam2026dravidiandb[record 1405, DEDR 1307]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1405,,,,
PSTDr,d1307,ceŋ-kaẓunīr,? water-lily; water-lily,,,,"merriam2026dravidiandb[record 1406, DEDR 1307]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1406,,,,
PSTDr,d1308,kali,"strength, force; bravery",,,,"merriam2026dravidiandb[record 1407, DEDR 1308]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1407,,,,
PSTDr,d1309,kaliŋku,"sluice or water-weirs for surplus vents; sluice, flood-gate",,,,"merriam2026dravidiandb[record 1408, DEDR 1309]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1408,,,,
PSTDr,d1309,kaliñcu,"sluice or water-weirs for surplus vents; sluice, flood-gate",,,,"merriam2026dravidiandb[record 1409, DEDR 1309]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1409,,,,
PSTDr,d1309,kaluŋku,"sluice or water-weirs for surplus vents; sluice, flood-gate",,,,"merriam2026dravidiandb[record 1410, DEDR 1309]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1410,,,,
PSTDr,d1310,kalipali,"uproar, disturbance, quarrel, wrangle; confusion, noise, disturbance",,,,"merriam2026dravidiandb[record 1411, DEDR 1310]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1411,,,,
PSTDr,d1310,kalipili,"uproar, disturbance, quarrel, wrangle; confusion, noise, disturbance",,,,"merriam2026dravidiandb[record 1412, DEDR 1310]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1412,,,,
PSTDr,d1311,"kalai (-v-, -nt-)","to disperse (as an assembly, a defeated army), be scattered (as clouds), be ruined, wander in thought, be blurred (as writing on slate); to be dissolved or broken up (as an assembly)",,,,"merriam2026dravidiandb[record 1413, DEDR 1311]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1413,,,,
PSD1,d1312,kalai,"stag, buck, male black monkey",,,South Dravidian,"merriam2026dravidiandb[record 1414, DEDR 1312];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1414,,,,
PSD1,d1313,kàl-,"mark, scar",,,South Dravidian,"merriam2026dravidiandb[record 1415, DEDR 1313];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1415,,,,
PDr,d1314,kalkorè,"a kind of fish; a kind of fish, (Hahn) shad fish",,,,"merriam2026dravidiandb[record 1416, DEDR 1314]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1416,,,,
PKMDr,d1315,kal-g-,"to bite, break off",,,,"merriam2026dravidiandb[record 1417, DEDR 1315];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1417,,,,
PDr,d1316,kaḷ-,a k. of plant,,,,"merriam2026dravidiandb[record 1418, DEDR 1316]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1418,,,,
PSD1,d1317,kalli,a kind of coarse net-work; a bag made of it,,,South Dravidian,"merriam2026dravidiandb[record 1419, DEDR 1317];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1419,,,,
PKMDr,d1318,qalī,a k. of female relation,,,,"merriam2026dravidiandb[record 1420, DEDR 1318];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1420,,,,
PDr,d1319,kallu (kalli-),"to dig out (as a hole), hollow (as a rat), excavate, scoop out (as a nut), erode; to dig",,,,"merriam2026dravidiandb[record 1421, DEDR 1319]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1421,,,,
PSTDr,d1320,gap-ne,"suddenly, all at once; quickly, swiftly",,,,"merriam2026dravidiandb[record 1422, DEDR 1320]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:1422,,,,
PSD1,d1321,kavaṭi,game of leap-frog,,,South Dravidian,"merriam2026dravidiandb[record 1423, DEDR 1321];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1423,,,,
PSD1,d1322,kavaṇ-,sling,,,South Dravidian,"merriam2026dravidiandb[record 1424, DEDR 1322];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1424,,,,
PSD1,d1323,kavaṇi,muslin,,,South Dravidian,"merriam2026dravidiandb[record 1425, DEDR 1323];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1425,,,,
PSD1,d1324,kavand-i,quilted cover,,,South Dravidian,"merriam2026dravidiandb[record 1426, DEDR 1324];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1426,,,,
PDr,d1325,k̂av-,"to separate; branch, fork; pair, couple; a pair of branches, horns or antlers",,,,"merriam2026dravidiandb[record 1427, DEDR 1325];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1427,,,,
PSTDr,d1326,kav-,"to seize, grasp, catch; to hold, seize",,,,"merriam2026dravidiandb[record 1428, DEDR 1326];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1428,,,,
PSD1,d1327,kabar-,"chowrie, braid",,,South Dravidian,"merriam2026dravidiandb[record 1429, DEDR 1327];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1429,,,,
PSD1,d1327,kavar-,"chowrie, braid",,,South Dravidian,"merriam2026dravidiandb[record 1430, DEDR 1327];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:1430,,,,
