Koch,,t͡ʃɑk̚,leaf,,t͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site F, Koch-Rabha]",,,silkoch2011:F:i1:leaf,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,lɑjsɑk̚,leaf,,lɑjsɑk̚,,"kondakov2011koch[wordlist item 'leaf', site I, Tintekiya Koch]",,,silkoch2011:I:i1:leaf,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,t͡ʃɑk̚,leaf,,t͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site G, Wanang Koch]",,,silkoch2011:G:i1:leaf,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,t͡ʃɑk̚,leaf,,t͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site H, Wanang Koch]",,,silkoch2011:H:i1:leaf,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,ləjt͡ʃek̚,leaf,,ləjt͡ʃek̚,,"kondakov2011koch[wordlist item 'leaf', site H, Wanang Koch]",,,silkoch2011:H:i2:leaf,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,ləjt͡ʃɑk̚,leaf,,ləjt͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site D, Harigaya Koch]",,,silkoch2011:D:i1:leaf,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,ləjsɑk̚,leaf,,ləjsɑk̚,,"kondakov2011koch[wordlist item 'leaf', site E, Harigaya Koch]",,,silkoch2011:E:i1:leaf,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,ləjt͡ʃɑk̚,leaf,,ləjt͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site C, Margan Koch]",,,silkoch2011:C:i1:leaf,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,lɑjsɑk̚,leaf,,lɑjsɑk̚,,"kondakov2011koch[wordlist item 'leaf', site J, Tintekiya Koch]",,,silkoch2011:J:i1:leaf,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,ləjt͡ʃɑk̚,leaf,,ləjt͡ʃɑk̚,,"kondakov2011koch[wordlist item 'leaf', site K, Tintekiya Koch]",,,silkoch2011:K:i1:leaf,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,d͡ʒɑʔdɨl,root,,d͡ʒɑʔdɨl,,"kondakov2011koch[wordlist item 'root', site A, Garo]",,,silkoch2011:A:i1:root,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,t͡ʃitɾɑŋ,root,,t͡ʃitɾɑŋ,,"kondakov2011koch[wordlist item 'root', site B, Rongdani Rabha]",,,silkoch2011:B:i1:root,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,t͡ʃɨtɨɾ,root,,t͡ʃɨtɨɾ,,"kondakov2011koch[wordlist item 'root', site F, Koch-Rabha]",,,silkoch2011:F:i1:root,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,t͡ʃɑtːɑɾ,root,,t͡ʃɑtːɑɾ,,"kondakov2011koch[wordlist item 'root', site I, Tintekiya Koch]",,,silkoch2011:I:i1:root,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,t͡ʃɑtːɑɾ,root,,t͡ʃɑtːɑɾ,,"kondakov2011koch[wordlist item 'root', site G, Wanang Koch]",,,silkoch2011:G:i1:root,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,sikɾɑ,root,,sikɾɑ,,"kondakov2011koch[wordlist item 'root', site G, Wanang Koch]",,,silkoch2011:G:i2:root,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,t͡ʃətːəɾ,root,,t͡ʃətːəɾ,,"kondakov2011koch[wordlist item 'root', site H, Wanang Koch]",,,silkoch2011:H:i1:root,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,tʃɑteɾ,root,,tʃɑteɾ,,"kondakov2011koch[wordlist item 'root', site D, Harigaya Koch]",,,silkoch2011:D:i1:root,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,t͡ʃikɾɑ,root,,t͡ʃikɾɑ,,"kondakov2011koch[wordlist item 'root', site E, Harigaya Koch]",,,silkoch2011:E:i1:root,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,t͡ʃətəɾ,root,,t͡ʃətəɾ,,"kondakov2011koch[wordlist item 'root', site C, Margan Koch]",,,silkoch2011:C:i1:root,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,t͡ʃɑtɑɾ,root,,t͡ʃɑtɑɾ,,"kondakov2011koch[wordlist item 'root', site J, Tintekiya Koch]",,,silkoch2011:J:i1:root,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,tʃɑtʰɑj,root,,tʃɑtʰɑj,,"kondakov2011koch[wordlist item 'root', site J, Tintekiya Koch]",,,silkoch2011:J:i2:root,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,t͡ʃɑtːɑɾ,root,,t͡ʃɑtːɑɾ,,"kondakov2011koch[wordlist item 'root', site K, Tintekiya Koch]",,,silkoch2011:K:i1:root,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,buʔsu,thorn,,buʔsu,,"kondakov2011koch[wordlist item 'thorn', site A, Garo]",,,silkoch2011:A:i1:thorn,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,kɑntɑ,thorn,,kɑntɑ,,"kondakov2011koch[wordlist item 'thorn', site B, Rongdani Rabha]",,,silkoch2011:B:i1:thorn,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,ʃu,thorn,,ʃu,,"kondakov2011koch[wordlist item 'thorn', site F, Koch-Rabha]",,,silkoch2011:F:i1:thorn,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,kɑntɑ,thorn,,kɑntɑ,,"kondakov2011koch[wordlist item 'thorn', site I, Tintekiya Koch]",,,silkoch2011:I:i1:thorn,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,su,thorn,,su,,"kondakov2011koch[wordlist item 'thorn', site G, Wanang Koch]",,,silkoch2011:G:i1:thorn,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,ʃu,thorn,,ʃu,,"kondakov2011koch[wordlist item 'thorn', site H, Wanang Koch]",,,silkoch2011:H:i1:thorn,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,pɑn t͡ʃu,thorn,,pɑn t͡ʃu,,"kondakov2011koch[wordlist item 'thorn', site D, Harigaya Koch]",,,silkoch2011:D:i1:thorn,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,t͡ʃu,thorn,,t͡ʃu,,"kondakov2011koch[wordlist item 'thorn', site E, Harigaya Koch]",,,silkoch2011:E:i1:thorn,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,kɑntɑ,thorn,,kɑntɑ,,"kondakov2011koch[wordlist item 'thorn', site C, Margan Koch]",,,silkoch2011:C:i1:thorn,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,busu kɑntɑ,thorn,,busu kɑntɑ,,"kondakov2011koch[wordlist item 'thorn', site J, Tintekiya Koch]",,,silkoch2011:J:i1:thorn,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,kɑntɑ,thorn,,kɑntɑ,,"kondakov2011koch[wordlist item 'thorn', site K, Tintekiya Koch]",,,silkoch2011:K:i1:thorn,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,bɪbɑl,flower,,bɪbɑl,,"kondakov2011koch[wordlist item 'flower', site A, Garo]",,,silkoch2011:A:i1:flower,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site B, Rongdani Rabha]",,,silkoch2011:B:i1:flower,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site F, Koch-Rabha]",,,silkoch2011:F:i1:flower,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site I, Tintekiya Koch]",,,silkoch2011:I:i1:flower,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site G, Wanang Koch]",,,silkoch2011:G:i1:flower,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site H, Wanang Koch]",,,silkoch2011:H:i1:flower,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site D, Harigaya Koch]",,,silkoch2011:D:i1:flower,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site E, Harigaya Koch]",,,silkoch2011:E:i1:flower,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site C, Margan Koch]",,,silkoch2011:C:i1:flower,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site J, Tintekiya Koch]",,,silkoch2011:J:i1:flower,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,pɑɾ,flower,,pɑɾ,,"kondakov2011koch[wordlist item 'flower', site K, Tintekiya Koch]",,,silkoch2011:K:i1:flower,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,bitʰe,fruit,,bitʰe,,"kondakov2011koch[wordlist item 'fruit', site A, Garo]",,,silkoch2011:A:i1:fruit,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,tʰé,fruit,,tʰé,,"kondakov2011koch[wordlist item 'fruit', site B, Rongdani Rabha]",,,silkoch2011:B:i1:fruit,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,tʰɨj,fruit,,tʰɨj,,"kondakov2011koch[wordlist item 'fruit', site F, Koch-Rabha]",,,silkoch2011:F:i1:fruit,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,tʰɑj,fruit,,tʰɑj,,"kondakov2011koch[wordlist item 'fruit', site I, Tintekiya Koch]",,,silkoch2011:I:i1:fruit,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,tʰɨj,fruit,,tʰɨj,,"kondakov2011koch[wordlist item 'fruit', site G, Wanang Koch]",,,silkoch2011:G:i1:fruit,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,tɨj,fruit,,tɨj,,"kondakov2011koch[wordlist item 'fruit', site H, Wanang Koch]",,,silkoch2011:H:i1:fruit,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,tʰɨj,fruit,,tʰɨj,,"kondakov2011koch[wordlist item 'fruit', site D, Harigaya Koch]",,,silkoch2011:D:i1:fruit,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,tʰɨj,fruit,,tʰɨj,,"kondakov2011koch[wordlist item 'fruit', site E, Harigaya Koch]",,,silkoch2011:E:i1:fruit,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,tʰɑj,fruit,,tʰɑj,,"kondakov2011koch[wordlist item 'fruit', site C, Margan Koch]",,,silkoch2011:C:i1:fruit,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,tʰɑj,fruit,,tʰɑj,,"kondakov2011koch[wordlist item 'fruit', site J, Tintekiya Koch]",,,silkoch2011:J:i1:fruit,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,tʰɑj,fruit,,tʰɑj,,"kondakov2011koch[wordlist item 'fruit', site K, Tintekiya Koch]",,,silkoch2011:K:i1:fruit,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,teʔɡɑtt͡ʃu,mango,,teʔɡɑtt͡ʃu,,"kondakov2011koch[wordlist item 'mango', site A, Garo]",,,silkoch2011:A:i1:mango,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,pot͡ʃó,mango,,pot͡ʃó,,"kondakov2011koch[wordlist item 'mango', site B, Rongdani Rabha]",,,silkoch2011:B:i1:mango,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site F, Koch-Rabha]",,,silkoch2011:F:i1:mango,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,bot͡ʃot,mango,,bot͡ʃot,,"kondakov2011koch[wordlist item 'mango', site I, Tintekiya Koch]",,,silkoch2011:I:i1:mango,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site G, Wanang Koch]",,,silkoch2011:G:i1:mango,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site H, Wanang Koch]",,,silkoch2011:H:i1:mango,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site D, Harigaya Koch]",,,silkoch2011:D:i1:mango,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site E, Harigaya Koch]",,,silkoch2011:E:i1:mango,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,ɑmbok̚,mango,,ɑmbok̚,,"kondakov2011koch[wordlist item 'mango', site C, Margan Koch]",,,silkoch2011:C:i1:mango,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site J, Tintekiya Koch]",,,silkoch2011:J:i1:mango,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,bot͡ʃot̚,mango,,bot͡ʃot̚,,"kondakov2011koch[wordlist item 'mango', site K, Tintekiya Koch]",,,silkoch2011:K:i1:mango,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,teʔɾik̚,banana,,teʔɾik̚,,"kondakov2011koch[wordlist item 'banana', site A, Garo]",,,silkoch2011:A:i1:banana,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,ɾétʰe,banana,,ɾétʰe,,"kondakov2011koch[wordlist item 'banana', site B, Rongdani Rabha]",,,silkoch2011:B:i1:banana,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,lɨtɨj,banana,,lɨtɨj,,"kondakov2011koch[wordlist item 'banana', site F, Koch-Rabha]",,,silkoch2011:F:i1:banana,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,letʰɑj,banana,,letʰɑj,,"kondakov2011koch[wordlist item 'banana', site I, Tintekiya Koch]",,,silkoch2011:I:i1:banana,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,lətɑj,banana,,lətɑj,,"kondakov2011koch[wordlist item 'banana', site G, Wanang Koch]",,,silkoch2011:G:i1:banana,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,lɑtːɑj,banana,,lɑtːɑj,,"kondakov2011koch[wordlist item 'banana', site H, Wanang Koch]",,,silkoch2011:H:i1:banana,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,liktʰəj,banana,,liktʰəj,,"kondakov2011koch[wordlist item 'banana', site D, Harigaya Koch]",,,silkoch2011:D:i1:banana,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,liktʰɑj,banana,,liktʰɑj,,"kondakov2011koch[wordlist item 'banana', site E, Harigaya Koch]",,,silkoch2011:E:i1:banana,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,lətʰɑj,banana,,lətʰɑj,,"kondakov2011koch[wordlist item 'banana', site C, Margan Koch]",,,silkoch2011:C:i1:banana,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,letʰɑj,banana,,letʰɑj,,"kondakov2011koch[wordlist item 'banana', site J, Tintekiya Koch]",,,silkoch2011:J:i1:banana,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,letʰɑj,banana,,letʰɑj,,"kondakov2011koch[wordlist item 'banana', site K, Tintekiya Koch]",,,silkoch2011:K:i1:banana,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site A, Garo]",,,silkoch2011:A:i1:wheat,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site B, Rongdani Rabha]",,,silkoch2011:B:i1:wheat,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site F, Koch-Rabha]",,,silkoch2011:F:i1:wheat,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site I, Tintekiya Koch]",,,silkoch2011:I:i1:wheat,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site G, Wanang Koch]",,,silkoch2011:G:i1:wheat,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site H, Wanang Koch]",,,silkoch2011:H:i1:wheat,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site D, Harigaya Koch]",,,silkoch2011:D:i1:wheat,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site E, Harigaya Koch]",,,silkoch2011:E:i1:wheat,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,ɡehuŋ,wheat,,ɡehuŋ,,"kondakov2011koch[wordlist item 'wheat', site C, Margan Koch]",,,silkoch2011:C:i1:wheat,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site J, Tintekiya Koch]",,,silkoch2011:J:i1:wheat,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,ɡom,wheat,,ɡom,,"kondakov2011koch[wordlist item 'wheat', site K, Tintekiya Koch]",,,silkoch2011:K:i1:wheat,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,miɾoŋ,rice (uncooked),,miɾoŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site A, Garo]",,,silkoch2011:A:i1:rice-uncooked,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site B, Rongdani Rabha]",,,silkoch2011:B:i1:rice-uncooked,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,məjɾun,rice (uncooked),,məjɾun,,"kondakov2011koch[wordlist item 'rice (uncooked)', site F, Koch-Rabha]",,,silkoch2011:F:i1:rice-uncooked,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site I, Tintekiya Koch]",,,silkoch2011:I:i1:rice-uncooked,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,mɑjɾon,rice (uncooked),,mɑjɾon,,"kondakov2011koch[wordlist item 'rice (uncooked)', site G, Wanang Koch]",,,silkoch2011:G:i1:rice-uncooked,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,mɑjɾoŋ,rice (uncooked),,mɑjɾoŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site H, Wanang Koch]",,,silkoch2011:H:i1:rice-uncooked,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site D, Harigaya Koch]",,,silkoch2011:D:i1:rice-uncooked,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site E, Harigaya Koch]",,,silkoch2011:E:i1:rice-uncooked,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,mɑjɾun,rice (uncooked),,mɑjɾun,,"kondakov2011koch[wordlist item 'rice (uncooked)', site C, Margan Koch]",,,silkoch2011:C:i1:rice-uncooked,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site J, Tintekiya Koch]",,,silkoch2011:J:i1:rice-uncooked,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,mɑjɾuŋ,rice (uncooked),,mɑjɾuŋ,,"kondakov2011koch[wordlist item 'rice (uncooked)', site K, Tintekiya Koch]",,,silkoch2011:K:i1:rice-uncooked,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,ɑlu,potato,,ɑlu,,"kondakov2011koch[wordlist item 'potato', site A, Garo]",,,silkoch2011:A:i1:potato,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,kʰɑntʰé,potato,,kʰɑntʰé,,"kondakov2011koch[wordlist item 'potato', site B, Rongdani Rabha]",,,silkoch2011:B:i1:potato,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,hɑntɨj,potato,,hɑntɨj,,"kondakov2011koch[wordlist item 'potato', site F, Koch-Rabha]",,,silkoch2011:F:i1:potato,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,kʰɑn,potato,,kʰɑn,,"kondakov2011koch[wordlist item 'potato', site I, Tintekiya Koch]",,,silkoch2011:I:i1:potato,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,hɑnɡoɡlot,potato,,hɑnɡoɡlot,,"kondakov2011koch[wordlist item 'potato', site G, Wanang Koch]",,,silkoch2011:G:i1:potato,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,hɑnɡoɡlot,potato,,hɑnɡoɡlot,,"kondakov2011koch[wordlist item 'potato', site H, Wanang Koch]",,,silkoch2011:H:i1:potato,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
