bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewari_bannoda,,ɐlɐg,different,,ɐlɐg,,mewari
mewati_akera,,ɐlɐg ɐlɐg,different,,ɐlɐg ɐlɐg,,mewati
mewati_jakhopur,,ɐlɐg ɐlɐg,different,,ɐlɐg ɐlɐg,,mewati
mewari_bhunyakhedi,,ɲaɾaɲaɾa,different,,ɲaɾaɲaɾa,,mewari
dhundari_badagaon,,ʌlʌg,different,,ʌlʌg,,dhundari
hadothi_patera,,naɭa,different (other),,naɭa,,hadothi
hadothi_shyampura,,naɭi,different (other),,naɭi,,hadothi
hadothi_piplia,,naɾ̪ɐ,different (other),,naɾ̪ɐ,,hadothi
hadothi_silori,,njaɭɔ,different (other),,njaɭɔ,,hadothi
hadothi_gothda,,njaɾ̪ɔ,different (other),,njaɾ̪ɔ,,hadothi
hadothi_kelwada,,njaɾ̪ɛ,different (other),,njaɾ̪ɛ,,hadothi
hadothi_devpura,,n̪aɭɔ,different (other),,n̪aɭɔ,,hadothi
hadothi_pakkarana,,phɐɾkɔ,different (other),,phɐɾkɔ,,hadothi
hadothi_kawai,,phɐɾɐk,different (other),,phɐɾɐk,,hadothi
hadothi_shyampura,,phɐɾɐk,different (other),,phɐɾɐk,,hadothi
hadothi_kelwada,,ɐlɐg,different (other),,ɐlɐg,,hadothi
hadothi_kawai,,ɐn̪t̪ɐɾ,different (other),,ɐn̪t̪ɐɾ,,hadothi
bagri_fatehabad,,gaɳɖak,dog,,gaɳɖak,,bagri
hadothi_kelwada,,gɐɖɐk,dog,,gɐɖɐk,,hadothi
mewari_dholpura,,gɐɖɐkəɖa,dog,,gɐɖɐkəɖa,,mewari
mewari_kishanji,,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewati_akera,,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewati
dhundari_badagaon,,gɐɳɖɐk,dog,,gɐɳɖɐk,,marwari
mewari_padarada,,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewari_ajmer,,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewari_sangad,,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
hadothi_silori,,gɐɳɖɐkɐɖa,dog,,gɐɳɖɐkɐɖa,,hadothi
mewari_kalgav,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
mewari_kishanji,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
mewari_padarada,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
hadothi_patera,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,hadothi
mewari_kannouj,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
mewari_eklingpura,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
hadothi_gothda,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,hadothi
mewari_gorana,,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
hadothi_kawai,,gɐɳɖɐkɖɔ,dog,,gɐɳɖɐkɖɔ,,hadothi
hadothi_shyampura,,gɐɳɖɐkɖɔ,dog,,gɐɳɖɐkɖɔ,,hadothi
bagri_sardarsahar,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_lakjikirani,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_panjkosi,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_makkasar,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_mannaksar,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_mirzawala,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_jamal,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
dhundari_chalkoi,,gɐɳʈɐk,dog,,gɐɳʈɐk,,marwari
dhundari_bhagatpur,,gɐɳʈɐk,dog,,gɐɳʈɐk,,marwari
bagri_karnigedda,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_loonkansar,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
bagri_pallu,,gɐɳʈɐk,dog,,gɐɳʈɐk,,bagri
mewari_godra,,gɐɳʈɐkɖa,dog,,gɐɳʈɐkɖa,,mewari
mewari_pathera,,gɐɳʈɐkɖa,dog,,gɐɳʈɐkɖa,,mewari
mewari_kalnsas,,gɐɳʈɐkɖa,dog,,gɐɳʈɐkɖa,,mewari
hadothi_devpura,,gɐɳʈɐkɖɐ,dog,,gɐɳʈɐkɖɐ,,hadothi
mewari_dindoli,,gɐɳːɐkɖo,dog,,gɐɳːɐkɖo,,mewari
mewari_kalnsas,,gɐʈɐkda,dog,,gɐʈɐkda,,mewari
mewari_hurda,,gɛɖɐkɖa,dog,,gɛɖɐkɖa,,mewari
marwari_degana,,gɛɳɖɐk,dog,,gɛɳɖɐk,,marwari
dhundari_bamore,,gɛɳɖɐkɐɖa,dog,,gɛɳɖɐkɐɖa,,dhundari
hadothi_pakkarana,,gɛɳɖɐkɛɖɔ,dog,,gɛɳɖɐkɛɖɔ,,hadothi
dhundari_deladi,,gɛɳɖʌk,dog,,gɛɳɖʌk,,dhundari
dhundari_pathalvas,,gɛɳɖʌk,dog,,gɛɳɖʌk,,dhundari
dhundari_jorpura,,gɛɳɖʌkɖɔ,dog,,gɛɳɖʌkɖɔ,,dhundari
dhundari_bamore,,gɛɳɨkɛɽa,dog,,gɛɳɨkɛɽa,,dhundari
dhundari_chalkoi,,gɛɳʈʌk,dog,,gɛɳʈʌk,,dhundari
marwari_husangsar,,gʌnt̪ʌk,dog,,gʌnt̪ʌk,,marwari
marwari_fatehgarh,,gʌnt̪ʌk,dog,,gʌnt̪ʌk,,marwari
dhundari_bhagatpur,,gʌɳʈʌk,dog,,gʌɳʈʌk,,dhundari
dhundari_badagaon,,gʌɳʈʌk,dog,,gʌɳʈʌk,,dhundari
marwari_fatehgarh,,khut̪ɔ,dog,,khut̪ɔ,,marwari
dhundari_bamore,,kukɾa,dog,,kukɾa,,dhundari
mewati_jakhopur,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_akera,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_chirkana,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_udaka,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_gulpeda,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_jhambaus,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_goyla,,kut̪t̪a,dog,,kut̪t̪a,,mewati
mewati_hathiya,,kut̪t̪a,dog,,kut̪t̪a,,mewati
bagri_old_abaddi,,kut̪t̪ɑ,dog,,kut̪t̪ɑ,,bagri
bagri_mannaksar,,kut̪t̪ɑ,dog,,kut̪t̪ɑ,,bagri
marwari_mukheri,,kut̪t̪ɔ,dog,,kut̪t̪ɔ,,marwari
mewari_bannoda,,kut̪ɾa,dog,,kut̪ɾa,,mewari
mewari_padarada,,kut̪ɾo,dog,,kut̪ɾo,,mewari
mewari_khor,,kut̪ɾo,dog,,kut̪ɾo,,mewari
mewari_gorana,,kut̪ɾo,dog,,kut̪ɾo,,mewari
marwari_falna,,kut̪ɾɔ,dog,,kut̪ɾɔ,,marwari
marwari_bagra,,kut̪ʌɾʌ,dog,,kut̪ʌɾʌ,,marwari
marwari_gomat,,kut̪ːɔ,dog,,kut̪ːɔ,,marwari
marwari_fatehgarh,,kut̪ːɔ,dog,,kut̪ːɔ,,marwari
dhundari_pathalvas,,kũkəɾɔ,dog,,kũkəɾɔ,,dhundari
dhundari_deladi,,kũkəɾɔ,dog,,kũkəɾɔ,,dhundari
hadothi_kawai,,kʊt̪t̪ɐ,dog,,kʊt̪t̪ɐ,,hadothi
marwari_kherwa,,kʊt̪t̪ɔ,dog,,kʊt̪t̪ɔ,,marwari
hadothi_pakkarana,,kʊt̪t̪ɔ,dog,,kʊt̪t̪ɔ,,hadothi
hadothi_gothda,,kʊt̪ːa,dog,,kʊt̪ːa,,hadothi
hadothi_shyampura,,kʊt̪ːa,dog,,kʊt̪ːa,,hadothi
mewari_ajmer,,kʊt̪ːɐ,dog,,kʊt̪ːɐ,,mewari
hadothi_silori,,kʊt̪ːɐ,dog,,kʊt̪ːɐ,,hadothi
mewari_khor,,kʊt̪ːɔ,dog,,kʊt̪ːɔ,,mewari
mewari_jesingpura,,t̪egəɖo,dog,,t̪egəɖo,,mewari
mewari_kalnsas,,ɖigaɖa,dog,,ɖigaɖa,,mewari
mewari_ajmer,,ɖigaɖa,dog,,ɖigaɖa,,mewari
mewari_bhunyakhedi,,ʈegɖo,dog,,ʈegɖo,,mewari
mewari_bannoda,,ʈekɖa,dog,,ʈekɖa,,mewari
mewari_gorana,,ʈekɖa,dog,,ʈekɖa,,mewari
mewari_basad,,ʈekɖɔ,dog,,ʈekɖɔ,,mewari
hadothi_piplia,,ʈhegɖɔ,dog,,ʈhegɖɔ,,hadothi
mewari_kannouj,,ʈɛgɖɐ,dog,,ʈɛgɖɐ,,mewari
marwari_bagra,,gudʒjɔ,"don't die!, he died",,gudʒjɔ,,marwari
bagri_old_abaddi,,khatham,"don't die!, he died",,khatham,,bagri
mewari_hurda,,khɐbgjɔ,"don't die!, he died",,khɐbgjɔ,,mewari
mewari_eklingpura,,khɐbgjɔ,"don't die!, he died",,khɐbgjɔ,,mewari
marwari_husangsar,,kut̪gjɔ,"don't die!, he died",,kut̪gjɔ,,marwari
marwari_mukheri,,kut̪gjɔ,"don't die!, he died",,kut̪gjɔ,,marwari
marwari_fatehgarh,,kuʈepɔ,"don't die!, he died",,kuʈepɔ,,marwari
bagri_fatehabad,,maɾgjo,"don't die!, he died",,maɾgjo,,bagri
bagri_mannaksar,,maɾgjɑ,"don't die!, he died",,maɾgjɑ,,bagri
bagri_lakjikirani,,maɾgɐjɔ,"don't die!, he died",,maɾgɐjɔ,,bagri
marwari_bagra,,muɔpɔ,"don't die!, he died",,muɔpɔ,,marwari
mewari_bhunyakhedi,,"mɐt̪imɐɾo, mɐɾigɐjo","don't die!, he died",,"mɐt̪imɐɾo, mɐɾigɐjo",,mewari
mewari_jesingpura,,"mɐt̪imɑɾ, mɐɾigjo","don't die!, he died",,"mɐt̪imɑɾ, mɐɾigjo",,mewari
mewari_dholpura,,mɐɾgja,"don't die!, he died",,mɐɾgja,,mewari
mewari_kalgav,,mɐɾgja,"don't die!, he died",,mɐɾgja,,mewari
bagri_pallu,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
dhundari_badagaon,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,marwari
bagri_panjkosi,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
bagri_karnigedda,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
mewari_godra,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
dhundari_chalkoi,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,marwari
mewari_dindoli,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
bagri_sardarsahar,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
dhundari_deladi,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,dhundari
dhundari_chalkoi,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,dhundari
mewari_sangad,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
bagri_mirzawala,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
mewari_kishanji,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
mewari_kalnsas,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
bagri_loonkansar,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
mewari_eklingpura,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
marwari_gomat,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,marwari
bagri_makkasar,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
mewari_pathera,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
mewari_kannouj,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
marwari_kherwa,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,marwari
dhundari_bamore,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,dhundari
mewari_ajmer,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,mewari
bagri_jamal,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,bagri
marwari_husangsar,,mɐɾgjɔ,"don't die!, he died",,mɐɾgjɔ,,marwari
mewati_udaka,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
mewati_gulpeda,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
marwari_degana,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,marwari
mewati_akera,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
dhundari_jorpura,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,dhundari
mewati_jakhopur,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
mewati_goyla,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
dhundari_bhagatpur,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,marwari
mewati_hathiya,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
mewati_chirkana,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,mewati
dhundari_pathalvas,,mɐɾgɔ,"don't die!, he died",,mɐɾgɔ,,dhundari
mewari_bannoda,,mɐɾijegju,"don't die!, he died",,mɐɾijegju,,mewari
mewari_khor,,mɐɾijoɖɔ,"don't die!, he died",,mɐɾijoɖɔ,,mewari
marwari_falna,,mɐɾijɔ,"don't die!, he died",,mɐɾijɔ,,marwari
mewari_gorana,,mɐɾijɔ,"don't die!, he died",,mɐɾijɔ,,mewari
marwari_mukheri,,mɐɾiɾɔ,"don't die!, he died",,mɐɾiɾɔ,,marwari
mewari_bannoda,,mɐɾjego,"don't die!, he died",,mɐɾjego,,mewari
mewari_khor,,mɐɾjɔ,"don't die!, he died",,mɐɾjɔ,,mewari
mewari_basad,,mɐɾ̪igjɔ,"don't die!, he died",,mɐɾ̪igjɔ,,mewari
mewari_padarada,,mɐɾ̪jɔ,"don't die!, he died",,mɐɾ̪jɔ,,mewari
mewati_jhambaus,,məɾ,"don't die!, he died",,məɾ,,mewati
dhundari_badagaon,,mʌɾgjɔ,"don't die!, he died",,mʌɾgjɔ,,dhundari
dhundari_bhagatpur,,mʌɾgɔ,"don't die!, he died",,mʌɾgɔ,,dhundari
mewari_kalnsas,,samagjɔ,"don't die!, he died",,samagjɔ,,mewari
dhundari_bhagatpur,,sɐmaigɔ,"don't die!, he died",,sɐmaigɔ,,marwari
dhundari_bhagatpur,,sʌmaigɔ,"don't die!, he died",,sʌmaigɔ,,dhundari
marwari_mukheri,,tʃɐlgɐjɐ,"don't die!, he died",,tʃɐlgɐjɐ,,marwari
mewari_kannouj,,ɕan̪t̪ ogjo,"don't die!, he died",,ɕan̪t̪ ogjo,,mewari
dhundari_pathalvas,,d̪epaɖjɔ,"don't kill!, he killed",,d̪epaɖjɔ,,dhundari
mewari_gorana,,khuʈjɔ,"don't kill!, he killed",,khuʈjɔ,,mewari
marwari_fatehgarh,,khuʈjɔ,"don't kill!, he killed",,khuʈjɔ,,marwari
mewari_kalgav,,kuɖəd̪jɐ,"don't kill!, he killed",,kuɖəd̪jɐ,,mewari
marwari_falna,,kuʈjɔ,"don't kill!, he killed",,kuʈjɔ,,marwari
marwari_kherwa,,kuʈjɔ,"don't kill!, he killed",,kuʈjɔ,,marwari
dhundari_bamore,,kuʈjɔ,"don't kill!, he killed",,kuʈjɔ,,dhundari
dhundari_chalkoi,,kuʈɐ,"don't kill!, he killed",,kuʈɐ,,dhundari
bagri_mirzawala,,kuʈɔ,"don't kill!, he killed",,kuʈɔ,,bagri
dhundari_chalkoi,,kʊʈʈa,"don't kill!, he killed",,kʊʈʈa,,marwari
marwari_mukheri,,margjiɔ,"don't kill!, he killed",,margjiɔ,,marwari
mewati_jhambaus,,maɾ,"don't kill!, he killed",,maɾ,,mewati
mewari_ajmer,,maɾ,"don't kill!, he killed",,maɾ,,mewari
dhundari_bhagatpur,,maɾ d̪ijɔ,"don't kill!, he killed",,maɾ d̪ijɔ,,marwari
dhundari_bhagatpur,,maɾ d̪ijɔ,"don't kill!, he killed",,maɾ d̪ijɔ,,dhundari
dhundari_jorpura,,maɾ d̪ijɔ,"don't kill!, he killed",,maɾ d̪ijɔ,,dhundari
mewati_jakhopur,,maɾa,"don't kill!, he killed",,maɾa,,mewati
bagri_fatehabad,,maɾdjo,"don't kill!, he killed",,maɾdjo,,bagri
bagri_old_abaddi,,maɾd̪et̪a,"don't kill!, he killed",,maɾd̪et̪a,,bagri
bagri_makkasar,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
mewati_udaka,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,mewati
bagri_pallu,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
marwari_husangsar,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,marwari
bagri_lakjikirani,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_panjkosi,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_sardarsahar,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_mannaksar,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_loonkansar,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
mewati_gulpeda,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,mewati
marwari_kherwa,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,marwari
bagri_mirzawala,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_karnigedda,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
bagri_jamal,,maɾd̪ijɔ,"don't kill!, he killed",,maɾd̪ijɔ,,bagri
mewari_hurda,,maɾd̪jo,"don't kill!, he killed",,maɾd̪jo,,mewari
marwari_bagra,,maɾijɔ,"don't kill!, he killed",,maɾijɔ,,marwari
mewari_basad,,maɾjɔ,"don't kill!, he killed",,maɾjɔ,,mewari
dhundari_badagaon,,maɾjɔ,"don't kill!, he killed",,maɾjɔ,,marwari
mewari_khor,,maɾjɔ,"don't kill!, he killed",,maɾjɔ,,mewari
dhundari_deladi,,maɾjɔ,"don't kill!, he killed",,maɾjɔ,,dhundari
mewari_bannoda,,maɾjɔ,"don't kill!, he killed",,maɾjɔ,,mewari
mewari_sangad,,maɾnakjɔ,"don't kill!, he killed",,maɾnakjɔ,,mewari
mewari_eklingpura,,maɾnakjɔ,"don't kill!, he killed",,maɾnakjɔ,,mewari
mewari_kalnsas,,maɾnakjɔ,"don't kill!, he killed",,maɾnakjɔ,,mewari
mewari_bannoda,,maɾnɐkjɔ,"don't kill!, he killed",,maɾnɐkjɔ,,mewari
mewari_kishanji,,maɾnɐkjɔ,"don't kill!, he killed",,maɾnɐkjɔ,,mewari
mewari_dindoli,,maɾnɐkjɔ,"don't kill!, he killed",,maɾnɐkjɔ,,mewari
dhundari_badagaon,,maɾɔ,"don't kill!, he killed",,maɾɔ,,dhundari
mewari_padarada,,maɾ̪jɔ,"don't kill!, he killed",,maɾ̪jɔ,,mewari
mewari_jesingpura,,"mɐt̪imaɾ, maɾinakhjo","don't kill!, he killed",,"mɐt̪imaɾ, maɾinakhjo",,mewari
mewari_bhunyakhedi,,"mɐt̪imaɾo, mɐɾɪjo","don't kill!, he killed",,"mɐt̪imaɾo, mɐɾɪjo",,mewari
mewari_dholpura,,mɐɾdʒjɔ,"don't kill!, he killed",,mɐɾdʒjɔ,,mewari
mewati_chirkana,,mɐɾd̪ejo,"don't kill!, he killed",,mɐɾd̪ejo,,mewati
mewati_goyla,,mɐɾd̪ejo,"don't kill!, he killed",,mɐɾd̪ejo,,mewati
mewari_kannouj,,mɐɾd̪id̪ɔ,"don't kill!, he killed",,mɐɾd̪id̪ɔ,,mewari
mewari_pathera,,mɐɾd̪ijɔ,"don't kill!, he killed",,mɐɾd̪ijɔ,,mewari
mewari_godra,,mɐɾd̪ijɔ,"don't kill!, he killed",,mɐɾd̪ijɔ,,mewari
mewati_hathiya,,mɐɾd̪ɔ,"don't kill!, he killed",,mɐɾd̪ɔ,,mewati
mewari_kalgav,,mɐɾgjɐ,"don't kill!, he killed",,mɐɾgjɐ,,mewari
mewati_akera,,piʈa,"don't kill!, he killed",,piʈa,,mewati
mewati_jakhopur,,piʈa,"don't kill!, he killed",,piʈa,,mewati
mewati_akera,,piʈɐ,"don't kill!, he killed",,piʈɐ,,mewati
marwari_fatehgarh,,ʈhokjɔ,"don't kill!, he killed",,ʈhokjɔ,,marwari
marwari_gomat,,ʈhokjɔ,"don't kill!, he killed",,ʈhokjɔ,,marwari
marwari_degana,,ʈhokjɔ,"don't kill!, he killed",,ʈhokjɔ,,marwari
marwari_degana,,aɖɔ,door,,aɖɔ,,marwari
mewati_jakhopur,,bajɳa,door,,bajɳa,,mewati
hadothi_kelwada,,bannɔ,door,,bannɔ,,hadothi
hadothi_piplia,,bannɔ,door,,bannɔ,,hadothi
mewari_jesingpura,,bano,door,,bano,,mewari
mewari_pathera,,banu,door,,banu,,mewari
mewari_gorana,,banːɔ,door,,banːɔ,,mewari
mewati_jhambaus,,barnɔ,door,,barnɔ,,mewati
bagri_mirzawala,,barɳa,door,,barɳa,,bagri
mewari_kishanji,,barɳa,door,,barɳa,,mewari
bagri_lakjikirani,,barɳa,door,,barɳa,,bagri
bagri_pallu,,barɳa,door,,barɳa,,bagri
hadothi_patera,,baɳa,door,,baɳa,,hadothi
hadothi_silori,,baɳa,door,,baɳa,,hadothi
mewari_basad,,baɳa,door,,baɳa,,mewari
hadothi_shyampura,,baɳɐ,door,,baɳɐ,,hadothi
hadothi_gothda,,baɳɔ,door,,baɳɔ,,hadothi
mewari_sangad,,baɳɔ,door,,baɳɔ,,mewari
hadothi_patera,,baɳɔ,door,,baɳɔ,,hadothi
hadothi_devpura,,baɳɔ,door,,baɳɔ,,hadothi
hadothi_shyampura,,baɳɔ,door,,baɳɔ,,hadothi
dhundari_pathalvas,,baɳɔ,door,,baɳɔ,,dhundari
hadothi_piplia,,baɳɳa,door,,baɳɳa,,hadothi
hadothi_pakkarana,,baɳɳɐ,door,,baɳɳɐ,,hadothi
hadothi_kelwada,,baɳɳɔ,door,,baɳɳɔ,,hadothi
hadothi_kawai,,baɳɳɔ,door,,baɳɳɔ,,hadothi
mewari_dindoli,,baɳːa,door,,baɳːa,,mewari
mewari_kalgav,,baɳːa,door,,baɳːa,,mewari
mewari_padarada,,baɳːa,door,,baɳːa,,mewari
mewari_khor,,baɳːo,door,,baɳːo,,mewari
dhundari_bamore,,baɳːɔ,door,,baɳːɔ,,dhundari
mewari_kannouj,,baɾnɐ,door,,baɾnɐ,,mewari
mewari_kalnsas,,baɾnɔ,door,,baɾnɔ,,mewari
mewari_eklingpura,,baɾnɔ,door,,baɾnɔ,,mewari
dhundari_chalkoi,,baɾəɳa,door,,baɾəɳa,,marwari
dhundari_chalkoi,,baɾəɳə,door,,baɾəɳə,,dhundari
dhundari_bhagatpur,,baɾɳɔ,door,,baɾɳɔ,,dhundari
dhundari_bhagatpur,,baɾɳɔ,door,,baɾɳɔ,,marwari
bagri_old_abaddi,,bhuva,door,,bhuva,,bagri
bagri_karnigedda,,buha,door,,buha,,bagri
mewati_akera,,bɐiɳa,door,,bɐiɳa,,mewati
mewari_kannouj,,bɐɳo,door,,bɐɳo,,mewari
marwari_husangsar,,bɐɳɖɔ,door,,bɐɳɖɔ,,marwari
mewari_bhunyakhedi,,bɑnɔ,door,,bɑnɔ,,mewari
mewari_godra,,bɔʋnu,door,,bɔʋnu,,mewari
mewari_bannoda,,bɦaɳːa,door,,bɦaɳːa,,mewari
mewati_jakhopur,,dʒoɖi,door,,dʒoɖi,,mewati
mewati_akera,,dʒoɖi,door,,dʒoɖi,,mewati
bagri_makkasar,,d̪əɾvɑzɑ,door,,d̪əɾvɑzɑ,,bagri
mewari_sangad,,d̪əɾʋadʒa,door,,d̪əɾʋadʒa,,mewari
mewati_udaka,,d̪əɾʋaza,door,,d̪əɾʋaza,,mewati
mewati_hathiya,,d̪əɾʋaza,door,,d̪əɾʋaza,,mewati
hadothi_kelwada,,d̪ʋaɾ,door,,d̪ʋaɾ,,hadothi
dhundari_badagaon,,d̪ʌɾvadʒa,door,,d̪ʌɾvadʒa,,dhundari
mewari_khor,,haɖːɔ,door,,haɖːɔ,,mewari
mewati_gulpeda,,keʋaɽ,door,,keʋaɽ,,mewati
marwari_mukheri,,kivad,door,,kivad,,marwari
bagri_lakjikirani,,kivaɖ,door,,kivaɖ,,bagri
bagri_mannaksar,,kivaɖ,door,,kivaɖ,,bagri
marwari_gomat,,kiɐ̃ɖ,door,,kiɐ̃ɖ,,marwari
mewati_udaka,,kiʋaɖ,door,,kiʋaɖ,,mewati
mewati_chirkana,,kiʋaɖ,door,,kiʋaɖ,,mewati
mewati_hathiya,,kiʋaɖ,door,,kiʋaɖ,,mewati
mewati_akera,,kiʋaɖ,door,,kiʋaɖ,,mewati
mewati_goyla,,kiʋaɖ,door,,kiʋaɖ,,mewati
bagri_jamal,,kuvaɖ,door,,kuvaɖ,,bagri
bagri_fatehabad,,kwaɖ,door,,kwaɖ,,bagri
marwari_fatehgarh,,kwiaɖ,door,,kwiaɖ,,marwari
dhundari_badagaon,,kwiaɖ,door,,kwiaɖ,,marwari
marwari_mukheri,,kwiaɖ,door,,kwiaɖ,,marwari
dhundari_jorpura,,kĩʋaɖ,door,,kĩʋaɖ,,dhundari
mewari_gorana,,kɐmaɖ,door,,kɐmaɖ,,mewari
marwari_falna,,kɐmaɖ,door,,kɐmaɖ,,marwari
mewari_jesingpura,,kɐmaɖ,door,,kɐmaɖ,,mewari
marwari_bagra,,kɐmaɖ,door,,kɐmaɖ,,marwari
mewati_gulpeda,,kɛmar,door,,kɛmar,,mewati
marwari_kherwa,,kɪwãɖ,door,,kɪwãɖ,,marwari
marwari_degana,,kɪwãɖ,door,,kɪwãɖ,,marwari
marwari_husangsar,,kɪwãɖ,door,,kɪwãɖ,,marwari
dhundari_deladi,,kɪʋãɖə,door,,kɪʋãɖə,,dhundari
mewari_basad,,kɪ̃ʋaɖ,door,,kɪ̃ʋaɖ,,mewari
mewari_dindoli,,kɪ̃ʋaɖi,door,,kɪ̃ʋaɖi,,mewari
mewari_hurda,,kʊ̃aɖ,door,,kʊ̃aɖ,,mewari
mewari_dholpura,,kʊ̃aɖ,door,,kʊ̃aɖ,,mewari
mewari_kalgav,,kʊ̃aɖ,door,,kʊ̃aɖ,,mewari
dhundari_badagaon,,kʊ̃aɖə,door,,kʊ̃aɖə,,marwari
dhundari_badagaon,,kʊ̃aɽ,door,,kʊ̃aɽ,,dhundari
marwari_gomat,,muŋgeɖɔ,door,,muŋgeɖɔ,,marwari
bagri_loonkansar,,mɔɖɔ,door,,mɔɖɔ,,bagri
bagri_sardarsahar,,mɔɖɔ,door,,mɔɖɔ,,bagri
