thar,3851,kharaṛ,grinding-stone,,,,"thari[p. 198, col. 2, entry 20]",,,thari:p198:c2:e20,,,,noun m
thar,3834,kharo,threshing floor,,,,"thari[p. 198, col. 2, entry 23]",,,thari:p198:c2:e23,,,,
thar,3848,khal,skin,,,,"thari[p. 199, col. 1, entry 3]",,,thari:p199:c1:e3,,,,noun f
thar,3852,khavo,shoulder,,,,"thari[p. 199, col. 1, entry 5]",,,thari:p199:c1:e5,,,,
thar,3854,khasar,"itch, eczema",,f,,"thari[p. 199, col. 1, entry 6]",,,thari:p199:c1:e6,,,,
thar,2985,khastūrī,musk,,,,"thari[p. 199, col. 1, entry 8]",,,thari:p199:c1:e8,,,,noun f
thar,3854,khasro,measles,,,,"thari[p. 199, col. 1, entry 9]",,,thari:p199:c1:e9,,,,noun
thar,3777,khāṭyo,curry,,,,"thari[p. 199, col. 1, entry 14]",,,thari:p199:c1:e14,,,,noun m
thar,3873,khāṇ,mine,,,,thari,,,,,,,
thar,3648,khāto,department,,,,"thari[p. 199, col. 1, entry 18]",,,thari:p199:c1:e18,,,,adj
thar,3808,khādī,khadi,,,,"thari[p. 199, col. 1, entry 19]",,,thari:p199:c1:e19,,,,noun f
thar,3867,khāno,food,,,,"thari[p. 199, col. 1, entry 20]",,,thari:p199:c1:e20,,,,noun m
thar,3832,khābiryo,left-handed,,,,"thari[p. 199, col. 1, entry 21]",,,thari:p199:c1:e21,,,,adj
thar,3849,khārī,channel,,,,"thari[p. 199, col. 1, entry 22]",,,thari:p199:c1:e22,,,,noun f
thar,3674,khāro,saltish,,,,"thari[p. 199, col. 1, entry 23]",,,thari:p199:c1:e23,,,,
thar,3880,khic,"brew, gruel",,m,,"thari[p. 199, col. 2, entry 4]",,,thari:p199:c2:e4,,,,noun
thar,3880,khicṇī,cooked rice,,,,"thari[p. 199, col. 2, entry 5]",,,thari:p199:c2:e5,,,,noun f
thar,3763,khīghāro,"mucus, phlegm",,m,,"thari[p. 199, col. 2, entry 9]",,,thari:p199:c2:e9,,,,noun m
thar,3880,khīcyo,porridge,,,,"thari[p. 199, col. 2, entry 10]",,,thari:p199:c2:e10,,,,noun m
thar,3202,khīlī,peg,,,,"thari[p. 199, col. 2, entry 13]",,,thari:p199:c2:e13,,,,noun
thar,3202,khīlo,nail,,,,"thari[p. 199, col. 2, entry 14]",,,thari:p199:c2:e14,,,,noun
thar,3724,khubī,mushroom,,,,"thari[p. 199, col. 2, entry 16]",,,thari:p199:c2:e16,,,,noun f
thar,3251,khuḍ,room,,,?,"thari[p. 199, col. 2, entry 17]",,,thari:p199:c2:e17,,,,noun m
thar,3906,khuṛ,hoof,,,,"thari[p. 199, col. 2, entry 18]",,,thari:p199:c2:e18,,,,noun m
thar,3730,khurpī,scraper,,,,"thari[p. 199, col. 2, entry 21]",,,thari:p199:c2:e21,,,,noun f
thar,3730,khurpī,poker,,,,"thari[p. 199, col. 2, entry 21]",,,thari:p199:c2:e21,,,,noun f
thar,3906,khuṛī,heel,,,,"thari[p. 199, col. 2, entry 23]",,,thari:p199:c2:e23,,,,noun f
thar,3945,khulyoro,open,,,,"thari[p. 199, col. 2, entry 24]",,,thari:p199:c2:e24,,,,adj
thar,4174,khū̃jo,pocket,,,?,"thari[p. 200, col. 1, entry 3]",,,thari:p200:c1:e3,,,,noun
thar,3898,khūṇo,corner,,,,thari,,,,,,,
thar,3735,khetar,"farm, field",,m,,"thari[p. 200, col. 1, entry 9]",,,thari:p200:c1:e9,,,,noun
thar,3735,khetrī,harvest,,,,"thari[p. 200, col. 1, entry 10]",,,thari:p200:c1:e10,,,,noun f
thar,3918,khel,"play, ski",,m,,"thari[p. 200, col. 1, entry 11]",,,thari:p200:c1:e11,,,,noun
thar,3924,khes,cotton coverlet,,,,"thari[p. 200, col. 1, entry 13]",,,thari:p200:c1:e13,,,,noun m
thar,3931,khoṭo,wicked,,,,"thari[p. 200, col. 1, entry 14]",,,thari:p200:c1:e14,,,,adj
thar,3936,khopo,leather hood,,,,"thari[p. 200, col. 1, entry 15]",,,thari:p200:c1:e15,,,,noun
thar,3936,khoprī,skull,,,,"thari[p. 200, col. 1, entry 16]",,,thari:p200:c1:e16,,,,noun f
thar,3607,khor,lap,,,,"thari[p. 200, col. 1, entry 17]",,,thari:p200:c1:e17,,,,noun m
thar,3960,gãjo,bald,,,,"thari[p. 200, col. 1, entry 22]",,,thari:p200:c1:e22,,,,adj
thar,4350,gãṭh,"boil, knot",,f,,thari,,,,,,,
thar,4350,gãṭhā,measles,,,,thari,,,,,,,
thar,4153,gac,"more, many, much",,adj,,thari,,,,,,,
thar,3959,gajī,foam,,,,thari,,,,,,,
thar,4140,gajar,carrot,,,,"thari[p. 200, col. 2, entry 4]",,,thari:p200:c2:e4,,,,
thar,3986,gaḍ,castle,,,,"thari[p. 200, col. 2, entry 6]",,,thari:p200:c2:e6,,,,noun
thar,3986,gaḍh,"fort, fortress",,m,,"thari[p. 200, col. 2, entry 7]",,,thari:p200:c2:e7,,,,noun m
thar,4054,gaḍ̠ah,donkey,,,,"thari[p. 200, col. 2, entry 9]",,,thari:p200:c2:e9,,,,noun f
thar,4054,gaḍ̠hī,donkey,,,,"thari[p. 200, col. 2, entry 8]",,,thari:p200:c2:e8,,,,noun
thar,5279,ganāt,mother-in-law of son or daughter,,,ardhatatsama,"thari[p. 200, col. 2, entry 13]",,,thari:p200:c2:e13,,,,noun f
thar,5279,ganātī,relative,,,,"thari[p. 186, col. 2, entry 19]",,,thari:p186:c2:e19,,,,noun
thar,3969,garā,hail,,,,"thari[p. 200, col. 2, entry 22]",,,thari:p200:c2:e22,,,,noun
thar,4347a,garḍho,old,,,,"thari[p. 200, col. 2, entry 26]",,,thari:p200:c2:e26,,,,adj
thar,3974,gaṛḇaṛ,confusion,,,,"thari[p. 201, col. 1, entry 4]",,,thari:p201:c1:e4,,,,noun f
thar,4089,galo,cheek,,,,"thari[p. 201, col. 2, entry 11]",,,thari:p201:c2:e11,,,,noun
thar,4293,gavār,cowherd,,,,"thari[p. 201, col. 1, entry 9]",,,thari:p201:c1:e9,,,,adj
thar,4368,gā̃,village,,,,"thari[p. 201, col. 1, entry 10]",,,thari:p201:c1:e10,,,,noun m
