humla_til,,zuwu,body,,zuwu,,devries2020humla[p. 49],,,humla:1:til:1
humla_yakpa,,sɪptu,ring,,sɪptu,,devries2020humla[p. 52],,,humla:40:yakpa:1
humla_bargaun,,sɛrtup,ring,,sɛrtup,,devries2020humla[p. 52],,,humla:40:bargaun:1
humla_dojam,,sɪrtup,ring,,sɪrtup,,devries2020humla[p. 52],,,humla:40:dojam:1
humla_til,,sɛr,gold,,sɛr,,devries2020humla[p. 52],,,humla:41:til:1
humla_muchu,,ser,gold,,ser,,devries2020humla[p. 52],,,humla:41:muchu:1
humla_yalbang,,sɛr,gold,,sɛr,,devries2020humla[p. 52],,,humla:41:yalbang:1
humla_kermi,,sər,gold,,sər,,devries2020humla[p. 52],,,humla:41:kermi:1
humla_yakpa,,sœr,gold,,sœr,,devries2020humla[p. 52],,,humla:41:yakpa:1
humla_bargaun,,sɛr,gold,,sɛr,,devries2020humla[p. 52],,,humla:41:bargaun:1
humla_dojam,,sɛr,gold,,sɛr,,devries2020humla[p. 52],,,humla:41:dojam:1
humla_til,,ɲⁱã,sun,,ɲⁱã,,devries2020humla[p. 52],,,humla:42:til:1
humla_muchu,,ɲeⁱ,sun,,ɲeⁱ,,devries2020humla[p. 52],,,humla:42:muchu:1
humla_yalbang,,ɲa,sun,,ɲa,,devries2020humla[p. 52],,,humla:42:yalbang:1
humla_kermi,,ɲⁱã,sun,,ɲⁱã,,devries2020humla[p. 52],,,humla:42:kermi:1
humla_yakpa,,ɲã,sun,,ɲã,,devries2020humla[p. 52],,,humla:42:yakpa:1
humla_bargaun,,ɲʏã,sun,,ɲʏã,,devries2020humla[p. 52],,,humla:42:bargaun:1
humla_dojam,,ɲima,sun,,ɲima,,devries2020humla[p. 52],,,humla:42:dojam:1
humla_til,,dar,moon,,dar,,devries2020humla[p. 52],,,humla:43:til:1
humla_muchu,,ɖagar,moon,,ɖagar,,devries2020humla[p. 52],,,humla:43:muchu:1
humla_yalbang,,dar,moon,,dar,,devries2020humla[p. 52],,,humla:43:yalbang:1
humla_kermi,,dar,moon,,dar,,devries2020humla[p. 52],,,humla:43:kermi:1
humla_yakpa,,dar,moon,,dar,,devries2020humla[p. 52],,,humla:43:yakpa:1
humla_bargaun,,dar,moon,,dar,,devries2020humla[p. 52],,,humla:43:bargaun:1
humla_dojam,,dagar,moon,,dagar,,devries2020humla[p. 52],,,humla:43:dojam:1
humla_til,,nam,sky,,nam,,devries2020humla[p. 52],,,humla:44:til:1
humla_muchu,,nam,sky,,nam,,devries2020humla[p. 52],,,humla:44:muchu:1
humla_yalbang,,nam,sky,,nam,,devries2020humla[p. 52],,,humla:44:yalbang:1
humla_kermi,,nam,sky,,nam,,devries2020humla[p. 52],,,humla:44:kermi:1
humla_yakpa,,nam,sky,,nam,,devries2020humla[p. 52],,,humla:44:yakpa:1
humla_bargaun,,namaŋ,sky,,namaŋ,,devries2020humla[p. 52],,,humla:44:bargaun:1
humla_dojam,,namaŋ,sky,,namaŋ,,devries2020humla[p. 52],,,humla:44:dojam:1
humla_til,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:til:1
humla_muchu,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:muchu:1
humla_yalbang,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:yalbang:1
humla_kermi,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:kermi:1
humla_yakpa,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:yakpa:1
humla_bargaun,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:bargaun:1
humla_dojam,,karma,star,,karma,,devries2020humla[p. 52],,,humla:45:dojam:1
humla_til,,tsʲerwa,rain,,tsʲerwa,,devries2020humla[p. 52],,,humla:46:til:1
humla_muchu,,tsʲerba,rain,,tsʲerba,,devries2020humla[p. 52],,,humla:46:muchu:1
humla_yalbang,,tsʲʰɛrwa,rain,,tsʲʰɛrwa,,devries2020humla[p. 52],,,humla:46:yalbang:1
humla_kermi,,tsʲerwa,rain,,tsʲerwa,,devries2020humla[p. 52],,,humla:46:kermi:1
humla_yakpa,,nam,rain,,nam,,devries2020humla[p. 52],,,humla:46:yakpa:1
humla_bargaun,,tsʲʰerba,rain,,tsʲʰerba,,devries2020humla[p. 52],,,humla:46:bargaun:1
humla_dojam,,tsʲʰerba,rain,,tsʲʰerba,,devries2020humla[p. 52],,,humla:46:dojam:1
humla_til,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:til:1
humla_muchu,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:muchu:1
humla_yalbang,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:yalbang:1
humla_kermi,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:kermi:1
humla_yakpa,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:yakpa:1
humla_bargaun,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:bargaun:1
humla_dojam,,tsʲʰu,water,,tsʲʰu,,devries2020humla[p. 52],,,humla:47:dojam:1
humla_til,,ɟuktsʲu,small river,,ɟuktsʲu,,devries2020humla[p. 52],,,humla:48:til:1
humla_muchu,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:muchu:1
humla_yalbang,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:yalbang:1
humla_kermi,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:kermi:1
humla_yakpa,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:yakpa:1
humla_bargaun,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:bargaun:1
humla_dojam,,luŋba,small river,,luŋba,,devries2020humla[p. 52],,,humla:48:dojam:1
humla_til,,tsaŋbo,large river,,tsaŋbo,,devries2020humla[p. 53],,,humla:49:til:1
humla_muchu,,map̚ dʒa,large river,,map̚ dʒa,,devries2020humla[p. 53],,,humla:49:muchu:1
humla_yalbang,,maptʃa,large river,,maptʃa,,devries2020humla[p. 53],,,humla:49:yalbang:1
humla_kermi,,maptʃa,large river,,maptʃa,,devries2020humla[p. 53],,,humla:49:kermi:1
humla_yakpa,,maptʃa,large river,,maptʃa,,devries2020humla[p. 53],,,humla:49:yakpa:1
humla_bargaun,,maʒep,large river,,maʒep,,devries2020humla[p. 53],,,humla:49:bargaun:1
humla_dojam,,martʃal,large river,,martʃal,,devries2020humla[p. 53],,,humla:49:dojam:1
humla_til,,tin,cloud,,tin,,devries2020humla[p. 53],,,humla:50:til:1
humla_muchu,,tin,cloud,,tin,,devries2020humla[p. 53],,,humla:50:muchu:1
humla_yalbang,,ʈin,cloud,,ʈin,,devries2020humla[p. 53],,,humla:50:yalbang:1
humla_kermi,,tin,cloud,,tin,,devries2020humla[p. 53],,,humla:50:kermi:1
humla_yakpa,,ʈin,cloud,,ʈin,,devries2020humla[p. 53],,,humla:50:yakpa:1
humla_bargaun,,ʈin,cloud,,ʈin,,devries2020humla[p. 53],,,humla:50:bargaun:1
humla_dojam,,ʃin,cloud,,ʃin,,devries2020humla[p. 53],,,humla:50:dojam:1
humla_til,,lokmar,lightning,,lokmar,,devries2020humla[p. 53],,,humla:51:til:1
humla_muchu,,ʈok̚,lightning,,ʈok̚,,devries2020humla[p. 53],,,humla:51:muchu:1
humla_yalbang,,ʈak̚,lightning,,ʈak̚,,devries2020humla[p. 53],,,humla:51:yalbang:1
humla_kermi,,lokkʲaŋman,lightning,,lokkʲaŋman,,devries2020humla[p. 53],,,humla:51:kermi:1
humla_yakpa,,ɖuk,lightning,,ɖuk,,devries2020humla[p. 53],,,humla:51:yakpa:1
humla_bargaun,,loŋmar,lightning,,loŋmar,,devries2020humla[p. 53],,,humla:51:bargaun:1
humla_dojam,,luŋmar,lightning,,luŋmar,,devries2020humla[p. 53],,,humla:51:dojam:1
humla_til,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:til:1
humla_muchu,,zʲa,rainbow,,zʲa,,devries2020humla[p. 53],,,humla:52:muchu:1
humla_yalbang,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:yalbang:1
humla_kermi,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:kermi:1
humla_yakpa,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:yakpa:1
humla_bargaun,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:bargaun:1
humla_dojam,,dzʲa,rainbow,,dzʲa,,devries2020humla[p. 53],,,humla:52:dojam:1
humla_til,,luŋbu,wind,,luŋbu,,devries2020humla[p. 53],,,humla:53:til:1
humla_muchu,,luŋbu,wind,,luŋbu,,devries2020humla[p. 53],,,humla:53:muchu:1
humla_yalbang,,luŋbu,wind,,luŋbu,,devries2020humla[p. 53],,,humla:53:yalbang:1
humla_kermi,,luŋbu,wind,,luŋbu,,devries2020humla[p. 53],,,humla:53:kermi:1
humla_yakpa,,mur,wind,,mur,,devries2020humla[p. 53],,,humla:53:yakpa:1
humla_bargaun,,luŋmar,wind,,luŋmar,,devries2020humla[p. 53],,,humla:53:bargaun:1
humla_dojam,,luŋmar,wind,,luŋmar,,devries2020humla[p. 53],,,humla:53:dojam:1
humla_til,,doa,stone,,doa,,devries2020humla[p. 53],,,humla:54:til:1
humla_muchu,,do,stone,,do,,devries2020humla[p. 53],,,humla:54:muchu:1
humla_yalbang,,ɖo,stone,,ɖo,,devries2020humla[p. 53],,,humla:54:yalbang:1
humla_kermi,,do,stone,,do,,devries2020humla[p. 53],,,humla:54:kermi:1
humla_yakpa,,to,stone,,to,,devries2020humla[p. 53],,,humla:54:yakpa:1
humla_bargaun,,doa,stone,,doa,,devries2020humla[p. 53],,,humla:54:bargaun:1
humla_dojam,,tugu,stone,,tugu,,devries2020humla[p. 53],,,humla:54:dojam:1
humla_til,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:til:1
humla_muchu,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:muchu:1
humla_yalbang,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:yalbang:1
humla_kermi,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:kermi:1
humla_yakpa,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:yakpa:1
humla_bargaun,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:bargaun:1
humla_dojam,,lam,path,,lam,,devries2020humla[p. 53],,,humla:55:dojam:1
humla_til,,pʲã,sand,,pʲã,,devries2020humla[p. 53],,,humla:56:til:1
humla_muchu,,pẽ,sand,,pẽ,,devries2020humla[p. 53],,,humla:56:muchu:1
humla_yalbang,,pẽ,sand,,pẽ,,devries2020humla[p. 53],,,humla:56:yalbang:1
humla_kermi,,pẽ,sand,,pẽ,,devries2020humla[p. 53],,,humla:56:kermi:1
humla_yakpa,,pʲɛ̃,sand,,pʲɛ̃,,devries2020humla[p. 53],,,humla:56:yakpa:1
humla_bargaun,,pʲã,sand,,pʲã,,devries2020humla[p. 53],,,humla:56:bargaun:1
humla_dojam,,pema,sand,,pema,,devries2020humla[p. 53],,,humla:56:dojam:1
humla_til,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:til:1
humla_muchu,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:muchu:1
humla_yalbang,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:yalbang:1
humla_kermi,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:kermi:1
humla_yakpa,,mɛ,fire,,mɛ,,devries2020humla[p. 53],,,humla:57:yakpa:1
humla_bargaun,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:bargaun:1
humla_dojam,,me,fire,,me,,devries2020humla[p. 53],,,humla:57:dojam:1
humla_til,,tʰypa,smoke,,tʰypa,,devries2020humla[p. 53],,,humla:58:til:1
humla_muchu,,tʏpa,smoke,,tʏpa,,devries2020humla[p. 53],,,humla:58:muchu:1
humla_yalbang,,tupa,smoke,,tupa,,devries2020humla[p. 53],,,humla:58:yalbang:1
humla_kermi,,tutpa,smoke,,tutpa,,devries2020humla[p. 53],,,humla:58:kermi:1
humla_yakpa,,tuppa,smoke,,tuppa,,devries2020humla[p. 53],,,humla:58:yakpa:1
humla_bargaun,,tutpa,smoke,,tutpa,,devries2020humla[p. 53],,,humla:58:bargaun:1
humla_dojam,,tut̚ pa,smoke,,tut̚ pa,,devries2020humla[p. 53],,,humla:58:dojam:1
humla_til,,koktal,ash,,koktal,,devries2020humla[p. 53],,,humla:59:til:1
humla_muchu,,kok̚ tal,ash,,kok̚ tal,,devries2020humla[p. 53],,,humla:59:muchu:1
humla_yalbang,,kok̚ tal,ash,,kok̚ tal,,devries2020humla[p. 53],,,humla:59:yalbang:1
humla_kermi,,tʰala,ash,,tʰala,,devries2020humla[p. 53],,,humla:59:kermi:1
humla_yakpa,,tʰala,ash,,tʰala,,devries2020humla[p. 53],,,humla:59:yakpa:1
humla_bargaun,,tʰala,ash,,tʰala,,devries2020humla[p. 53],,,humla:59:bargaun:1
humla_dojam,,tʰala,ash,,tʰala,,devries2020humla[p. 53],,,humla:59:dojam:1
humla_til,,dambak̚,mud,,dambak̚,,devries2020humla[p. 53],,,humla:60:til:1
humla_muchu,,dambak̚,mud,,dambak̚,,devries2020humla[p. 53],,,humla:60:muchu:1
humla_yalbang,,damak,mud,,damak,,devries2020humla[p. 53],,,humla:60:yalbang:1
humla_kermi,,daŋbak̚,mud,,daŋbak̚,,devries2020humla[p. 53],,,humla:60:kermi:1
humla_yakpa,,damak̚,mud,,damak̚,,devries2020humla[p. 53],,,humla:60:yakpa:1
humla_bargaun,,damak̚,mud,,damak̚,,devries2020humla[p. 53],,,humla:60:bargaun:1
humla_dojam,,dabak̚,mud,,dabak̚,,devries2020humla[p. 53],,,humla:60:dojam:1
humla_til,,tʰala,dust (from soil),,tʰala,,devries2020humla[p. 54],,,humla:61:til:1
humla_muchu,,tʰʌlzup,dust (from soil),,tʰʌlzup,,devries2020humla[p. 54],,,humla:61:muchu:1
humla_yalbang,,sapʰur,dust (from soil),,sapʰur,,devries2020humla[p. 54],,,humla:61:yalbang:1
humla_kermi,,tʰala,dust (from soil),,tʰala,,devries2020humla[p. 54],,,humla:61:kermi:1
humla_yakpa,,tʰala,dust (from soil),,tʰala,,devries2020humla[p. 54],,,humla:61:yakpa:1
humla_bargaun,,tʰala,dust (from soil),,tʰala,,devries2020humla[p. 54],,,humla:61:bargaun:1
humla_dojam,,pʰe,dust (from soil),,pʰe,,devries2020humla[p. 54],,,humla:61:dojam:1
humla_til,,doŋbo,tree,,doŋbo,,devries2020humla[p. 54],,,humla:62:til:1
humla_muchu,,doŋbu,tree,,doŋbu,,devries2020humla[p. 54],,,humla:62:muchu:1
humla_yalbang,,doŋbu,tree,,doŋbu,,devries2020humla[p. 54],,,humla:62:yalbang:1
humla_kermi,,doŋbu,tree,,doŋbu,,devries2020humla[p. 54],,,humla:62:kermi:1
humla_yakpa,,toŋbu,tree,,toŋbu,,devries2020humla[p. 54],,,humla:62:yakpa:1
humla_bargaun,,doŋbu,tree,,doŋbu,,devries2020humla[p. 54],,,humla:62:bargaun:1
humla_dojam,,toŋba,tree,,toŋba,,devries2020humla[p. 54],,,humla:62:dojam:1
humla_til,,lɐpti,leaf,,lɐpti,,devries2020humla[p. 54],,,humla:63:til:1
humla_muchu,,lapti,leaf,,lapti,,devries2020humla[p. 54],,,humla:63:muchu:1
humla_yalbang,,lapti,leaf,,lapti,,devries2020humla[p. 54],,,humla:63:yalbang:1
humla_kermi,,lep̚,leaf,,lep̚,,devries2020humla[p. 54],,,humla:63:kermi:1
humla_yakpa,,lɛp,leaf,,lɛp,,devries2020humla[p. 54],,,humla:63:yakpa:1
humla_bargaun,,lap,leaf,,lap,,devries2020humla[p. 54],,,humla:63:bargaun:1
humla_dojam,,lap,leaf,,lap,,devries2020humla[p. 54],,,humla:63:dojam:1
humla_til,,patak,root,,patak,,devries2020humla[p. 54],,,humla:64:til:1
humla_muchu,,padak̚,root,,padak̚,,devries2020humla[p. 54],,,humla:64:muchu:1
humla_yalbang,,patak,root,,patak,,devries2020humla[p. 54],,,humla:64:yalbang:1
humla_kermi,,paldak̚,root,,paldak̚,,devries2020humla[p. 54],,,humla:64:kermi:1
humla_yakpa,,paldak̚,root,,paldak̚,,devries2020humla[p. 54],,,humla:64:yakpa:1
humla_bargaun,,patak,root,,patak,,devries2020humla[p. 54],,,humla:64:bargaun:1
humla_dojam,,paʈak,root,,paʈak,,devries2020humla[p. 54],,,humla:64:dojam:1
humla_til,,tsʰermak̚,thorn,,tsʰermak̚,,devries2020humla[p. 54],,,humla:65:til:1
humla_muchu,,tsʰɛrmak,thorn,,tsʰɛrmak,,devries2020humla[p. 54],,,humla:65:muchu:1
humla_yalbang,,tsʰɛrmak̚,thorn,,tsʰɛrmak̚,,devries2020humla[p. 54],,,humla:65:yalbang:1
humla_kermi,,tsʰɛrmak̚,thorn,,tsʰɛrmak̚,,devries2020humla[p. 54],,,humla:65:kermi:1
humla_yakpa,,tsʰɛrmak̚,thorn,,tsʰɛrmak̚,,devries2020humla[p. 54],,,humla:65:yakpa:1
humla_bargaun,,tsʰɛrmak̚,thorn,,tsʰɛrmak̚,,devries2020humla[p. 54],,,humla:65:bargaun:1
humla_dojam,,tsʰɛrmʲak̚,thorn,,tsʰɛrmʲak̚,,devries2020humla[p. 54],,,humla:65:dojam:1
humla_til,,mendok̚,flower,,mendok̚,,devries2020humla[p. 54],,,humla:66:til:1
humla_muchu,,mɛndok,flower,,mɛndok,,devries2020humla[p. 54],,,humla:66:muchu:1
humla_yalbang,,mendok̚,flower,,mendok̚,,devries2020humla[p. 54],,,humla:66:yalbang:1
humla_kermi,,mɛndok̚,flower,,mɛndok̚,,devries2020humla[p. 54],,,humla:66:kermi:1
humla_yakpa,,mendok̚,flower,,mendok̚,,devries2020humla[p. 54],,,humla:66:yakpa:1
humla_bargaun,,mɛndok̚,flower,,mɛndok̚,,devries2020humla[p. 54],,,humla:66:bargaun:1
humla_dojam,,medok̚,flower,,medok̚,,devries2020humla[p. 54],,,humla:66:dojam:1
humla_til,,ʃintok̚,fruit,,ʃintok̚,,devries2020humla[p. 54],,,humla:67:til:1
humla_muchu,,ʃiŋdok,fruit,,ʃiŋdok,,devries2020humla[p. 54],,,humla:67:muchu:1
humla_yalbang,,ʂiŋtok̚,fruit,,ʂiŋtok̚,,devries2020humla[p. 54],,,humla:67:yalbang:1
humla_kermi,,ʃindok̚,fruit,,ʃindok̚,,devries2020humla[p. 54],,,humla:67:kermi:1
humla_yakpa,,ʃiŋdok̚,fruit,,ʃiŋdok̚,,devries2020humla[p. 54],,,humla:67:yakpa:1
humla_bargaun,,ʃiŋdok̚,fruit,,ʃiŋdok̚,,devries2020humla[p. 54],,,humla:67:bargaun:1
humla_dojam,,pʰʌlpʰul,fruit,,pʰʌlpʰul,,devries2020humla[p. 54],,,humla:67:dojam:1
humla_til,,nɛː,wheat,,nɛː,,devries2020humla[p. 54],,,humla:68:til:1
humla_muchu,,ʈʰo,wheat,,ʈʰo,,devries2020humla[p. 54],,,humla:68:muchu:1
humla_yalbang,,ʈɻo,wheat,,ʈɻo,,devries2020humla[p. 54],,,humla:68:yalbang:1
humla_kermi,,ʈo,wheat,,ʈo,,devries2020humla[p. 54],,,humla:68:kermi:1
humla_yakpa,,ʈo,wheat,,ʈo,,devries2020humla[p. 54],,,humla:68:yakpa:1
humla_bargaun,,ʈʰo,wheat,,ʈʰo,,devries2020humla[p. 54],,,humla:68:bargaun:1
humla_dojam,,ʈʰo,wheat,,ʈʰo,,devries2020humla[p. 54],,,humla:68:dojam:1
humla_til,,kodo,millet,,kodo,,devries2020humla[p. 54],,,humla:69:til:1
humla_muchu,,koɖe,millet,,koɖe,,devries2020humla[p. 54],,,humla:69:muchu:1
humla_yalbang,,koɖe,millet,,koɖe,,devries2020humla[p. 54],,,humla:69:yalbang:1
humla_kermi,,koru,millet,,koru,,devries2020humla[p. 54],,,humla:69:kermi:1
humla_yakpa,,koɖo,millet,,koɖo,,devries2020humla[p. 54],,,humla:69:yakpa:1
humla_bargaun,,kodo,millet,,kodo,,devries2020humla[p. 54],,,humla:69:bargaun:1
humla_dojam,,kola,millet,,kola,,devries2020humla[p. 54],,,humla:69:dojam:1
humla_til,,ɖɛ̃,husked rice,,ɖɛ̃,,devries2020humla[p. 54],,,humla:70:til:1
humla_muchu,,ɖe,husked rice,,ɖe,,devries2020humla[p. 54],,,humla:70:muchu:1
humla_yalbang,,ɖɽai,husked rice,,ɖɽai,,devries2020humla[p. 54],,,humla:70:yalbang:1
humla_kermi,,dai,husked rice,,dai,,devries2020humla[p. 54],,,humla:70:kermi:1
humla_yakpa,,ɖaⁱ,husked rice,,ɖaⁱ,,devries2020humla[p. 54],,,humla:70:yakpa:1
humla_bargaun,,tʃuluk,husked rice,,tʃuluk,,devries2020humla[p. 54],,,humla:70:bargaun:1
humla_dojam,,tʃulu,husked rice,,tʃulu,,devries2020humla[p. 54],,,humla:70:dojam:1
humla_til,,alu,potato,,alu,,devries2020humla[p. 54],,,humla:71:til:1
humla_muchu,,alu,potato,,alu,,devries2020humla[p. 54],,,humla:71:muchu:1
humla_yalbang,,alo,potato,,alo,,devries2020humla[p. 54],,,humla:71:yalbang:1
humla_kermi,,tʰɔr,potato,,tʰɔr,,devries2020humla[p. 54],,,humla:71:kermi:1
humla_yakpa,,ʈoᵃ,potato,,ʈoᵃ,,devries2020humla[p. 54],,,humla:71:yakpa:1
humla_bargaun,,alu,potato,,alu,,devries2020humla[p. 54],,,humla:71:bargaun:1
humla_dojam,,ʈomʌ,potato,,ʈomʌ,,devries2020humla[p. 54],,,humla:71:dojam:1
humla_til,,lawuk,“dollo” radish,,lawuk,,devries2020humla[p. 54],,,humla:72:til:1
humla_muchu,,lou,“dollo” radish,,lou,,devries2020humla[p. 54],,,humla:72:muchu:1
humla_yalbang,,lou,“dollo” radish,,lou,,devries2020humla[p. 54],,,humla:72:yalbang:1
humla_kermi,,lau,“dollo” radish,,lau,,devries2020humla[p. 54],,,humla:72:kermi:1
humla_yakpa,,lʌbuʔ,“dollo” radish,,lʌbuʔ,,devries2020humla[p. 54],,,humla:72:yakpa:1
humla_bargaun,,lʌbuk̚,“dollo” radish,,lʌbuk̚,,devries2020humla[p. 54],,,humla:72:bargaun:1
humla_dojam,,lʌbʰuk̚,“dollo” radish,,lʌbʰuk̚,,devries2020humla[p. 54],,,humla:72:dojam:1
humla_til,,tsʰɛ,green leafy veg,,tsʰɛ,,devries2020humla[p. 55],,,humla:73:til:1
humla_muchu,,ŋo,green leafy veg,,ŋo,,devries2020humla[p. 55],,,humla:73:muchu:1
humla_yalbang,,hepa,green leafy veg,,hepa,,devries2020humla[p. 55],,,humla:73:yalbang:1
humla_kermi,,ɲat,green leafy veg,,ɲat,,devries2020humla[p. 55],,,humla:73:kermi:1
humla_yakpa,,tsaⁱ,green leafy veg,,tsaⁱ,,devries2020humla[p. 55],,,humla:73:yakpa:1
humla_bargaun,,sag̥,green leafy veg,,sag̥,,devries2020humla[p. 55],,,humla:73:bargaun:1
humla_dojam,,ŋat̚,green leafy veg,,ŋat̚,,devries2020humla[p. 55],,,humla:73:dojam:1
humla_til,,sa,nettle,,sa,,devries2020humla[p. 55],,,humla:74:til:1
humla_muchu,,sa,nettle,,sa,,devries2020humla[p. 55],,,humla:74:muchu:1
humla_yalbang,,sa,nettle,,sa,,devries2020humla[p. 55],,,humla:74:yalbang:1
humla_kermi,,sa,nettle,,sa,,devries2020humla[p. 55],,,humla:74:kermi:1
humla_yakpa,,sa,nettle,,sa,,devries2020humla[p. 55],,,humla:74:yakpa:1
humla_bargaun,,sua,nettle,,sua,,devries2020humla[p. 55],,,humla:74:bargaun:1
humla_dojam,,dza,nettle,,dza,,devries2020humla[p. 55],,,humla:74:dojam:1
humla_til,,martsa,chili,,martsa,,devries2020humla[p. 55],,,humla:75:til:1
humla_muchu,,martʃa,chili,,martʃa,,devries2020humla[p. 55],,,humla:75:muchu:1
humla_yalbang,,martsa,chili,,martsa,,devries2020humla[p. 55],,,humla:75:yalbang:1
humla_kermi,,mortsa,chili,,mortsa,,devries2020humla[p. 55],,,humla:75:kermi:1
humla_yakpa,,mortsa,chili,,mortsa,,devries2020humla[p. 55],,,humla:75:yakpa:1
humla_bargaun,,mʌrtsa,chili,,mʌrtsa,,devries2020humla[p. 55],,,humla:75:bargaun:1
humla_dojam,,martsa,chili,,martsa,,devries2020humla[p. 55],,,humla:75:dojam:1
humla_til,,mɛna,turmeric,,mɛna,,devries2020humla[p. 55],,,humla:76:til:1
humla_muchu,,besar,turmeric,,besar,,devries2020humla[p. 55],,,humla:76:muchu:1
humla_yalbang,,besar,turmeric,,besar,,devries2020humla[p. 55],,,humla:76:yalbang:1
humla_kermi,,ɲⁱa,turmeric,,ɲⁱa,,devries2020humla[p. 55],,,humla:76:kermi:1
humla_yakpa,,ɲã,turmeric,,ɲã,,devries2020humla[p. 55],,,humla:76:yakpa:1
humla_bargaun,,ɲua,turmeric,,ɲua,,devries2020humla[p. 55],,,humla:76:bargaun:1
humla_dojam,,besar,turmeric,,besar,,devries2020humla[p. 55],,,humla:76:dojam:1
humla_til,,gokpa,garlic,,gokpa,,devries2020humla[p. 55],,,humla:77:til:1
humla_muchu,,gokpa,garlic,,gokpa,,devries2020humla[p. 55],,,humla:77:muchu:1
humla_yalbang,,gokpa,garlic,,gokpa,,devries2020humla[p. 55],,,humla:77:yalbang:1
humla_kermi,,gokpa,garlic,,gokpa,,devries2020humla[p. 55],,,humla:77:kermi:1
humla_yakpa,,kokpa,garlic,,kokpa,,devries2020humla[p. 55],,,humla:77:yakpa:1
humla_bargaun,,guᵃkpa,garlic,,guᵃkpa,,devries2020humla[p. 55],,,humla:77:bargaun:1
humla_dojam,,guᵃkpa,garlic,,guᵃkpa,,devries2020humla[p. 55],,,humla:77:dojam:1
humla_til,,tsʰoŋ,onion/chives,,tsʰoŋ,,devries2020humla[p. 55],,,humla:78:til:1
humla_muchu,,pjadʒ,onion/chives,,pjadʒ,,devries2020humla[p. 55],,,humla:78:muchu:1
humla_yalbang,,tsoŋ,onion/chives,,tsoŋ,,devries2020humla[p. 55],,,humla:78:yalbang:1
humla_kermi,,tsʰoŋ,onion/chives,,tsʰoŋ,,devries2020humla[p. 55],,,humla:78:kermi:1
humla_yakpa,,tsoŋ,onion/chives,,tsoŋ,,devries2020humla[p. 55],,,humla:78:yakpa:1
humla_bargaun,,pjaʃ,onion/chives,,pjaʃ,,devries2020humla[p. 55],,,humla:78:bargaun:1
humla_dojam,,pjadʒ,onion/chives,,pjadʒ,,devries2020humla[p. 55],,,humla:78:dojam:1
humla_til,,marku,oil,,marku,,devries2020humla[p. 55],,,humla:79:til:1
humla_muchu,,marku,oil,,marku,,devries2020humla[p. 55],,,humla:79:muchu:1
humla_yalbang,,mɔrku,oil,,mɔrku,,devries2020humla[p. 55],,,humla:79:yalbang:1
humla_kermi,,marku,oil,,marku,,devries2020humla[p. 55],,,humla:79:kermi:1
humla_yakpa,,mʌrku,oil,,mʌrku,,devries2020humla[p. 55],,,humla:79:yakpa:1
humla_bargaun,,mʌrku,oil,,mʌrku,,devries2020humla[p. 55],,,humla:79:bargaun:1
humla_dojam,,mʌrku,oil,,mʌrku,,devries2020humla[p. 55],,,humla:79:dojam:1
humla_til,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:til:1
humla_muchu,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:muchu:1
