bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewari_kalgav,,adʒa,"come!, he came",,adʒa,,mewari
dhundari_pathalvas,,adʒa,"come!, he came",,adʒa,,dhundari
bagri_fatehabad,,adʒja,"come!, he came",,adʒja,,bagri
marwari_degana,,adʒja,"come!, he came",,adʒja,,marwari
marwari_husangsar,,adʒo,"come!, he came",,adʒo,,marwari
marwari_mukheri,,agjo,"come!, he came",,agjo,,marwari
marwari_husangsar,,agjo,"come!, he came",,agjo,,marwari
mewari_pathera,,aji,"come!, he came",,aji,,mewari
marwari_mukheri,,ao,"come!, he came",,ao,,marwari
bagri_loonkansar,,avɐɾɔ,"come!, he came",,avɐɾɔ,,bagri
mewari_eklingpura,,aɔ,"come!, he came",,aɔ,,mewari
mewari_dholpura,,aɔ,"come!, he came",,aɔ,,mewari
marwari_gomat,,aɾɔ,"come!, he came",,aɾɔ,,marwari
mewari_sangad,,aʋ,"come!, he came",,aʋ,,mewari
mewari_basad,,aʋ,"come!, he came",,aʋ,,mewari
marwari_bagra,,aʋ,"come!, he came",,aʋ,,marwari
mewari_eklingpura,,aʋ,"come!, he came",,aʋ,,mewari
mewari_khor,,aʋɔ,"come!, he came",,aʋɔ,,mewari
mewari_kalnsas,,aʋɔ,"come!, he came",,aʋɔ,,mewari
mewari_gorana,,aʋɔ,"come!, he came",,aʋɔ,,mewari
bagri_panjkosi,,aʋɔ,"come!, he came",,aʋɔ,,bagri
mewari_bannoda,,aʋɔ,"come!, he came",,aʋɔ,,mewari
bagri_mirzawala,,aʋɔ,"come!, he came",,aʋɔ,,bagri
bagri_lakjikirani,,aʋɔ,"come!, he came",,aʋɔ,,bagri
bagri_jamal,,aʋɔ,"come!, he came",,aʋɔ,,bagri
marwari_kherwa,,aʋɾɔ,"come!, he came",,aʋɾɔ,,marwari
marwari_falna,,aːbɔ,"come!, he came",,aːbɔ,,marwari
marwari_husangsar,,aːvoʃa,"come!, he came",,aːvoʃa,,marwari
mewari_padarada,,haʋeɾɔ,"come!, he came",,haʋeɾɔ,,mewari
marwari_bagra,,pʌt̪aɾɔ,"come!, he came",,pʌt̪aɾɔ,,marwari
mewari_dindoli,,uɾa aɔ,"come!, he came",,uɾa aɔ,,mewari
bagri_makkasar,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_pallu,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_karnigedda,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_sardarsahar,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_panjkosi,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_lakjikirani,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
bagri_mannaksar,,ɐdʒa,"come!, he came",,ɐdʒa,,bagri
dhundari_bhagatpur,,ɐdʒjao,"come!, he came",,ɐdʒjao,,marwari
dhundari_chalkoi,,ɐdʒɐ,"come!, he came",,ɐdʒɐ,,dhundari
mewari_khor,,ɐuɾ̪ɔ,"come!, he came",,ɐuɾ̪ɔ,,mewari
mewari_bhunyakhedi,,"ɐɪdʒɑ, ɐjgɪjo","come!, he came",,"ɐɪdʒɑ, ɐjgɪjo",,mewari
mewari_jesingpura,,"ɐɪdʒɑ, ɑjgɐjɑ","come!, he came",,"ɐɪdʒɑ, ɑjgɐjɑ",,mewari
marwari_fatehgarh,,ʌ,"come!, he came",,ʌ,,marwari
dhundari_bhagatpur,,ʌdʒjao,"come!, he came",,ʌdʒjao,,dhundari
marwari_fatehgarh,,ʌːɾɔ,"come!, he came",,ʌːɾɔ,,marwari
bagri_karnigedda,4147,ga,cow,,ga,,bagri
bagri_lakjikirani,4147,ga,cow,,ga,,bagri
dhundari_chalkoi,4147,ga,cow,,ga,,dhundari
marwari_falna,4147,ga,cow,,ga,,marwari
bagri_old_abaddi,4147,ga,cow,,ga,,bagri
mewari_bannoda,4147,ga,cow,,ga,,mewari
bagri_loonkansar,4147,ga,cow,,ga,,bagri
bagri_mirzawala,4147,ga,cow,,ga,,bagri
bagri_fatehabad,4147,ga,cow,,ga,,bagri
marwari_gomat,4147,ga,cow,,ga,,marwari
mewari_khor,4147,ga,cow,,ga,,mewari
bagri_panjkosi,4147,ga,cow,,ga,,bagri
bagri_pallu,4147,ga,cow,,ga,,bagri
bagri_makkasar,4147,ga,cow,,ga,,bagri
mewari_basad,4147,ga,cow,,ga,,mewari
marwari_mukheri,4147,ga,cow,,ga,,marwari
mewari_eklingpura,4147,ga,cow,,ga,,mewari
bagri_jamal,4147,ga,cow,,ga,,bagri
mewari_padarada,4147,ga,cow,,ga,,mewari
mewati_jhambaus,4147,gai,cow,,gai,,mewati
mewari_dholpura,4147,gaj,cow,,gaj,,mewari
dhundari_bhagatpur,4147,gaj,cow,,gaj,,dhundari
dhundari_deladi,4147,gaj,cow,,gaj,,dhundari
hadothi_shyampura,4147,gaj,cow,,gaj,,hadothi
mewari_khor,4147,gaj,cow,,gaj,,mewari
dhundari_pathalvas,4147,gaj,cow,,gaj,,dhundari
dhundari_jorpura,4147,gaj,cow,,gaj,,dhundari
dhundari_bhagatpur,4147,gaj,cow,,gaj,,marwari
marwari_degana,4147,gaj,cow,,gaj,,marwari
hadothi_devpura,4147,gaj,cow,,gaj,,hadothi
dhundari_badagaon,4147,gaj,cow,,gaj,,dhundari
hadothi_gothda,4147,gaj,cow,,gaj,,hadothi
marwari_bagra,4147,gaj,cow,,gaj,,marwari
mewati_chirkana,4147,gaj,cow,,gaj,,mewati
hadothi_kelwada,4147,gaj,cow,,gaj,,hadothi
hadothi_pakkarana,4147,gaj,cow,,gaj,,hadothi
mewati_gulpeda,4147,gaj,cow,,gaj,,mewati
hadothi_silori,4147,gaj,cow,,gaj,,hadothi
mewari_hurda,4147,gaj,cow,,gaj,,mewari
dhundari_badagaon,4147,gaj,cow,,gaj,,marwari
mewari_kishanji,4147,gaj,cow,,gaj,,mewari
mewari_eklingpura,4147,gaj,cow,,gaj,,mewari
mewari_kalnsas,4147,gaj,cow,,gaj,,mewari
mewari_dindoli,4147,gaj,cow,,gaj,,mewari
hadothi_patera,4147,gaj,cow,,gaj,,hadothi
hadothi_piplia,4147,gaja,cow,,gaja,,hadothi
hadothi_kawai,4147,gaji,cow,,gaji,,hadothi
hadothi_patera,4147,gajã,cow,,gajã,,hadothi
mewati_akera,4147,gajɐ,cow,,gajɐ,,mewati
dhundari_badagaon,4147,gau,cow,,gau,,dhundari
marwari_husangsar,,gaudi,cow,,gaudi,,marwari
mewati_akera,4147,gaːh,cow,,gaːh,,mewati
mewati_hathiya,4147,gaːj,cow,,gaːj,,mewati
mewati_goyla,4147,gaːj,cow,,gaːj,,mewati
mewati_jakhopur,4147,gaːj,cow,,gaːj,,mewati
mewati_udaka,4147,gaːj,cow,,gaːj,,mewati
mewari_sangad,4147,gã,cow,,gã,,mewari
mewari_ajmer,4147,gãj,cow,,gãj,,mewari
mewari_kalnsas,4147,gãja,cow,,gãja,,mewari
mewari_kalgav,4147,gɐj,cow,,gɐj,,mewari
hadothi_kelwada,4147,gɐjjɐ,cow,,gɐjjɐ,,hadothi
dhundari_badagaon,4147,gɐu,cow,,gɐu,,marwari
mewari_kalnsas,4147,gɐu,cow,,gɐu,,mewari
mewari_pathera,4147,gɐu,cow,,gɐu,,mewari
mewari_kannouj,4147,gɐu,cow,,gɐu,,mewari
dhundari_chalkoi,4147,gɐʊ,cow,,gɐʊ,,marwari
marwari_kherwa,4147,gɐʊ,cow,,gɐʊ,,marwari
mewari_bhunyakhedi,4147,gɑ,cow,,gɑ,,mewari
mewari_jesingpura,4147,gɑ,cow,,gɑ,,mewari
bagri_mannaksar,4147,gɑi,cow,,gɑi,,bagri
bagri_sardarsahar,4147,gɑi,cow,,gɑi,,bagri
dhundari_bamore,4147,gɔ,cow,,gɔ,,dhundari
marwari_falna,4147,gɔ,cow,,gɔ,,marwari
marwari_fatehgarh,4147,gʌ,cow,,gʌ,,marwari
hadothi_devpura,,ɖɦanɖi,cow,,ɖɦanɖi,,hadothi
mewari_godra,,ɖɦanɖi,cow,,ɖɦanɖi,,mewari
mewari_padarada,,ɖɦanɖɔ,cow,,ɖɦanɖɔ,,mewari
hadothi_shyampura,,ɖɦaɳɖi,cow,,ɖɦaɳɖi,,hadothi
mewari_gorana,,ɖɦãɖu,cow,,ɖɦãɖu,,mewari
marwari_husangsar,5524a,ɖʌŋgɾo,cow,,ɖʌŋgɾo,,marwari
hadothi_shyampura,,(by name),daughter,,(by name),,hadothi
dhundari_badagaon,9238,beʈi,daughter,,beʈi,,dhundari
hadothi_patera,9238,beʈi,daughter,,beʈi,,hadothi
bagri_loonkansar,9238,beʈi,daughter,,beʈi,,bagri
hadothi_pakkarana,9238,beʈi,daughter,,beʈi,,hadothi
bagri_mirzawala,9238,beʈi,daughter,,beʈi,,bagri
hadothi_silori,9238,beʈi,daughter,,beʈi,,hadothi
bagri_jamal,9238,beʈi,daughter,,beʈi,,bagri
mewari_kishanji,9238,beʈi,daughter,,beʈi,,mewari
mewari_padarada,9238,beʈi,daughter,,beʈi,,mewari
mewati_jakhopur,9238,beʈi,daughter,,beʈi,,mewati
mewati_udaka,9238,beʈi,daughter,,beʈi,,mewati
dhundari_badagaon,9238,beʈi,daughter,,beʈi,,marwari
mewari_ajmer,9238,beʈi,daughter,,beʈi,,mewari
hadothi_devpura,9238,beʈi,daughter,,beʈi,,hadothi
bagri_pallu,9238,beʈi,daughter,,beʈi,,bagri
hadothi_piplia,9238,beʈi,daughter,,beʈi,,hadothi
mewari_gorana,9238,beʈi,daughter,,beʈi,,mewari
dhundari_bamore,9238,beʈi,daughter,,beʈi,,dhundari
mewari_sangad,9238,beʈi,daughter,,beʈi,,mewari
bagri_sardarsahar,9238,beʈi,daughter,,beʈi,,bagri
bagri_fatehabad,9238,beʈi,daughter,,beʈi,,bagri
mewati_jhambaus,9238,beʈi,daughter,,beʈi,,mewati
mewari_bannoda,9238,beʈi,daughter,,beʈi,,mewari
hadothi_kawai,9238,beʈi,daughter,,beʈi,,hadothi
mewati_gulpeda,9238,beʈi,daughter,,beʈi,,mewati
mewari_kalnsas,9238,beʈi,daughter,,beʈi,,mewari
mewari_eklingpura,9238,beʈi,daughter,,beʈi,,mewari
mewari_khor,9238,beʈi,daughter,,beʈi,,mewari
mewati_akera,9238,beʈi,daughter,,beʈi,,mewati
marwari_husangsar,9238,beʈi,daughter,,beʈi,,marwari
mewati_goyla,9238,beʈi,daughter,,beʈi,,mewati
dhundari_bhagatpur,,bɐji,daughter,,bɐji,,marwari
dhundari_bhagatpur,,bʌji,daughter,,bʌji,,dhundari
marwari_fatehgarh,6326,d̪ikəɽɔ,daughter,,d̪ikəɽɔ,,marwari
marwari_fatehgarh,6326,d̪ikʌɾi,daughter,,d̪ikʌɾi,,marwari
mewari_kannouj,10924,lɐɖki,daughter,,lɐɖki,,mewari
hadothi_kelwada,10191,moɖi,daughter,,moɖi,,hadothi
dhundari_bhagatpur,,n̪aɲtʃoi,daughter,,n̪aɲtʃoi,,dhundari
dhundari_bhagatpur,,n̪aɲtʃoi,daughter,,n̪aɲtʃoi,,marwari
bagri_old_abaddi,,put̪ɾi,daughter,,put̪ɾi,,bagri
mewari_kannouj,,pʊt̪ɾi,daughter,,pʊt̪ɾi,,mewari
mewari_gorana,5070,soɾi,daughter,,soɾi,,mewari
marwari_falna,5070,soɾi,daughter,,soɾi,,marwari
mewari_padarada,5070,soɾi,daughter,,soɾi,,mewari
mewari_jesingpura,5070,tsoɾi,daughter,,tsoɾi,,mewari
hadothi_devpura,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
dhundari_pathalvas,5070,tʃhoɾi,daughter,,tʃhoɾi,,dhundari
hadothi_piplia,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
dhundari_jorpura,5070,tʃhoɾi,daughter,,tʃhoɾi,,dhundari
hadothi_patera,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
mewari_bhunyakhedi,5070,tʃhoɾi,daughter,,tʃhoɾi,,mewari
hadothi_gothda,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
dhundari_deladi,5070,tʃhoɾi,daughter,,tʃhoɾi,,dhundari
hadothi_pakkarana,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
hadothi_silori,5070,tʃhoɾi,daughter,,tʃhoɾi,,hadothi
marwari_degana,5070,tʃhoɾi,daughter,,tʃhoɾi,,marwari
mewati_chirkana,5070,tʃhoɾi,daughter,,tʃhoɾi,,mewati
mewari_jesingpura,5070,tʃhoɾi,daughter,,tʃhoɾi,,mewari
mewati_akera,5070,tʃhoɾi,daughter,,tʃhoɾi,,mewati
mewari_hurda,5070,tʃhoɾ̪i,daughter,,tʃhoɾ̪i,,mewari
mewari_kalgav,5070,tʃhoɾ̪i,daughter,,tʃhoɾ̪i,,mewari
mewari_dindoli,5070,tʃhoɾ̪i,daughter,,tʃhoɾ̪i,,mewari
hadothi_shyampura,5070,tʃhoɾ̪i,daughter,,tʃhoɾ̪i,,hadothi
bagri_makkasar,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,bagri
bagri_panjkosi,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,bagri
dhundari_bhagatpur,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,dhundari
mewari_basad,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,mewari
dhundari_bhagatpur,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,marwari
bagri_karnigedda,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,bagri
bagri_mannaksar,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,bagri
bagri_lakjikirani,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,bagri
mewari_khor,5070,tʃhɔɾi,daughter,,tʃhɔɾi,,mewari
mewari_bannoda,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
mewari_dholpura,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
marwari_gomat,5070,tʃoɾi,daughter,,tʃoɾi,,marwari
mewari_godra,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
mewati_akera,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
marwari_husangsar,5070,tʃoɾi,daughter,,tʃoɾi,,marwari
mewati_chirkana,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
dhundari_chalkoi,5070,tʃoɾi,daughter,,tʃoɾi,,dhundari
mewati_hathiya,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
marwari_mukheri,5070,tʃoɾi,daughter,,tʃoɾi,,marwari
mewari_kalnsas,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
mewati_udaka,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
mewari_kannouj,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
mewati_goyla,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
dhundari_chalkoi,5070,tʃoɾi,daughter,,tʃoɾi,,marwari
mewati_gulpeda,5070,tʃoɾi,daughter,,tʃoɾi,,mewati
mewari_pathera,5070,tʃoɾi,daughter,,tʃoɾi,,mewari
marwari_kherwa,5070,tʃoɾi,daughter,,tʃoɾi,,marwari
hadothi_kawai,5070,tʃoɾ̪i,daughter,,tʃoɾ̪i,,hadothi
marwari_bagra,,ɖikɾi,daughter,,ɖikɾi,,marwari
mewari_bannoda,6333,d̪aɖɐ,day,,d̪aɖɐ,,mewari
marwari_bagra,6333,d̪aɖɔ,day,,d̪aɖɔ,,marwari
mewari_godra,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_padarada,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_patera,6328,d̪ɐn,day,,d̪ɐn,,hadothi
marwari_kherwa,6328,d̪ɐn,day,,d̪ɐn,,marwari
mewari_pathera,6328,d̪ɐn,day,,d̪ɐn,,mewari
marwari_falna,6328,d̪ɐn,day,,d̪ɐn,,marwari
mewari_kalnsas,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_eklingpura,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_kishanji,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_silori,6328,d̪ɐn,day,,d̪ɐn,,hadothi
mewari_kannouj,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_piplia,6328,d̪ɐn,day,,d̪ɐn,,hadothi
mewari_dholpura,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_gorana,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_shyampura,6328,d̪ɐn,day,,d̪ɐn,,hadothi
hadothi_kawai,6328,d̪ɐn,day,,d̪ɐn,,hadothi
mewari_khor,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_gothda,6328,d̪ɐn,day,,d̪ɐn,,hadothi
mewari_jesingpura,6328,d̪ɐn,day,,d̪ɐn,,mewari
dhundari_pathalvas,6328,d̪ɐn,day,,d̪ɐn,,dhundari
dhundari_deladi,6328,d̪ɐn,day,,d̪ɐn,,dhundari
mewari_kalgav,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_basad,6328,d̪ɐn,day,,d̪ɐn,,mewari
dhundari_bamore,6328,d̪ɐn,day,,d̪ɐn,,dhundari
mewari_hurda,6328,d̪ɐn,day,,d̪ɐn,,mewari
mewari_bhunyakhedi,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_devpura,6328,d̪ɐn,day,,d̪ɐn,,hadothi
mewari_sangad,6328,d̪ɐn,day,,d̪ɐn,,mewari
hadothi_pakkarana,6328,d̪ɐn,day,,d̪ɐn,,hadothi
dhundari_jorpura,6328,d̪ɐn,day,,d̪ɐn,,dhundari
mewari_dindoli,6328,d̪ɐn,day,,d̪ɐn,,mewari
bagri_makkasar,6328,d̪ɪn,day,,d̪ɪn,,bagri
mewati_udaka,6328,d̪ɪn,day,,d̪ɪn,,mewati
dhundari_bhagatpur,6328,d̪ɪn,day,,d̪ɪn,,dhundari
mewati_goyla,6328,d̪ɪn,day,,d̪ɪn,,mewati
dhundari_chalkoi,6328,d̪ɪn,day,,d̪ɪn,,dhundari
bagri_karnigedda,6328,d̪ɪn,day,,d̪ɪn,,bagri
bagri_mannaksar,6328,d̪ɪn,day,,d̪ɪn,,bagri
hadothi_kelwada,6328,d̪ɪn,day,,d̪ɪn,,hadothi
marwari_fatehgarh,6328,d̪ɪn,day,,d̪ɪn,,marwari
bagri_panjkosi,6328,d̪ɪn,day,,d̪ɪn,,bagri
mewati_akera,6328,d̪ɪn,day,,d̪ɪn,,mewati
bagri_fatehabad,6328,d̪ɪn,day,,d̪ɪn,,bagri
bagri_jamal,6328,d̪ɪn,day,,d̪ɪn,,bagri
dhundari_bhagatpur,6328,d̪ɪn,day,,d̪ɪn,,marwari
marwari_mukheri,6328,d̪ɪn,day,,d̪ɪn,,marwari
mewati_jhambaus,6328,d̪ɪn,day,,d̪ɪn,,mewati
dhundari_chalkoi,6328,d̪ɪn,day,,d̪ɪn,,marwari
mewati_jakhopur,6328,d̪ɪn,day,,d̪ɪn,,mewati
dhundari_badagaon,6328,d̪ɪn,day,,d̪ɪn,,dhundari
mewari_ajmer,6328,d̪ɪn,day,,d̪ɪn,,mewari
bagri_loonkansar,6328,d̪ɪn,day,,d̪ɪn,,bagri
bagri_mirzawala,6328,d̪ɪn,day,,d̪ɪn,,bagri
marwari_gomat,6328,d̪ɪn,day,,d̪ɪn,,marwari
marwari_degana,6328,d̪ɪn,day,,d̪ɪn,,marwari
bagri_pallu,6328,d̪ɪn,day,,d̪ɪn,,bagri
bagri_sardarsahar,6328,d̪ɪn,day,,d̪ɪn,,bagri
mewari_kalgav,6328,d̪ɪn,day,,d̪ɪn,,mewari
mewati_chirkana,6328,d̪ɪn,day,,d̪ɪn,,mewati
marwari_husangsar,6328,d̪ɪn,day,,d̪ɪn,,marwari
dhundari_badagaon,6328,d̪ɪn,day,,d̪ɪn,,marwari
mewati_gulpeda,6328,d̪ɪn,day,,d̪ɪn,,mewati
mewati_hathiya,6328,d̪ɪn,day,,d̪ɪn,,mewati
bagri_lakjikirani,6328,d̪ɪn,day,,d̪ɪn,,bagri
bagri_old_abaddi,6328,d̪ɪn,day,,d̪ɪn,,bagri
dhundari_jorpura,,at̪ɾə,different,,at̪ɾə,,dhundari
bagri_old_abaddi,,aɽ aɽ,different,,aɽ aɽ,,bagri
marwari_bagra,6680,bidʒʌ bidʒʌ,different,,bidʒʌ bidʒʌ,,marwari
mewari_jesingpura,,bɑdʒubɑdʒu,different,,bɑdʒubɑdʒu,,mewari
mewari_ajmer,,dʒudʒi,different,,dʒudʒi,,mewari
dhundari_badagaon,,fʌrʌk,different,,fʌrʌk,,dhundari
mewari_pathera,404,naɭa,different,,naɭa,,mewari
marwari_gomat,404,naɾ naɾa,different,,naɾ naɾa,,marwari
mewari_dholpura,404,naɾa,different,,naɾa,,mewari
marwari_husangsar,404,naɾe,different,,naɾe,,marwari
marwari_mukheri,404,naɾ̪ɔ,different,,naɾ̪ɔ,,marwari
dhundari_badagaon,404,njara nʌkːɨ,different,,njara nʌkːɨ,,dhundari
mewari_kalgav,404,njaɭa,different,,njaɭa,,mewari
mewati_hathiya,404,njaɭa njaɭa,different,,njaɭa njaɭa,,mewati
mewati_gulpeda,404,njaɭa njaɭa,different,,njaɭa njaɭa,,mewati
mewati_udaka,404,njaɭa njaɭa,different,,njaɭa njaɭa,,mewati
mewari_kalgav,404,njaɭɔ,different,,njaɭɔ,,mewari
bagri_lakjikirani,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_makkasar,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_jamal,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_loonkansar,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_karnigedda,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_fatehabad,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_pallu,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_mirzawala,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_sardarsahar,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_mannaksar,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
bagri_panjkosi,404,njaɾe njaɾe,different,,njaɾe njaɾe,,bagri
dhundari_pathalvas,404,njaɾɐ,different,,njaɾɐ,,dhundari
mewari_kalnsas,404,njaɾɐ,different,,njaɾɐ,,mewari
dhundari_bhagatpur,404,njaɾɐ,different,,njaɾɐ,,marwari
mewari_eklingpura,404,njaɾɐ,different,,njaɾɐ,,mewari
dhundari_deladi,404,njaɾɐ,different,,njaɾɐ,,dhundari
mewari_hurda,404,njaɾɐ,different,,njaɾɐ,,mewari
mewari_jesingpura,404,njaɾɑnjaɾɑ,different,,njaɾɑnjaɾɑ,,mewari
marwari_kherwa,404,njaɾɔ,different,,njaɾɔ,,marwari
mewari_gorana,404,njaɾɔ,different,,njaɾɔ,,mewari
dhundari_bamore,404,njaɾɔ,different,,njaɾɔ,,dhundari
dhundari_deladi,404,njaɾɔ,different,,njaɾɔ,,dhundari
mewari_sangad,404,njaɾɔ,different,,njaɾɔ,,mewari
mewari_godra,404,njaɾɔ,different,,njaɾɔ,,mewari
marwari_degana,404,njaɾɔ,different,,njaɾɔ,,marwari
mewari_kannouj,404,njaɾɔ,different,,njaɾɔ,,mewari
dhundari_bhagatpur,404,njaɾʌ,different,,njaɾʌ,,dhundari
mewari_basad,404,njaɾ̪a,different,,njaɾ̪a,,mewari
mewari_dindoli,404,njaɾ̪a,different,,njaɾ̪a,,mewari
mewari_padarada,404,njaɾ̪a,different,,njaɾ̪a,,mewari
mewari_kishanji,404,njaɾ̪i,different,,njaɾ̪i,,mewari
mewari_khor,404,njaɾ̪ɔ,different,,njaɾ̪ɔ,,mewari
dhundari_bhagatpur,404,njɐɾɔ,different,,njɐɾɔ,,marwari
dhundari_bhagatpur,404,njɐɾɔ,different,,njɐɾɔ,,dhundari
dhundari_chalkoi,,nʌkə,different,,nʌkə,,dhundari
dhundari_chalkoi,,n̪ɐkːe,different,,n̪ɐkːe,,marwari
dhundari_badagaon,,n̪ɐkːə,different,,n̪ɐkːə,,marwari
marwari_fatehgarh,,pheːɾ,different,,pheːɾ,,marwari
marwari_falna,,phʌrʌkh,different,,phʌrʌkh,,marwari
marwari_gomat,,t̪as t̪as,different,,t̪as t̪as,,marwari
mewati_udaka,,t̪ɐɾe t̪ɐɾe,different,,t̪ɐɾe t̪ɐɾe,,mewati
mewati_hathiya,,t̪ɐɾe t̪ɐɾe,different,,t̪ɐɾe t̪ɐɾe,,mewati
mewati_gulpeda,,t̪ɐɾe t̪ɐɾe,different,,t̪ɐɾe t̪ɐɾe,,mewati
mewati_hathiya,700,ɐlɐg,different,,ɐlɐg,,mewati
mewati_chirkana,700,ɐlɐg,different,,ɐlɐg,,mewati
mewati_goyla,700,ɐlɐg,different,,ɐlɐg,,mewati
mewati_jhambaus,700,ɐlɐg,different,,ɐlɐg,,mewati
mewari_bannoda,700,ɐlɐg,different,,ɐlɐg,,mewari
mewati_akera,700,ɐlɐg ɐlɐg,different,,ɐlɐg ɐlɐg,,mewati
mewati_jakhopur,700,ɐlɐg ɐlɐg,different,,ɐlɐg ɐlɐg,,mewati
mewari_bhunyakhedi,700,ɲaɾaɲaɾa,different,,ɲaɾaɲaɾa,,mewari
dhundari_badagaon,,ʌlʌg,different,,ʌlʌg,,dhundari
hadothi_patera,404,naɭa,different (other),,naɭa,,hadothi
hadothi_shyampura,404,naɭi,different (other),,naɭi,,hadothi
hadothi_piplia,404,naɾ̪ɐ,different (other),,naɾ̪ɐ,,hadothi
hadothi_silori,404,njaɭɔ,different (other),,njaɭɔ,,hadothi
hadothi_gothda,404,njaɾ̪ɔ,different (other),,njaɾ̪ɔ,,hadothi
hadothi_kelwada,404,njaɾ̪ɛ,different (other),,njaɾ̪ɛ,,hadothi
hadothi_devpura,404,n̪aɭɔ,different (other),,n̪aɭɔ,,hadothi
hadothi_pakkarana,,phɐɾkɔ,different (other),,phɐɾkɔ,,hadothi
hadothi_kawai,,phɐɾɐk,different (other),,phɐɾɐk,,hadothi
hadothi_shyampura,,phɐɾɐk,different (other),,phɐɾɐk,,hadothi
hadothi_kelwada,700,ɐlɐg,different (other),,ɐlɐg,,hadothi
hadothi_kawai,,ɐn̪t̪ɐɾ,different (other),,ɐn̪t̪ɐɾ,,hadothi
bagri_fatehabad,e64,gaɳɖak,dog,,gaɳɖak,,bagri
hadothi_kelwada,e64,gɐɖɐk,dog,,gɐɖɐk,,hadothi
mewari_dholpura,e64,gɐɖɐkəɖa,dog,,gɐɖɐkəɖa,,mewari
mewari_kishanji,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewati_akera,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewati
dhundari_badagaon,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,marwari
mewari_padarada,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewari_ajmer,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
mewari_sangad,e64,gɐɳɖɐk,dog,,gɐɳɖɐk,,mewari
hadothi_silori,e64,gɐɳɖɐkɐɖa,dog,,gɐɳɖɐkɐɖa,,hadothi
mewari_kalgav,e64,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
mewari_kishanji,e64,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
mewari_padarada,e64,gɐɳɖɐkɖa,dog,,gɐɳɖɐkɖa,,mewari
