Phal,,bistiṇóokam,of width; of breadth,بِستِݨوکم,bistiɳóokam,,liljegren,,,liljegren-LX000416,,,,adv manner
Phal,11968,biṣ,poison,بِݜ,biʂ,Inflection: a-decl (Obl): -á,liljegren,,viṣá- 'poison' (T: 11968),liljegren-LX000417,,,,noun m Palula-noun-class-a
Phal,11949,biṣáama,to rest,بِݜامہ,biʂáama,"Inflection: L:cons (Prs): biṣamáanu, (Pfv): biṣamílu, (Cv): biṣamí, (Imp): biṣáam; Morphemic form: biṣám-",liljegren,,viśramatē 'rests' (T: 11949),liljegren-LX000418,,,,verb intr Palula-verb-class-L-consonant
biori,11949,biṣáame,to rest,,,"Inflection: L:cons (Prs): biṣamáanu, (Pfv): biṣamílu, (Cv): biṣamí, (Imp): biṣáam; Morphemic form: biṣám-; Variant restriction: Biori",liljegren,,viśramatē 'rests' (T: 11949),liljegren-LX000418-variant-1,liljegren-LX000418,,,verb intr Palula-verb-class-L-consonant dialect:Biori
Phal,,bigaár,serfdom,بِگار,biɡaár,Inflection: i-decl (Obl): bigeerí,liljegren,,"Origin: Urdu (Persian): bigaar, begaar",liljegren-LX000419,,,,noun f Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,bigaaṣíi,to spread (out),بِگاݜی,biɡaaʂíi,"Inflection: L:e (Prs): bigeeṣáanu, (Pfv): bigeeṣílu, (Cv): bigeeṣí, (Imp): bigaaṣá; Morphemic form: bigáaṣ-é",liljegren,,,liljegren-LX000420,,,,verb tr Palula-verb-class-L-e
Phal,,bigeeṣíi,to spread (out),,,"Inflection: L:e (Prs): bigeeṣáanu, (Pfv): bigeeṣílu, (Cv): bigeeṣí, (Imp): bigaaṣá; Morphemic form: bigáaṣ-é",liljegren,,,liljegren-LX000420-variant-1,liljegren-LX000420,,,verb tr Palula-verb-class-L-e
Phal,,booɣlá,"burqa, hijab",بوغلہ,booɣlá,Inflection: ee-decl (Pl): booɣleé,liljegren,,,liljegren-LX000421,,,,noun m Palula-noun-class-ee
Phal,,booǰái,sack,بوجئیۡ,boodʑéj,"Inflection: a-decl (Obl, pl): booǰée",liljegren,,,liljegren-LX000422,,,,noun f Palula-noun-class-a
biori,,booǰéi,sack,,,"Inflection: a-decl (Obl, pl): booǰée; Variant restriction: Biori",liljegren,,,liljegren-LX000422-variant-1,liljegren-LX000422,,,noun f Palula-noun-class-a dialect:Biori
Phal,11572,bóolu,(straw of) hair,بولوۡ,bóolo,"Inflection: a-decl (Obl, pl): bóola; Morphemic form: báal-u",liljegren,,"vā́la- 'hair of tail, tail, hair (masc)' (T: 11572)",liljegren-LX000423,,,,noun m Palula-noun-class-a
biori,11572,búulu,(straw of) hair,,,"Inflection: a-decl (Obl, pl): bóola; Morphemic form: báal-u; Variant restriction: Biori",liljegren,,"vā́la- 'hair of tail, tail, hair (masc)' (T: 11572)",liljegren-LX000423-variant-1,liljegren-LX000423,,,noun m Palula-noun-class-a dialect:Biori
Phal,,bóor,bored,بور,bóor,,liljegren,,Origin: Urdu (English): bor,liljegren-LX000424,,,,adj indecl loanword loan:English loan:Urdu
Phal,,bóor thíi,to bore sb,بور تھی,bóor tʰíi,,liljegren,,,liljegren-LX000425,,,,verb tr compound conjunct-verb incorporating
Phal,6658,bóoš,twelve,بوش,bóoɕ,Morphemic form: báaš,liljegren,,dvā́daśa 'twelve' (T: 6658),liljegren-LX000426,,,,num
biori,6658,báaš,twelve,,,Morphemic form: báaš; Variant restriction: Biori,liljegren,,dvā́daśa 'twelve' (T: 6658),liljegren-LX000426-variant-1,liljegren-LX000426,,,num dialect:Biori
Phal,,bootál,bottle,بوتل,bootál,"Inflection: i-decl (Obl, pl): í",liljegren,,Origin: Urdu (English): botal,liljegren-LX000427,,,,noun m Palula-noun-class-i loanword loan:English loan:Urdu
Phal,9893,bráam,joint,برام,bráam,"Inflection: a-decl (Obl, pl): -a",liljegren,,"márman- 'vulnerable spot, vital organ; secret; limb, joint (neut)' (T: 9893)",liljegren-LX000428,,,,noun m Palula-noun-class-a
Phal,,breéx,twich of pain (in the ribs),بریخ,breéx,"Inflection: i-decl (Obl, pl): -í",liljegren,,Origin: Pashto: brex,liljegren-LX000429,,,,noun f Palula-noun-class-i loanword loan:Pashto
Phal,,breéx díi,to feel pain (in the ribs),بریخ دی,breéx díi,Restriction: Fem agr with non-verb element in pfv,liljegren,,,liljegren-LX000430,,,,verb tr compound conjunct-verb non-incorporating
Phal,,breéx nikhíi,to have pain (in the ribs),بریخ نِکھی,breéx nikʰíi,Restriction: Fem agr with non-verb element in pfv,liljegren,,,liljegren-LX000431,,,,verb intr compound conjunct-verb non-incorporating
Phal,,bruǰéeli,Brujeli (peak in Kodgha in Ashret Valley),برُجیلیۡ,brudʑéeli,Inflection: m-decl,liljegren,,,liljegren-LX000432,,,,noun f proper-noun Palula-noun-class-m
Phal,,buc̣h,hunger,بُڇھ,"buʈʂ, buʂ",Inflection: a-decl (Obl): -á,liljegren,,"bubhukṣā- 'desire to eat, hunger (fem)'",liljegren-LX000433,,,,noun m Palula-noun-class-a
Phal,,buc̣hoól,hunger,,,Inflection: a-decl (Obl): -á,liljegren,,"bubhukṣā- 'desire to eat, hunger (fem)'",liljegren-LX000433-variant-1,liljegren-LX000433,,,noun m Palula-noun-class-a
Phal,,buc̣haalíi,"to become hungry, feel hunger",بُڇھالی,"buʈʂʰaalíi, buʂaalíi","Inflection: L:e (Prs): buc̣haaláanu, (Pfv): buc̣heelíilu, (Cv): buc̣heelí; Morphemic form: buc̣h-aal-é-",liljegren,,,liljegren-LX000434,,,,verb intr Palula-verb-class-L-e
Phal,,buc̣héeli,hungry (fem),بُڇھیلیۡ,buʈʂʰéeli,,liljegren,,,liljegren-LX000435,,,,adj
Phal,,buc̣hóolu,hungry,بُڇھولوۡ,buʈʂʰóolo,Inflection: Uml (Fem): buc̣héeli; Morphemic form: buc̣háal-,liljegren,,,liljegren-LX000436,,,,adj
Phal,11652,buc̣húṇa,to card (wool),بُڇُھݨہ,buʈʂʰúɳa,"Inflection: L:cons (Prs): buc̣huṇáanu, (Pfv): buc̣huṇílu, (Cv): buc̣huṇí, (Imp): buc̣húṇ; Morphemic form: buc̣húṇ-",liljegren,,*vikṣuṇatti 'pounds' (T: 11652),liljegren-LX000437,,,,verb tr Palula-verb-class-L-consonant
biori,11652,buc̣húṇe,to card (wool),,,"Inflection: L:cons (Prs): buc̣huṇáanu, (Pfv): buc̣huṇílu, (Cv): buc̣huṇí, (Imp): buc̣húṇ; Morphemic form: buc̣húṇ-; Variant restriction: Biori",liljegren,,*vikṣuṇatti 'pounds' (T: 11652),liljegren-LX000437-variant-1,liljegren-LX000437,,,verb tr Palula-verb-class-L-consonant dialect:Biori
Phal,,búdu,understood (masc sg),بُدوۡ,búdo,,liljegren,,,liljegren-LX000438,,,,verb intr
Phal,,búḍa,to sting; prick; poke,بُڈہ,búɖa,"Inflection: L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí, (Imp): buḍ; Morphemic form: buḍ-",liljegren,,,liljegren-LX000439,,,,verb intr Palula-verb-class-L-consonant
biori,,bhúḍe,to sting; prick; poke,,,"Inflection: L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí, (Imp): buḍ; Morphemic form: buḍ-; Variant restriction: Biori",liljegren,,,liljegren-LX000439-variant-1,liljegren-LX000439,,,verb intr Palula-verb-class-L-consonant dialect:Biori
Phal,,búḍa,to set (about sun),بُڈہ,búɖa,"Inflection: L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí; Morphemic form: buḍ-",liljegren,,,liljegren-LX000440,,,,verb intr Palula-verb-class-L-consonant
biori,,bhúḍe,to set (about sun),,,"Inflection: L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí; Morphemic form: buḍ-; Variant restriction: Biori",liljegren,,,liljegren-LX000440-variant-1,liljegren-LX000440,,,verb intr Palula-verb-class-L-consonant dialect:Biori
Phal,,búḍa,trousers (upper part),بُڈہ,búɖa,Inflection: a-decl (Obl (pl)): -m; Restriction: With plural reference,liljegren,,,liljegren-LX000441,,,,noun m Palula-noun-class-a
Phal,,buḍóo,to sting sb,بُڈو,buɖóo,"Inflection: L:a (Prs): buḍaáanu, (Pfv): buḍóolu, (Cv): buḍaá, (Imp): buḍá",liljegren,,,liljegren-LX000442,,,,verb tr Palula-verb-class-L-a
Phal,9279,búǰa,"to understand, realize",بُجہ,búdʑa,"Inflection: T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ; Morphemic form: buǰ-, bud-",liljegren,,"búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)",liljegren-LX000443,,,,verb intr Palula-verb-class-T
biori,9279,búǰe,"to understand, realize",,,"Inflection: T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ; Morphemic form: buǰ-, bud-; Variant restriction: Biori",liljegren,,"búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)",liljegren-LX000443-variant-1,liljegren-LX000443,,,verb intr Palula-verb-class-T dialect:Biori
Phal,9276,búǰa,"to understand, realize",بُجہ,búdʑa,"Inflection: T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ; Morphemic form: buǰ-, bud-",liljegren,,"búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)",liljegren-LX000443-turner-9276,,,,verb intr Palula-verb-class-T
biori,9276,búǰe,"to understand, realize",,,"Inflection: T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ; Morphemic form: buǰ-, bud-; Variant restriction: Biori",liljegren,,"búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)",liljegren-LX000443-turner-9276-variant-1,liljegren-LX000443-turner-9276,,,verb intr Palula-verb-class-T dialect:Biori
Phal,,buǰóo,to make sb understand,بُجو,budʑóo,"Inflection: L:a (Prs): buǰaáanu, (Pfv): buǰóolu, (Cv): buǰaá, (Imp): buǰá; Morphemic form: buǰ-á-",liljegren,,,liljegren-LX000444,,,,verb tr Palula-verb-class-L-a
biori,,buǰúu,to make sb understand,,,"Inflection: L:a (Prs): buǰaáanu, (Pfv): buǰóolu, (Cv): buǰaá, (Imp): buǰá; Morphemic form: buǰ-á-; Variant restriction: Biori",liljegren,,,liljegren-LX000444-variant-1,liljegren-LX000444,,,verb tr Palula-verb-class-L-a dialect:Biori
Phal,,búku,dull,بُکوۡ,búko,Inflection: Reg (Fem): búki; Morphemic form: buk-,liljegren,,,liljegren-LX000445,,,,adj
biori,,móḍu,dull,,,Inflection: Reg (Fem): búki; Morphemic form: buk-; Variant restriction: Biori,liljegren,,,liljegren-LX000445-variant-1,liljegren-LX000445,,,adj dialect:Biori
Phal,,buláaḍa,"to look for sb, call sb",بُلاڈہ,buláaɖa,"Inflection: L:cons (Prs): bulaḍáanu, (Pfv): bulaḍílu, (Cv): bulaḍí, (Imp): buláaḍ; Morphemic form: buláḍ-",liljegren,,,liljegren-LX000446,,,,verb tr Palula-verb-class-L-consonant
biori,,buláaḍe,"to look for sb, call sb",,,"Inflection: L:cons (Prs): bulaḍáanu, (Pfv): bulaḍílu, (Cv): bulaḍí, (Imp): buláaḍ; Morphemic form: buláḍ-; Variant restriction: Biori",liljegren,,,liljegren-LX000446-variant-1,liljegren-LX000446,,,verb tr Palula-verb-class-L-consonant dialect:Biori
Phal,,bulooṣṭóo,to snatch; fight over,بُلوݜٹو,bulooʂʈóo,"Inflection: L:a (Prs): bulooṣṭaáanu, (Pfv): bulooṣṭóolu, (Cv): bulooṣṭaá, (Imp): bulooṣṭá; Morphemic form: bulooṣṭ-á-",liljegren,,,liljegren-LX000447,,,,verb tr Palula-verb-class-L-a
Phal,,bilooṣṭóo,to snatch; fight over,,,"Inflection: L:a (Prs): bulooṣṭaáanu, (Pfv): bulooṣṭóolu, (Cv): bulooṣṭaá, (Imp): bulooṣṭá; Morphemic form: bulooṣṭ-á-",liljegren,,,liljegren-LX000447-variant-1,liljegren-LX000447,,,verb tr Palula-verb-class-L-a
biori,,bulooṣṭúu,to snatch; fight over,,,"Inflection: L:a (Prs): bulooṣṭaáanu, (Pfv): bulooṣṭóolu, (Cv): bulooṣṭaá, (Imp): bulooṣṭá; Morphemic form: bulooṣṭ-á-; Variant restriction: Biori",liljegren,,,liljegren-LX000447-variant-2,liljegren-LX000447,,,verb tr Palula-verb-class-L-a dialect:Biori
Phal,,butsóo,"to inject, insert",بُڅو,butsóo,"Inflection: L:a (Prs): butsaáanu, (Pfv): butsóolu, (Cv): butsaá, (Imp): butsá; Morphemic form: buts-á-",liljegren,,,liljegren-LX000448,,,,verb tr Palula-verb-class-L-a
biori,,butsúu,"to inject, insert",,,"Inflection: L:a (Prs): butsaáanu, (Pfv): butsóolu, (Cv): butsaá, (Imp): butsá; Morphemic form: buts-á-; Variant restriction: Biori",liljegren,,,liljegren-LX000448-variant-1,liljegren-LX000448,,,verb tr Palula-verb-class-L-a dialect:Biori
Phal,,bútsu,"large, wooden stick",بُڅوۡ,bútso,"Inflection: a-decl (Obl, pl): bútsa",liljegren,,,liljegren-LX000449,,,,noun m Palula-noun-class-a
Phal,,buṭ,boot; heavy shoe,بُٹ,buʈ,"Inflection: a-decl (Obl, pl): -á",liljegren,,Origin: Urdu (English): buṭ,liljegren-LX000450,,,,noun m Palula-noun-class-a loanword loan:English loan:Urdu
Phal,,buṭheé,all,بُٹھے,buʈʰeé,,liljegren,,,liljegren-LX000451,,,,determiner
Phal,,buṭheé,all (of a referred to group),بُٹھے,buʈʰeé,,liljegren,,,liljegren-LX000452,,,,pron indef interr
Phal,,buṭhimeém,all (obl),بُٹِھمیم,buʈʰimeém,,liljegren,,,liljegren-LX000453,,,,pron indef interr
Phal,,búṭi,small plant,بُٹیۡ,búʈi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000454,,,,noun f Palula-noun-class-m
Phal,,buṭíi,to braid,بُٹی,buʈíi,"Inflection: L:e (Prs): buṭáanu, (Pfv): buṭílu, (Cv): buṭí, (Imp): buṭá; Morphemic form: buṭ-é-",liljegren,,,liljegren-LX000455,,,,verb tr Palula-verb-class-L-e
Phal,,buuḍíi,"to grow old, age",بُوڈی,buuɖíi,"Inflection: L:e (Prs): buuḍáanu, (Pfv): buuḍíilu, (Cv): buuḍí, (Imp): búuḍ; Morphemic form: buuḍ-é-",liljegren,,,liljegren-LX000456,,,,verb intr Palula-verb-class-L-e
Phal,,buuḍóo,to cause grievance (lit. make sb grow old),بُوڈو,buuɖóo,"Inflection: L:a (Prs): buuḍaáanu, (Pfv): buuḍóolu, (Cv): buuḍaá, (Imp): buuḍá; Morphemic form: buuḍ-á-",liljegren,,,liljegren-LX000457,,,,verb tr Palula-verb-class-L-a
biori,,buuḍúu,to cause grievance (lit. make sb grow old),,,"Inflection: L:a (Prs): buuḍaáanu, (Pfv): buuḍóolu, (Cv): buuḍaá, (Imp): buuḍá; Morphemic form: buuḍ-á-; Variant restriction: Biori",liljegren,,,liljegren-LX000457-variant-1,liljegren-LX000457,,,verb tr Palula-verb-class-L-a dialect:Biori
Phal,9268,buuḍóolu,spider,بُوڈولوۡ,buuɖóolo,"Inflection: a-decl (Obl, pl): buuḍóola",liljegren,,*buḍḍha- 'defective' (T: 9268),liljegren-LX000458,,,,noun m Palula-noun-class-a
Phal,9271,búuḍu,old,بُوڈوۡ,búuɖo,Inflection: Reg (Fem): búuḍi,liljegren,,*buḍḍha- 'old' (T: 9271),liljegren-LX000459,,,,adj
Phal,,búusi,kiss,بُوسیۡ,búusi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000460,,,,noun f Palula-noun-class-m
Phal,,buzeeghaá,Buzegha (hamlet in upper Ashret Valley with a Pashtun majority),بزیگھا,buzeeɡhaá,Inflection: ee-decl (Obl): buzeeghaá,liljegren,,,liljegren-LX000461,,,,noun m proper-noun Palula-noun-class-ee
Phal,,buzrúg,pious man,بُزرگ,buzrúɡ,"Inflection: aan-decl (Obl): -á, (Pl): -aán",liljegren,,Origin: Urdu (Persian): buzurg,liljegren-LX000462,,,,noun m Palula-noun-class-aan loanword loan:Persian loan:Urdu
Phal,,čaakú,knife,چاکوۡ,tɕaakú,Inflection: a-decl (Pl): -á,liljegren,,,liljegren-LX000463,,,,noun m Palula-noun-class-a
Phal,,čáam,"leather, skin (from cow or bull)",چام,tɕáam,Inflection: a-decl (Obl): -a,liljegren,,,liljegren-LX000464,,,,noun m Palula-noun-class-a
Phal,,čáanču,curl of hair,چانچوۡ,tɕaaɲtɕu,"Inflection: a-decl (Obl, pl): čáanča",liljegren,,,liljegren-LX000465,,,,noun m Palula-noun-class-a
Phal,,čaapheér,surrounding,چاپھیر,tɕaapʰeér,,liljegren,,"Origin: Pashto: čaaper, čaapera",liljegren-LX000466,,,,adj indecl loanword loan:Pashto
Phal,,čaapheerá,surrounding,,,,liljegren,,"Origin: Pashto: čaaper, čaapera",liljegren-LX000466-variant-1,liljegren-LX000466,,,adj indecl loanword loan:Pashto
Phal,4762,čáar,fresh grass (esp. as fodder),چار,tɕáar,"Inflection: i-decl (Obl, pl): čarí",liljegren,,*cāri- 'grass' (T: 4762),liljegren-LX000467,,,,noun f Palula-noun-class-i
biori,4762,čar,fresh grass (esp. as fodder),,,"Inflection: i-decl (Obl, pl): čarí; Variant restriction: Biori",liljegren,,*cāri- 'grass' (T: 4762),liljegren-LX000467-variant-1,liljegren-LX000467,,,noun f Palula-noun-class-i dialect:Biori
Phal,,čáara,to graze,چارہ,tɕáara,"Inflection: L:cons (Prs): čaráanu, (Pfv): čarílu, (Cv): čarí, (Imp): čáar; Morphemic form: čar-",liljegren,,,liljegren-LX000468,,,,verb intr Palula-verb-class-L-consonant
biori,,čáare,to graze,,,"Inflection: L:cons (Prs): čaráanu, (Pfv): čarílu, (Cv): čarí, (Imp): čáar; Morphemic form: čar-; Variant restriction: Biori",liljegren,,,liljegren-LX000468-variant-1,liljegren-LX000468,,,verb intr Palula-verb-class-L-consonant dialect:Biori
Phal,,čaaríi,to take (cattle) for grazing,چاری,tɕaaríi,"Inflection: L:e (Prs): čaaráanu, (Pfv): čeerílu, (Cv): čeerí, (Imp): čaará; Morphemic form: čaar-é-",liljegren,,,liljegren-LX000469,,,,verb tr Palula-verb-class-L-e
Phal,,čaarpaá,animal (esp. fourlegged),چارپا,tɕaarpaá,,liljegren,,,liljegren-LX000470,,,,noun m
Phal,,čaaršambá,Wednesday,چارشمبہ,tɕaaɕambá,,liljegren,,Origin: Persian: čahaar-šambih,liljegren-LX000471,,,,noun m loanword loan:Persian
Phal,,čaaršambeedíis,Wednesday,,,,liljegren,,Origin: Persian: čahaar-šambih,liljegren-LX000471-variant-1,liljegren-LX000471,,,noun m loanword loan:Persian
Phal,,čaargúl,"nosepin, stud",چارگُل,tɕaarɡúl,"Inflection: i-decl (Obl, pl): -í",liljegren,,,liljegren-LX000472,,,,noun m Palula-noun-class-i
Phal,,čaaṛaá,dumb (unable to speak),چاڑا,tɕaaɽaá,Inflection: Irr (Fem): čaarái,liljegren,,Origin: Pashto: čaaṛaa,liljegren-LX000473,,,,adj loanword loan:Pashto
Phal,,čaáx,"fat, strong, healthy",چاخ,tɕaáx,,liljegren,,Origin: Pashto: čaaɣ,liljegren-LX000474,,,,adj indecl loanword loan:Pashto
Phal,,čadúur,big basket,چدُور,tɕadúur,"Inflection: a-decl (Obl, pl): -a",liljegren,,,liljegren-LX000475,,,,noun m Palula-noun-class-a
Phal,,čainá,china (porcelain); utensils from China,چائنا,tɕajná,,liljegren,,Origin: Urdu 'of or belonging to China': čiinaa,liljegren-LX000476,,,,noun m loanword loan:Urdu
Phal,,čakaaḍhám,"Chakadham (settlement in Dhamaret, Biori Valley)",چکاڈھم,tɕakaaɖhám,Inflection: a-decl (Obl): -á,liljegren,,,liljegren-LX000477,,,,noun m proper-noun Palula-noun-class-a
Phal,,čakái,heap of maize,چکئیۡ,tɕakéj,"Inflection: a-decl (Obl, pl): čakée",liljegren,,,liljegren-LX000478,,,,noun f Palula-noun-class-a
Phal,,čakatíi,"to chop, cut (with an axe)",چکتی,tɕakatíi,"Inflection: L:e (Prs): čakatáanu, (Pfv): čakatílu, (Cv): čakatí, (Imp): čakatá; Morphemic form: čakat-é-",liljegren,,,liljegren-LX000479,,,,verb tr Palula-verb-class-L-e
Phal,,čal,"manner, way, plan; skill, trick",چل,tɕal,"Inflection: i-decl (Obl, pl): čalí",liljegren,,Origin: Urdu: čal,liljegren-LX000480,,,,noun f Palula-noun-class-i loanword loan:Urdu
Phal,,čaál,"manner, way, plan; skill, trick",,,"Inflection: i-decl (Obl, pl): čalí",liljegren,,Origin: Urdu: čal,liljegren-LX000480-variant-1,liljegren-LX000480,,,noun f Palula-noun-class-i loanword loan:Urdu
Phal,,čalaíǰa,"to run, turn, get going, function",چلئِجہ,tɕalajídʑa,"Inflection: L:cons (Prs): čalaiǰáanu, (Pfv): čalaiǰílu, (Cv): čalaiǰí, (Imp): čalaíǰ; Morphemic form: čaláy-íǰ-",liljegren,,,liljegren-LX000481,,,,verb intr Palula-verb-class-L-consonant
Phal,,čalayíi,"to drive (a vehicle, etc.)",چلئی,tɕalajíi,"Inflection: L:e (Prs): čalayáanu, (Pfv): čalayílu, (Cv): čalayí, (Imp): čalayá; Morphemic form: čaláy-é",liljegren,,,liljegren-LX000482,,,,verb tr Palula-verb-class-L-e
Phal,,čalúṭi,bird (esp. sparrow),چلُٹیۡ,tɕalúʈi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000483,,,,noun f Palula-noun-class-m
Phal,,čailúṭi,bird (esp. sparrow),,,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000483-variant-1,liljegren-LX000483,,,noun f Palula-noun-class-m
Phal,,čamán,garden,چمن,tɕamán,"Inflection: i-decl (Obl, pl): -í",liljegren,,Origin: Urdu (Persian): čaman,liljegren-LX000484,,,,noun f Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,čamúṭi,"crest, cockscomb",چمُٹیۡ,tɕamúʈi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000485,,,,noun f Palula-noun-class-m
Phal,,čand,some; a bit,چند,tɕand,,liljegren,,Origin: Urdu (Persian): čand,liljegren-LX000486,,,,adj indecl loanword loan:Persian loan:Urdu
Phal,,čandá,"donation, collection (of money)",چندہ,tɕandá,Inflection: ee-decl (Pl): čandeé,liljegren,,,liljegren-LX000487,,,,noun m Palula-noun-class-ee
Phal,,čandeešúma,fourteenth,چندیشُمہ,tɕandeeɕúma,,liljegren,,,liljegren-LX000488,,,,determiner
Phal,4605,čandíiš,fourteen,چندِیش,tɕandíiɕ,Morphemic form: čandéeš,liljegren,,cáturdaśa 'fourteen' (T: 4605),liljegren-LX000489,,,,num
biori,4605,čandéeš,fourteen,,,Morphemic form: čandéeš; Variant restriction: Biori,liljegren,,cáturdaśa 'fourteen' (T: 4605),liljegren-LX000489-variant-1,liljegren-LX000489,,,num dialect:Biori
Phal,,čang,instrument played on rubber bands,چنگ,tɕaŋɡ,"Inflection: i-decl (Obl, pl): -í",liljegren,,,liljegren-LX000490,,,,noun m Palula-noun-class-i
Phal,,čap,Co-lexicalized intensifier,چپ,tɕap,,liljegren,,,liljegren-LX000491,,,,adv degree
Phal,,čapíi,to gnaw on sth,چپی,tɕapíi,"Inflection: L:e (Prs): čapáanu, (Pfv): čapílu, (Cv): čapí, (Imp): čapá; Morphemic form: čap-é-",liljegren,,,liljegren-LX000492,,,,verb tr Palula-verb-class-L-e
Phal,,čarbhaáng,dawn,چربھانگ,tɕarbhaáŋɡ,"Inflection: i-decl (Obl, pl): čarbheengí",liljegren,,,liljegren-LX000493,,,,noun f Palula-noun-class-i
biori,,čarbaáng,dawn,,,"Inflection: i-decl (Obl, pl): čarbheengí; Variant restriction: Biori",liljegren,,,liljegren-LX000493-variant-1,liljegren-LX000493,,,noun f Palula-noun-class-i dialect:Biori
Phal,,čáu,Co-lexicalized intensifier,چئوۡ,tɕaw,,liljegren,,,liljegren-LX000494,,,,adv degree
Phal,,čaukaáṭ,door frame,چوکاٹ,tɕawkaáʈ,"Inflection: i-decl (Obl, pl): čaukeeṭí",liljegren,,Origin: Pashto (Urdu): čaukhaṭ,liljegren-LX000495,,,,noun f Palula-noun-class-i loanword loan:Pashto loan:Urdu
Phal,,čauráts,small beam,چورڅ,"tɕawráts, tɕawrás","Inflection: i-decl (Obl, pl): -í",liljegren,,,liljegren-LX000496,,,,noun m Palula-noun-class-i
Phal,,čay,tea,چئیۡ,tɕaj,Inflection: i-decl (Obl): -í,liljegren,,Origin: Urdu (Sinitic): čaaˈe,liljegren-LX000497,,,,noun f Palula-noun-class-i loanword loan:Sinitic loan:Urdu
biori,,čéy,tea,,,Inflection: i-decl (Obl): -í; Variant restriction: Biori,liljegren,,Origin: Urdu (Sinitic): čaaˈe,liljegren-LX000497-variant-1,liljegren-LX000497,,,noun f Palula-noun-class-i loanword loan:Sinitic loan:Urdu dialect:Biori
Phal,,čéeli,"wide, thick, big (fem)",چیلیۡ,tɕéeli,,liljegren,,,liljegren-LX000498,,,,adj
Phal,,čeemáaru,"of steel, iron",چیماروۡ,tɕeemáaru,Inflection: Uml (Fem): čeeméeri; Morphemic form: čeemár-,liljegren,,,liljegren-LX000499,,,,adj
Phal,,čeeméeri,"of steel, iron (fem)",چیمیریۡ,tɕeeméeri,,liljegren,,,liljegren-LX000500,,,,adj
Phal,,čéeri,spouted jug,چیریۡ,tɕéeri,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000501,,,,noun f Palula-noun-class-m
Phal,,čháaḍa,to vomit,چھاڈہ,tɕáaɖa,"Inflection: L:cons (Prs): čhaḍáanu, (Pfv): čhaḍílu, (Cv): čhaḍí, (Imp): čháaḍ; Morphemic form: čhaḍ-",liljegren,,,liljegren-LX000502,,,,verb intr Palula-verb-class-L-consonant
Phal,4963,čhaál,kid (young goat),چھال,tɕʰaál,"Inflection: a-decl (Obl, pl): -á",liljegren,,chagalá- 'goat (masc)' (T: 4963),liljegren-LX000503,,,,noun m Palula-noun-class-a
Phal,,čhaál,regulating device in water mill,چھال,tɕʰaál,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000504,,,,noun m Palula-noun-class-a
Phal,,čhaáṭ,"shot, blow",چھاٹ,tɕaáʈ,"Inflection: i-decl (Obl, pl): čhaṭí",liljegren,,,liljegren-LX000505,,,,noun f Palula-noun-class-i
Phal,,čhaaṭíi,to sift or clean maize or rice,چھاٹی,tɕʰaaʈíi,"Inflection: L:e (Prs): čhaaṭáanu, (Pfv): čheeṭílu, (Cv): čheeṭí, (Imp): čhaaṭá; Morphemic form: čháaṭ-é-",liljegren,,,liljegren-LX000506,,,,verb tr Palula-verb-class-L-e
Phal,5027,čhay,shade; shadow,چھئیۡ,"tɕʰaj, tɕʰej",Inflection: i-decl (Ob): -í,liljegren,,"chāyā́- 'shade, shadow, reflection; complexion; beauty (f)' (T: 5027)",liljegren-LX000507,,,,noun f Palula-noun-class-i
biori,5027,čhey,shade; shadow,,,Inflection: i-decl (Ob): -í; Variant restriction: Biori,liljegren,,"chāyā́- 'shade, shadow, reflection; complexion; beauty (f)' (T: 5027)",liljegren-LX000507-variant-1,liljegren-LX000507,,,noun f Palula-noun-class-i dialect:Biori
