gamb,n856,viš′i,twenty,,, [+],morgenstierne
sanu,n860,os′a˜,nineteen,,,,strand
nis,n860,e˜ši,nineteen,,,,strand
gamb,n860,eš′i,nineteen,,, [+],morgenstierne
usut,n863,vem′e:,men (in ritual speech),,, [?],buddruss
usut,n863,vaǰm′i,"hey, man!",,,,strand
zumu,n863,vârǰem′i,man,,,,morgenstierne
sec,n863,varǰim′i,man,,,,morgenstierne
ktivi,n864,bi′er,stud,,, [+; or T. 9606 bheḍra- ‘ram’?],strand
Kam,n864,b′era,stud,,, [+; or T. 9606 bheḍra- ‘ram’?],strand
sanu,n864,ber′a,stud,,, [+; or T. 9606 bheḍra- ‘ram’?],strand
ktivi,n869,v′em,lower spreader on loom,,, [+],strand
Kam,n869,v′em,lower spreader on loom,,, [+],strand
sanu,n869,v′am,lower spreader on loom,,,,strand
nis,n869,vem,spreader on loom,,, [+],strand
sanu,n873,v′ia˜s,willow,,,,strand
gamb,n873,vy′ä˜š,willow,,,,morgenstierne
ktivi,n878,vaš′a,neighbor,,,,strand
Kam,n878,viš′a,neighbor,,,,strand
sanu,n878,vaš′i,neighbor,,,,strand
nis,n878,veša,neighbor,,,,strand
sec,n882,′üšu,poison,,,,morgenstierne
ktivi,n882,v′iš,poison,,,,strand
Kam,n882,v′iš,poison,,,,strand
sanu,n882,i′os,poison,,,,strand
nis,n882,viš,poison,,,,strand
usut,n887,av′âš,happy,,,,buddruss
sec,n887,voš-,wish; agree with,,,,morgenstierne
ktivi,n887,vaš′e-,think; suppose; want to,,,,strand
Kam,n887,viš′a-,think; suppose; want to,,,,strand
vagal,n890,vař-,was,,,,strand
vagal,n890,vře-,is,,,,strand
ames,n890,vaṛ-,is,,,,strand
nis,n890,oṛ-a-,is; remains,,,,strand
ktivi,n893,v′um,free time,,, [+?; cf. Slav. vreme˜ ‘time’],strand
Kam,n893,v′om,free time,,, [+?; cf. Slav. vreme˜ ‘time’],strand
nis,n893,vâm,free time,,, [+?; cf. Slav. vreme˜ ‘time’],strand
ktivi,n897,v′or,stone whorl at the bottom of a spindle,,,,strand
Kam,n897,v′or,stone whorl at the bottom of a spindle,,,,strand
ktivi,n898,v′oř,millstone; wheel,,, [+],strand
Kam,n898,v′âř,millstone; wheel,,, [+],strand
nis,n898,vâṛ,stone whorl at the bottom of a spindle,,, [+],strand
ktivi,n899,v′oṭ,convex skillet,,, [+],strand
Kam,n899,v′oṭ,convex skillet,,, [+],strand
ktivi,n903,v′oṭ,rock; (legal) precedent,,,,strand
Kam,n903,v′oṭ,rock; (legal) precedent,,,,strand
sanu,n903,v′âːṭ,rock,,,,strand
nis,n903,vâṭ,rock,,,,strand
gamb,n903,v′âṭ,rock,,,,morgenstierne
sec,n906,vaṭ′âga,kind of walnut,,, [+],morgenstierne
ktivi,n906,vâṭ′ui âmřu,"kind of walnut tree (small, hard nuts)",,, [+],strand
Kam,n906,vâṭ′uňi,"kind of walnut tree (small, hard nuts)",,, [+],strand
ktivi,n909,vâṭ′ui,testicle,,, [+],strand
Kam,n909,"vâṭ′uňi 
mâṇa",testicle,,, [+],strand
ktivi,n912,uř′a,quail,,," [+; cf. Pok. 1156  u̯er³-t- ‘turn, wind’]",strand
Kam,n912,uř′a,quail,,," [+; cf. Pok. 1156  u̯er³-t- ‘turn, wind’]",strand
sanu,n912,uvř′a,quail,,," [+; cf. Pok. 1156  u̯er³-t- ‘turn, wind’]",strand
Kam,n915,-uřa,"layer (of cloth, blanket, etc.; prefixed with number)",,,,strand
usut,n916,-r-,turn,,,,buddruss
usut,n919,′uvuk,kidney,,,,morgenstierne
sec,n919,v′uk,kidney,,,,morgenstierne
sec,n919,vuk,kidney,,,,morgenstierne
gamb,n919,veṭ′ek,kidney,,, [+?],morgenstierne
ktivi,n923,v′iṭ,trousers (generic),,,,strand
Kam,n923,v′iṭ,loose cotton trousers (old style),,,,strand
sanu,n923,v′iːṭ,loose cotton trousers,,,,strand
nis,n923,oṭ,men's woolen trousers,,,,strand
usut,n926,vaṭ,stable,,,,buddruss
sec,n926,vaṭa,cattle shed,,,,morgenstierne
sec,n926,vaṭe,cattle shed on mountain,,,,morgenstierne
ktivi,n928,v′otr,wattle,,,,strand
Kam,n928,v′otr,wattle,,,,strand
sanu,n928,v′âtr,wattle,,,,strand
nis,n928,vâtr,wattle fence,,,,strand
usut,n932,ver′i:,word; language; affair; issue,,,,buddruss
usut,n932,var′e,language; word,,,,strand
sec,n932,ver′i,word; language,,,,morgenstierne
supu,n932,var′i,language; word,,,,strand
ktivi,n932,var′i,language; word; affair,,,,strand
Kam,n932,vir′i,language; word; affair,,,,strand
sanu,n932,viːr′i,language; word; affair,,,,strand
ktivi,n937,vac̣′e-,crush; castrate,,, [+],strand
Kam,n937,vic̣′a-,crush; castrate,,, [+],strand
sanu,n937,vič-′ie-,crush; castrate,,, [+],strand
nis,n937,oc̣u˜,crush; castrate,,, [+],strand
ktivi,n940,ur′e-,"grow (out or up) [grass, hair, etc.]",,, [+],strand
Kam,n940,vâr′a-,"grow (out or up) [grass, hair, etc.]",,, [+],strand
supu,n943,ur′i,village policeman,,, [+],strand
Kam,n943,ur′a,village policeman,,, [+],strand
sec,n947,purd′u,old,,,,morgenstierne
sec,n947,purdi,old [f.],,,,morgenstierne
ktivi,n947,pard′a,old (animate),,,,strand
Kam,n947,purd′a,old (animate),,,,strand
Kam,n949,′ur bu-,accrue interest,,, [+],strand
nis,n949,baḍ,bribe,,, [+],strand
usut,n952,′usću,year,,,,morgenstierne
sec,n952,vuć′u,year,,,,morgenstierne
ktivi,n956,vać′uř,calf (to 6 months),,,,strand
Kam,n956,vâć′ař,calf (to 6 months),,,,strand
sanu,n958,oćal′a,calf (to 6 months),,,,strand
nis,n958,oćala,calf (to 12 months),,,,strand
gamb,n958,većel′i,calf,,,,morgenstierne
gamb,n958,većel′a,calf,,,,morgenstierne
ktivi,n962,v′uv,daughter-in-law; wife of a p′itr,,,,strand
Kam,n962,v′u,daughter-in-law; wife of a p′ütr,,,,strand
sanu,n962,v′au,daughter-in-law,,,,strand
vagal,n962,vov,descendant's wife,,,,strand
nis,n962,vov,daughter-in-law; wife of a zaga,,,,strand
sec,n966,vas,day (24-hour period beginning at sunset),,,,morgenstierne
ktivi,n966,v′os,day (24-hour period starting at sundown),,,,strand
Kam,n966,v′os,day (24-hour period starting at sundown),,,,strand
sanu,n966,v′âːs,day (24-hour period starting at sundown),,,,strand
nis,n966,vâs,day (24-hour period starting at sundown),,,,strand
gamb,n966,v′âs,day,,, [+],morgenstierne
sec,n970,voza-,spend the night,,, [+; v. T. 11435.1 v′asati ‘stays; dwells’],morgenstierne
ktivi,n970,vas′e-,stay overnight,,, [+; v. T. 11435.1 v′asati ‘stays; dwells’],strand
Kam,n970,vâs′a-,stay overnight,,, [+; v. T. 11435.1 v′asati ‘stays; dwells’],strand
ktivi,n974,vâs′a,female goat (full-grown),,,,strand
Kam,n974,vâs′a,female goat (full-grown),,,,strand
sanu,n974,vas′a,female goat (full-grown),,,,strand
nis,n974,ose˜,female goat (full-grown),,,,strand
gamb,n974,vas′â,goat,,, [+],morgenstierne
sec,n978,ust′i,spring (season),,,,morgenstierne
ktivi,n978,vas′ut,spring,,,,strand
Kam,n978,vâs′ut,spring,,,,strand
sanu,n978,vos′o˜t,spring,,,,strand
sanu,n978,vâsanta,summer,,,,strand
nis,n978,osu˜t,summer,,,,strand
gamb,n978,vos′o˜t,summer,,,,morgenstierne
sec,n982,v′orik,wool,,, [+; or < *vr̥a-na-kka- NTS 17:311; v. Hamp 131],morgenstierne
sec,n982,v′orik,wool,,, [+; or < *vr̥a-na-kka- NTS 17:311; v. Hamp 131],morgenstierne
Kam,n982,vâr′uk,wool,,, [+; or < *vr̥a-na-kka- NTS 17:311; v. Hamp 131],strand
sanu,n982,vor′oːk,wool,,, [+; or < *vr̥a-na-kka- NTS 17:311; v. Hamp 131],strand
nis,n982,varak,wool,,, [+; or < *vr̥a-na-kka- NTS 17:311; v. Hamp 131],strand
ktivi,n986,v′or,time; turn,,, [+],strand
Kam,n986,v′or,time; turn,,, [+],strand
Kam,n986,-vor,,,,,strand
sanu,n986,v′âːr,time; turn,,,,strand
nis,n986,-bâr,,,,,strand
nis,n986,bâr,turn,,, [+],strand
ktivi,n988,v′o,having; one who has [something],,, [+; < nonnasalized form],strand
Kam,n988,v′o,having; one who has [something],,, [+; < nonnasalized form],strand
sanu,n989,"-oâ, -bâ, -â",,,, [+; < nonnasalized form],strand
nis,n989,-ba,,,, [+; < nonnasalized form],strand
ktivi,n993,ušp′i,small bee,,,,strand
Kam,n993,ušp′ik,small bee,,,,strand
nis,n993,višpik,wasp; small bee,,,,strand
ktivi,n994,vugaṭ′e-,dig up; tear down [a building],,,,strand
Kam,n994,ukṭ′a-,dig up; tear down [a building],,,,strand
sanu,n994,uk′ât-ie-,dig up; tear down [a building],,,,strand
ktivi,n996,âvz′eřa,last night,,," [cf. Khowar wezén, Avestan uz-aya-ra; BSOAS 8:670]",strand
Kam,n996,′âaźaň,last night,,," [cf. Khowar wezén, Avestan uz-aya-ra; BSOAS 8:670]",strand
nis,n996,âza,last night,,," [cf. Khowar wezén, Avestan uz-aya-ra; BSOAS 8:670]",strand
ktivi,n997,âvš′a,iron spatula,,,,strand
Kam,n997,′uše˜,iron spatula,,,,strand
sanu,n997,vaus′a˜,iron spatula,,,,strand
nis,n997,üša˜,griddle-scraper,,,,strand
ktivi,n998,âvṭ′e-,skin,,,,strand
Kam,n998,′uaṭa-,skin,,,,strand
sanu,n998,uṭ-′ie-,flay,,,,strand
sec,n999,uṣl′uk,waterfall,,,,morgenstierne
ktivi,n999,uṣ′ol,waterfall,,,,strand
Kam,n999,uṣ′aloa˜,waterfall,,,,strand
Kam,n1000,ur′on bu-,"be ruined, destroyed",,,,strand
sec,n1001,vut,sacrificing priest,,, [- T. 14176.2 hotraka- ‘priest’ because of unretained tr; cf. ut′o ‘great’],morgenstierne
sec,n1001,ut′o,sacrificing priest,,, [- T. 14176.2 hotraka- ‘priest’ because of unretained tr; cf. ut′o ‘great’],morgenstierne
supu,n1001,′ut,sacrificing priest (pre-Islamic),,," [- T. 14176.2 hotraka- ‘priest’ because of unretained tr; cf. ut′o 
‘great’]",strand
ktivi,n1001,ut′o,"sacrificing priest (pre-Islamic), a hereditary role ascribed to a ut′o Dâra of the senior descent line",,," [- T. 14176.2 
hotraka- ‘priest’ because of unretained tr; cf. ut′o ‘great’]",strand
Kam,n1001,ut′o,"sacrificing priest (pre-Islamic), a hereditary role ascribed to a Ut′o Dâra of the senior descent line",,," [- T. 14176.2 
hotraka- ‘priest’ because of unretained tr; cf. ut′o ‘great’]",strand
nis,n1001,uta,sacrificing priest (pre-Islamic),,," [- T. 14176.2 hotraka- ‘priest’ because of unretained tr; cf. Kmv. ut′o 
‘great’]",strand
usut,n1004,l-,up,,, [v. Buddruss 1977; - T. 251 *adhi-ka- ‘high’],buddruss
usut,n1008,ž-,upriver,,,,buddruss
Kam,n1008,č′a,"up (against the direction of gravitational flow; e.g., upstream; away from the door inside a room)",,," [+; v. Morgenstierne 
1949: 230]",strand
sec,n1011,′ül,belly,,,,morgenstierne
ktivi,n1012,ukř′am,scaffolded walkway across a rock face,,,,strand
Kam,n1012,ugř′om,scaffolded walkway across a rock face,,,,strand
nis,n1012,ugâ,scaffolded walkway across a rock face,,,,strand
sec,1946,ag′am,roof,,,,morgenstierne
sec,1641,vü-čor-og-ast-o,they came out,,,,morgenstierne
sec,1648,učüg′u,bitter,,,,morgenstierne
sec,1660a,uz′ogur,knee,,, [= T. 1660a],morgenstierne
Kam,1845.1,uc̣′ara-,peel off,,, [+; whence c̣? perhaps < *ava-kṣur-a- ‘*cut off’?],strand
Kam,1858.2,uc̣′â-,make [something] upright or vertical,,, [+],strand
Kam,1983,ud′ařâ-,thunder,,, [+?],strand
nis,2023,üdüp,sweat,,,,strand
nis,1814.2,upuna,son (impolite),,, [+],strand
ktivi,1832,âps′e-,swell up,,, [â- instead of ud-],strand
Kam,1832,âps′a-,swell up,,, [â- instead of ud-],strand
sec,2083,basa,smell,,,,morgenstierne
ktivi,n1013,vusać′e-,be frightened off; stampede,,,,strand
Kam,n1013,uć′a-,be frightened off; stampede,,,,strand
nis,n1013,vićavâ-,make (an animal) jerk or shake,,, [?],strand
ktivi,n1013,usć′eř,wild; untamed (livestock); feral,,,,strand
Kam,n1013,uć′aň,wild; untamed (livestock); feral,,,,strand
usut,2387,üšč′ur,camel,,,,morgenstierne
sec,2387,ušty′ur,camel,,,,morgenstierne
sec,n1018,ẓ′uvi,fox,,,,morgenstierne
ktivi,n1018,řav′eki,fox,,,,strand
Kam,n1018,vř′ika,fox,,,,strand
sanu,n1018,ẓoːk′i,fox,,,,strand
nis,n1022,livaša,fox,,, [doubtful Pok. 655  lē̆b- ‘hang down loosely’],strand
gamb,n1022,lavuš′ek,jackal,,, [+; doubtful Pok. 655  lē̆b- ‘hang down loosely’],morgenstierne
Kam,n1023,ül′üs,crowd of arguing men,,,,strand
sanu,n1024,un′âu,"meadow, grassy spot",,,,strand
nis,n1024,ünev,meadow,,,,strand
nis,2302,panâv,a kind of sock,,,,strand
sec,2294,vogv′ik,finger-ring,,,,morgenstierne
nis,2303,vâ˜t,a hamlet at the lower end of Kalaṣüm,,,,strand
ktivi,n1025,vać′o,red leather boot,,,,strand
Kam,n1025,vâć′o,red leather boot,,,,strand
sanu,n1025,vâć′â,red leather boot,,,,strand
nis,n1025,oćä,red leather boot,,,,strand
sec,n1026,vaz′ala,goatskin boot,,,,morgenstierne
nis,n1030,var,"up (against the direction of gravitational flow; e.g., upstream; away from the door inside a room)",,, [+],strand
nis,n1033,vari,"up (against the direction of gravitational flow; e.g., upstream; away from the door inside a room)",,,,strand
ktivi,n1037,′u,straight up,,,,strand
Kam,n1037,′u,straight up,,,,strand
sanu,n1037,o,straight up,,,,strand
nis,n1037,o,straight up,,,,strand
sec,2329,üt′ünyok,cultivated field,,,,morgenstierne
supu,2329,ütny′ok,cultivated field,,,,strand
usut,n1040,ir′e,udder,,, [correct PIE etymology?],morgenstierne
nis,n1040,uṛ,udder,,, [whence ṛ?],strand
usut,n1041,o-,around,,,,buddruss
ktivi,n1041,vu,near; by; around,,,,strand
Kam,n1041,u,near; by; around,,,,strand
sec,n1045,indr,Indra,,,,morgenstierne
Kam,n1045,′inra,name of a pre-Islamic god,,,,strand
sanu,n1045,′indra,name of a pre-Islamic god,,,,strand
nis,n1045,indr,"Indra, name of a pre-Islamic god",,,,strand
ktivi,n1046,idr′ić,earthquake,,,,strand
Kam,n1046,inr′aṣ,earthquake,,,,strand
sec,n1051,vâm′i,sheep,,,,morgenstierne
nis,n1051,vame,sheep; ewe,,,,strand
gamb,n1051,vem′i,sheep,,, [+],morgenstierne
ktivi,n1053,v′e,female sheep (full grown),,,,strand
Kam,n1053,v′e,female sheep (full grown),,, [+; -T. 895 *avimaya-],strand
zumu,n1057,âst,eight,,,,morgenstierne
sec,n1057,′âsta,eight,,,,morgenstierne
ktivi,n1058,′usṭ,eight,,,,strand
Kam,n1058,′usṭ,eight,,,,strand
sanu,n1058,′oːsṭ,eight,,,,strand
nis,n1058,osṭ,eight,,,,strand
gamb,n1058,v′oṣṭ,eight,,, [+],morgenstierne
zumu,n1061,âsl′iz,eighteen,,,,morgenstierne
sec,n1061,âstl′iz,eighteen,,,,morgenstierne
ktivi,n1062,sṭ′ić,eighteen,,,,strand
Kam,n1062,âsṭ′ić,eighteen,,,,strand
sanu,n1063,âsṭ′âːs,eighteen,,,,strand
nis,n1063,sṭâš,eighteen,,,,strand
gamb,n1063,ṣṭ′âš,eighteen,,, [+],morgenstierne
usut,n1067,iž′i:,eye,,,,buddruss
sec,n1067,iž′i˜,eye,,,,morgenstierne
ktivi,n1067,âč′e,eye,,,,strand
Kam,n1067,′o˜š ku-,look,,,,strand
Kam,n1067,âč′e˜,eye,,,,strand
sanu,n1067,âć′i˜,eye,,,,strand
nis,n1067,ače˜,eye,,,,strand
nis,n1069,â˜c̣a ču˜,look at,,, [doubtful T. 1063 *â-čakṣa-ti ‘looks at’],strand
gamb,n1069,ac̣′i˜,eye,,, [+],morgenstierne
usut,n1070,vuṣ′u:,medicine,,,,buddruss
sec,n1070,v′uṣu,medicine,,,,morgenstierne
ktivi,n1070,uṣ′a,medicine; spice,,,,strand
Kam,n1070,uṣ′a,medicine; spice,,,,strand
ktivi,n1074,-as,his; her; [3rd person singular possessive suffix for kinship nouns],,," [directly inherited from old genitive 
ending?]",strand
Kam,n1074,-as,his; her; [3rd person singular possessive suffix for kinship nouns],,," [directly inherited from old genitive 
ending?]",strand
ames,n1074,-as,his; her; their; [3rd person possessive suffix for kinship nouns],,, [directly inherited from old genitive ending?],strand
nis,n1074,-s,his; her; their; [3rd person possessive suffix for kinship nouns],,, [directly inherited from old genitive ending?],strand
usut,n1077,-š,,,,,buddruss
ktivi,n1077,-še,,,, [+?],strand
sec,n1082,ič′i,bone,,, [cf. T. 955 aṣṭi- ‘kernel of fruit’ and T. 982 ′asthi- ‘bone’],morgenstierne
ktivi,n1082,âṭ′i,bone; pit (of fruit),,,,strand
Kam,n1082,âṭ′i,bone; pit (of fruit),,,,strand
sanu,n1082,âṭ′i,bone; pit (of fruit),,,,strand
nis,n1082,aṭi,bone,,,,strand
usut,n1086,nač,nail (finger- or toe-),,,,buddruss
sec,n1086,neč,nail (finger- or toe-),,,,morgenstierne
ktivi,n1086,nâč′e,nail (finger- or toe-),,,,strand
Kam,n1086,nâč′e˜,nail (finger- or toe-),,,,strand
sanu,n1086,nâuć′a˜,nail (finger- or toe-),,,,strand
nis,n1086,nuča,nail (finger- or toe-),,,,strand
gamb,n1086,nu:več′a,nail (of finger or toe),,, [+],morgenstierne
ktivi,n1090,âŋ′o,fire,,,,strand
Kam,n1090,âŋ′o,fire,,,,strand
sanu,n1090,âŋ′â,fire,,,,strand
gamb,n1090,aŋ′â,fire,,,,morgenstierne
sec,n1091,′âneǧe,fire,,,,morgenstierne
nis,n1094,a˜gärik,charcoal,,,,strand
sec,n1097,-âč-,smear,,,,morgenstierne
ktivi,n1102,âm′âř,pomegranate,,,,strand
Kam,n1102,âm′âř,pomegranate,,,,strand
sanu,n1102,âm′âr,pomegranate,,,,strand
nis,n1102,amâr,pomegranate,,,,strand
sec,n1104,âm′ar,pomegranate,,,,morgenstierne
usut,n1108,-o,,,,,buddruss
usut,n1108,-â,,,,,strand
ktivi,n1108,o,,,,,strand
Kam,n1108,o,,,,,strand
usut,n1111,üm′u:,ear,,," [cf. Avestan uṣ ‘ear’, Slav. umŭ ‘intelligence’]",buddruss
sec,n1111,y′ümu,ear,,," [cf. Avestan uṣ ‘ear’, Slav. umŭ ‘intelligence’]",morgenstierne
nis,n1115,âš,mouth,,,,strand
gamb,n1115,′âš,mouth,,, [+],morgenstierne
sec,n1116,iš,mouth,,,,morgenstierne
ktivi,n1116,âš′a,mouth,,,,strand
Kam,n1116,âš′a,mouth,,,,strand
sanu,n1116,âš′i,mouth,,,,strand
ktivi,n1120,′isṭ,lip,,, [retention of aspirate stop?],strand
Kam,n1120,′isṭ,lip,,, [retention of aspirate stop?],strand
sanu,n1120,′usṭ,lip,,, [retention of aspirate stop?],strand
nis,n1120,üsṭ,lip,,, [retention of aspirate stop?],strand
gamb,n1120,v′uṣṭ,lip,,, [+; retention of aspirate stop?],morgenstierne
sec,n1121,čir′e,apricot,,, [cf. Munji čir′e; connection with PIE ker (> k̂er?) ‘cherry; shrub; root’?],morgenstierne
ktivi,n1121,ćar′a,apricot,,, [connection with PIE ker (> k̂er?) ‘cherry; shrub; root’?],strand
Kam,n1121,ćar′i˜,apricot,,, [connection with PIE ker (> k̂er?) ‘cherry; shrub; root’?],strand
sanu,n1121,ćir′e˜,apricot,,, [connection with PIE ker (> k̂er?) ‘cherry; shrub; root’?],strand
supu,n1122,züny′u,Ćâňu,,,,strand
ktivi,n1122,ćâvř′u,the area inhabited by the Saňu (Wâmâi) people: wâmâ,,," [cf. Psht. Ačaṇ’u ‘Gřâmsaňâ Gřâ:m, a village below 
Wâmâ’]",strand
Kam,n1122,ćâň′u,the area inhabited by the Saňu (Wâmâi) people: wâmâ,,," [cf. Psht. Ačaṇ’u ‘Gřâmsaňâ Gřâ:m, a village below 
Wâmâ’]",strand
Kam,n1122,ćâň′u vâňi,man from Ćâň′u,,,,strand
sanu,n1122,saň′u,Saňu; the name of the people of Sâma (Wâmâ),,,,strand
sanu,n1122,saňu viːr′i,language of the Saňu of Wâmâ,,,,strand
ktivi,n1123,ćav′e,drilled hole,,,,strand
Kam,n1123,ć′üa,drilled hole,,,,strand
sanu,n1123,ć′um,drilled hole,,,,strand
ktivi,n1123,ćav′e-,"bore a hole, make a hole",,,,strand
Kam,n1123,ć′üa-,"bore a hole, make a hole",,,,strand
usut,n1124,zü:m′i,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,morgenstierne
sanu,n1124,sâm′a,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,strand
nis,n1124,šemi,"Sâma, a Saňu village in the Pech Valley; Wâmâ",,,,strand
nis,n1124,šo˜,man from Wâmâ,,,,strand
ktivi,n1125,ćâćk′e-,sting,,, [reduplicated?],strand
Kam,n1125,ćâćk′a-,sting,,, [reduplicated?],strand
sanu,n1125,źaźak-âː-,cause to sting,,, [reduplicated?],strand
sec,n1126,t′âpu˜,new-born lamb,,,,morgenstierne
sanu,n1126,ćipř′âː˜,lamb (to 3 months),,,,strand
Kam,n1127,ćk′i,a Vay village west of the Kunar River: ćawkay,,,,strand
nis,n1127,ćuki,a Vay village west of the Kunar River: ćawkay,,,,strand
ktivi,n1128,sać′uř,thin [?; Prs. bârik],,,,strand
ktivi,n1128,sać′u,small [livestock only?],,,,strand
Kam,n1128,turć′a˜,small,,,,strand
nis,n1132,to,that; him; her; it; [Conceptual oblique],,,,strand
Kam,n1133,t′uara,the other (archaic),,,,strand
usut,n1135,-Ų,he; she; it [Immediate-Mode Verbal Subject suffix],,,,buddruss
sanu,n1136,-i,he; she; it [Verbal Subject suffix],,,,strand
nis,n1136,-i,he; she; it [Verbal Subject suffix],,,,strand
ktivi,n1139,-i-,,,, [+],strand
Kam,n1139,-i-,,,, [+],strand
nis,n1139,-e-,,,, [+],strand
nis,n1139,-e-,,,, [+],strand
ktivi,n1140,-řa-,,,, [+],strand
Kam,n1140,-řa-,,,, [+],strand
ktivi,n1141,-ta-,,,, [+],strand
Kam,n1141,-ta-,,,, [+],strand
usut,n1144,′üo,you (thou),,,,buddruss
sec,n1144,üy′u,you (thou),,,,morgenstierne
ktivi,n1144,ti′u,you (thou),,, [= T. 14573],strand
Kam,n1144,t′ü,you (thou),,, [= T. 14573],strand
sanu,n1144,t′u,you (thou),,,,strand
nis,n1144,tü,you (thou),,, [= T. 14573],strand
gamb,n1144,t′u,you (thou),,, [+],morgenstierne
usut,n1145,üt′eš,to thee,,, [+],buddruss
sec,n1145,üty′öiš,you (thee) [oblique],,, [+],morgenstierne
ktivi,n1148,t′u,you (thee) [oblique],,, [= T. 14573],strand
Kam,n1148,t′ua,you (thee) [oblique],,, [= T. 14573],strand
Kam,n1148,t′u,your (thy),,, [= T. 14573],strand
sanu,n1148,t′o,you (thee) [oblique],,, [+],strand
sanu,n1148,t′o-âː,your (thy),,, [+],strand
nis,n1148,t′u-ba,your (thy),,, [= T. 14573],strand
nis,n1148,tu,you (thee) [oblique],,, [= T. 14573],strand
gamb,n1148,t′o,you (thee),,, [+],morgenstierne
usut,n1151,i,your (thy),,,,strand
sec,n1151,i˜,your (thy),,,,morgenstierne
gamb,n1153,t′ârâ,your (thy),,, [+],morgenstierne
ktivi,n1155,-ti,,,, [+],strand
Kam,n1155,-ti,,,, [+],strand
usut,n1157,-te,nearest [1st degree of distance],,,,buddruss
Kam,5958,t′el,oil; kerosene,,, [+; probably < Prs.],strand
sanu,n1158,tâkâr′a,rag,,, [?],strand
sec,n1159,ṭâg,ill; sick,,,,morgenstierne
ktivi,n1159,trk′a,rag,,, [?],strand
Kam,n1159,trâk′a,rag,,, [?],strand
Kam,5633.1,t′uř,layer,,, [+],strand
Kam,5633.1,t′uř,sole (measure for layers of sole-leather),,, [+],strand
nis,n1160,tarâ˜t,near,,,,strand
gamb,n1160,tar′ant,near,,, [+],morgenstierne
sanu,n1161,târâl′i,three-sided “pig sticker”; sword,,,,strand
nis,n1161,tareli,sword,,,,strand
sec,n1162,tr′âž,sword,,, [cf. Kmkt. tr′evoč],morgenstierne
ktivi,n1162,trav′oǰ,three-sided “pig sticker”; sword,,,,strand
Kam,n1162,tr′e voč,three-sided “pig sticker”; sword,,," [in alternative Kmkt.kmv form tr′ekoč, k is back formation from morpheme-
initial v before o]",strand
Kam,n1163,târi′ok,opium,,,,strand
Kam,5727,tr′âp,quick (ideophone indicating fast movement),,, [+],strand
ktivi,n1167,t′o,father,,,,strand
Kam,n1167,t′ot,father,,,,strand
vagal,n1167,tata,father,,,,strand
ames,n1167,tâta,father,,,,strand
nis,n1167,tâti,father,,,,strand
gamb,n1167,t′ât,father,,, [+],morgenstierne
ktivi,n1168,te,,,, [+],strand
Kam,n1168,de,,,, [+],strand
nis,n1168,-da,,,, [+],strand
nis,n1169,di,,,, [+],strand
Kam,5735,tâl′a-,"separate chaff or dirt [from grain, sugar, etc.] by tossing it so that the chaff collects in a separate pile",,," 
[+]",strand
nis,5651,tana,baby,,,,strand
Kam,n1170,tâŋt′aŋa,"tight [clothes, jewelry]",,,,strand
ktivi,5627,taŋ′e-,grow big [animate],,, [+],strand
Kam,5627,tâŋ′a-,grow big [animate],,, [+],strand
sec,5663,uṭäk,loom,,,,morgenstierne
nis,n1171,tapa,team,,,,strand
Kam,n1172,t′uare˜,near,,,,strand
sanu,n1172,patavar′ak,near,,,,strand
Kam,n1173,tâv′ić,talisman,,,,strand
ktivi,n1174,tâmb′oki,tobacco,,,,strand
Kam,n1174,tâmk′ü,tobacco,,,,strand
nis,n1174,tamakü,tobacco,,,,strand
Kam,n1175,tâv′il ku-,deliver,,,,strand
sec,n1176,ta,river,,, [?; v. Morgenstierne 1949: 272],morgenstierne
ktivi,n1177,tâǰ′a,maize,,,,strand
Kam,n1177,tâǰ′üň,sorghum (considered to be a kind of millet),,,,strand
sanu,n1177,tâiẓ′uː˜,sorghum,,,,strand
nis,n1177,tala˜zü,sorghum,,,,strand
Kam,5748,-toř,,,, [+; originally from driving animals to their deaths?],strand
ktivi,n1178,tr′ez,scales,,,,strand
Kam,n1178,târź′a,scales,,,,strand
sanu,n1178,târânź′a,scales,,,,strand
usut,n1179,tâdb′â,agnate,,,,strand
supu,n1179,t′âdbâ,agnate,,,,strand
ktivi,n1179,t′ot břo,male agnate,,,,strand
Kam,n1179,t′otbřo,male agnate,,,,strand
vagal,n1179,tatabřa,agnates,,,,strand
nis,n1179,tati-brâ,male agnate,,,,strand
Kam,n1180,t′os,top of shoulder,,,,strand
sanu,n1180,t′âs,top of shoulder,,,,strand
nis,5766.2,tanü,consanguineal kinsman,,,,strand
ktivi,n1181,t′on,woolen cloth,,,,strand
Kam,n1181,t′on,woolen cloth,,,,strand
sanu,n1181,t′âːn,woolen cloth,,,,strand
ktivi,n1182,tâm′ik,markhor kid,,,,strand
Kam,n1182,tâm′ü,markhor kid,,,,strand
sanu,n1182,tâmiš′a,markhor kid,,,,strand
nis,n1182,tamuṣa,female markhor kid,,,,strand
Kam,n1183,ṭ′im,can,,,,strand
ktivi,n1186,t′eć kana,kind of live oak with smooth leaf margins,,, [+],strand
Kam,n1186,t′eć kâno,kind of live oak with smooth leaf margins,,, [+],strand
ktivi,n1189,t′in,wine,,,,strand
Kam,n1189,t′in,wine,,,,strand
