B,,akaʃ,sky,,akaʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 1, site 0 Bangla]",,,siltripura2011:i001:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Garo,,haʔpɛk,mud,,haʔpɛk,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site v Nagar Sontosh]",,,siltripura2011:i016:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Kokborok,,haplɛk̚,mud,,haplɛk̚,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site m Laiphu Karbaripara]",,,siltripura2011:i016:m:2,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,haplɛk̚,mud,,haplɛk̚,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site s Barbakpur]",,,siltripura2011:i016:s:2,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,harpɛi ̯,mud,,harpɛi ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site j Robertpara]",,,siltripura2011:i016:j:2,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,harpɛi ̯,mud,,harpɛi ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site k Bethanipara]",,,siltripura2011:i016:k:2,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,harpɛi ̯,mud,,harpɛi ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site l Katchaptali]",,,siltripura2011:i016:l:2,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,harpɛi ̯,mud,,harpɛi ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site t Oldlankar]",,,siltripura2011:i016:t:2,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site n Krishna Dayalpara]",,,siltripura2011:i016:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site p Doluchara]",,,siltripura2011:i016:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site q Satchari Tripura Basti]",,,siltripura2011:i016:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site r Khumulung]",,,siltripura2011:i016:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Garo,,haʔapɛk,mud,,haʔapɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site u Gajni]",,,siltripura2011:i016:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,haʔpɛk,mud,,haʔpɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site v Nagar Sontosh]",,,siltripura2011:i016:v:2,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Kokborok,,haplɛk̚,mud,,haplɛk̚,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site m Laiphu Karbaripara]",,,siltripura2011:i016:m:3,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,haplɛk̚,mud,,haplɛk̚,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site s Barbakpur]",,,siltripura2011:i016:s:3,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site n Krishna Dayalpara]",,,siltripura2011:i016:n:3,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site p Doluchara]",,,siltripura2011:i016:p:3,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site q Satchari Tripura Basti]",,,siltripura2011:i016:q:3,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,harpɛk,mud,,harpɛk,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site r Khumulung]",,,siltripura2011:i016:r:3,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Garo,,doba,mud,,doba,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 16, site w Nalchapra]",,,siltripura2011:i016:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,dhula,dust,,dhula,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site 0 Bangla]",,,siltripura2011:i017:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,haɪnʂmu,dust,,haɪnʂmu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site b Choto Madhuk]",,,siltripura2011:i017:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,haɪnʂmu,dust,,haɪnʂmu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site k Bethanipara]",,,siltripura2011:i017:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,haɪnʂmu,dust,,haɪnʂmu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site l Katchaptali]",,,siltripura2011:i017:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,ɪnʂmu,dust,,ɪnʂmu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site a Boro Pharangsia]",,,siltripura2011:i017:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ɪnʂmu,dust,,ɪnʂmu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site j Robertpara]",,,siltripura2011:i017:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,hadlui ̯,dust,,hadlui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site s Barbakpur]",,,siltripura2011:i017:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,hadrui ̯,dust,,hadrui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site c Dolchari]",,,siltripura2011:i017:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,hadrui ̯,dust,,hadrui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site e Pakkhipara]",,,siltripura2011:i017:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,hadrui ̯,dust,,hadrui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site f Tongpaipara]",,,siltripura2011:i017:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,hadrui ̯,dust,,hadrui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site g Mildhanpara]",,,siltripura2011:i017:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,hadrui ̯,dust,,hadrui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site h Noimail Gutchagram]",,,siltripura2011:i017:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Garo,,hadula,dust,,hadula,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site w Nalchapra]",,,siltripura2011:i017:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,haduli,dust,,haduli,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site r Khumulung]",,,siltripura2011:i017:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site p Doluchara]",,,siltripura2011:i017:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site q Satchari Tripura Basti]",,,siltripura2011:i017:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site r Khumulung]",,,siltripura2011:i017:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site d Lombapara]",,,siltripura2011:i017:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site i Beltolipara]",,,siltripura2011:i017:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site m Laiphu Karbaripara]",,,siltripura2011:i017:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site n Krishna Dayalpara]",,,siltripura2011:i017:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,haduguɾi,dust,,haduguɾi,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site o Jarichandrapara]",,,siltripura2011:i017:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,haduli,dust,,haduli,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site r Khumulung]",,,siltripura2011:i017:r:3,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site p Doluchara]",,,siltripura2011:i017:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site q Satchari Tripura Basti]",,,siltripura2011:i017:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,hadului ̯,dust,,hadului ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site r Khumulung]",,,siltripura2011:i017:r:4,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site d Lombapara]",,,siltripura2011:i017:d:2,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site i Beltolipara]",,,siltripura2011:i017:i:2,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site m Laiphu Karbaripara]",,,siltripura2011:i017:m:2,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,haduɾui ̯,dust,,haduɾui ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site n Krishna Dayalpara]",,,siltripura2011:i017:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,harpu,dust,,harpu,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site t Oldlankar]",,,siltripura2011:i017:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Garo,,hagundula,dust,,hagundula,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 17, site u Gajni]",,,siltripura2011:i017:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
B,,pathoɾ,stone,,pathoɾ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site 0 Bangla]",,,siltripura2011:i018:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,ʂlɔŋ,stone,,ʂlɔŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site a Boro Pharangsia]",,,siltripura2011:i018:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,ʂlɔŋ,stone,,ʂlɔŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site b Choto Madhuk]",,,siltripura2011:i018:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,ʂlɔŋ,stone,,ʂlɔŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site j Robertpara]",,,siltripura2011:i018:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,ʂlɔŋ,stone,,ʂlɔŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site k Bethanipara]",,,siltripura2011:i018:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,ʂlɔŋ,stone,,ʂlɔŋ,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site l Katchaptali]",,,siltripura2011:i018:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site d Lombapara]",,,siltripura2011:i018:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site e Pakkhipara]",,,siltripura2011:i018:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site m Laiphu Karbaripara]",,,siltripura2011:i018:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site p Doluchara]",,,siltripura2011:i018:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site q Satchari Tripura Basti]",,,siltripura2011:i018:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site r Khumulung]",,,siltripura2011:i018:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,hɔlɔŋ,stone,,hɔlɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site s Barbakpur]",,,siltripura2011:i018:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,hɔlɔŋ ʈʃa,stone,,hɔlɔŋ ʈʃa,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site n Krishna Dayalpara]",,,siltripura2011:i018:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,hɔlɔu̯ŋ,stone,,hɔlɔu̯ŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site g Mildhanpara]",,,siltripura2011:i018:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,hɔluŋ,stone,,hɔluŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site c Dolchari]",,,siltripura2011:i018:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,hɔluŋ,stone,,hɔluŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site o Jarichandrapara]",,,siltripura2011:i018:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,holoŋ,stone,,holoŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site i Beltolipara]",,,siltripura2011:i018:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,holuŋ,stone,,holuŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site h Noimail Gutchagram]",,,siltripura2011:i018:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,hulɔŋ,stone,,hulɔŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site t Oldlankar]",,,siltripura2011:i018:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,huluŋ,stone,,huluŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site f Tongpaipara]",,,siltripura2011:i018:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Garo,,roŋthai ̯,stone,,roŋthai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site v Nagar Sontosh]",,,siltripura2011:i018:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,roŋthai ̯,stone,,roŋthai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site w Nalchapra]",,,siltripura2011:i018:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Garo,,roŋthi,stone,,roŋthi,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 18, site u Gajni]",,,siltripura2011:i018:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
B,,bali,sand,,bali,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site 0 Bangla]",,,siltripura2011:i019:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,balu,sand,,balu,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site s Barbakpur]",,,siltripura2011:i019:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,balu,sand,,balu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site s Barbakpur]",,,siltripura2011:i019:s:2,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,balutʃu,sand,,balutʃu,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site e Pakkhipara]",,,siltripura2011:i019:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,harphu,sand,,harphu,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site a Boro Pharangsia]",,,siltripura2011:i019:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,harphu,sand,,harphu,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site b Choto Madhuk]",,,siltripura2011:i019:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,harphu,sand,,harphu,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site j Robertpara]",,,siltripura2011:i019:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,harphu,sand,,harphu,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site l Katchaptali]",,,siltripura2011:i019:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,harpu,sand,,harpu,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site k Bethanipara]",,,siltripura2011:i019:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,haiʂ̯iŋ,sand,,haiʂ̯iŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site d Lombapara]",,,siltripura2011:i019:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,haiʂ̯kuŋ,sand,,haiʂ̯kuŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site c Dolchari]",,,siltripura2011:i019:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,haiʂ̯kuŋ,sand,,haiʂ̯kuŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site f Tongpaipara]",,,siltripura2011:i019:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,haiʂ̯kuŋ,sand,,haiʂ̯kuŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site h Noimail Gutchagram]",,,siltripura2011:i019:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,hait̯ʃiŋ,sand,,hait̯ʃiŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site q Satchari Tripura Basti]",,,siltripura2011:i019:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,haʂikuŋ,sand,,haʂikuŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site i Beltolipara]",,,siltripura2011:i019:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,haʂiŋ,sand,,haʂiŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site p Doluchara]",,,siltripura2011:i019:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,haʃkuŋ,sand,,haʃkuŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site t Oldlankar]",,,siltripura2011:i019:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site g Mildhanpara]",,,siltripura2011:i019:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site m Laiphu Karbaripara]",,,siltripura2011:i019:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site n Krishna Dayalpara]",,,siltripura2011:i019:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,hait̯ʃiŋ,sand,,hait̯ʃiŋ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site q Satchari Tripura Basti]",,,siltripura2011:i019:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,hatʃɛŋ,sand,,hatʃɛŋ,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 19, site g Mildhanpara]",,,siltripura2011:i019:g:2,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
