Entry_Key,Page_ID,Revision,Title,PIIr_Form,POS,Gloss,PIE_Parent,Uncertain,Sanskrit,Match_Key,Candidates,Matched_CDIAL_Head,Decision,Rank,Reason,Existing_Parent,Citations
enwikt:6084241,6084241,88096719,Reconstruction:Proto-Indo-Iranian/bʰábʰruš,bʰábʰruš,adjective,"reddish-brown, deep-brown, tawny; beaver, mongoose; reddish-brown animal; one of the ten species of dogs of Indo-Iranian creation myth",*bʰébʰrus,,"bábhru, babhrú","babʰru, babʰru",,,unlinked,,no CDIAL head with this spelling,,
enwikt:6085828,6085828,92152152,Reconstruction:Proto-Indo-Iranian/nagnás,nagnás,adjective,"naked, nude",,,nagna,nagna,6926,6926,linked,1,unique spelling match,,"R:sa:EWAia[6]; R:os:Cheung:2002[ru][41, 114, 240]; R:kho:Bailey[297]; R:os:Abaev[247]"
enwikt:6089482,6089482,92152277,Reconstruction:Proto-Indo-Iranian/ćradᶻdʰáH,ćradᶻdʰáH,noun,"belief, trust",,,śraddhā́,śraddʰā,12678,12678,linked,1,unique spelling match,,R:inc:IAIL
enwikt:6091469,6091469,91290361,Reconstruction:Proto-Indo-Iranian/wáy,wáy,particle,truly; woe! alas!,,,vái,vai,,,unlinked,,no CDIAL head with this spelling,,R:EWAia[vái][587]; R:ine:LIPP[765]; R:got:Lehmann[wai][387-8]; R:inc:IAIL[uvé][536]; R:EWAia[uvé][233]
enwikt:6097395,6097395,84334761,Reconstruction:Proto-Indo-Iranian/dáHtā,dáHtā,noun,giver,*déh₃tōr,,dā́tṛ,dātr̥,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6097399,6097399,88106994,Reconstruction:Proto-Indo-Iranian/dádaHti,dádaHti,verb,to give,*dédeh₃ti,,prádadāti; dádāti,pradadāti; dadāti,6141 8655,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6097405,6097405,67559038,Reconstruction:Proto-Indo-Iranian/warš-,warš-,root,height?,*wers-,,várṣman,varṣman,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6097414,6097414,92152157,Reconstruction:Proto-Indo-Iranian/námas,námas,noun,"deference, respect, homage",*némos,,námas,namas,6958,6958,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[námas-]
enwikt:6100452,6100452,92152145,Reconstruction:Proto-Indo-Iranian/mántras,mántras,noun,"meditation, chanting",,,mántrakāra; mántra,mantrakāra; mantra,9834 9835,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:EWAia[mántra-][311]
enwikt:6101084,6101084,92152027,Reconstruction:Proto-Indo-Iranian/gadaH,gadaH,noun,"club, mace",,,gadā,gadā,,,unlinked,,no CDIAL head with this spelling,,R:iir-pro:Substrate
enwikt:6101335,6101335,52794271,Reconstruction:Proto-Indo-Iranian/Ćarwás,Ćarwás,proper noun,the name of a deity,,,śarvá,śarva,12341,12341,alternate,2,review:semantics — glosses do not overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_3ebmlbasw6sme,R:iir-pro:Substrate
enwikt:6101794,6101794,92152315,Reconstruction:Proto-Indo-Iranian/ȷ́ʰarmyám,ȷ́ʰarmyám,noun,"permanent house, building",,,harmyá,harmya,,,unlinked,,no CDIAL head with this spelling,,"R:grc:EDG[χερμάς, -άδος][1626]; R:gem:EDPG[*grumþu- ~ *grundu-][192]; R:iir-pro:Substrate"
enwikt:6101811,6101811,60938504,Reconstruction:Proto-Indo-Iranian/abʰrás,abʰrás,noun,"cloud, raincloud",*n̥bʰrós,,abhrá,abʰra,549 550,549,linked,1,disambiguated by gloss overlap,,
enwikt:6109375,6109375,91554866,Reconstruction:Proto-Indo-Iranian/dr̥Hgʰás,dr̥Hgʰás,adjective,"long, lengthy",*dl̥h₁gʰós,,dīrghá,dīrgʰa,14608 6368,6368,alternate,2,unique after collapsing addendum onto its main entry; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_5b74f4jpaidiu,
enwikt:6109389,6109389,89132740,Reconstruction:Proto-Indo-Iranian/ǰʰatás,ǰʰatás,verb,"killed, slain; struck",*gʷʰn̥tós,,,,,,unlinked,,no CDIAL head with this spelling,,R:CDIAL[hatá]
enwikt:6110712,6110712,87486861,Reconstruction:Proto-Indo-Iranian/ǰiHwás,ǰiHwás,adjective,alive,*gʷih₃wós,,jīvá,jīva,5239 5240,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6113242,6113242,92171761,Reconstruction:Proto-Indo-Iranian/bálam,bálam,noun,strength,*bélom,,bala,bala,9161,9161,linked,1,unique spelling match,,R:sla:EDSIL[*bolъjъ][52]; R:itc:EDL[162]
enwikt:6113247,6113247,92151990,Reconstruction:Proto-Indo-Iranian/bálas,bálas,adjective,"strong, forceful",,,bála,bala,9161,9161,alternate,2,unique spelling match; review:duplicate-claim — wiir-6113242 already claims this head-word,,R:sa:EWAia[bála-][215]
enwikt:6114794,6114794,92171776,Reconstruction:Proto-Indo-Iranian/gʰáwšas,gʰáwšas,noun,"noise, sound",,,ghóṣa,gʰoṣa,4528,4528,linked,1,unique spelling match,,R:sa:EWAia[GHOṢ][518]; R:ine:IELC[203]; R:ps:Cheung:2011[184]
enwikt:6114817,6114817,89101315,Reconstruction:Proto-Indo-Iranian/gʰáwšati,gʰáwšati,verb,"to hear, listen; to shout",,yes,ghóṣati,gʰoṣati,4529,4529,alternate,2,review:semantics — glosses do not overlap,,R:ine:LIV[?*g⁽ʷ⁾ʰeṷs-][200]; R:ira:Cheung[*gauš][115]; R:pal:Mackenzie
enwikt:6116501,6116501,92152121,Reconstruction:Proto-Indo-Iranian/kšatrám,kšatrám,noun,"kingdom, dominion, empire; rule, reign",,,kṣatrá,kṣatra,3648,3648,linked,1,unique spelling match,,R:ira:Cheung[*xšaH]
enwikt:6117245,6117245,91600135,Reconstruction:Proto-Indo-Iranian/naHuHaȷ́ás,naHuHaȷ́ás,noun,"navigator, captain, skipper.",,,nāvājá,nāvāja,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6117259,6117259,92307266,Reconstruction:Proto-Indo-Iranian/síndʰuš,síndʰuš,noun,"river, stream.; the Indus river.; the region surrounding the Indus, Sindh.",,,síndhu,sindʰu,13415,13415,linked,1,unique spelling match,,R:iir-pro:Substrate; R:inc:Witzel:1999[5]
enwikt:6117604,6117604,92152292,Reconstruction:Proto-Indo-Iranian/čákšuš,čákšuš,noun,the eye.,,,cakṣus,cakṣus,4560,4560,linked,1,unique spelling match,,R:ine:LIV[*k<sup>u̯</sup>ek̑-][383-385]
enwikt:6129910,6129910,92152103,Reconstruction:Proto-Indo-Iranian/Háćru,Háćru,noun,tear,*h₂eḱru,,áśru,aśru,919,919,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_mjtwwhrbn3jda,R:ine:HCHIEL[582]
enwikt:6135306,6135306,92152175,Reconstruction:Proto-Indo-Iranian/putrás,putrás,noun,boy; son,*putlós,,putrá,putra,8265,8265,linked,1,unique spelling match,,R:inc:IAIL[putrá-][400-1]; R:CDIAL[putrá]
enwikt:6139519,6139519,92152276,Reconstruction:Proto-Indo-Iranian/ćasás,ćasás,noun,hare,*ḱesós,,,,,,unlinked,,no CDIAL head with this spelling,,R:MW[1060]; R:CDIAL[śaśá]
enwikt:6139894,6139894,92152137,Reconstruction:Proto-Indo-Iranian/mr̥gás,mr̥gás,noun,a forest animal,*(h₂)merh₂gʷ-,,mṛgá,mr̥ga,10264 14755a,10264,linked,1,disambiguated by gloss overlap,,R:ine:EIEC[147]; R:sa:EWAia[370-1]
enwikt:6141407,6141407,87170629,Reconstruction:Proto-Indo-Iranian/Háćmā,Háćmā,noun,"stone, thunderstone?; thunderbolt, sky?",*h₂éḱmō,,áśman,aśman,915,915,linked,1,unique spelling match,,R:inc:IAIL[áśman-][61-62]
enwikt:6142635,6142635,92152084,Reconstruction:Proto-Indo-Iranian/Hyáȷ́ati,Hyáȷ́ati,verb,"to worship, sacrifice",,,yájati,yajati,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung[*i̯az]
enwikt:6143566,6143566,92152210,Reconstruction:Proto-Indo-Iranian/tanúHs,tanúHs,noun,"body, self.",,,,,,,unlinked,,no CDIAL head with this spelling,,"R:inc:IAIL[taní-][503]; R:sa:EWAia[618-9, 621-2]"
enwikt:6144438,6144438,87167870,Reconstruction:Proto-Indo-Iranian/ćwaytás,ćwaytás,adjective,white; bright,*ḱweytós,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6145442,6145442,92152159,Reconstruction:Proto-Indo-Iranian/nápāts,nápāts,noun,descendant; grandson,*népōts,,apā́ṃ nápāt; nápāt,apāṁ napāt; napāt,6954,6954,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_3h5sqho7ijsei,R:inc:Goto:2013[32]; R:ine:HCHIEL[1945]
enwikt:6145458,6145458,92152215,Reconstruction:Proto-Indo-Iranian/sr̥ȷ́áti,sr̥ȷ́áti,verb,"to let go, dismiss, release, cast off",,,sṛjáti,sr̥jati,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung[*harz-]; R:ine:Kloekhorst2008[821]; R:pal:Mackenzie[hištan]; R:Iranica[DIVORCE]
enwikt:6145466,6145466,92152189,Reconstruction:Proto-Indo-Iranian/sarȷ́-,sarȷ́-,root,"abandon, discharge, loose off",*selǵ-,,sárjana; apasarjana; sṛj,sarjana; apasarjana; sr̥j,,,unlinked,,no CDIAL head with this spelling,,R:ine:Kloekhorst2008[821]; R:ira:Cheung[*harz-]
enwikt:6145479,6145479,92152310,Reconstruction:Proto-Indo-Iranian/ȷ́ámbʰas,ȷ́ámbʰas,noun,tooth; jawbone?,*ǵómbʰos,,jámbha,jambʰa,5137,5137,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_ldudbxzkt2oxk,R:ira:Cheung[*zamb<sup>1</sup>]
enwikt:6146167,6146167,92152156,Reconstruction:Proto-Indo-Iranian/náHs,náHs,noun,nose,,,nás,nas,7030,7030,linked,1,unique spelling match,,R:EWAia[nás-][30]; R:Turner-comp[nāˊsā]; R:ira:ESIJa[*¹nah- : nāh-][423-6]; R:peo:Skjaervo
enwikt:6146978,6146978,92151975,Reconstruction:Proto-Indo-Iranian/(H)íšuš,(H)íšuš,noun,arrow.,*(H)ísus,,íṣu,iṣu,,,unlinked,,no CDIAL head with this spelling,,R:Turner-comp[iṣukāˊ]
enwikt:6151910,6151910,92152293,Reconstruction:Proto-Indo-Iranian/čáćšma,čáćšma,noun,eye; sight,,,,,,,unlinked,,no CDIAL head with this spelling,,R:ira:ESIJa[238–240]; R:os:Cheung:2002[ru][245–246]
enwikt:6152435,6152435,92113243,Reconstruction:Proto-Indo-Iranian/Hnáwa,Hnáwa,numeral,nine,*h₁néwn̥,,náva,nava,6983 6984,6984,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_ehkpcbqatfg4s,
enwikt:6157567,6157567,85776824,Reconstruction:Proto-Indo-Iranian/maHám,maHám,pronoun,,,,mā́m,mām,,,unlinked,,no CDIAL head with this spelling,,R:ine:HCHIEL[1904]; R:ine:LIPP[505]
enwikt:6157602,6157602,91726348,Reconstruction:Proto-Indo-Iranian/HráwdHti,HráwdHti,verb,"to cry, weep.",,,róditi; rodáti,roditi; rodati,10840,10840,linked,1,unique spelling match,,
enwikt:6158308,6158308,92152072,Reconstruction:Proto-Indo-Iranian/HsuHápas,HsuHápas,adjective,well created; artistic; doing good work,*h₃épos,,svápas,svapas,,,unlinked,,no CDIAL head with this spelling,,R:ira:Novak:2013[208]
enwikt:6164416,6164416,92152254,Reconstruction:Proto-Indo-Iranian/wáȷ́ras,wáȷ́ras,adjective,"strong, hard; a mace, club or any such weapon",*weǵ-,,vájraka; vájra,vajraka; vajra,11204,11204,alternate,2,review:semantics — glosses do not overlap,,R:inc:Pischel; R:Joki 1973
enwikt:6221311,6221311,89912678,Reconstruction:Proto-Indo-Iranian/sambʰārás,sambʰārás,noun,"a storage, warehouse, reservoir; provisions, materials, necessaries for a particular task",,,sambhārá,sambʰāra,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6221693,6221693,88451544,Reconstruction:Proto-Indo-Iranian/-nás,-nás,suffix,,*-nós,,-na,na,14655a 6906,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6227876,6227876,92152273,Reconstruction:Proto-Indo-Iranian/ćarHáts,ćarHáts,noun,"autumn, summer; year",*ḱleh₁-,,śarád; śarádā,śarad; śaradā,12329,12329,linked,1,unique spelling match,,R:ine:EWAia[śarád-][616]; R:ine:NIL[414]; R:iir:Lipp:2009[39]
enwikt:6229114,6229114,88895624,Reconstruction:Proto-Indo-Iranian/ȷ́ā́mātā,ȷ́ā́mātā,noun,son-in-law,*ǵem-,,jā́mātṛ,jāmātr̥,5198,5198,alternate,2,review:semantics — glosses do not overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_rv4zigst2bmsu,
enwikt:6232130,6232130,92152274,Reconstruction:Proto-Indo-Iranian/úštras,úštras,noun,camel; buffalo,,yes,úṣṭra,uṣṭra,14333 2387,2387,linked,1,unique after collapsing addendum onto its main entry,,R:inc:EWAia[ústra-][237-238]; R:ine:IEW[3. u̯es-][1171-1173]; R:iir-pro:Substrate; R:ine:HCHIEL[1948]; R:ine:Mallory:2006[140]
enwikt:6232200,6232200,90106909,Reconstruction:Proto-Indo-Iranian/Hr̥tás,Hr̥tás,adjective,true,,,ṛtā́van; ṛtá,r̥tāvan; r̥ta,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6232566,6232566,92152309,Reconstruction:Proto-Indo-Iranian/ȷ́ráyas,ȷ́ráyas,noun,"expanse, vastness; ocean",,,jráyas,jrayas,,,unlinked,,no CDIAL head with this spelling,,R:iir-pro:Substrate; R:iir-pro:Substrate
enwikt:6232569,6232569,92152233,Reconstruction:Proto-Indo-Iranian/udrás,udrás,noun,otter,*udrós,,udrá,udra,2056 2057,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:os:Abaev[120]
enwikt:6237100,6237100,76138136,Reconstruction:Proto-Indo-Iranian/wáktram,wáktram,noun,mouth,*wekʷ-,,vaktra,vaktra,11184,11184,linked,1,unique spelling match,,
enwikt:6237127,6237127,89016022,Reconstruction:Proto-Indo-Iranian/nidráH,nidráH,noun,"sleep, slumber",,,nidrā́,nidrā,7200,7200,linked,1,unique spelling match,,
enwikt:6239587,6239587,92152243,Reconstruction:Proto-Indo-Iranian/wr̥ćšás,wr̥ćšás,noun,tree,,,vṛkṣá,vr̥kṣa,12067,12067,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_yxbmaglnzw4i6,R:inc:EWAia[vṛkṣá- - VṚJ][572]; R:inc:EWAia[VALG- -válsá][526-527]
enwikt:6239837,6239837,92171847,Reconstruction:Proto-Indo-Iranian/warāȷ́ʰás,warāȷ́ʰás,noun,boar,,,varāhá,varāha,11325,11325,linked,1,unique spelling match,,R:iir-pro:Substrate
enwikt:6242007,6242007,84546060,Reconstruction:Proto-Indo-Iranian/ćapʰás,ćapʰás,noun,hoof (of an animal),*ḱoph₂ós,,śaphá,śapʰa,,,unlinked,,no CDIAL head with this spelling,,R:xcl:HAB[սմբակ][233b]; R:fa:Horn[164]
enwikt:6242015,6242015,90741556,Reconstruction:Proto-Indo-Iranian/saȷ́ʰásram,saȷ́ʰásram,numeral,one thousand,,,sahásra,sahasra,13307,13307,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_syzxr4engdkfs,
enwikt:6242458,6242458,91591826,Reconstruction:Proto-Indo-Iranian/páćšma,páćšma,noun,"fine hair, bristles; wool, fleece",,,pákṣman,pakṣman,7638,7638,linked,1,unique spelling match,,
enwikt:6244846,6244846,92152305,Reconstruction:Proto-Indo-Iranian/ȷ́aluš,ȷ́aluš,noun,leech,*ǵelu-,,jalūkā,jalūkā,5161,5161,linked,1,unique spelling match,,
enwikt:6245252,6245252,91690367,Reconstruction:Proto-Indo-Iranian/sáynaH,sáynaH,noun,"army, troop; horde, band (of invaders, attackers)",,,sénā,senā,13587,13587,linked,1,unique spelling match,,
enwikt:6245542,6245542,92152138,Reconstruction:Proto-Indo-Iranian/mr̥Hdʰā́,mr̥Hdʰā́,noun,"forehead, head",*ml̥Hdʰṓ,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6245581,6245581,92152143,Reconstruction:Proto-Indo-Iranian/muštíš,muštíš,noun,fist,,,muṣṭí,muṣṭi,10221 14753,10221,alternate,2,unique after collapsing addendum onto its main entry; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_xlbr3lcyuszgo,R:ine:EIEC[*mustí-][255]; R:inc:Grestenberger:2009[114]; R:inc:IAIL[muṣṭí-][319-320]; R:kho:Bailey[muṣṭu]; R:ira:ESIJa[389]; R:bat:EDBIL[mušti][326-327]
enwikt:6245673,6245673,92152209,Reconstruction:Proto-Indo-Iranian/súraH,súraH,noun,"wine, liquor, alcohol; any fermented drink, milk, juice etc; nectar, any intoxicating drink",*sūl,,súrā,surā,13503,13503,linked,1,unique spelling match,,R:inc:IAIL[súrā-][482]; R:CDIAL[súrā]
enwikt:6245898,6245898,92152308,Reconstruction:Proto-Indo-Iranian/ȷ́iȷ́ʰwáH,ȷ́iȷ́ʰwáH,noun,tongue,[[*dn̥ǵʰwéh₂s]] ~ *dn̥ǵʰuh₂és,,jihvā́,jihvā,14521 5228,5228,linked,1,unique after collapsing addendum onto its main entry,,R:ira:ESIJa
enwikt:6250528,6250528,88459952,Reconstruction:Proto-Indo-Iranian/bʰáHmas,bʰáHmas,noun,"light, splendor, radiance",,,bhā́ma,bʰāma,14730 9454 9455,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6250956,6250956,92171866,Reconstruction:Proto-Indo-Iranian/ȷ́aHtás,ȷ́aHtás,adjective,"begotten, produced; child, son, offspring",*ǵn̥h₁tós,,jātá,jāta,14516 5182,5182,alternate,2,unique after collapsing addendum onto its main entry; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_pjdrzr3lpuo2k,R:ira:EDIV[465-466]
enwikt:6250961,6250961,87170679,Reconstruction:Proto-Indo-Iranian/duš-,duš-,prefix,bad,*dus-,,duṣ-,duṣ,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6253200,6253200,92152258,Reconstruction:Proto-Indo-Iranian/yaHtúš,yaHtúš,noun,"sorcery, witchcraft, black-magic",*yeh₁-,,yātú,yātu,,,unlinked,,no CDIAL head with this spelling,,R:ine:EIEC[362]
enwikt:6253256,6253256,92039224,Reconstruction:Proto-Indo-Iranian/ćráyHyas,ćráyHyas,adjective,"better, preferable",,,śréyas,śreyas,12721,12721,linked,1,unique spelling match,,
enwikt:6253427,6253427,90918279,Reconstruction:Proto-Indo-Iranian/miždʰám,miždʰám,noun,reward,*misdʰós,,mīḷhá,mīl̥ʰa,,,unlinked,,no CDIAL head with this spelling,,R:iir:Sandell[183]; R:pal:Rezai:2017[69]
enwikt:6253439,6253439,91588778,Reconstruction:Proto-Indo-Iranian/mádʰu,mádʰu,noun,honey; wine,*médʰu,,madhurá; mádhu,madʰura; madʰu,9784 9793,9784,linked,1,disambiguated by gloss overlap,,
enwikt:6253491,6253491,92152013,Reconstruction:Proto-Indo-Iranian/dyáti,dyáti,verb,to bind,*dh₁yéti,,dyáti,dyati,,,unlinked,,no CDIAL head with this spelling,,R:ira:Cheung[daH<sup>4</sup>]
enwikt:6253531,6253531,92152200,Reconstruction:Proto-Indo-Iranian/sáras,sáras,noun,"marsh, water",*sélos,,,,,,unlinked,,no CDIAL head with this spelling,,R:sa:EWAia[708]
enwikt:6265369,6265369,92152307,Reconstruction:Proto-Indo-Iranian/ȷ́antúš,ȷ́antúš,noun,"offspring, child; creature, person; tribe, clan",,,jantú,jantu,5110,5110,linked,1,unique spelling match,,R:sa:EWAia[570]
enwikt:6265755,6265755,88087234,Reconstruction:Proto-Indo-Iranian/daH-,daH-,root,give,*deh₃-,,dāna; díti; dítsati; dā,dāna; diti; ditsati; dā,6265 6266,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6277024,6277024,83077997,Reconstruction:Proto-Indo-Iranian/Hr̥ȷ́úš,Hr̥ȷ́úš,adjective,"straight, upright; just, right; correctly; in a straight manner",,,ṛjú,r̥ju,2448,2448,linked,1,unique spelling match,,
enwikt:6282403,6282403,91142815,Reconstruction:Proto-Indo-Iranian/Háwgas,Háwgas,noun,"might, bodily strength, vigour",,,ójasvant; ójas,ojasvant; ojas,2541,2541,linked,1,unique spelling match,,
enwikt:6283077,6283077,88899514,Reconstruction:Proto-Indo-Iranian/dʰráwgʰas,dʰráwgʰas,noun,"lie, deception; treachery; offence",*dʰrówgʰos,,drógha; dróha,drogʰa; droha,6640,6640,alternate,2,review:semantics — glosses do not overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_34tczbvuroboo,
enwikt:6284349,6284349,89383734,Reconstruction:Proto-Indo-Iranian/suH-,suH-,noun,"pig, swine, hog",*suH-,,sūkará,sūkara,13544,13544,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6285761,6285761,90070797,Reconstruction:Proto-Indo-Iranian/čatwā́ras,čatwā́ras,numeral,four,*kʷetwóres,,catur,catur,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6286954,6286954,91010717,Reconstruction:Proto-Indo-Iranian/saw-,saw-,root,"to press out, extract",*sewh₁-,,sunóti; sutá; su,sunoti; suta; su,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6289712,6289712,88041512,Reconstruction:Proto-Indo-Iranian/káwHiš,káwHiš,noun,"seer, poet; institutor of religious rites; insightful, wise",,,kaví,kavi,2964,2964,linked,1,unique spelling match,,R:Iranica; R:CDIAL[kaví]; R:sa:EWAia[328-9]; R:ira:Szemerenyi:1970[426]
enwikt:6302597,6302597,92151986,Reconstruction:Proto-Indo-Iranian/aryamā́,aryamā́,noun,"fellow, companion; member of one's tribe or clan; name of a deity: Aryaman, Aryomen",,,aryamán; aryamyà,aryaman; aryamya,689,689,alternate,2,review:semantics — glosses do not overlap,,R:pal:Mackenzie
enwikt:6302618,6302618,88087229,Reconstruction:Proto-Indo-Iranian/bʰaH-,bʰaH-,root,"to shine, be bright",*bʰeh₂-,,bhā́; bhāna; bhā,bʰā; bʰāna,9451 9452,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6302666,6302666,88087215,Reconstruction:Proto-Indo-Iranian/Hwas-,Hwas-,root,"to dwell, inhabit; to stay (a night)",*h₂wes-,,vas,vas,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6303034,6303034,92120126,Reconstruction:Proto-Indo-Iranian/kŕ̥miš,kŕ̥miš,noun,worm,*kʷŕ̥mis,,kṛ́mi,kr̥mi,3438,3438,linked,1,unique spelling match,,
enwikt:6305801,6305801,92152102,Reconstruction:Proto-Indo-Iranian/Háyas,Háyas,noun,a metal; copper,*h₂éyos,,áyas,ayas,590,590,linked,1,unique spelling match,,R:inc:IAIL[áyas-]
enwikt:6307115,6307115,91476908,Reconstruction:Proto-Indo-Iranian/ȷ́ʰáwtram,ȷ́ʰáwtram,noun,"libation, offering, sacrifice",*ǵʰéw-tro-m,,hotrá,hotra,,,unlinked,,no CDIAL head with this spelling,,R:Iranica
enwikt:6307757,6307757,92151983,Reconstruction:Proto-Indo-Iranian/adᶻdʰáH,adᶻdʰáH,adjective,"known, true",-,yes,,,,,unlinked,,no CDIAL head with this spelling,,R:iir:Lipp:2009[197]; R:ine:LIV[*Hedʰ-¹]; R:ine:IEW[1. med-][45]; R:ira:ESIJa[*azdā-]; R:inc:EWAia[addhā]; R:peo:Kent[azdā][33a]; R:ira:Kummel:2017[8]; R:ira:Windfuhr:2010[188]; R:hi:Misra[50]; R:ine:HCHIEL[1879]; R:ira:Tavernier[*Azdā]; R:ira:Hinz[*azdā-]
enwikt:6307781,6307781,92151974,Reconstruction:Proto-Indo-Iranian/(H)adʰás,(H)adʰás,adverb,"below, downwards",*(H)n̥dʰés,,adhás,adʰas,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[adhás][11-12]; R:ine:LIPP[47]; R:ira:ESIJa[*adah][80-81]
enwikt:6309373,6309373,88087254,Reconstruction:Proto-Indo-Iranian/smar-,smar-,root,to remember,*(s)mer-,,smará; smṛ,smara; smr̥,13861,13861,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6309412,6309412,92152214,Reconstruction:Proto-Indo-Iranian/smárati,smárati,verb,"to remember, recollect",,,smárati,smarati,13863,13863,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[smar]
enwikt:6309449,6309449,92152195,Reconstruction:Proto-Indo-Iranian/suHargás,suHargás,noun,heaven,,,svargá,svarga,13910,13910,linked,1,unique spelling match,,R:inc:IAIL[svargá-]
enwikt:6312180,6312180,92152054,Reconstruction:Proto-Indo-Iranian/Hrawdʰás,Hrawdʰás,noun,"red metal, copper",*h₁rowdʰós,,loha,loha,11158 14790,11158,linked,1,unique after collapsing addendum onto its main entry,,R:inc:IAIL; R:CDIAL[lōhá]
enwikt:6312202,6312202,92152291,Reconstruction:Proto-Indo-Iranian/ćšáytram,ćšáytram,noun,"land, region",*tḱéytrom,,kṣétra,kṣetra,14423a 3735,3735,linked,1,disambiguated by gloss overlap,,R:inc:IAIL; R:CDIAL[kṣḗtra]
enwikt:6312214,6312214,92152185,Reconstruction:Proto-Indo-Iranian/ráyknas,ráyknas,noun,"property left, inheritance",,,rékṇas,rekṇas,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL
enwikt:6312462,6312462,92152006,Reconstruction:Proto-Indo-Iranian/daHiwā́,daHiwā́,noun,husband's brother,*dayh₂wḗr,,devṛ; devara,devr̥; devara,6546 6546-2,6546,linked,1,disambiguated by gloss overlap,,R:inc:IAIL
enwikt:6312492,6312492,92152023,Reconstruction:Proto-Indo-Iranian/dʰúgʰHtā,dʰúgʰHtā,noun,daughter,*dʰugh₂tḗr,,dúhitṛ,duhitr̥,6481,6481,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_zaceendcb6l7e,R:inc:IAIL
enwikt:6312508,6312508,92152150,Reconstruction:Proto-Indo-Iranian/mā́Has,mā́Has,noun,moon; month,*mḗh₁n̥s,,mās<tr:mā́s>,mās<tr�mās>,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL; R:CDIAL[māˊsa]
enwikt:6313352,6313352,92152171,Reconstruction:Proto-Indo-Iranian/pr̥tʰúš,pr̥tʰúš,adjective,"broad, wide",*pléth₂us,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[pṛthú-]
enwikt:6323621,6323621,92171794,Reconstruction:Proto-Indo-Iranian/Háȷ́ras,Háȷ́ras,noun,"field, pasture",*h₂éǵros,,ájra,ajra,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL
enwikt:6329620,6329620,92152042,Reconstruction:Proto-Indo-Iranian/Hantár,Hantár,adverb,"between, into, within",*h₁entér,,ántara; antár,antara; antar,14217 356 357 358,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:inc:IAIL[antár][35]; R:ine:LIPP[237]
enwikt:6334589,6334589,92152068,Reconstruction:Proto-Indo-Iranian/Hsatyás,Hsatyás,adjective,"true, real",,,satyá,satya,13112,13112,linked,1,unique spelling match,,R:inc:IAIL[satyá-][451]
