Item	Site_Code	PDF_Page	Printed_Page	Column	OCR_Candidate	OCR_Row_Top	OCR_Pitch	Review_Status
39	HBA	84	75	right	1 lidze	1479	33	unreviewed
39	HNI	84	75	right	1 lidga	1512	33	unreviewed
39	BBG	84	75	right	3 kitfir	1578	33	unreviewed
39	BMA	84	75	right	S tijan	1611	33	unreviewed
39	BOP	84	75	right	3 kitfiri	1644	33	unreviewed
39	BRA	84	75	right	4 tien	1677	33	unreviewed
39	BGH	84	75	right	6 ulu	1710	33	unreviewed
39	MU1	84	75	right	-----	1743	33	unreviewed
39	MU2	84	75	right	1 lidga, 2 luga, 3 kitfri	1776	33	unreviewed
39	SA1	84	75	right	2 lugri, 3 kitfeitf	1809	33	unreviewed
39	SBA	84	75	right	2 lugri	1842	33	unreviewed
39	OCU	84	75	right	2 lu-ga - .	1875	33	unreviewed
40	HO1	85	76	left	1 pola, 2 mudam	266	32	unreviewed
40	HTH	85	76	left	1 pula	298	32	unreviewed
40	HKA	85	76	left	1 pula	330	32	unreviewed
40	HKE	85	76	left	1 pola, 2 mudi	362	32	unreviewed
40	HCH	85	76	left	1 pula	394	32	unreviewed
40	HCU	85	76	left	1 pola	426	32	unreviewed
40	HSU	85	76	left	1 pola	458	32	unreviewed
40	HSA	85	76	left	1 pola	490	32	unreviewed
40	HJO	85	76	left	1 pula	522	32	unreviewed
40	HDH	85	76	left	1 pola	554	32	unreviewed
40	HBG	85	76	left	1 pola	586	32	unreviewed
40	HO2	85	76	left	1 pola, 2 mundam	618	32	unreviewed
40	HRA	85	76	left	1 pola	650	32	unreviewed
40	HO3	85	76	left	------	682	32	unreviewed
40	HOP	85	76	right	1 pola	266	32	unreviewed
40	HBA	85	76	right	1 pola	298	32	unreviewed
40	HNI	85	76	right	1 pola	330	32	unreviewed
40	BBG	85	76	right	2 muldam	394	32	unreviewed
40	BMA	85	76	right	2 mupdem	426	32	unreviewed
40	BOP	85	76	right	2 mudam	458	32	unreviewed
40	BRA	85	76	right	2 mudem	490	32	unreviewed
40	BGH	85	76	right	2 audam	522	32	unreviewed
40	MU1	85	76	right	-------	554	32	unreviewed
40	MU2	85	76	right	1 pola	586	32	unreviewed
40	SA1	85	76	right	2 mundam	618	32	unreviewed
40	SBA	85	76	right	2 audem	650	32	unreviewed
40	OCU	85	76	right	2 mudi	682	32	unreviewed
41	HO1	85	76	left	1 siggi	842	32	unreviewed
41	HTH	85	76	left	1 singi	874	32	unreviewed
41	HKA	85	76	left	1 singi	906	32	unreviewed
41	HKE	85	76	left	1 singi	938	32	unreviewed
41	HCH	85	76	left	1 singi	970	32	unreviewed
41	HCU	85	76	left	1 singi	1002	32	unreviewed
41	HSU	85	76	left	1 singi	1034	32	unreviewed
41	HSA	85	76	left	1 singi	1066	32	unreviewed
41	HJO	85	76	left	1 singi	1098	32	unreviewed
41	HDH	85	76	left	1 singi	1130	32	unreviewed
41	HBG	85	76	left	1 singi	1162	32	unreviewed
41	HO2	85	76	left	1 singi	1194	32	unreviewed
41	HRA	85	76	left	1 singi	1226	32	unreviewed
41	HO3	85	76	left	1 singi	1258	32	unreviewed
41	HOP	85	76	right	1 singi	842	32	unreviewed
41	HBA	85	76	right	1 singi	874	32	unreviewed
41	HNI	85	76	right	1 singi	906	32	unreviewed
41	BBG	85	76	right	1 singi	970	32	unreviewed
41	BMA	85	76	right	1 singi	1002	32	unreviewed
41	BOP	85	76	right	{1 singi	1034	32	unreviewed
41	BRA	85	76	right	1 singi	1066	32	unreviewed
41	BGH	85	76	right	1 singi	1098	32	unreviewed
41	MU1	85	76	right	1 siggi	1130	32	unreviewed
41	MU2	85	76	right	1 singi	1162	32	unreviewed
41	SA1	85	76	right	3 sin tfando	1194	32	unreviewed
41	SBA	85	76	right	3 sin tfanda	1226	32	unreviewed
41	OCU	85	76	right	2 sudzgo	1258	32	unreviewed
42	HO1	85	76	left	1 tfandu	1416	32	unreviewed
42	HTH	85	76	left	1 tfandu	1448	32	unreviewed
42	HKA	85	76	left	1 tfandu	1480	32	unreviewed
42	HKE	85	76	left	1 tfandu?u	1512	32	unreviewed
42	HCH	85	76	left	1 tfandu	1544	32	unreviewed
42	HCU	85	76	left	1 tfadu?u	1576	32	unreviewed
42	HSU	85	76	left	1 tfandu	1608	32	unreviewed
42	HSA	85	76	left	1 tfandu	1640	32	unreviewed
42	HJO	85	76	left	1 tfandu	1672	32	unreviewed
42	HDH	85	76	left	1 tfandu?	1704	32	unreviewed
42	HBG	85	76	left	1 tfandu	1736	32	unreviewed
42	HO2	85	76	left	1 tfanqu	1768	32	unreviewed
42	HRA	85	76	left	1 tfandu	1800	32	unreviewed
42	HO3	85	76	left	1 tfandu	1832	32	unreviewed
42	HOP	85	76	right	1 tfanduc	1416	32	unreviewed
42	HBA	85	76	right	1 tfandu	1448	32	unreviewed
42	HNI	85	76	right	1 tfandu	1480	32	unreviewed
42	BBG	85	76	right	| tfangu	1544	32	unreviewed
42	BMA	85	76	right	1 tfandup?	1576	32	unreviewed
42	BOP	85	76	right	1 tfandu	1608	32	unreviewed
42	BRA	85	76	right	1 tfadub	1640	32	unreviewed
42	BGH	85	76	right	1 tfadup	1672	32	unreviewed
42	MU1	85	76	right	1 tfandu	1704	32	unreviewed
42	MU2	85	76	right	1 tfandu	1736	32	unreviewed
42	SA1	85	76	right	1 nenda tfando	1768	32	unreviewed
42	SBA	85	76	right	1 ntde tfanda	1800	32	unreviewed
42	OCU	85	76	right	2 dzanha	1832	32	unreviewed
43	HO1	86	77	left	1 sicma	266	33	unreviewed
43	HTH	86	77	left	1 sicuma	299	33	unreviewed
43	HKA	86	77	left	1 sicuma	332	33	unreviewed
43	HKE	86	77	left	1 sicme	365	33	unreviewed
43	HCH	86	77	left	1 sircma	398	33	unreviewed
43	HCU	86	77	left	1 sicme	431	33	unreviewed
43	HSU	86	77	left	1 sircuma	464	33	unreviewed
43	HSA	86	77	left	1 sirma	497	33	unreviewed
43	HJO	86	77	left	1 sirma	530	33	unreviewed
43	HDH	86	77	left	1 sicma	563	33	unreviewed
43	HBG	86	77	left	{ sicma	596	33	unreviewed
43	HO2	86	77	left	-----	629	33	unreviewed
43	HRA	86	77	left	-----	662	33	unreviewed
43	HO3	86	77	left	-----	695	33	unreviewed
43	HOP	86	77	right	1 sicma	266	33	unreviewed
43	HBA	86	77	right	-----	299	33	unreviewed
43	HNI	86	77	right	-----	332	33	unreviewed
43	BBG	86	77	right	| sicma	398	33	unreviewed
43	BMA	86	77	right	1 sircma	431	33	unreviewed
43	BOP	86	77	right	-----	464	33	unreviewed
43	BRA	86	77	right	1 sircma	497	33	unreviewed
43	BGH	86	77	right	| sirma	530	33	unreviewed
43	MU1	86	77	right	-----	563	33	unreviewed
43	MU2	86	77	right	1 sicma	596	33	unreviewed
43	SA1	86	77	right	1 secma	629	33	unreviewed
43	SBA	86	77	right	| serma	662	33	unreviewed
43	OCU	86	77	right	2 akasau	695	33	unreviewed
44	HO1	86	77	left	1 ipil	867	33	unreviewed
44	HTH	86	77	left	{ ipil	900	33	unreviewed
44	HKA	86	77	left	1 ipil	933	33	unreviewed
44	HKE	86	77	left	1 ipil	966	33	unreviewed
44	HCH	86	77	left	1 ipil	999	33	unreviewed
44	HCU	86	77	left	1 ipil	1032	33	unreviewed
44	HSU	86	77	left	1 ipil	1065	33	unreviewed
44	HSA	86	77	left	1 ipil	1098	33	unreviewed
44	HJO	86	77	left	1 ipil	1131	33	unreviewed
44	HDH	86	77	left	1 ipil	1164	33	unreviewed
44	HBG	86	77	left	1 ipil	1197	33	unreviewed
44	HO2	86	77	left	1 ipil	1230	33	unreviewed
44	HRA	86	77	left	1 ipil	1263	33	unreviewed
44	HO3	86	77	left	1 ipil	1296	33	unreviewed
44	HOP	86	77	right	1 ipi!	867	33	unreviewed
44	HBA	86	77	right	1 ipil	900	33	unreviewed
44	HNI	86	77	right	1 ipil	933	33	unreviewed
44	BBG	86	77	right	1 ipil	999	33	unreviewed
44	BMA	86	77	right	1 ipil	1032	33	unreviewed
44	BOP	86	77	right	1 ipil	1065	33	unreviewed
44	BRA	86	77	right	1 ipil	1098	33	unreviewed
44	BGH	86	77	right	1 ipil	1131	33	unreviewed
44	MU1	86	77	right	1 ipil	1164	33	unreviewed
44	MU2	86	77	right	1 ipil	1197	33	unreviewed
44	SA1	86	77	right	1 ipil	1230	33	unreviewed
44	SBA	86	77	right	1 ipil	1263	33	unreviewed
44	OCU	86	77	right	2 tara, 3 nakfatea	1296	33	unreviewed
45	HO1	86	77	left	1 gama	1463	33	unreviewed
45	HTH	86	77	left	1 gama	1496	33	unreviewed
45	HKA	86	77	left	1 gama	1529	33	unreviewed
45	HKE	86	77	left	1 gama	1562	33	unreviewed
45	HCH	86	77	left	1 gama	1595	33	unreviewed
45	HCU	86	77	left	1 gama	1628	33	unreviewed
45	HSU	86	77	left	1 gama	1661	33	unreviewed
45	HSA	86	77	left	1 gama	1694	33	unreviewed
45	HJO	86	77	left	1 gama	1727	33	unreviewed
45	HDH	86	77	left	1 gama	1760	33	unreviewed
45	HBG	86	77	left	1 goma	1793	33	unreviewed
45	HO2	86	77	left	1 gama	1826	33	unreviewed
45	HRA	86	77	left	1 gama	1859	33	unreviewed
45	HO3	86	77	left	-----	1892	33	unreviewed
45	HOP	86	77	right	1! gama	1463	33	unreviewed
45	HBA	86	77	right	1 gama	1496	33	unreviewed
45	HNI	86	77	right	1 gama	1529	33	unreviewed
45	BBG	86	77	right	{i goma	1595	33	unreviewed
45	BMA	86	77	right	1 gama	1628	33	unreviewed
45	BOP	86	77	right	1 gama	1661	33	unreviewed
45	BRA	86	77	right	1 gama	1694	33	unreviewed
45	BGH	86	77	right	| gama	1727	33	unreviewed
45	MU1	86	77	right	-----	1760	33	unreviewed
45	MU2	86	77	right	3 dgargi	1793	33	unreviewed
45	SA1	86	77	right	----- >	1826	33	unreviewed
45	SBA	86	77	right	-----	1859	33	unreviewed
45	OCU	86	77	right	2 borosa	1892	33	unreviewed
46	HO1	87	78	left	da?a	257	33	unreviewed
46	HTH	87	78	left	da?a	290	33	unreviewed
46	HKA	87	78	left	da?a	323	33	unreviewed
46	HKE	87	78	left	da?a	356	33	unreviewed
46	HCH	87	78	left	da?a	389	33	unreviewed
46	HCU	87	78	left	daa	422	33	unreviewed
46	HSU	87	78	left	1 da%a	455	33	unreviewed
46	HSA	87	78	left	1 da?a	488	33	unreviewed
46	HJO	87	78	left	1 da?a	521	33	unreviewed
46	HDH	87	78	left	1 da?a	554	33	unreviewed
46	HBG	87	78	left	1 da?a	587	33	unreviewed
46	HO2	87	78	left	1 da	620	33	unreviewed
46	HRA	87	78	left	1 da?a	653	33	unreviewed
46	HO3	87	78	left	1 da?	686	33	unreviewed
46	HOP	87	78	right	1 da?a	257	33	unreviewed
46	HBA	87	78	right	data	290	33	unreviewed
46	HNI	87	78	right	1 da?a	323	33	unreviewed
46	BBG	87	78	right	1 da?a	389	33	unreviewed
46	BMA	87	78	right	1 da?a	422	33	unreviewed
46	BOP	87	78	right	1 da?a	455	33	unreviewed
46	BRA	87	78	right	1 da?	488	33	unreviewed
46	BGH	87	78	right	1 da?	521	33	unreviewed
46	MU1	87	78	right	1 da	554	33	unreviewed
46	MU2	87	78	right	1 da	587	33	unreviewed
46	SA1	87	78	right	1 dak	620	33	unreviewed
46	SBA	87	78	right	1 ga?	653	33	unreviewed
46	OCU	87	78	right	pani	686	33	unreviewed
47	HO1	87	78	left	1 gada	845	32	unreviewed
47	HTH	87	78	left	1 gada	877	32	unreviewed
47	HKA	87	78	left	1 gada	909	32	unreviewed
47	HKE	87	78	left	1 gata	941	32	unreviewed
47	HCH	87	78	left	1 gadqa	973	32	unreviewed
47	HCU	87	78	left	1 gada	1005	32	unreviewed
47	HSU	87	78	left	1 gada	1037	32	unreviewed
47	HSA	87	78	left	1 gada	1069	32	unreviewed
47	HJO	87	78	left	1 gada	1101	32	unreviewed
47	HDH	87	78	left	1 gada	1133	32	unreviewed
47	HBG	87	78	left	1 gada	1165	32	unreviewed
47	HO2	87	78	left	1 gara	1197	32	unreviewed
47	HRA	87	78	left	1 gada	1229	32	unreviewed
47	HO3	87	78	left		1261	32	unreviewed
47	HOP	87	78	right	1 gata	845	32	unreviewed
47	HBA	87	78	right	1 gada	877	32	unreviewed
47	HNI	87	78	right	1 gada	909	32	unreviewed
47	BBG	87	78	right	1 gada	973	32	unreviewed
47	BMA	87	78	right	1 gada	1005	32	unreviewed
47	BOP	87	78	right	1 gada	1037	32	unreviewed
47	BRA	87	78	right	1 gada	1069	32	unreviewed
47	BGH	87	78	right	| gada	1101	32	unreviewed
47	MU1	87	78	right	-----	1133	32	unreviewed
47	MU2	87	78	right	1 gada	1165	32	unreviewed
47	SA1	87	78	right	1 gada	1197	32	unreviewed
47	SBA	87	78	right	1 gada	1229	32	unreviewed
47	OCU	87	78	right	negi	1261	32	unreviewed
48	HO1	87	78	left	1 cimil	1419	32	unreviewed
48	HTH	87	78	left	remil	1451	32	unreviewed
48	HKA	87	78	left	1 cimil	1483	32	unreviewed
48	HKE	87	78	left	cemil	1515	32	unreviewed
48	HCH	87	78	left	rimil	1547	32	unreviewed
48	HCU	87	78	left	remit	1579	32	unreviewed
48	HSU	87	78	left	cimil	1611	32	unreviewed
48	HSA	87	78	left	ctmil	1643	32	unreviewed
48	HJO	87	78	left	cimi	1675	32	unreviewed
48	HDH	87	78	left	cimil	1707	32	unreviewed
48	HBG	87	78	left	rimil	1739	32	unreviewed
48	HO2	87	78	left	cimil	1771	32	unreviewed
48	HRA	87	78	left	remil	1803	32	unreviewed
48	HO3	87	78	left		1835	32	unreviewed
48	HOP	87	78	right	1 cemil	1419	32	unreviewed
48	HBA	87	78	right	1 cemil	1451	32	unreviewed
48	HNI	87	78	right	gama rakapdara	1483	32	unreviewed
48	BBG	87	78	right	1 remb?ul	1547	32	unreviewed
48	BMA	87	78	right	1 cimil	1579	32	unreviewed
48	BOP	87	78	right		1611	32	unreviewed
48	BRA	87	78	right	1 cemil	1643	32	unreviewed
48	BGH	87	78	right	1 cembil	1675	32	unreviewed
48	MU1	87	78	right		1707	32	unreviewed
48	MU2	87	78	right	1 cimil	1739	32	unreviewed
48	SA1	87	78	right	cimil, 4 lahea	1771	32	unreviewed
48	SBA	87	78	right	cahala	1803	32	unreviewed
48	OCU	87	78	right	meg*-o	1835	32	unreviewed
49	HO1	88	79	left	{ hitfic	257	30	unreviewed
49	HTH	88	79	left	2 bidgil	287	30	unreviewed
49	HKA	88	79	left	2 bidzil	317	30	unreviewed
49	HKE	88	79	left	1 hitfic	347	30	unreviewed
49	HCH	88	79	left	1 hitfic	377	30	unreviewed
49	HCU	88	79	left	1 hitfic	407	30	unreviewed
49	HSU	88	79	left	2 bidgili	437	30	unreviewed
49	HSA	88	79	left	1 hitfic	467	30	unreviewed
49	HJO	88	79	left	2 bidgil	497	30	unreviewed
49	HDH	88	79	left	1 hitfic	527	30	unreviewed
49	HBG	88	79	left	1 hitfic	557	30	unreviewed
49	HO2	88	79	left	1 hitfic	587	30	unreviewed
49	HRA	88	79	left	1 itfic	617	30	unreviewed
49	HO3	88	79	left	-----	647	30	unreviewed
49	HOP	88	79	right	bidgli	257	30	unreviewed
49	HBA	88	79	right	bidgzili	287	30	unreviewed
49	HNI	88	79	right	bidgili	317	30	unreviewed
49	BBG	88	79	right	bidgala*	377	30	unreviewed
49	BMA	88	79	right	itfic tada, 2 bidzlo	407	30	unreviewed
49	BOP	88	79	right	g’adagati	437	30	unreviewed
49	BRA	88	79	right	bidgili	467	30	unreviewed
49	BGH	88	79	right	bidgali	497	30	unreviewed
49	MU1	88	79	right		527	30	unreviewed
49	MU2	88	79	right	hitfic, 4 ther	557	30	unreviewed
49	SA1	88	79	right		587	30	unreviewed
49	SBA	88	79	right	bid3li	617	30	unreviewed
49	OCU	88	79	right	bidguli	647	30	unreviewed
50	HO1	88	79	left	1 culbipon	792	30	unreviewed
50	HTH	88	79	left	1 culbipon	822	30	unreviewed
50	HKA	88	79	left	1 culbipon	852	30	unreviewed
50	HKE	88	79	left	1 culbin	882	30	unreviewed
50	HCH	88	79	left	1 culbipon	912	30	unreviewed
50	HCU	88	79	left	1 culbipon	942	30	unreviewed
50	HSU	88	79	left	1 culbin	972	30	unreviewed
50	HSA	88	79	left	1 culbiy	1002	30	unreviewed
50	HJO	88	79	left	1 culbipon	1032	30	unreviewed
50	HDH	88	79	left	1 culbin, nucbin	1062	30	unreviewed
50	HBG	88	79	left	1 culbipon	1092	30	unreviewed
50	HO2	88	79	left	1 culbin	1122	30	unreviewed
50	HRA	88	79	left	1 culbipdy	1152	30	unreviewed
50	HO3	88	79	left	-----	1182	30	unreviewed
50	HOP	88	79	right	rulubig	792	30	unreviewed
50	HBA	88	79	right	culbiy	822	30	unreviewed
50	HNI	88	79	right	culbipon	852	30	unreviewed
50	BBG	88	79	right	bandelele?	912	30	unreviewed
50	BMA	88	79	right	lundubin	942	30	unreviewed
50	BOP	88	79	right		972	30	unreviewed
50	BRA	88	79	right	rohodbin	1002	30	unreviewed
50	BGH	88	79	right	ram d*anus	1032	30	unreviewed
50	MU1	88	79	right		1062	30	unreviewed
50	MU2	88	79	right	bandalele	1092	30	unreviewed
50	SA1	88	79	right	lita atk	1122	30	unreviewed
50	SBA	88	79	right	lita?a	1152	30	unreviewed
50	OCU	88	79	right	indro danase	1182	30	unreviewed
51	HO1	88	79	left	1 hajo	1325	29	unreviewed
51	HTH	88	79	left	1 hojo	1354	29	unreviewed
51	HKA	88	79	left	1 hojo	1383	29	unreviewed
51	HKE	88	79	left	1 haja	1412	29	unreviewed
51	HCH	88	79	left	1 hojo	1441	29	unreviewed
51	HCU	88	79	left	1 haja	1470	29	unreviewed
51	HSU	88	79	left	1 hojo	1499	29	unreviewed
51	HSA	88	79	left	1 hojo	1528	29	unreviewed
51	HJO	88	79	left	1 hojo	1557	29	unreviewed
51	HDH	88	79	left	1 haja	1586	29	unreviewed
51	HBG	88	79	left	1 hoja	1615	29	unreviewed
51	HO2	88	79	left	1 hoio	1644	29	unreviewed
51	HRA	88	79	left	1 hojo	1673	29	unreviewed
51	HO3	88	79	left	-----	1702	29	unreviewed
51	HOP	88	79	right	haja	1325	29	unreviewed
51	HBA	88	79	right	hojo	1354	29	unreviewed
51	HNI	88	79	right	hojo	1383	29	unreviewed
51	BBG	88	79	right	hojo	1441	29	unreviewed
51	BMA	88	79	right	hojo	1470	29	unreviewed
51	BOP	88	79	right	haja	1499	29	unreviewed
51	BRA	88	79	right	haja	1528	29	unreviewed
51	BGH	88	79	right	hajo	1557	29	unreviewed
51	MU1	88	79	right		1586	29	unreviewed
51	MU2	88	79	right	hojo	1615	29	unreviewed
51	SA1	88	79	right	hoe	1644	29	unreviewed
51	SBA	88	79	right	hoe-	1673	29	unreviewed
51	OCU	88	79	right	d3foraka	1702	29	unreviewed
52	HO1	89	80	left	divi	253	30	unreviewed
52	HTH	89	80	left	diri	283	30	unreviewed
52	HKA	89	80	left	diri	313	30	unreviewed
52	HKE	89	80	left	divi	343	30	unreviewed
52	HCH	89	80	left	divi	373	30	unreviewed
52	HCU	89	80	left	divi	403	30	unreviewed
52	HSU	89	80	left	dici	433	30	unreviewed
52	HSA	89	80	left	diri	463	30	unreviewed
52	HJO	89	80	left	diri	493	30	unreviewed
52	HDH	89	80	left	diri	523	30	unreviewed
52	HBG	89	80	left	dirt	553	30	unreviewed
52	HO2	89	80	left	diri	583	30	unreviewed
52	HRA	89	80	left	divi	613	30	unreviewed
52	HO3	89	80	left		643	30	unreviewed
52	HOP	89	80	right		253	30	unreviewed
52	HBA	89	80	right		283	30	unreviewed
52	HNI	89	80	right		313	30	unreviewed
52	BBG	89	80	right		373	30	unreviewed
52	BMA	89	80	right		403	30	unreviewed
52	BOP	89	80	right		433	30	unreviewed
52	BRA	89	80	right		463	30	unreviewed
52	BGH	89	80	right		493	30	unreviewed
52	MU1	89	80	right		523	30	unreviewed
52	MU2	89	80	right		553	30	unreviewed
52	SA1	89	80	right		583	30	unreviewed
52	SBA	89	80	right		613	30	unreviewed
52	OCU	89	80	right		643	30	unreviewed
53	HO1	89	80	left	hora	789	30	unreviewed
53	HTH	89	80	left	hora	819	30	unreviewed
53	HKA	89	80	left	hora	849	30	unreviewed
53	HKE	89	80	left	hora	879	30	unreviewed
53	HCH	89	80	left	hora	909	30	unreviewed
53	HCU	89	80	left	hora	939	30	unreviewed
53	HSU	89	80	left	hora	969	30	unreviewed
53	HSA	89	80	left	hora	999	30	unreviewed
53	HJO	89	80	left	hora	1029	30	unreviewed
53	HDH	89	80	left	hora	1059	30	unreviewed
53	HBG	89	80	left	hora	1089	30	unreviewed
53	HO2	89	80	left	sac	1119	30	unreviewed
53	HRA	89	80	left	hora	1149	30	unreviewed
53	HO3	89	80	left		1179	30	unreviewed
53	HOP	89	80	right		789	30	unreviewed
53	HBA	89	80	right		819	30	unreviewed
53	HNI	89	80	right		849	30	unreviewed
53	BBG	89	80	right		909	30	unreviewed
53	BMA	89	80	right		939	30	unreviewed
53	BOP	89	80	right		969	30	unreviewed
53	BRA	89	80	right		999	30	unreviewed
53	BGH	89	80	right		1029	30	unreviewed
53	MU1	89	80	right		1059	30	unreviewed
53	MU2	89	80	right		1089	30	unreviewed
53	SA1	89	80	right	4 sesa	1119	30	unreviewed
53	SBA	89	80	right		1149	30	unreviewed
53	OCU	89	80	right		1179	30	unreviewed
54	HO1	89	80	left	hora	1142	32	unreviewed
54	HTH	89	80	left		1174	32	unreviewed
54	HKA	89	80	left		1206	32	unreviewed
54	HKE	89	80	left		1238	32	unreviewed
54	HCH	89	80	left		1270	32	unreviewed
54	HCU	89	80	left		1302	32	unreviewed
54	HSU	89	80	left		1334	32	unreviewed
54	HSA	89	80	left		1366	32	unreviewed
54	HJO	89	80	left		1398	32	unreviewed
54	HDH	89	80	left		1430	32	unreviewed
54	HBG	89	80	left		1462	32	unreviewed
54	HO2	89	80	left		1494	32	unreviewed
54	HRA	89	80	left		1526	32	unreviewed
54	HO3	89	80	left		1558	32	unreviewed
54	HOP	89	80	right		1142	32	unreviewed
54	HBA	89	80	right		1174	32	unreviewed
54	HNI	89	80	right		1206	32	unreviewed
54	BBG	89	80	right		1270	32	unreviewed
54	BMA	89	80	right		1302	32	unreviewed
54	BOP	89	80	right		1334	32	unreviewed
54	BRA	89	80	right		1366	32	unreviewed
54	BGH	89	80	right		1398	32	unreviewed
54	MU1	89	80	right		1430	32	unreviewed
54	MU2	89	80	right		1462	32	unreviewed
54	SA1	89	80	right		1494	32	unreviewed
54	SBA	89	80	right		1526	32	unreviewed
54	OCU	89	80	right		1558	32	unreviewed
55	HO1	90	81	left	sengel	256	29	unreviewed
55	HTH	90	81	left	sengel	285	29	unreviewed
55	HKA	90	81	left	senge!	314	29	unreviewed
55	HKE	90	81	left	senge!	343	29	unreviewed
55	HCH	90	81	left	sengel	372	29	unreviewed
55	HCU	90	81	left	sengel	401	29	unreviewed
55	HSU	90	81	left	sengel	430	29	unreviewed
55	HSA	90	81	left	sengel	459	29	unreviewed
55	HJO	90	81	left	senge!	488	29	unreviewed
55	HDH	90	81	left	sengel	517	29	unreviewed
55	HBG	90	81	left	senge!	546	29	unreviewed
55	HO2	90	81	left	sengel	575	29	unreviewed
55	HRA	90	81	left	sengel	604	29	unreviewed
55	HO3	90	81	left	sengel	633	29	unreviewed
55	HOP	90	81	right		256	29	unreviewed
55	HBA	90	81	right		285	29	unreviewed
55	HNI	90	81	right		314	29	unreviewed
55	BBG	90	81	right		372	29	unreviewed
55	BMA	90	81	right		401	29	unreviewed
55	BOP	90	81	right		430	29	unreviewed
55	BRA	90	81	right		459	29	unreviewed
55	BGH	90	81	right		488	29	unreviewed
55	MU1	90	81	right		517	29	unreviewed
55	MU2	90	81	right		546	29	unreviewed
55	SA1	90	81	right		575	29	unreviewed
55	SBA	90	81	right		604	29	unreviewed
55	OCU	90	81	right		633	29	unreviewed
56	HO1	90	81	left	mo?o, 3 sukul	780	29	unreviewed
56	HTH	90	81	left	mo?o	809	29	unreviewed
56	HKA	90	81	left	mo?o	838	29	unreviewed
56	HKE	90	81	left	mo?o	867	29	unreviewed
56	HCH	90	81	left	mo?o	896	29	unreviewed
56	HCU	90	81	left	mo?o	925	29	unreviewed
56	HSU	90	81	left	mo?o	954	29	unreviewed
56	HSA	90	81	left	mo?o	983	29	unreviewed
56	HJO	90	81	left	mo%o	1012	29	unreviewed
56	HDH	90	81	left	mo?o	1041	29	unreviewed
56	HBG	90	81	left	mo?o, 3 sukul	1070	29	unreviewed
56	HO2	90	81	left	suku!	1099	29	unreviewed
56	HRA	90	81	left	mo?o, 4 dungi	1128	29	unreviewed
56	HO3	90	81	left		1157	29	unreviewed
56	HOP	90	81	right	2 dua	780	29	unreviewed
56	HBA	90	81	right		809	29	unreviewed
56	HNI	90	81	right		838	29	unreviewed
56	BBG	90	81	right		896	29	unreviewed
56	BMA	90	81	right		925	29	unreviewed
56	BOP	90	81	right		954	29	unreviewed
56	BRA	90	81	right		983	29	unreviewed
56	BGH	90	81	right		1012	29	unreviewed
56	MU1	90	81	right		1041	29	unreviewed
56	MU2	90	81	right	4 d®ungia	1070	29	unreviewed
56	SA1	90	81	right	4 dfungia	1099	29	unreviewed
56	SBA	90	81	right		1128	29	unreviewed
56	OCU	90	81	right		1157	29	unreviewed
57	HO1	90	81	left	toro?e	1304	29	unreviewed
57	HTH	90	81	left	toroe	1333	29	unreviewed
57	HKA	90	81	left	toroe	1362	29	unreviewed
57	HKE	90	81	left	£arae	1391	29	unreviewed
57	HCH	90	81	left	force	1420	29	unreviewed
57	HCU	90	81	left	taraje	1449	29	unreviewed
57	HSU	90	81	left	force	1478	29	unreviewed
57	HSA	90	81	left	to?coe	1507	29	unreviewed
57	HJO	90	81	left	toro?e	1536	29	unreviewed
57	HDH	90	81	left	tarae?	1565	29	unreviewed
57	HBG	90	81	left	ratore?	1594	29	unreviewed
57	HO2	90	81	left	toroce ©	1623	29	unreviewed
57	HRA	90	81	left	taroe	1652	29	unreviewed
57	HO3	90	81	left		1681	29	unreviewed
57	HOP	90	81	right		1304	29	unreviewed
57	HBA	90	81	right		1333	29	unreviewed
57	HNI	90	81	right		1362	29	unreviewed
57	BBG	90	81	right		1420	29	unreviewed
57	BMA	90	81	right		1449	29	unreviewed
57	BOP	90	81	right		1478	29	unreviewed
57	BRA	90	81	right		1507	29	unreviewed
57	BGH	90	81	right		1536	29	unreviewed
57	MU1	90	81	right	:	1565	29	unreviewed
57	MU2	90	81	right	~	1594	29	unreviewed
57	SA1	90	81	right		1623	29	unreviewed
57	SBA	90	81	right		1652	29	unreviewed
57	OCU	90	81	right		1681	29	unreviewed
58	HO1	91	82	left	1 losod	253	29	unreviewed
58	HTH	91	82	left	1 losod	282	29	unreviewed
58	HKA	91	82	left	1 losod	311	29	unreviewed
58	HKE	91	82	left	1 lasa?n	340	29	unreviewed
58	HCH	91	82	left	| losod	369	29	unreviewed
58	HCU	91	82	left	1 lasa?n	398	29	unreviewed
58	HSU	91	82	left	1 losod	427	29	unreviewed
58	HSA	91	82	left	t losod	456	29	unreviewed
58	HJO	91	82	left	1 losod	485	29	unreviewed
58	HDH	91	82	left	1 lasa?t	514	29	unreviewed
58	HBG	91	82	left	1 losor	543	29	unreviewed
58	HO2	91	82	left	1 losod	572	29	unreviewed
58	HRA	91	82	left	1 loso?n	601	29	unreviewed
58	HO3	91	82	left	1 losod	630	29	unreviewed
58	HOP	91	82	right		253	29	unreviewed
58	HBA	91	82	right		282	29	unreviewed
58	HNI	91	82	right		311	29	unreviewed
58	BBG	91	82	right	2 kadom	369	29	unreviewed
58	BMA	91	82	right		398	29	unreviewed
58	BOP	91	82	right		427	29	unreviewed
