Item	Gloss	Site_Code	Scope	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Disposition	Citation	Entry_Key
37	thread	HKE	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HKE]	ho2024-hke-i037
37	thread	HCH	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HCH]	ho2024-hch-i037
37	thread	HCU	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HCU]	ho2024-hcu-i037
37	thread	HSU	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HSU]	ho2024-hsu-i037
37	thread	HSA	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HSA]	ho2024-hsa-i037
37	thread	HJO	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HJO]	ho2024-hjo-i037
37	thread	HDH	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HDH]	ho2024-hdh-i037
37	thread	HBG	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HBG]	ho2024-hbg-i037
37	thread	HO2	republished_control	84	75	left	1 suṯam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HO2]	
37	thread	HRA	target	84	75	left	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HRA]	ho2024-hra-i037
37	thread	HO3	republished_control	84	75	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HO3]	
37	thread	HOP	target	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HOP]	ho2024-hop-i037
37	thread	HBA	target	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HBA]	ho2024-hba-i037
37	thread	HNI	target	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list HNI]	ho2024-hni-i037
37	thread	BBG	comparison_control	84	75	right	1 suṯʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BBG]	
37	thread	BMA	comparison_control	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BMA]	
37	thread	BOP	comparison_control	84	75	right	1 suṯam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BOP]	
37	thread	BRA	comparison_control	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BRA]	
37	thread	BGH	comparison_control	84	75	right	1 suṯem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list BGH]	
37	thread	MU1	comparison_control	84	75	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list MU1]	
37	thread	MU2	comparison_control	84	75	right	1 suṯam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list MU2]	
37	thread	SA1	comparison_control	84	75	right	1 suṯam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list SA1]	
37	thread	SBA	comparison_control	84	75	right	1 suṯam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list SBA]	
37	thread	OCU	comparison_control	84	75	right	1 su·ṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 37, list OCU]	
38	needle	HO1	republished_control	84	75	left	1 sudʒa, 2 sui, 3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HO1]	
38	needle	HTH	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HTH]	ho2024-hth-i038
38	needle	HKA	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HKA]	ho2024-hka-i038
38	needle	HKE	target	84	75	left	1 sudʒe, 3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HKE]	ho2024-hke-i038
38	needle	HCH	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HCH]	ho2024-hch-i038
38	needle	HCU	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HCU]	ho2024-hcu-i038
38	needle	HSU	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HSU]	ho2024-hsu-i038
38	needle	HSA	target	84	75	left	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HSA]	ho2024-hsa-i038
38	needle	HJO	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HJO]	ho2024-hjo-i038
38	needle	HDH	target	84	75	left	1 sudʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HDH]	ho2024-hdh-i038
38	needle	HBG	target	84	75	left	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HBG]	ho2024-hbg-i038
38	needle	HO2	republished_control	84	75	left	1 sudʒa, 2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HO2]	
38	needle	HRA	target	84	75	left	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HRA]	ho2024-hra-i038
38	needle	HO3	republished_control	84	75	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HO3]	
38	needle	HOP	target	84	75	right	3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HOP]	ho2024-hop-i038
38	needle	HBA	target	84	75	right	3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HBA]	ho2024-hba-i038
38	needle	HNI	target	84	75	right	3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list HNI]	ho2024-hni-i038
38	needle	BBG	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BBG]	
38	needle	BMA	comparison_control	84	75	right	3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BMA]	
38	needle	BOP	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BOP]	
38	needle	BRA	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BRA]	
38	needle	BGH	comparison_control	84	75	right	3 susi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list BGH]	
38	needle	MU1	comparison_control	84	75	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list MU1]	
38	needle	MU2	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list MU2]	
38	needle	SA1	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list SA1]	
38	needle	SBA	comparison_control	84	75	right	2 sui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list SBA]	
38	needle	OCU	comparison_control	84	75	right	1, 3 sɯn·tʃi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 38, list OCU]	
39	cloth	HO1	republished_control	84	75	left	1 lidʒa?a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HO1]	
39	cloth	HTH	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HTH]	ho2024-hth-i039
39	cloth	HKA	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HKA]	ho2024-hka-i039
39	cloth	HKE	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HKE]	ho2024-hke-i039
39	cloth	HCH	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HCH]	ho2024-hch-i039
39	cloth	HCU	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HCU]	ho2024-hcu-i039
39	cloth	HSU	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HSU]	ho2024-hsu-i039
39	cloth	HSA	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HSA]	ho2024-hsa-i039
39	cloth	HJO	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HJO]	ho2024-hjo-i039
39	cloth	HDH	target	84	75	left	1 lidʒe?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HDH]	ho2024-hdh-i039
39	cloth	HBG	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HBG]	ho2024-hbg-i039
39	cloth	HO2	republished_control	84	75	left	1 lidʒa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HO2]	
39	cloth	HRA	target	84	75	left	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HRA]	ho2024-hra-i039
39	cloth	HO3	republished_control	84	75	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HO3]	
39	cloth	HOP	target	84	75	right	1 lidʒa?a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HOP]	ho2024-hop-i039
39	cloth	HBA	target	84	75	right	1 lidʒe	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HBA]	ho2024-hba-i039
39	cloth	HNI	target	84	75	right	1 lidʒʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list HNI]	ho2024-hni-i039
39	cloth	BBG	comparison_control	84	75	right	3 kitʃtʃr	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BBG]	
39	cloth	BMA	comparison_control	84	75	right	5 tiʃaŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BMA]	
39	cloth	BOP	comparison_control	84	75	right	3 kitʃiri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BOP]	
39	cloth	BRA	comparison_control	84	75	right	4 tieŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BRA]	
39	cloth	BGH	comparison_control	84	75	right	6 ulu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list BGH]	
39	cloth	MU1	comparison_control	84	75	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list MU1]	
39	cloth	MU2	comparison_control	84	75	right	1 lidʒa, 2 luga, 3 kitʃri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list MU2]	
39	cloth	SA1	comparison_control	84	75	right	2 lugri, 3 kitʃitʃ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list SA1]	
39	cloth	SBA	comparison_control	84	75	right	2 lugri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list SBA]	
39	cloth	OCU	comparison_control	84	75	right	2 lu·ga	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 75, item 39, list OCU]	
40	ring	HO1	republished_control	85	76	left	1 pola, 2 mudam	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HO1]	
40	ring	HTH	target	85	76	left	1 pula	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HTH]	ho2024-hth-i040
40	ring	HKA	target	85	76	left	1 pula	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HKA]	ho2024-hka-i040
40	ring	HKE	target	85	76	left	1 pola, 2 muɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HKE]	ho2024-hke-i040
40	ring	HCH	target	85	76	left	1 pula	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HCH]	ho2024-hch-i040
40	ring	HCU	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HCU]	ho2024-hcu-i040
40	ring	HSU	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HSU]	ho2024-hsu-i040
40	ring	HSA	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HSA]	ho2024-hsa-i040
40	ring	HJO	target	85	76	left	1 pula	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HJO]	ho2024-hjo-i040
40	ring	HDH	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HDH]	ho2024-hdh-i040
40	ring	HBG	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HBG]	ho2024-hbg-i040
40	ring	HO2	republished_control	85	76	left	1 pola, 2 mundam	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HO2]	
40	ring	HRA	target	85	76	left	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HRA]	ho2024-hra-i040
40	ring	HO3	republished_control	85	76	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HO3]	
40	ring	HOP	target	85	76	right	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HOP]	ho2024-hop-i040
40	ring	HBA	target	85	76	right	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HBA]	ho2024-hba-i040
40	ring	HNI	target	85	76	right	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list HNI]	ho2024-hni-i040
40	ring	BBG	comparison_control	85	76	right	2 muldʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BBG]	
40	ring	BMA	comparison_control	85	76	right	2 muŋɖem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BMA]	
40	ring	BOP	comparison_control	85	76	right	2 muɖam	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BOP]	
40	ring	BRA	comparison_control	85	76	right	2 mudem	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BRA]	
40	ring	BGH	comparison_control	85	76	right	2 mudʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list BGH]	
40	ring	MU1	comparison_control	85	76	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list MU1]	
40	ring	MU2	comparison_control	85	76	right	1 pola	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list MU2]	
40	ring	SA1	comparison_control	85	76	right	2 mundam	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list SA1]	
40	ring	SBA	comparison_control	85	76	right	2 muɖem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list SBA]	
40	ring	OCU	comparison_control	85	76	right	2 muɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 40, list OCU]	
41	sun	HO1	republished_control	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HO1]	
41	sun	HTH	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HTH]	ho2024-hth-i041
41	sun	HKA	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HKA]	ho2024-hka-i041
41	sun	HKE	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HKE]	ho2024-hke-i041
41	sun	HCH	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HCH]	ho2024-hch-i041
41	sun	HCU	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HCU]	ho2024-hcu-i041
41	sun	HSU	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HSU]	ho2024-hsu-i041
41	sun	HSA	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HSA]	ho2024-hsa-i041
41	sun	HJO	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HJO]	ho2024-hjo-i041
41	sun	HDH	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HDH]	ho2024-hdh-i041
41	sun	HBG	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HBG]	ho2024-hbg-i041
41	sun	HO2	republished_control	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HO2]	
41	sun	HRA	target	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HRA]	ho2024-hra-i041
41	sun	HO3	republished_control	85	76	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HO3]	
41	sun	HOP	target	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HOP]	ho2024-hop-i041
41	sun	HBA	target	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HBA]	ho2024-hba-i041
41	sun	HNI	target	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list HNI]	ho2024-hni-i041
41	sun	BBG	comparison_control	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list BBG]	
41	sun	BMA	comparison_control	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list BMA]	
41	sun	BOP	comparison_control	85	76	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 76, item 41, list BOP]	
