Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	OCR_Evidence_Only	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
27	roof	HBA	80	71	right	owa?a dal	1 owa?a ɖal	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	HNI	80	71	right	owa?a dal	1 owa?a ɖal	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	BBG	80	71	right	sarima	3 sarima	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	BMA	80	71	right	sadimi ted	3 saɖimi ṯed	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	BOP	80	71	right	dabea	6 ɖabea	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	BRA	80	71	right	dalab	7 ɖʌlʌb	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	BGH	80	71	right	sadami	3 saɖami	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	MU1	80	71	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	MU2	80	71	right	sarami	3 sarami	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	SA1	80	71	right	tfal	5 tʃal	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	SBA	80	71	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
27	roof	OCU	80	71	right	tfra- to	2 tʃʰa·to	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HO1	81	72	left	silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HTH	81	72	left	silpiy	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HKA	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HKE	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HCH	81	72	left	1 silpiy, 3 handed	1 silpiŋ, 3 handed	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HCU	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HSU	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HSA	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HJO	81	72	left	1 silpty	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HDH	81	72	left	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HBG	81	72	left	1 stiptn	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HO2	81	72	left	1 silpin, 4 duac	1 silpiŋ, 4 duar	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HRA	81	72	left	1 stIpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HO3	81	72	left			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HOP	81	72	right	1 silpiy	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HBA	81	72	right	duver bop	4 ɖuver boŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	HNI	81	72	right	{ silpin, 4 guwar	1 silpiŋ, 4 ɖuwar	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BBG	81	72	right	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BMA	81	72	right	tatl	5 tati	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BOP	81	72	right	1 silipin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BRA	81	72	right	tati	5 tati	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	BGH	81	72	right	tati	5 tati	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	MU1	81	72	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	MU2	81	72	right	4 duac	4 duar	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	SA1	81	72	right	1 silptn, 2 kapat	1 silpiŋ, 2 kapat	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	SBA	81	72	right	1 silpin	1 silpiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
28	door	OCU	81	72	right	kobato	2 kɔbatɔ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HO1	81	72	left	1 sa-n	1 sa·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HTH	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HKA	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HKE	81	72	left	1 sa-n	1 sa·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HCH	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HCU	81	72	left	1 sa-n	1 sʌ·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HSU	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HSA	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HJO	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HDH	81	72	left	1 sa-n	1 sa·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HBG	81	72	left	1 sap	1 saŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HO2	81	72	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HRA	81	72	left	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HO3	81	72	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HOP	81	72	right	1 sa-n	1 sa·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HBA	81	72	right	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	HNI	81	72	right	1 sahan	1 sahan	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	BBG	81	72	right	1 say	1 saŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	BMA	81	72	right	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	BOP	81	72	right	1 sa-n	1 sa·n	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	BRA	81	72	right	1 sahan	1 sahʌn	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	BGH	81	72	right	1 san	1 san	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	MU1	81	72	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	MU2	81	72	right	1 sahan	1 sahan	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	SA1	81	72	right	1 sahan	1 sahan	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	SBA	81	72	right	1 sahan	1 sahan	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
29	firewood	OCU	81	72	right	2 ka- to	2 ka·to	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HO1	81	72	left	&£ dgzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HTH	81	72	left	1 dgono7o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HKA	81	72	left	1 dzgono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HKE	81	72	left	1 dgana?a	1 dʒʌnʌ?ʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HCH	81	72	left	1 dzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HCU	81	72	left	1 dgana?o	1 dʒʌnʌ?o	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HSU	81	72	left	1 dzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HSA	81	72	left	1 dzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HJO	81	72	left	1 dzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HDH	81	72	left	dgana?o	1 dʒʌnʌ?o	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HBG	81	72	left	dzono	1 dʒono	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HO2	81	72	left			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HRA	81	72	left	dzo?no	1 dʒo?no	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HO3	81	72	left			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HOP	81	72	right	1 dzono?	1 dʒono?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HBA	81	72	right	| dgono7?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	HNI	81	72	right	1 dzono	1 dʒono	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	BBG	81	72	right	1 dgono?	1 dʒono?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	BMA	81	72	right	1 dgzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	BOP	81	72	right	1 dzono?o	1 dʒono?o	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	BRA	81	72	right	1 dzono?	1 dʒono?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	BGH	81	72	right	| dgono?	1 dʒono?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	MU1	81	72	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	MU2	81	72	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	SA1	81	72	right	1 dgonok	1 dʒonok	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	SBA	81	72	right	1 dgzano?a	1 dʒʌnɔ?ɔ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
30	broom	OCU	81	72	right	tfantfoni	2 tʃʌntʃoni	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HO1	82	73	left	sasayn etd dici	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HTH	82	73	left	sasay divi	1 sʌsaŋ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HKA	82	73	left			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HKE	82	73	left	ci?t dici	2 ri?ṯ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HCH	82	73	left	sasay eid diri	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HCU	82	73	left	cit dici	2 riṯ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HSU	82	73	left	sasay etd divi	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HSA	82	73	left		1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HJO	82	73	left	t sasan ced dici	1 sʌsaŋ rɨḏ ḏiri, 3 ʌtini	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HDH	82	73	left	1 sasan etd diri, 3 atini	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HBG	82	73	left	1 sasay eed dict	2 riɖ? ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HO2	82	73	left	cid? diri		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HRA	82	73	left		1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HO3	82	73	left	1 sasay cid dict		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HOP	82	73	right	sasayn cid diri	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HBA	82	73	right	sasan etd gicl	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	HNI	82	73	right	sasay ced dirt	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	BBG	82	73	right	sasay eed dici	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	BMA	82	73	right	sasan (2) etd dict, 7 sil	1 sʌsaŋ (2) rɨḏ ḏiri, 7 sil	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	BOP	82	73	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	BRA	82	73	right		1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	BGH	82	73	right	sasayn req diri	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	MU1	82	73	right	sasan etd dict		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	MU2	82	73	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	SA1	82	73	right		5 ukʰur, 6 kandi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	SBA	82	73	right	uktuc, 6	1 sʌsaŋ rɨḏ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
31	mortar	OCU	82	73	right	sasayn req diri ;	4 koṯṯuni, 7 silo	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HO1	82	73	left	2 gugu diri	2 gugu ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HTH	82	73	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HKA	82	73	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HKE	82	73	left	1 hudin ci?t dict	1 hudiŋ ri?t ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HCH	82	73	left	1 cid dici	1 rid ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HCU	82	73	left	2 gugu dirt	2 gugu ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HSU	82	73	left	1 hudin dict	1 hudiŋ ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HSA	82	73	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HJO	82	73	left	2 gudugu dici	2 gudugu ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HDH	82	73	left	1 hudiy ced dici	1 hudiŋ red ḏiri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HBG	82	73	left	1 cid bia	1 rid ṯiʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HO2	82	73	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
32	pestle	HRA	82	73	left	2 gudgu	2 gudgu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
