Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Response	Review
46	thorn	2	tikh	tiŋkhɐŋ	78	48	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
47	root	1	mul	mul	0	48	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
47	root	2	m	mɐɹɐː	78	48	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
47	root	2	maa	maɾa	123456	48	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
48	bamboo	1	ba	bãʃ	0	48	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
48	bamboo	2	wa	wa	123456	48	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
48	bamboo	2	w	wɐː	78	48	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
49	fruit	1	phl	phɔl	0	48	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
49	fruit	2	mahei	mahei̯	123456	48	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
49	fruit	2	uhi	uhɛi	78	48	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
50	jackfruit	1	kahal	kaʈhal	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
50	jackfruit	2	hip	hɛipɔːŋ	8	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
50	jackfruit	2	thaibo	thai̯boŋ	1456	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
50	jackfruit	2	thib	thɛibɔŋ	7	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
50	jackfruit	2	theibo	thei̯boŋ	23	49	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	1	naikl	naɾikɛl	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	2	dobi	dʒobi	23	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	2	dubi	dʒubi	456	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	2	jobi	jobi	1	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	2	jubi	jubiː	7	49	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
51	coconut (ripe)	2	zub	zubɪ	8	49	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
52	banana	1	kla	kɔla	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
52	banana	2	lphi	lɐphɔi	78	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
52	banana	2	laoi	laɸoi̯	1	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
52	banana	2	lafoi	lafoi̯	3	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
52	banana	2	laphoi	laphoi̯	2456	49	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	1	am	am	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	2	hainou	hai̯nou̯	14	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	2	hinw	hɛinɔw	78	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	2	hno	hɛno	3	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	2	hnou	hɛnou̯	2	49	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
53	mango	2	heino	hei̯no	56	49	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
54	flower	1	phul	phul	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
54	flower	2	li	lɛi	78	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
54	flower	2	lei	lei̯	123456	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
55	seed	1	bid	bidʒ	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
55	seed	2	mu	mɐɹu	78	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
55	seed	2	mau	maɾu	4	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
55	seed	2	mu	mʌɾu	12356	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
56	sugarcane	1	akh	akh	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
56	sugarcane	2	u	ʈʃu	13456	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
56	sugarcane	3	tsu	tsuː	78	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
57	betelnut	1	upai	ʃupaɾi	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
57	betelnut	2	kua	kua̯	123456	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
57	betelnut	3	kwmu	kwɐmɐɹu	78	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
58	lime for betelnut	1	unu	ʃunu	12345678	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
58	lime for betelnut	1	un	ʈʃun	0	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
59	liquor	1	md	mɔd	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
59	liquor	2	ju	ju	18	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
59	liquor	2	ju	juː	7	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
59	liquor	3	du	dʒu	23456	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
60	milk	1	dudh	dudh	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
60	milk	2	aom	ʃaŋgom	123456	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
60	milk	2	sm	sɐŋgɔːm	78	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
61	oil	1	tl	tɛl	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
61	oil	2	thw	thɐw	78	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
61	oil	2	thau	thau̯	123456	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
62	meat	1	mao	maŋʃo	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
62	meat	2	a	ʃa	123456	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
62	meat	3	s	sɐː	7	49	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
62	meat	4	dum	ʃɐdum	8	49	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
63	salt	1	lbon  /  nun	lɔbon  /  nun	0	49	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
63	salt	2	thum	thum	12345678	49	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
64	onion	1	pad	pɛa̯dʒ	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
64	onion	2	tlhw	tɪlhɔw	78	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
64	onion	2	tilou	tilou̯	123456	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
65	garlic	1	run	rɔʃun	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
65	garlic	2	anam	ʈʃanam	12	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
65	garlic	2	anm	ʈʃanʌm	3456	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
65	garlic	2	tsnm	tsɐnɐm	78	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
66	red pepper	1	lal mo	lal moɾɪʈʃ	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
66	red pepper	2	mk	mɐɹɔk	8	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
66	red pepper	2	mk	mɔɹɔk	7	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
66	red pepper	2	mook	moɾok	123456	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
67	elephant	1	hati	hati	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
67	elephant	2	amu	ʃamu	123456	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
67	elephant	2	smu	sɐmu	78	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
68	tiger	1	bah	bagh	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
68	tiger	2	kai	kai	12	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
68	tiger	2	ki	kəi	78	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
68	tiger	2	ki	kʌi	3456	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
69	bear	1	bhaluk	bhaluk	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
69	bear	2	aom	ʃaom	123456	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
69	bear	2	sm	sɐʔɔːm	8	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
69	bear	2	swm	sɐwɔm	7	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
70	deer	1	hon	hoɾɪn	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
70	deer	2	adi	ʃadʒi	13456	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
70	deer	2	szi	sɐzi	78	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
70	deer	2	adi	ʈʃadʒi	2	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
71	monkey	1	banor	banor	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
71	monkey	2	j	jɔːŋ	78	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
71	monkey	2	jo	joŋ	16	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
71	monkey	3	do	dʒoŋ	2345	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
72	rabbit	1	khro	khɔrgoʃ	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
72	rabbit	2	thb	thɛːbɐ	7	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
72	rabbit	2	thb	thɛbɐː	8	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
73	snake	1	ap	ʃap	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
73	snake	2	ll	lɪl	16	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
73	snake	2	ln	lɪn	234578	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
74	crocodile	1	kumir	kumir	02345	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
74	crocodile	2	koial	koɾia̯l	16	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
74	crocodile	3	mb	gɔmbɪɹ	7	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
74	crocodile	3	umbhi	gumbhiɹ	8	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
75	house lizard	1	kkki	ʈɪkʈɪkki	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
75	house lizard	2	dum	dʒum	16	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
75	house lizard	2	um	ʈʃum	2345	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
75	house lizard	2	tsm	tsʊm	78	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
76	turtle	1	kthop	kɔtʈʃhop	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
76	turtle	2	thu	thɛːŋgu	7	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
76	turtle	2	thu	thɛŋgu	8	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
76	turtle	2	theu	theŋgu	123456	50	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
77	frog	1	bæ	bæŋ	0	50	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
77	frog	2	hi	hɐŋɔi	78	50	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
77	frog	2	haoi	haŋŋoi̯	123456	50	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
78	dog	1	kukur	kukur	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
78	dog	2	hui	hui̯	123456	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
78	dog	2	hwi	hwi	78	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
79	cat	1	bial	biɽal	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
79	cat	2	hud	hɐudɔːŋ	8	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
79	cat	2	hwd	hɐwdɔːŋ	7	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
79	cat	2	haodo	hao̯doŋ	123456	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
80	cow	1	ou	goɾu	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
80	cow	2	al	ʃal	1	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
80	cow	2	an	ʃan	23456	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
80	cow	3	an	ʃan	23456	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
80	cow	3	sn	sɐn	78	51	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
81	buffalo	1	mohi	mohiʃ	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
81	buffalo	2	i	ɪɹɔi	78	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
81	buffalo	2	ioi	iɾoi̯	123456	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
82	horn (of buffalo)	1	i	ʃiŋ	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
82	horn (of buffalo)	2	mtsi	mɐtsi	8	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
82	horn (of buffalo)	2	mts	mɐtsɪː	7	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
82	horn (of buffalo)	2	mai	maʈʃi	123	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
82	horn (of buffalo)	2	mi	mʌʈʃi	456	51	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	1	ld	lɛdʒ	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	2	mmi	mɐmɐi	8	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	2	mmi	mɐmɛi	7	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	2	mamai	mamai̯	1	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	2	mamei	mamei̯	2345	51	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
83	tail	2	mami	mamʌi̯	6	51	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
84	goat	1	haol	ʈʃhagol	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
84	goat	2	hm	hɐmɛːŋ	78	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
84	goat	2	ham	hamɛŋ	123456	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
85	pig	1	ukor	ʃukor	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
85	pig	2	k	ɔk	478	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
85	pig	2	uok	uo̯k	12356	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	1	idur	idur	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	2	ui	uʈʃi	123456	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	2	utsi	utsi	78	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	1	muri  (muuk)	murgi  (muɾuk)	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	2	l	ɛl	16	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	3	dl	dʒɛl	2	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	3	dn	dʒɛn	345	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	4	dn	dʒɛn	345	51	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	4	jn	jɛn	8	51	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	5	n	ɐːn	7	51	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	1	im	ɖim	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	2	dum	dʒɛɾum	345	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	2	um	ɛɹum	7	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	2	um	ɛɾum	16	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	2	jum	jɛɹum	8	51	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
88	egg	2	maum	maɾum	2	51	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	1	mah	maʈʃh	0	51	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	2		ŋɑ	123456	51	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	2		ŋɐ	8	51	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	2		ŋɐː	7	51	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	ha	haʃ	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	2	nu	ŋɐːnu	7	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	2	nu	ŋɐnu	8	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	2	anu	ŋanu	123456	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	1	pakhi	pakhi	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	2	uk	uʈʃɛk	123456	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	2	utsk	utsɛk	78	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	1	poka	poka	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	2	tl	tɪl	6	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	2	tn	tɪn	12345	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	2	tin	tin	8	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	3	tnk	tɪnkɐːŋ	7	52	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	tlapoka	tɛlapoka	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	2	thaoabi	thao̯ʈʃabi	16	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	3	khalbi	khalbi	2345	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	4	thwtn	thɐwtɪn	7	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	5	khmbi	khɐɹɐmbi	8	52	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	1	moumahi	mou̯maʈʃhi	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	2	khi	khɔi	7	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	2	khoi	khoi̯	123456	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	3	hikhi	hɐiŋkhɔi	8	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	1	mahi	maʈʃhi	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	2	hj	hɐjɪŋ	78	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	2	haji	hajiŋ	123456	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	1	makora	makorʃa	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	2	mia	miɾaŋ	123456	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	3	mi	miː	7	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	3	m	mɪ	8	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	1	pipa	pipɽa	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	kkts	kɐktsɛŋ	78	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	kak	kakʈʃɛŋ	126	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	ka	kaʈʃɛŋ	345	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	1	ma	mɔʃa	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	2	kok	kok	12346	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	2	kuok	kuo̯k	5	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	3	k	kɐːŋ	78	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	matha	matha	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	2	mai	mai̯	123456	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	3	kk	kɔːk	7	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	3	kk	kɔk	8	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	1	mukh	mukh	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	2	mi	mɐi	78	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	2	mai	mai̯	123456	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
