Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation
49	lightning	DIG	100	92	left	2 bidz	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list DIG]
49	lightning	AMO	100	92	left	2 bidʒ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list AMO]
49	lightning	MUN	100	92	left	2 widz	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list MUN]
49	lightning	AST	100	92	left	2 widz	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list AST]
49	lightning	MAN	100	92	right	2 bidz	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list MAN]
49	lightning	BHU	100	92	right	2 bidz	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list BHU]
49	lightning	AML	100	92	right	1 bidʒʌwe	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list AML]
49	lightning	SEG	100	92	right	1 bidzʌli	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list SEG]
49	lightning	KAN	100	92	right	1 bidzʌli	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list KAN]
49	lightning	SHA	100	92	right	2 bidʒ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 92, item 49, list SHA]
49	lightning	TOR	100	92	right	1 bidzʌle	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 92, item 49, list TOR]
50	rainbow	KEL	101	93	left	1 baŋʌ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list KEL]
50	rainbow	DHA	101	93	left	1 baŋɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list DHA]
50	rainbow	DIG	101	93	left	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list DIG]
50	rainbow	AMO	101	93	left	1 baŋɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list AMO]
50	rainbow	MUN	101	93	left	1 ban	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list MUN]
50	rainbow	AST	101	93	left	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list AST]
50	rainbow	MAN	101	93	right	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list MAN]
50	rainbow	BHU	101	93	right	1 baŋɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list BHU]
50	rainbow	AML	101	93	right	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list AML]
50	rainbow	SEG	101	93	right	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list SEG]
50	rainbow	KAN	101	93	right	1 baŋɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list KAN]
50	rainbow	SHA	101	93	right	1 baŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 50, list SHA]
50	rainbow	TOR	101	93	right	1 baŋɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 93, item 50, list TOR]
51	wind	KEL	101	93	left	1 waro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list KEL]
51	wind	DHA	101	93	left	1 wargõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list DHA]
51	wind	DIG	101	93	left	1 warɣõ	attested	high		manual-source-image; rendered-400dpi+900dpi-rereview; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list DIG]
51	wind	AMO	101	93	left	1 wargõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list AMO]
51	wind	MUN	101	93	left	1 waru	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list MUN]
51	wind	AST	101	93	left	1 waro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list AST]
51	wind	MAN	101	93	right	2 wahaɭu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list MAN]
51	wind	BHU	101	93	right	2 wahaɭu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list BHU]
51	wind	AML	101	93	right	2 wahawu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list AML]
51	wind	SEG	101	93	right	2 wahʌɭʌ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list SEG]
51	wind	KAN	101	93	right	2 wahaɭu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list KAN]
51	wind	SHA	101	93	right	2 wahʌwʱu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 51, list SHA]
51	wind	TOR	101	93	right	1 waro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 93, item 51, list TOR]
52	stone	KEL	101	93	left	1 ɖogoro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list KEL]
52	stone	DHA	101	93	left	1 ɖogoɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list DHA]
52	stone	DIG	101	93	left	1 ɖogʌɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list DIG]
52	stone	AMO	101	93	left	1 ɖʌgʌɖõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list AMO]
52	stone	MUN	101	93	left	2 ɖoŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list MUN]
52	stone	AST	101	93	left	2 ɖoŋ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list AST]
52	stone	MAN	101	93	right	1 ɖʌgʌɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list MAN]
52	stone	BHU	101	93	right	1 ɖoguɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list BHU]
52	stone	AML	101	93	right	1 ɖogʌɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list AML]
52	stone	SEG	101	93	right	1 ɖoguɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list SEG]
52	stone	KAN	101	93	right	1 ɖogʌɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list KAN]
52	stone	SHA	101	93	right	1 ɖoguɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 52, list SHA]
52	stone	TOR	101	93	right	1 ɖegoɖ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 93, item 52, list TOR]
53	path	KEL	101	93	left	1 waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list KEL]
53	path	DHA	101	93	left	1 waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list DHA]
53	path	DIG	101	93	left	1 waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list DIG]
53	path	AMO	101	93	left	1 pag-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list AMO]
53	path	MUN	101	93	left	1 waʈ, pag-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list MUN]
53	path	AST	101	93	left	1 waʈ, pag-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list AST]
53	path	MAN	101	93	right	1 pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list MAN]
53	path	BHU	101	93	right	1 waʈ, 1 pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list BHU]
53	path	AML	101	93	right	1 pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list AML]
53	path	SEG	101	93	right	1 waʈ, pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list SEG]
53	path	KAN	101	93	right	1 pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list KAN]
53	path	SHA	101	93	right	1 pai-waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 53, list SHA]
53	path	TOR	101	93	right	1 waʈ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 93, item 53, list TOR]
54	sand	KEL	101	93	left	1 reʈõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list KEL]
54	sand	DHA	101	93	left	1 reʈõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list DHA]
54	sand	DIG	101	93	left	1 reʈõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list DIG]
54	sand	AMO	101	93	left	1 reŋʈõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list AMO]
54	sand	MUN	101	93	left	1 reʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list MUN]
54	sand	AST	101	93	left	1 reʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list AST]
54	sand	MAN	101	93	right	2 weɭʈi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list MAN]
54	sand	BHU	101	93	right	1 reʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list BHU]
54	sand	AML	101	93	right	1, 2 reʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list AML]
54	sand	SEG	101	93	right	1 reɭʈʌ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list SEG]
54	sand	KAN	101	93	right	1, 2 reʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list KAN]
54	sand	SHA	101	93	right	1 reoʈi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 93, item 54, list SHA]
54	sand	TOR	101	93	right	1, 2 weɭʈo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 93, item 54, list TOR]
55	fire	KEL	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list KEL]
55	fire	DHA	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list DHA]
55	fire	DIG	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list DIG]
55	fire	AMO	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list AMO]
55	fire	MUN	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list MUN]
55	fire	AST	102	94	left	1 ag	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list AST]
55	fire	MAN	102	94	right	2 atʱi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list MAN]
55	fire	BHU	102	94	right	2 aktʱi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list BHU]
55	fire	AML	102	94	right	2 aktʱo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list AML]
55	fire	SEG	102	94	right	2 aktʱi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list SEG]
55	fire	KAN	102	94	right	2 agtʱʌ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list KAN]
55	fire	SHA	102	94	right	2 agtʱo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 55, list SHA]
55	fire	TOR	102	94	right	2 agtʱi	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 94, item 55, list TOR]
56	smoke	KEL	102	94	left	1, 2 ʈuwaro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list KEL]
56	smoke	DHA	102	94	left	1, 2 ʈuwaro	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list DHA]
56	smoke	DIG	102	94	left	1, 2 ʈuwarõ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list DIG]
56	smoke	AMO	102	94	left		blank	high	Source prints a horizontal dash rule instead of a lexical response; confirmed source blank.	manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	watters2013northerndhule[Appendix C, printed p. 94, item 56, list AMO]
56	smoke	MUN	102	94	left	2 ʈumaŋo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list MUN]
56	smoke	AST	102	94	left	2 ʈumaŋo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list AST]
56	smoke	MAN	102	94	right	1, 2 ɖhuwano	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list MAN]
56	smoke	BHU	102	94	right	1, 2 ɖhuwano	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list BHU]
56	smoke	AML	102	94	right	1 ɖhuwaɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list AML]
56	smoke	SEG	102	94	right	1 ɖhuwaɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list SEG]
56	smoke	KAN	102	94	right	1 ɖhuwaɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list KAN]
56	smoke	SHA	102	94	right	1, 2 ɖhuwano	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 56, list SHA]
56	smoke	TOR	102	94	right	1, 2 ɖuwaɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	watters2013northerndhule[Appendix C, printed p. 94, item 56, list TOR]
57	ash	KEL	102	94	left	1 kha	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list KEL]
57	ash	DHA	102	94	left	1 kha	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list DHA]
57	ash	DIG	102	94	left	1 khaʌ	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list DIG]
57	ash	AMO	102	94	left	2 rʌkhaɖo	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list AMO]
57	ash	MUN	102	94	left	1 khaʔa	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list MUN]
57	ash	AST	102	94	left	1 kha	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list AST]
57	ash	MAN	102	94	right	2 rukhʌɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list MAN]
57	ash	BHU	102	94	right	2 rukhuɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list BHU]
57	ash	AML	102	94	right	2 rukhuɖu	attested	high		manual-source-image; rendered-400dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	watters2013northerndhule[Appendix C, printed p. 94, item 57, list AML]
