Related_Source	Relation	Dhule_Site	Related_Site	Item	Gloss	Dhule_PDF_Page	Related_PDF_Pages	Dhule_Status	Dhule_Form	Related_Status	Related_Forms	Related_Entry_Keys	Comparison	Dhule_Disposition	Related_Disposition	Evidence
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	102	man	111	54	attested	1 mahu	attested	maʈi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	102	man	111	54	attested	3 ʌɖmi	attested	eɖmi		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	103	woman	111	55	attested	2 bojõ	attested	bojõ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	103	woman	111	55	attested	2 bojõ	attested	bojõ | buʔĩ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	103	woman	111	55	attested	4 baiku	attested	baiku		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	104	child	111	55	attested	1 pori	attested	sɔʔɔ | pɔrijɔ | pori		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	104	child	111	55	attested	1 porijo	attested	porijo | soʔu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	104	child	111	55	attested	2 ʂoro	attested	ʂero		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	105	father	112	55	attested	1 bahku	attested	bahku		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	105	father	112	55	attested	1 bahku, 3 abu	attested	bahku | bʌɦʔʊ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	105	father	112	55	attested	5 aboxkhʌ	attested	aboxkhʌ		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	106	mother	112	55	attested	3 jʌʔhi	attested	jʌʔhi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	106	mother	112	55	attested	2 aihi	attested	aihi | jʌhʔi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	106	mother	112	55	attested	7 ax	attested	ax		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	107	older brother	112	55	attested	1 woɖu-pauhu	attested	waɖu-pauhu | ɖʌju pahi | waɖupau-hu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	107	older brother	112	55	attested	1 woɖu-paihi	attested	woɖu-pahi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	107	older brother	112	56	attested	5 ɖawalo-ɖaɖo	attested	ɖawalo baxkhʌ		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	108	younger brother	112	56	attested	1 hanu-pauhu	attested	hanu-pauhu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	108	younger brother	112	56	attested	1 hanu-paihi	attested	hanupahi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	108	younger brother	112	56	attested	5 aʈʌlio-ɖaɖo	attested	aʈʌlio baxkhʌ		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	109	older sister	112	56	attested	3 woɖi-boʔhɪ	attested	woɖiboʔhĩ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	109	older sister	112	56	attested	3 woɖi-boʔhɪ	attested	aoɖi boʔhĩ | ɖʌji boʔhĩ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	109	older sister	112	56	attested	5 ɖawali-bai	attested	ɖawali bai | ɖawali bai | ɖawali boɳli		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	110	younger sister	113	56	attested	1 hani-boʔhɪ	attested	haɳiboʔhĩ | haɳiboʔhĩ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	110	younger sister	113	56	attested	1 hani-boʔhɪ	attested	haɳi boʔhĩ | haɳi boʔhĩ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	110	younger sister	113	56	attested	4 aʈʌli-bai	attested	aʈʌlio bai | aʈʌlio boɳli		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	111	son	113	57	attested	1 porlu	attested	sɔʔu | poriu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	111	son	113	57	attested	1 poriu	attested	soʔo | poiu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	111	son	113	57	attested	2 ʂoro	attested	ʂero		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	112	daughter	113	57	attested	1, 2 pori	attested	sɔʔi | pori | pori		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	112	daughter	113	57	attested	1, 2 pori	attested	sɔʔi | pori | pori		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	112	daughter	113	57	attested	2 ʂori	attested	ʂori | ʂori		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	113	husband	113	57	attested	1 mati	attested	maʈi | ɖɔʔu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	113	husband	113	57	attested	1 mati	attested	maʈi | ɖɔhu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	113	husband	113	57	attested	2 ʂmi	attested	eɖmi		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	114	wife	113	57	attested	2 bojõ	attested	bojõ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	114	wife	113	57	attested	2 bojõ	attested	laɖi | bojõ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	114	wife	113	57	attested	4 baiko	attested	baiko		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	115	boy	114	58	attested	1 poriu	attested	poriu | sɔʔu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	115	boy	114	58	attested	1 poriu	attested	poriu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	115	boy	114	58	attested	2 ʂoro	attested	ʂoro		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	116	girl	114	58	attested	1, 2 pori	attested	pori | sɔʔi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	116	girl	114	58	attested	1, 2 pori	attested	pori		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	116	girl	114	58	attested	2 ʂori	attested	ʂori		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	117	day	114	58	attested	1 ɖihi	attested	ɖihi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	117	day	114	58	attested	1 ɖih	attested	ɖihi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	117	day	114	58	attested	1 ɖih	attested	ɖih | ɖih		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	118	night	114	58	attested	1 raʈ	attested	raʈ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	118	night	114	58	attested	1 raʈ	attested	raʈ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	118	night	114	58	attested	1 raʈ	attested	raʈ		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	119	morning	114	58	attested	2 wegi	attested	wegi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	119	morning	114	58	attested	2 wegidz	attested	vegi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	119	morning	114	58	attested	5 uʈjain	attested	uʈjain		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	120	noon	115	59	attested	3 ɖihe	attested	ɖihɛ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	120	noon	115	59	attested	3 ɖihe	attested	ɖihɛ | hirʌo | hirʌo		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	120	noon	115	59	attested	8 bor-ɖih	attested	boɽɖih		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	121	evening/afternoon	115	59	attested	3 hasti-wele	attested	hastiweɭe		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	121	evening/afternoon	115	59	attested	2 hãndze-po	attested	hʌsʈivell | hãndze_po		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	121	evening/afternoon	115	59	attested	7 welʈo	attested	weɭʈo | weɭwar		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	122	yesterday	115	59	attested	1 kal	attested	kal		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	122	yesterday	115	59	attested	1 kal	attested	kal		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	122	yesterday	115	59	attested	1 kal	attested	kal		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	123	today	115	59	attested	1 adz	attested	adz		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	123	today	115	59	attested	1 adz	attested	adz		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	123	today	115	59	attested	1 adz	attested	aɖz		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	124	tomorrow	115	59	attested	2 handa	attested	handa		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	124	tomorrow	115	59	attested	2 handa	attested	handa		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	124	tomorrow	115	59	attested	4 hekaɭe	attested	hekeɭe		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	125	week	116	60	attested	1 atoɖʌ	attested	aʈe | aʈo		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	125	week	116	60	attested	2 aʈ	attested	aʈ | hʌpʈo		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	125	week	116	60	attested	3 apʈo	attested	apʈo		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	126	month	116	60	attested	1 moinu	attested	moinu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	126	month	116	60	attested	1 mojʌnu	attested	moinu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	126	month	116	60	attested	1 mʌiɳo	attested	mʌinɔ		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	127	year	116	60	attested	1 warih	attested	wʌrih		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	127	year	116	60	attested	1 wariho	attested	worihi		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	127	year	116	60	attested	1 worih	attested	worih		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	128	old	116	60	attested	1 dzunʌ	attested	dzunʌ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	128	old	116	60	attested	1 dzunu	attested	dʒuna | dʒunu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	128	old	116	60	attested	1 dʒuɳalo	attested	ɖzunalo		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	129	new	116	60	attested	1 naowʌ	attested	naowa | naowa		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	129	new	116	60	attested	1 nowu	attested	nowu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	129	new	116	61	attested	1 ɳawalo	attested	nʌwalo		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	130	good	117	61	attested	2 hadzo	attested	hadzo		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	130	good	117	61	attested	2 hadzu	attested	hadzu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	130	good	117	61	attested	2 hadzo	attested	hadzo		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	131	bad	117	61	attested	2 ne-hadzu	attested	kʌini hadʒo | nehadzu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	131	bad	117	61	attested	2 na-hadzu	attested	kʌini hʌdʒo | ɳahadzu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	131	bad	117	61	attested	3 khʌrap	attested	khʌrap		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	132	wet	117	61	attested	2 pigui	attested	pignɔ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	132	wet	117	61	attested	2 pigli	attested	pigli		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	132	wet	117	61	attested	3 bidʒel	attested	bidʒel		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	133	dry	117	61	attested	1 ugauu	attested	uganɔ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	MUN	BMU	133	dry	117	61	attested	1 ugalu	attested	ugalu		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	TOR	NTO	133	dry	117	61	attested	1 hukeli	attested	hukel		same-source-representation-differs	source-audit-only	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
varghesekumar2015noira	later-republication-of-dhule-list	AST	NAS	134	long	117	62	attested	1 nambi	attested	nambɔ		same-source-representation-differs	primary-target-install-candidate	exclude Noira republication; retain primary ESR 2013-004 route	Noira package's exhaustive 630-cell republication crosswalk; consulted only after Dhule freeze
