Kurux,,məⁱjə,sky,,məⁱjə,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 38, wordlist item 1, site A Dima]",,,silkurux2011:i001:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,xola,tail,,xola,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 83, site E Dulhapur]",,,silkurux2011:i083:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ɛrɛ,goat,,ɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 84, site A Dima]",,,silkurux2011:i084:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ɛra,goat,,ɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 84, site B Gabindanagar]",,,silkurux2011:i084:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ɛra,goat,,ɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 84, site C Boldipukur]",,,silkurux2011:i084:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ɛra,goat,,ɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 84, site D Lohanipara]",,,silkurux2011:i084:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ɛra,goat,,ɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 84, site E Dulhapur]",,,silkurux2011:i084:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kiʃi,pig,,kiʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 85, site B Gabindanagar]",,,silkurux2011:i085:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,kiʃi,pig,,kiʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 85, site C Boldipukur]",,,silkurux2011:i085:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kiʃi,pig,,kiʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 85, site D Lohanipara]",,,silkurux2011:i085:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kiʃi,pig,,kiʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 85, site E Dulhapur]",,,silkurux2011:i085:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,osga,rat,,osga,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 86, site B Gabindanagar]",,,silkurux2011:i086:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,oʃga,rat,,oʃga,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 86, site C Boldipukur]",,,silkurux2011:i086:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,oʃga,rat,,oʃga,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 86, site D Lohanipara]",,,silkurux2011:i086:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,oʃga,rat,,oʃga,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 86, site E Dulhapur]",,,silkurux2011:i086:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kʰɛr,chicken (adult female),,kʰɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 87, site A Dima]",,,silkurux2011:i087:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,xɛr,chicken (adult female),,xɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 87, site B Gabindanagar]",,,silkurux2011:i087:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,xɛr,chicken (adult female),,xɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 87, site C Boldipukur]",,,silkurux2011:i087:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,xɛr,chicken (adult female),,xɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 87, site D Lohanipara]",,,silkurux2011:i087:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,xɛr,chicken (adult female),,xɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 87, site E Dulhapur]",,,silkurux2011:i087:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bi,egg,,bi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 88, site A Dima]",,,silkurux2011:i088:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,bi,egg,,bi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 88, site B Gabindanagar]",,,silkurux2011:i088:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,bi,egg,,bi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 88, site C Boldipukur]",,,silkurux2011:i088:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,bi,egg,,bi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 88, site D Lohanipara]",,,silkurux2011:i088:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,bi,egg,,bi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 88, site E Dulhapur]",,,silkurux2011:i088:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,indʒo,fish,,indʒo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 89, site A Dima]",,,silkurux2011:i089:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,indʒo,fish,,indʒo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 89, site B Gabindanagar]",,,silkurux2011:i089:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,indʒo,fish,,indʒo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 89, site C Boldipukur]",,,silkurux2011:i089:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,indʒo,fish,,indʒo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 89, site D Lohanipara]",,,silkurux2011:i089:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,indʒo,fish,,indʒo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 89, site E Dulhapur]",,,silkurux2011:i089:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,gɛrɛ,duck,,gɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 90, site B Gabindanagar]",,,silkurux2011:i090:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,gɛrɛ,duck,,gɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 90, site C Boldipukur]",,,silkurux2011:i090:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,gɛrɛ,duck,,gɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 90, site D Lohanipara]",,,silkurux2011:i090:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,gɛrɛ,duck,,gɛrɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 90, site E Dulhapur]",,,silkurux2011:i090:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ora,bird,,ora,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 91, site B Gabindanagar]",,,silkurux2011:i091:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ora,bird,,ora,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 91, site C Boldipukur]",,,silkurux2011:i091:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ora,bird,,ora,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 91, site D Lohanipara]",,,silkurux2011:i091:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ora,bird,,ora,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 91, site E Dulhapur]",,,silkurux2011:i091:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,potʃgo,insect,,potʃgo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 92, site B Gabindanagar]",,,silkurux2011:i092:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,potʃgo,insect,,potʃgo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 92, site C Boldipukur]",,,silkurux2011:i092:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,potʃgo,insect,,potʃgo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 92, site D Lohanipara]",,,silkurux2011:i092:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,potʃgo,insect,,potʃgo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 92, site E Dulhapur]",,,silkurux2011:i092:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,umbalo,cockroach,,umbalo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 93, site B Gabindanagar]",,,silkurux2011:i093:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,umbalo,cockroach,,umbalo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 93, site C Boldipukur]",,,silkurux2011:i093:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,umbalo,cockroach,,umbalo,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 93, site D Lohanipara]",,,silkurux2011:i093:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,iʃuŋ potʃgo,cockroach,,iʃuŋ potʃgo,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 93, site E Dulhapur]",,,silkurux2011:i093:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tini,bee,,tini,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 94, site B Gabindanagar]",,,silkurux2011:i094:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,bʰau̯ro,bee,,bʰau̯ro,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 94, site C Boldipukur]",,,silkurux2011:i094:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tini,bee,,tini,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 94, site D Lohanipara]",,,silkurux2011:i094:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tini,bee,,tini,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 94, site E Dulhapur]",,,silkurux2011:i094:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tiŋli,fly,,tiŋli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 95, site B Gabindanagar]",,,silkurux2011:i095:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tiŋli,fly,,tiŋli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 95, site C Boldipukur]",,,silkurux2011:i095:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tiŋli,fly,,tiŋli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 95, site D Lohanipara]",,,silkurux2011:i095:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tiŋli,fly,,tiŋli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 95, site E Dulhapur]",,,silkurux2011:i095:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,məkərɛ,spider,,məkərɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site A Dima]",,,silkurux2011:i096:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,məkərɛ,spider,,məkərɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site A Dima]",,,silkurux2011:i096:A:2,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,makra,spider,,makra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site B Gabindanagar]",,,silkurux2011:i096:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,makra,spider,,makra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site C Boldipukur]",,,silkurux2011:i096:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,makra,spider,,makra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site D Lohanipara]",,,silkurux2011:i096:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,makra,spider,,makra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 96, site E Dulhapur]",,,silkurux2011:i096:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,pok,ant,,pok,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 97, site A Dima]",,,silkurux2011:i097:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,pok,ant,,pok,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 97, site B Gabindanagar]",,,silkurux2011:i097:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,pok,ant,,pok,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 97, site C Boldipukur]",,,silkurux2011:i097:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,pok,ant,,pok,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 97, site D Lohanipara]",,,silkurux2011:i097:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,pok,ant,,pok,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 97, site E Dulhapur]",,,silkurux2011:i097:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bʰuʃɛri,mosquito,,bʰuʃɛri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 98, site A Dima]",,,silkurux2011:i098:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,buʃiri,mosquito,,buʃiri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 98, site B Gabindanagar]",,,silkurux2011:i098:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,buʃuri,mosquito,,buʃuri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 98, site C Boldipukur]",,,silkurux2011:i098:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,buʃuri,mosquito,,buʃuri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 98, site D Lohanipara]",,,silkurux2011:i098:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,buʃuri,mosquito,,buʃuri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 43, wordlist item 98, site E Dulhapur]",,,silkurux2011:i098:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kukʰ,head,,kukʰ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 99, site A Dima]",,,silkurux2011:i099:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,kukːu,head,,kukːu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 99, site B Gabindanagar]",,,silkurux2011:i099:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,kukːu,head,,kukːu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 99, site C Boldipukur]",,,silkurux2011:i099:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kukːu,head,,kukːu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 99, site D Lohanipara]",,,silkurux2011:i099:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kukːu,head,,kukːu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 99, site E Dulhapur]",,,silkurux2011:i099:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃɛrɛ,face,,tʃɛrɛ,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 100, site A Dima]",,,silkurux2011:i100:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,galːɛ,face,,galːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 100, site B Gabindanagar]",,,silkurux2011:i100:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,galːɛ,face,,galːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 100, site C Boldipukur]",,,silkurux2011:i100:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,bei,face,,bei,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 100, site D Lohanipara]",,,silkurux2011:i100:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,galːɛ,face,,galːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 100, site E Dulhapur]",,,silkurux2011:i100:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,xɛʃɛr,neck,,xɛʃɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 101, site B Gabindanagar]",,,silkurux2011:i101:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,xɛʃɛr,neck,,xɛʃɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 101, site C Boldipukur]",,,silkurux2011:i101:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,xɛʃɛr,neck,,xɛʃɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 101, site D Lohanipara]",,,silkurux2011:i101:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,xɛʃɛr,neck,,xɛʃɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 101, site E Dulhapur]",,,silkurux2011:i101:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃuti,hair,,tʃuti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 102, site A Dima]",,,silkurux2011:i102:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʃutːi,hair,,tʃutːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 102, site B Gabindanagar]",,,silkurux2011:i102:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃutːi,hair,,tʃutːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 102, site C Boldipukur]",,,silkurux2011:i102:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʃutːi,hair,,tʃutːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 102, site D Lohanipara]",,,silkurux2011:i102:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃutːi,hair,,tʃutːi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 102, site E Dulhapur]",,,silkurux2011:i102:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kʰɛn,eye,,kʰɛn,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 103, site A Dima]",,,silkurux2011:i103:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,xan,eye,,xan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 103, site B Gabindanagar]",,,silkurux2011:i103:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,xanːɛ,eye,,xanːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 103, site C Boldipukur]",,,silkurux2011:i103:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,xanːɛ,eye,,xanːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 103, site D Lohanipara]",,,silkurux2011:i103:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,xanːɛ,eye,,xanːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 44, wordlist item 103, site E Dulhapur]",,,silkurux2011:i103:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
