item	site_code	site_variant	manual_entry_key	manual_physical_page	manual_printed_page	manual_line_id	manual_gloss	manual_group	manual_status	manual_form	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	gloss_match	group_match	comparison
75	B	1	silkurux2011:i075:B:1	43	42	P043-L036	house lizard	1	attested	tɛtiŋga	42	1	unresolved	tɛtɪ!ɡa		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
75	C	1	silkurux2011:i075:C:1	43	42	P043-L037	house lizard	2	attested	tiktikki	42	2	attested	tɪktɪkki	silkurux2011:i075:C:1		true	true	form_difference
75	D	1	silkurux2011:i075:D:1	43	42	P043-L036	house lizard	1	attested	tɛtiŋga	42	1	unresolved	tɛtɪ!ɡa		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
75	E	1	silkurux2011:i075:E:1	43	42	P043-L037	house lizard	2	attested	tiktikki	42	2	attested	tɪktɪkki	silkurux2011:i075:E:1		true	true	form_difference
75	0	1	silkurux2011:i075:0:1	43	42	P043-L037	house lizard	2	attested	tiktikki	42	2	attested	tɪktɪkki	silkurux2011:i075:0:1		true	true	form_difference
76	A	1	silkurux2011:i076:A:1	43	42	P043-L038	turtle	0	blank		42	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
76	B	1	silkurux2011:i076:B:1	43	42	P043-L039	turtle	1	attested	katʃʰu̯a	42	1	attested	katʃhua (	silkurux2011:i076:B:1		true	true	form_difference
76	C	1	silkurux2011:i076:C:1	43	42	P043-L041	turtle	2	attested	ɛkːa	42	2	unresolved	ɛk%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
76	D	1	silkurux2011:i076:D:1	43	42	P043-L039	turtle	1	attested	katʃʰu̯a	42	1	attested	katʃhua (	silkurux2011:i076:D:1		true	true	form_difference
76	D	2	silkurux2011:i076:D:2	43	42	P043-L041	turtle	2	attested	ɛkːa	42	2	unresolved	ɛk%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
76	E	1	silkurux2011:i076:E:1	43	42	P043-L040	turtle	1	attested	katʃʰu̯ɛ	42	1	attested	katʃhuɛ (	silkurux2011:i076:E:1		true	true	form_difference
76	0	1	silkurux2011:i076:0:1	43	42	P043-L042	turtle	3	attested	kɔttʃʰop	42	3	attested	k ttʃhop	silkurux2011:i076:0:1		true	true	form_difference
77	A	1	silkurux2011:i077:A:1	43	42	P043-L043	frog	0	blank		42	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
77	B	1	silkurux2011:i077:B:1	43	42	P043-L045	frog	2	attested	bæŋ	42	2	unresolved	bæ!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
77	C	1	silkurux2011:i077:C:1	43	42	P043-L044	frog	1	attested	muxa	42	1	attested	muxa	silkurux2011:i077:C:1		true	true	form_exact
77	D	1	silkurux2011:i077:D:1	43	42	P043-L044	frog	1	attested	muxa	42	1	attested	muxa	silkurux2011:i077:D:1		true	true	form_exact
77	E	1	silkurux2011:i077:E:1	43	42	P043-L045	frog	2	attested	bæŋ	42	2	unresolved	bæ!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
77	0	1	silkurux2011:i077:0:1	43	42	P043-L045	frog	2	attested	bæŋ	42	2	unresolved	bæ!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	A	1	silkurux2011:i078:A:1	43	42	P043-L046	dog	1	attested	ɛlːɛ	42	1	unresolved	ɑl%ɑ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	B	1	silkurux2011:i078:B:1	43	42	P043-L047	dog	1	attested	alːa	42	1	unresolved	al%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	C	1	silkurux2011:i078:C:1	43	42	P043-L047	dog	1	attested	alːa	42	1	unresolved	al%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	D	1	silkurux2011:i078:D:1	43	42	P043-L047	dog	1	attested	alːa	42	1	unresolved	al%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	E	1	silkurux2011:i078:E:1	43	42	P043-L047	dog	1	attested	alːa	42	1	unresolved	al%a		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
78	0	1	silkurux2011:i078:0:1	43	42	P043-L048	dog	2	attested	kukur	42	2	attested	kukur	silkurux2011:i078:0:1		true	true	form_exact
79	A	1	silkurux2011:i079:A:1	43	42	P043-L049	cat	0	blank		42	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
79	B	1	silkurux2011:i079:B:1	43	42	P043-L050	cat	1	attested	bɛrxa	42	1	attested	bɛrxa	silkurux2011:i079:B:1		true	true	form_exact
79	C	1	silkurux2011:i079:C:1	43	42	P043-L050	cat	1	attested	bɛrxa	42	1	attested	bɛrxa	silkurux2011:i079:C:1		true	true	form_exact
79	D	1	silkurux2011:i079:D:1	43	42	P043-L050	cat	1	attested	bɛrxa	42	1	attested	bɛrxa	silkurux2011:i079:D:1		true	true	form_exact
79	E	1	silkurux2011:i079:E:1	43	42	P043-L050	cat	1	attested	bɛrxa	42	1	attested	bɛrxa	silkurux2011:i079:E:1		true	true	form_exact
79	0	1	silkurux2011:i079:0:1	43	42	P043-L051	cat	2	attested	biral	42	2	attested	biɽal	silkurux2011:i079:0:1		true	true	form_difference
80	A	1	silkurux2011:i080:A:1	43	42	P043-L052	cow	1	attested	ɛdo	42	1	attested	ɑdo	silkurux2011:i080:A:1		true	true	form_difference
80	B	1	silkurux2011:i080:B:1	43	42	P043-L053	cow	1	attested	aɖːo	42	1	unresolved	a$%o		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
80	C	1	silkurux2011:i080:C:1	43	42	P043-L053	cow	1	attested	aɖːo	42	1	unresolved	a$%o		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
80	D	1	silkurux2011:i080:D:1	43	42	P043-L053	cow	1	attested	aɖːo	42	1	unresolved	a$%o		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
80	E	1	silkurux2011:i080:E:1	43	42	P043-L053	cow	1	attested	aɖːo	42	1	unresolved	a$%o		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
80	0	1	silkurux2011:i080:0:1	43	42	P043-L054	cow	2	attested	goru	42	2	attested	ɡoɾu	silkurux2011:i080:0:1		true	true	form_difference
81	A	1	silkurux2011:i081:A:1	43	42	P043-L056	buffalo	1	attested	məŋkʰɛ	42	1	unresolved	mə!khɑ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
81	B	1	silkurux2011:i081:B:1	43	42	P043-L055	buffalo	1	attested	manxa	42	1	attested	manxa	silkurux2011:i081:B:1		true	true	form_exact
81	C	1	silkurux2011:i081:C:1	43	42	P043-L055	buffalo	1	attested	manxa	42	1	attested	manxa	silkurux2011:i081:C:1		true	true	form_exact
81	D	1	silkurux2011:i081:D:1	43	42	P043-L055	buffalo	1	attested	manxa	42	1	attested	manxa	silkurux2011:i081:D:1		true	true	form_exact
81	E	1	silkurux2011:i081:E:1	43	42	P043-L055	buffalo	1	attested	manxa	42	1	attested	manxa	silkurux2011:i081:E:1		true	true	form_exact
81	0	1	silkurux2011:i081:0:1	43	42	P043-L057	buffalo	2	attested	mohiʃ	42	2	attested	mohiʃ	silkurux2011:i081:0:1		true	true	form_exact
82	A	1	silkurux2011:i082:A:1	44	43	P044-L001	horn (of buffalo)	1	attested	mɛrɛk	43	1	attested	mɑɾɑk	silkurux2011:i082:A:1		true	true	form_difference
82	B	1	silkurux2011:i082:B:1	44	43	P044-L002	horn (of buffalo)	1	attested	maraŋ	43	1	unresolved	maɾa!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
82	C	1	silkurux2011:i082:C:1	44	43	P044-L002	horn (of buffalo)	1	attested	maraŋ	43	1	unresolved	maɾa!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
82	D	1	silkurux2011:i082:D:1	44	43	P044-L002	horn (of buffalo)	1	attested	maraŋ	43	1	unresolved	maɾa!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
82	E	1	silkurux2011:i082:E:1	44	43	P044-L003	horn (of buffalo)	2	attested	ʃiŋ	43	2	unresolved	ʃi!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
82	0	1	silkurux2011:i082:0:1	44	43	P044-L003	horn (of buffalo)	2	attested	ʃiŋ	43	2	unresolved	ʃi!		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
83	A	1	silkurux2011:i083:A:1	44	43	P044-L004	tail	1	attested	xola	43	1	attested	xola	silkurux2011:i083:A:1		true	true	form_exact
83	B	1	silkurux2011:i083:B:1	44	43	P044-L004	tail	1	attested	xola	43	1	attested	xola	silkurux2011:i083:B:1		true	true	form_exact
83	C	1	silkurux2011:i083:C:1	44	43	P044-L004	tail	1	attested	xola	43	1	attested	xola	silkurux2011:i083:C:1		true	true	form_exact
83	D	1	silkurux2011:i083:D:1	44	43	P044-L004	tail	1	attested	xola	43	1	attested	xola	silkurux2011:i083:D:1		true	true	form_exact
83	E	1	silkurux2011:i083:E:1	44	43	P044-L004	tail	1	attested	xola	43	1	attested	xola	silkurux2011:i083:E:1		true	true	form_exact
83	0	1	silkurux2011:i083:0:1	44	43	P044-L005	tail	2	attested	lɛdʒ	43	2	attested	lɛdʒ	silkurux2011:i083:0:1		true	true	form_exact
84	A	1	silkurux2011:i084:A:1	44	43	P044-L007	goat	1	attested	ɛrɛ	43	1	attested	ɛɾɑ	silkurux2011:i084:A:1		true	true	form_difference
84	B	1	silkurux2011:i084:B:1	44	43	P044-L006	goat	1	attested	ɛra	43	1	attested	ɛɽa	silkurux2011:i084:B:1		true	true	form_difference
84	C	1	silkurux2011:i084:C:1	44	43	P044-L006	goat	1	attested	ɛra	43	1	attested	ɛɽa	silkurux2011:i084:C:1		true	true	form_difference
84	D	1	silkurux2011:i084:D:1	44	43	P044-L006	goat	1	attested	ɛra	43	1	attested	ɛɽa	silkurux2011:i084:D:1		true	true	form_difference
84	E	1	silkurux2011:i084:E:1	44	43	P044-L006	goat	1	attested	ɛra	43	1	attested	ɛɽa	silkurux2011:i084:E:1		true	true	form_difference
84	0	1	silkurux2011:i084:0:1	44	43	P044-L008	goat	2	attested	tʃʰagol	43	2	attested	tʃhaɡol	silkurux2011:i084:0:1		true	true	form_difference
85	A	1	silkurux2011:i085:A:1	44	43	P044-L009	pig	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
85	B	1	silkurux2011:i085:B:1	44	43	P044-L010	pig	1	attested	kiʃi	43	1	attested	kiʃi	silkurux2011:i085:B:1		true	true	form_exact
85	C	1	silkurux2011:i085:C:1	44	43	P044-L010	pig	1	attested	kiʃi	43	1	attested	kiʃi	silkurux2011:i085:C:1		true	true	form_exact
85	D	1	silkurux2011:i085:D:1	44	43	P044-L010	pig	1	attested	kiʃi	43	1	attested	kiʃi	silkurux2011:i085:D:1		true	true	form_exact
85	E	1	silkurux2011:i085:E:1	44	43	P044-L010	pig	1	attested	kiʃi	43	1	attested	kiʃi	silkurux2011:i085:E:1		true	true	form_exact
85	0	1	silkurux2011:i085:0:1	44	43	P044-L011	pig	2	attested	ʃukor	43	2	attested	ʃukor	silkurux2011:i085:0:1		true	true	form_exact
86	A	1	silkurux2011:i086:A:1	44	43	P044-L012	rat	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
86	B	1	silkurux2011:i086:B:1	44	43	P044-L014	rat	1	attested	osga	43	1	attested	osɡa	silkurux2011:i086:B:1		true	true	form_difference
86	C	1	silkurux2011:i086:C:1	44	43	P044-L013	rat	1	attested	oʃga	43	1	attested	oʃɡa	silkurux2011:i086:C:1		true	true	form_difference
86	D	1	silkurux2011:i086:D:1	44	43	P044-L013	rat	1	attested	oʃga	43	1	attested	oʃɡa	silkurux2011:i086:D:1		true	true	form_difference
86	E	1	silkurux2011:i086:E:1	44	43	P044-L013	rat	1	attested	oʃga	43	1	attested	oʃɡa	silkurux2011:i086:E:1		true	true	form_difference
86	0	1	silkurux2011:i086:0:1	44	43	P044-L015	rat	2	attested	idur	43	2	attested	idur	silkurux2011:i086:0:1		true	true	form_exact
87	A	1	silkurux2011:i087:A:1	44	43	P044-L016	chicken (adult female)	1	attested	kʰɛr	43	1	attested	khɛr	silkurux2011:i087:A:1		true	true	form_difference
87	B	1	silkurux2011:i087:B:1	44	43	P044-L017	chicken (adult female)	1	attested	xɛr	43	1	attested	xɛr	silkurux2011:i087:B:1		true	true	form_exact
87	C	1	silkurux2011:i087:C:1	44	43	P044-L017	chicken (adult female)	1	attested	xɛr	43	1	attested	xɛr	silkurux2011:i087:C:1		true	true	form_exact
87	D	1	silkurux2011:i087:D:1	44	43	P044-L017	chicken (adult female)	1	attested	xɛr	43	1	attested	xɛr	silkurux2011:i087:D:1		true	true	form_exact
87	E	1	silkurux2011:i087:E:1	44	43	P044-L017	chicken (adult female)	1	attested	xɛr	43	1	attested	xɛr	silkurux2011:i087:E:1		true	true	form_exact
87	0	1	silkurux2011:i087:0:1	44	43	P044-L018	chicken (adult female)	2	attested	murgi	43	2	attested	murɡi	silkurux2011:i087:0:1		true	true	form_difference
88	A	1	silkurux2011:i088:A:1	44	43	P044-L019	egg	1	attested	bi	43	1	attested	bi	silkurux2011:i088:A:1		true	true	form_exact
88	B	1	silkurux2011:i088:B:1	44	43	P044-L019	egg	1	attested	bi	43	1	attested	bi	silkurux2011:i088:B:1		true	true	form_exact
88	C	1	silkurux2011:i088:C:1	44	43	P044-L019	egg	1	attested	bi	43	1	attested	bi	silkurux2011:i088:C:1		true	true	form_exact
88	D	1	silkurux2011:i088:D:1	44	43	P044-L019	egg	1	attested	bi	43	1	attested	bi	silkurux2011:i088:D:1		true	true	form_exact
88	E	1	silkurux2011:i088:E:1	44	43	P044-L019	egg	1	attested	bi	43	1	attested	bi	silkurux2011:i088:E:1		true	true	form_exact
88	0	1	silkurux2011:i088:0:1	44	43	P044-L020	egg	2	attested	ɖim	43	2	unresolved	$im		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	A	1	silkurux2011:i089:A:1	44	43	P044-L021	fish	1	attested	indʒo	43	1	unresolved	ɪn$ʒo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	B	1	silkurux2011:i089:B:1	44	43	P044-L022	fish	1	attested	indʒo	43	1	unresolved	in$ʒo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	C	1	silkurux2011:i089:C:1	44	43	P044-L022	fish	1	attested	indʒo	43	1	unresolved	in$ʒo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	D	1	silkurux2011:i089:D:1	44	43	P044-L022	fish	1	attested	indʒo	43	1	unresolved	in$ʒo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	E	1	silkurux2011:i089:E:1	44	43	P044-L022	fish	1	attested	indʒo	43	1	unresolved	in$ʒo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
89	0	1	silkurux2011:i089:0:1	44	43	P044-L023	fish	2	attested	matʃʰ	43	2	attested	matʃh	silkurux2011:i089:0:1		true	true	form_difference
90	A	1	silkurux2011:i090:A:1	44	43	P044-L024	duck	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
90	B	1	silkurux2011:i090:B:1	44	43	P044-L025	duck	1	attested	gɛrɛ	43	1	attested	ɡɛɽɛ	silkurux2011:i090:B:1		true	true	form_difference
90	C	1	silkurux2011:i090:C:1	44	43	P044-L025	duck	1	attested	gɛrɛ	43	1	attested	ɡɛɽɛ	silkurux2011:i090:C:1		true	true	form_difference
90	D	1	silkurux2011:i090:D:1	44	43	P044-L025	duck	1	attested	gɛrɛ	43	1	attested	ɡɛɽɛ	silkurux2011:i090:D:1		true	true	form_difference
90	E	1	silkurux2011:i090:E:1	44	43	P044-L025	duck	1	attested	gɛrɛ	43	1	attested	ɡɛɽɛ	silkurux2011:i090:E:1		true	true	form_difference
90	0	1	silkurux2011:i090:0:1	44	43	P044-L026	duck	2	attested	haʃ	43	2	attested	haʃ	silkurux2011:i090:0:1		true	true	form_exact
91	A	1	silkurux2011:i091:A:1	44	43	P044-L027	bird	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
91	B	1	silkurux2011:i091:B:1	44	43	P044-L028	bird	1	attested	ora	43	1	attested	oɽa	silkurux2011:i091:B:1		true	true	form_difference
91	C	1	silkurux2011:i091:C:1	44	43	P044-L028	bird	1	attested	ora	43	1	attested	oɽa	silkurux2011:i091:C:1		true	true	form_difference
91	D	1	silkurux2011:i091:D:1	44	43	P044-L028	bird	1	attested	ora	43	1	attested	oɽa	silkurux2011:i091:D:1		true	true	form_difference
91	E	1	silkurux2011:i091:E:1	44	43	P044-L028	bird	1	attested	ora	43	1	attested	oɽa	silkurux2011:i091:E:1		true	true	form_difference
91	0	1	silkurux2011:i091:0:1	44	43	P044-L029	bird	2	attested	pakʰi	43	2	attested	pakhi	silkurux2011:i091:0:1		true	true	form_difference
92	A	1	silkurux2011:i092:A:1	44	43	P044-L030	insect	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
92	B	1	silkurux2011:i092:B:1	44	43	P044-L031	insect	1	attested	potʃgo	43	1	attested	potʃɡo	silkurux2011:i092:B:1		true	true	form_difference
92	C	1	silkurux2011:i092:C:1	44	43	P044-L031	insect	1	attested	potʃgo	43	1	attested	potʃɡo	silkurux2011:i092:C:1		true	true	form_difference
92	D	1	silkurux2011:i092:D:1	44	43	P044-L031	insect	1	attested	potʃgo	43	1	attested	potʃɡo	silkurux2011:i092:D:1		true	true	form_difference
92	E	1	silkurux2011:i092:E:1	44	43	P044-L031	insect	1	attested	potʃgo	43	1	attested	potʃɡo	silkurux2011:i092:E:1		true	true	form_difference
92	0	1	silkurux2011:i092:0:1	44	43	P044-L032	insect	2	attested	poka	43	2	attested	poka	silkurux2011:i092:0:1		true	true	form_exact
93	A	1	silkurux2011:i093:A:1	44	43	P044-L033	cockroach	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
93	B	1	silkurux2011:i093:B:1	44	43	P044-L034	cockroach	1	attested	umbalo	43	1	attested	umbalo	silkurux2011:i093:B:1		true	true	form_exact
93	C	1	silkurux2011:i093:C:1	44	43	P044-L034	cockroach	1	attested	umbalo	43	1	attested	umbalo	silkurux2011:i093:C:1		true	true	form_exact
93	D	1	silkurux2011:i093:D:1	44	43	P044-L034	cockroach	1	attested	umbalo	43	1	attested	umbalo	silkurux2011:i093:D:1		true	true	form_exact
93	E	1	silkurux2011:i093:E:1	44	43	P044-L035	cockroach	2	attested	iʃuŋ potʃgo	43	2	unresolved	iʃu! potʃɡo		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
93	0	1	silkurux2011:i093:0:1	44	43	P044-L036	cockroach	3	attested	tɛlapoka	43	3	attested	tɛlapoka	silkurux2011:i093:0:1		true	true	form_exact
94	A	1	silkurux2011:i094:A:1	44	43	P044-L037	bee	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
94	B	1	silkurux2011:i094:B:1	44	43	P044-L038	bee	1	attested	tini	43	1	attested	tini	silkurux2011:i094:B:1		true	true	form_exact
94	C	1	silkurux2011:i094:C:1	44	43	P044-L039	bee	2	attested	bʰau̯ro	43	2	attested	bhauɽo	silkurux2011:i094:C:1		true	true	form_difference
94	D	1	silkurux2011:i094:D:1	44	43	P044-L038	bee	1	attested	tini	43	1	attested	tini	silkurux2011:i094:D:1		true	true	form_exact
94	E	1	silkurux2011:i094:E:1	44	43	P044-L038	bee	1	attested	tini	43	1	attested	tini	silkurux2011:i094:E:1		true	true	form_exact
94	0	1	silkurux2011:i094:0:1	44	43	P044-L040	bee	3	attested	mou̯matʃʰi	43	3	attested	moum( atʃhi	silkurux2011:i094:0:1		true	true	form_difference
95	A	1	silkurux2011:i095:A:1	44	43	P044-L041	fly	0	blank		43	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
95	B	1	silkurux2011:i095:B:1	44	43	P044-L042	fly	1	attested	tiŋli	43	1	unresolved	tɪ!li		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
95	C	1	silkurux2011:i095:C:1	44	43	P044-L042	fly	1	attested	tiŋli	43	1	unresolved	tɪ!li		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
95	D	1	silkurux2011:i095:D:1	44	43	P044-L042	fly	1	attested	tiŋli	43	1	unresolved	tɪ!li		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
95	E	1	silkurux2011:i095:E:1	44	43	P044-L042	fly	1	attested	tiŋli	43	1	unresolved	tɪ!li		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
95	0	1	silkurux2011:i095:0:1	44	43	P044-L043	fly	2	attested	matʃʰi	43	2	attested	matʃhi	silkurux2011:i095:0:1		true	true	form_difference
96	A	1	silkurux2011:i096:A:1	44	43	P044-L045	spider	1	attested	məkərɛ	43	1	attested	məkəɾɑ	silkurux2011:i096:A:1		true	true	form_difference
96	A	2	silkurux2011:i096:A:2	44	43	P044-L047	spider	2	attested	məkərɛ	43	2	attested	məkəɾɑ	silkurux2011:i096:A:2		true	true	form_difference
96	B	1	silkurux2011:i096:B:1	44	43	P044-L044	spider	1	attested	makra	43	1	attested	makɾa	silkurux2011:i096:B:1		true	true	form_difference
96	C	1	silkurux2011:i096:C:1	44	43	P044-L044	spider	1	attested	makra	43	1	attested	makɾa	silkurux2011:i096:C:1		true	true	form_difference
96	D	1	silkurux2011:i096:D:1	44	43	P044-L044	spider	1	attested	makra	43	1	attested	makɾa	silkurux2011:i096:D:1		true	true	form_difference
96	E	1	silkurux2011:i096:E:1	44	43	P044-L044	spider	1	attested	makra	43	1	attested	makɾa	silkurux2011:i096:E:1		true	true	form_difference
96	0	1	silkurux2011:i096:0:1	44	43	P044-L046	spider	2	attested	makorʃa	43	2	attested	makorʃa	silkurux2011:i096:0:1		true	true	form_exact
97	A	1	silkurux2011:i097:A:1	44	43	P044-L048	ant	1	attested	pok	43	1	attested	pok	silkurux2011:i097:A:1		true	true	form_exact
97	B	1	silkurux2011:i097:B:1	44	43	P044-L048	ant	1	attested	pok	43	1	attested	pok	silkurux2011:i097:B:1		true	true	form_exact
97	C	1	silkurux2011:i097:C:1	44	43	P044-L048	ant	1	attested	pok	43	1	attested	pok	silkurux2011:i097:C:1		true	true	form_exact
97	D	1	silkurux2011:i097:D:1	44	43	P044-L048	ant	1	attested	pok	43	1	attested	pok	silkurux2011:i097:D:1		true	true	form_exact
97	E	1	silkurux2011:i097:E:1	44	43	P044-L048	ant	1	attested	pok	43	1	attested	pok	silkurux2011:i097:E:1		true	true	form_exact
97	0	1	silkurux2011:i097:0:1	44	43	P044-L049	ant	2	attested	pipra	43	2	attested	pipɽa	silkurux2011:i097:0:1		true	true	form_difference
98	A	1	silkurux2011:i098:A:1	44	43	P044-L050	mosquito	1	attested	bʰuʃɛri	43	1	attested	bhuʃəɾi	silkurux2011:i098:A:1		true	true	form_difference
98	B	1	silkurux2011:i098:B:1	44	43	P044-L051	mosquito	1	attested	buʃiri	43	1	attested	buʃiɾi	silkurux2011:i098:B:1		true	true	form_difference
98	C	1	silkurux2011:i098:C:1	44	43	P044-L052	mosquito	1	attested	buʃuri	43	1	attested	buʃuɾi	silkurux2011:i098:C:1		true	true	form_difference
98	D	1	silkurux2011:i098:D:1	44	43	P044-L052	mosquito	1	attested	buʃuri	43	1	attested	buʃuɾi	silkurux2011:i098:D:1		true	true	form_difference
98	E	1	silkurux2011:i098:E:1	44	43	P044-L052	mosquito	1	attested	buʃuri	43	1	attested	buʃuɾi	silkurux2011:i098:E:1		true	true	form_difference
98	0	1	silkurux2011:i098:0:1	44	43	P044-L053	mosquito	2	attested	moʃa	43	2	attested	m ʃa	silkurux2011:i098:0:1		true	true	form_difference
99	A	1	silkurux2011:i099:A:1	45	44	P045-L002	head	1	attested	kukʰ	44	1	attested	kukh	silkurux2011:i099:A:1		true	true	form_difference
99	B	1	silkurux2011:i099:B:1	45	44	P045-L001	head	1	attested	kukːu	44	1	unresolved	k'k%u		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
99	C	1	silkurux2011:i099:C:1	45	44	P045-L001	head	1	attested	kukːu	44	1	unresolved	k'k%u		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
99	D	1	silkurux2011:i099:D:1	45	44	P045-L001	head	1	attested	kukːu	44	1	unresolved	k'k%u		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
99	E	1	silkurux2011:i099:E:1	45	44	P045-L001	head	1	attested	kukːu	44	1	unresolved	k'k%u		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
99	0	1	silkurux2011:i099:0:1	45	44	P045-L003	head	2	attested	matʰa	44	2	attested	matha	silkurux2011:i099:0:1		true	true	form_difference
100	A	1	silkurux2011:i100:A:1	45	44	P045-L007	face	4	attested	tʃɛrɛ	44	4	attested	tʃɛɾɑ	silkurux2011:i100:A:1		true	true	form_difference
100	B	1	silkurux2011:i100:B:1	45	44	P045-L004	face	1	attested	galːɛ	44	1	unresolved	ɡal%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
100	C	1	silkurux2011:i100:C:1	45	44	P045-L004	face	1	attested	galːɛ	44	1	unresolved	ɡal%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
100	D	1	silkurux2011:i100:D:1	45	44	P045-L005	face	2	attested	bei	44	2	attested	bɑi	silkurux2011:i100:D:1		true	true	form_difference
100	E	1	silkurux2011:i100:E:1	45	44	P045-L004	face	1	attested	galːɛ	44	1	unresolved	ɡal%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
100	0	1	silkurux2011:i100:0:1	45	44	P045-L006	face	3	attested	mukʰ	44	3	attested	mukh	silkurux2011:i100:0:1		true	true	form_difference
101	A	1	silkurux2011:i101:A:1	45	44	P045-L008	neck	0	blank		44	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
101	B	1	silkurux2011:i101:B:1	45	44	P045-L009	neck	1	attested	xɛʃɛr	44	1	attested	xɛʃɛr	silkurux2011:i101:B:1		true	true	form_exact
101	C	1	silkurux2011:i101:C:1	45	44	P045-L009	neck	1	attested	xɛʃɛr	44	1	attested	xɛʃɛr	silkurux2011:i101:C:1		true	true	form_exact
101	D	1	silkurux2011:i101:D:1	45	44	P045-L009	neck	1	attested	xɛʃɛr	44	1	attested	xɛʃɛr	silkurux2011:i101:D:1		true	true	form_exact
101	E	1	silkurux2011:i101:E:1	45	44	P045-L009	neck	1	attested	xɛʃɛr	44	1	attested	xɛʃɛr	silkurux2011:i101:E:1		true	true	form_exact
101	0	1	silkurux2011:i101:0:1	45	44	P045-L010	neck	2	attested	gola	44	2	attested	ɡ la	silkurux2011:i101:0:1		true	true	form_difference
102	A	1	silkurux2011:i102:A:1	45	44	P045-L012	hair	1	attested	tʃuti	44	1	attested	tʃuti	silkurux2011:i102:A:1		true	true	form_exact
102	B	1	silkurux2011:i102:B:1	45	44	P045-L011	hair	1	attested	tʃutːi	44	1	unresolved	tʃut%i		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
102	C	1	silkurux2011:i102:C:1	45	44	P045-L011	hair	1	attested	tʃutːi	44	1	unresolved	tʃut%i		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
