entry_key	item	site_code	site_variant	role	language_id	dialect_id	status	form	gloss	physical_page	printed_page	line_id	disposition	reason
silkurux2011:i053:C:1	53	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ʈatxa	mango	42	41	P042-L016	staged_target	attested Kurux target-site form
silkurux2011:i053:D:1	53	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ʈatxa	mango	42	41	P042-L016	staged_target	attested Kurux target-site form
silkurux2011:i053:E:1	53	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ʈatxa	mango	42	41	P042-L016	staged_target	attested Kurux target-site form
silkurux2011:i053:0:1	53	0	1	control	B	kurux2011-0-bangla	attested	am	mango	42	41	P042-L018	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i054:A:1	54	A	1	target	Kurux	kurux2011-A-dima	attested	püp	flower	42	41	P042-L020	staged_target	attested Kurux target-site form
silkurux2011:i054:B:1	54	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	pup	flower	42	41	P042-L019	staged_target	attested Kurux target-site form
silkurux2011:i054:C:1	54	C	1	target	Kurux	kurux2011-C-boldipukur	attested	pup	flower	42	41	P042-L019	staged_target	attested Kurux target-site form
silkurux2011:i054:D:1	54	D	1	target	Kurux	kurux2011-D-lohanipara	attested	pup	flower	42	41	P042-L019	staged_target	attested Kurux target-site form
silkurux2011:i054:E:1	54	E	1	target	Kurux	kurux2011-E-dulhapur	attested	pup	flower	42	41	P042-L019	staged_target	attested Kurux target-site form
silkurux2011:i054:0:1	54	0	1	control	B	kurux2011-0-bangla	attested	ful	flower	42	41	P042-L021	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i055:A:1	55	A	1	target	Kurux	kurux2011-A-dima	blank		seed	42	41	P042-L022	excluded_blank	printed no-entry cell
silkurux2011:i055:B:1	55	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bit͜ʃi	seed	42	41	P042-L024	staged_target	attested Kurux target-site form
silkurux2011:i055:C:1	55	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bihini	seed	42	41	P042-L025	staged_target	attested Kurux target-site form
silkurux2011:i055:D:1	55	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bihini	seed	42	41	P042-L025	staged_target	attested Kurux target-site form
silkurux2011:i055:E:1	55	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bihini	seed	42	41	P042-L025	staged_target	attested Kurux target-site form
silkurux2011:i055:0:1	55	0	1	control	B	kurux2011-0-bangla	attested	bid͜ʒ	seed	42	41	P042-L023	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i056:A:1	56	A	1	target	Kurux	kurux2011-A-dima	blank		sugarcane	42	41	P042-L026	excluded_blank	printed no-entry cell
silkurux2011:i056:B:1	56	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	kusari	sugarcane	42	41	P042-L029	staged_target	attested Kurux target-site form
silkurux2011:i056:C:1	56	C	1	target	Kurux	kurux2011-C-boldipukur	attested	kuʃari	sugarcane	42	41	P042-L028	staged_target	attested Kurux target-site form
silkurux2011:i056:D:1	56	D	1	target	Kurux	kurux2011-D-lohanipara	attested	kuʃar	sugarcane	42	41	P042-L027	staged_target	attested Kurux target-site form
silkurux2011:i056:E:1	56	E	1	target	Kurux	kurux2011-E-dulhapur	blank		sugarcane	42	41	P042-L026	excluded_blank	printed no-entry cell
silkurux2011:i056:0:1	56	0	1	control	B	kurux2011-0-bangla	attested	akʰ	sugarcane	42	41	P042-L030	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i057:A:1	57	A	1	target	Kurux	kurux2011-A-dima	blank		betelnut	42	41	P042-L031	excluded_blank	printed no-entry cell
silkurux2011:i057:B:1	57	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ʃupari	betelnut	42	41	P042-L034	staged_target	attested Kurux target-site form
silkurux2011:i057:C:1	57	C	1	target	Kurux	kurux2011-C-boldipukur	attested	gua	betelnut	42	41	P042-L032	staged_target	attested Kurux target-site form
silkurux2011:i057:D:1	57	D	1	target	Kurux	kurux2011-D-lohanipara	attested	gua	betelnut	42	41	P042-L032	staged_target	attested Kurux target-site form
silkurux2011:i057:E:1	57	E	1	target	Kurux	kurux2011-E-dulhapur	attested	guɛ	betelnut	42	41	P042-L033	staged_target	attested Kurux target-site form
silkurux2011:i057:0:1	57	0	1	control	B	kurux2011-0-bangla	attested	ʃupari	betelnut	42	41	P042-L034	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i058:A:1	58	A	1	target	Kurux	kurux2011-A-dima	blank		lime for betelnut	42	41	P042-L035	excluded_blank	printed no-entry cell
silkurux2011:i058:B:1	58	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	t͜ʃunːa	lime for betelnut	42	41	P042-L037	staged_target	attested Kurux target-site form
silkurux2011:i058:C:1	58	C	1	target	Kurux	kurux2011-C-boldipukur	attested	t͜ʃunːa	lime for betelnut	42	41	P042-L037	staged_target	attested Kurux target-site form
silkurux2011:i058:D:1	58	D	1	target	Kurux	kurux2011-D-lohanipara	attested	t͜ʃunːa	lime for betelnut	42	41	P042-L037	staged_target	attested Kurux target-site form
silkurux2011:i058:E:1	58	E	1	target	Kurux	kurux2011-E-dulhapur	attested	t͜ʃunːɛ	lime for betelnut	42	41	P042-L038	staged_target	attested Kurux target-site form
silkurux2011:i058:0:1	58	0	1	control	B	kurux2011-0-bangla	attested	t͜ʃun	lime for betelnut	42	41	P042-L036	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i059:A:1	59	A	1	target	Kurux	kurux2011-A-dima	blank		liquor	42	41	P042-L039	excluded_blank	printed no-entry cell
silkurux2011:i059:B:1	59	B	1	target	Kurux	kurux2011-B-gabindanagar	blank		liquor	42	41	P042-L039	excluded_blank	printed no-entry cell
silkurux2011:i059:C:1	59	C	1	target	Kurux	kurux2011-C-boldipukur	attested	arkʰi	liquor	42	41	P042-L040	staged_target	attested Kurux target-site form
silkurux2011:i059:D:1	59	D	1	target	Kurux	kurux2011-D-lohanipara	attested	borɔɛ	liquor	42	41	P042-L041	staged_target	attested Kurux target-site form
silkurux2011:i059:E:1	59	E	1	target	Kurux	kurux2011-E-dulhapur	attested	arkʰi	liquor	42	41	P042-L040	staged_target	attested Kurux target-site form
silkurux2011:i059:0:1	59	0	1	control	B	kurux2011-0-bangla	attested	mɔd	liquor	42	41	P042-L042	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i060:A:1	60	A	1	target	Kurux	kurux2011-A-dima	attested	dudʰ	milk	42	41	P042-L043	staged_target	attested Kurux target-site form
silkurux2011:i060:B:1	60	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	dudʰi	milk	42	41	P042-L044	staged_target	attested Kurux target-site form
silkurux2011:i060:C:1	60	C	1	target	Kurux	kurux2011-C-boldipukur	attested	dudʰi	milk	42	41	P042-L044	staged_target	attested Kurux target-site form
silkurux2011:i060:D:1	60	D	1	target	Kurux	kurux2011-D-lohanipara	attested	dudʰi	milk	42	41	P042-L044	staged_target	attested Kurux target-site form
silkurux2011:i060:E:1	60	E	1	target	Kurux	kurux2011-E-dulhapur	attested	dudʰi	milk	42	41	P042-L044	staged_target	attested Kurux target-site form
silkurux2011:i060:0:1	60	0	1	control	B	kurux2011-0-bangla	attested	dudʰ	milk	42	41	P042-L043	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i061:A:1	61	A	1	target	Kurux	kurux2011-A-dima	attested	isuŋ	oil	42	41	P042-L047	staged_target	attested Kurux target-site form
silkurux2011:i061:B:1	61	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	isuŋ	oil	42	41	P042-L047	staged_target	attested Kurux target-site form
silkurux2011:i061:C:1	61	C	1	target	Kurux	kurux2011-C-boldipukur	attested	iʃuŋ	oil	42	41	P042-L046	staged_target	attested Kurux target-site form
silkurux2011:i061:D:1	61	D	1	target	Kurux	kurux2011-D-lohanipara	attested	iʃun	oil	42	41	P042-L045	staged_target	attested Kurux target-site form
silkurux2011:i061:E:1	61	E	1	target	Kurux	kurux2011-E-dulhapur	attested	iʃuŋ	oil	42	41	P042-L046	staged_target	attested Kurux target-site form
silkurux2011:i061:0:1	61	0	1	control	B	kurux2011-0-bangla	attested	tɛl	oil	42	41	P042-L048	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i062:A:1	62	A	1	target	Kurux	kurux2011-A-dima	attested	ɛhɛrɛ	meat	42	41	P042-L049	staged_target	attested Kurux target-site form
silkurux2011:i062:B:1	62	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ahɛra	meat	42	41	P042-L051	staged_target	attested Kurux target-site form
silkurux2011:i062:C:1	62	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ahara	meat	42	41	P042-L050	staged_target	attested Kurux target-site form
silkurux2011:i062:D:1	62	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ahara	meat	42	41	P042-L050	staged_target	attested Kurux target-site form
silkurux2011:i062:E:1	62	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ahara	meat	42	41	P042-L050	staged_target	attested Kurux target-site form
silkurux2011:i062:0:1	62	0	1	control	B	kurux2011-0-bangla	attested	maŋʃo	meat	42	41	P042-L052	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i063:A:1	63	A	1	target	Kurux	kurux2011-A-dima	attested	bɛⁱk	salt	42	41	P042-L054	staged_target	attested Kurux target-site form
silkurux2011:i063:B:1	63	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bɛk	salt	42	41	P042-L053	staged_target	attested Kurux target-site form
silkurux2011:i063:C:1	63	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bɛk	salt	42	41	P042-L053	staged_target	attested Kurux target-site form
silkurux2011:i063:D:1	63	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bɛk	salt	42	41	P042-L053	staged_target	attested Kurux target-site form
silkurux2011:i063:E:1	63	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bɛk	salt	42	41	P042-L053	staged_target	attested Kurux target-site form
silkurux2011:i063:0:1	63	0	1	control	B	kurux2011-0-bangla	attested	lɔbon / nun	salt	42	41	P042-L055	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i064:A:1	64	A	1	target	Kurux	kurux2011-A-dima	attested	pĩjɛd͜ʒ	onion	42	41	P042-L057	staged_target	attested Kurux target-site form
silkurux2011:i064:B:1	64	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	pɛad͜ʒ	onion	42	41	P042-L056	staged_target	attested Kurux target-site form
silkurux2011:i064:C:1	64	C	1	target	Kurux	kurux2011-C-boldipukur	attested	pɛad͜ʒ	onion	42	41	P042-L056	staged_target	attested Kurux target-site form
silkurux2011:i064:D:1	64	D	1	target	Kurux	kurux2011-D-lohanipara	attested	pɛad͜ʒ	onion	42	41	P042-L056	staged_target	attested Kurux target-site form
silkurux2011:i064:E:1	64	E	1	target	Kurux	kurux2011-E-dulhapur	attested	pɛad͜ʒ	onion	42	41	P042-L056	staged_target	attested Kurux target-site form
silkurux2011:i064:0:1	64	0	1	control	B	kurux2011-0-bangla	attested	pɛad͜ʒ	onion	42	41	P042-L056	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i065:A:1	65	A	1	target	Kurux	kurux2011-A-dima	attested	rɛsɛri	garlic	43	42	P043-L001	staged_target	attested Kurux target-site form
silkurux2011:i065:B:1	65	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	rasri	garlic	43	42	P043-L002	staged_target	attested Kurux target-site form
silkurux2011:i065:C:1	65	C	1	target	Kurux	kurux2011-C-boldipukur	attested	rasri	garlic	43	42	P043-L003	staged_target	attested Kurux target-site form
silkurux2011:i065:D:1	65	D	1	target	Kurux	kurux2011-D-lohanipara	attested	rasri	garlic	43	42	P043-L003	staged_target	attested Kurux target-site form
silkurux2011:i065:E:1	65	E	1	target	Kurux	kurux2011-E-dulhapur	attested	rasri	garlic	43	42	P043-L003	staged_target	attested Kurux target-site form
silkurux2011:i065:0:1	65	0	1	control	B	kurux2011-0-bangla	attested	rɔʃun	garlic	43	42	P043-L004	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i066:A:1	66	A	1	target	Kurux	kurux2011-A-dima	attested	mɛrt͜ʃɛⁱ	pepper	43	42	P043-L008	staged_target	attested Kurux target-site form
silkurux2011:i066:B:1	66	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	marit͜ʃa	pepper	43	42	P043-L006	staged_target	attested Kurux target-site form
silkurux2011:i066:B:2	66	B	2	target	Kurux	kurux2011-B-gabindanagar	attested	marit͜ʃa	pepper	43	42	P043-L009	staged_target	attested Kurux target-site form
silkurux2011:i066:C:1	66	C	1	target	Kurux	kurux2011-C-boldipukur	attested	mɛrt͜ʃa	pepper	43	42	P043-L005	staged_target	attested Kurux target-site form
silkurux2011:i066:D:1	66	D	1	target	Kurux	kurux2011-D-lohanipara	attested	mɛrt͜ʃa	pepper	43	42	P043-L005	staged_target	attested Kurux target-site form
silkurux2011:i066:E:1	66	E	1	target	Kurux	kurux2011-E-dulhapur	attested	mart͜ʃɛ	pepper	43	42	P043-L007	staged_target	attested Kurux target-site form
silkurux2011:i066:0:1	66	0	1	control	B	kurux2011-0-bangla	attested	morit͜ʃ	pepper	43	42	P043-L010	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i067:A:1	67	A	1	target	Kurux	kurux2011-A-dima	blank		elephant	43	42	P043-L011	excluded_blank	printed no-entry cell
silkurux2011:i067:B:1	67	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	hati	elephant	43	42	P043-L012	staged_target	attested Kurux target-site form
silkurux2011:i067:C:1	67	C	1	target	Kurux	kurux2011-C-boldipukur	attested	hati	elephant	43	42	P043-L012	staged_target	attested Kurux target-site form
silkurux2011:i067:D:1	67	D	1	target	Kurux	kurux2011-D-lohanipara	attested	hati	elephant	43	42	P043-L012	staged_target	attested Kurux target-site form
silkurux2011:i067:E:1	67	E	1	target	Kurux	kurux2011-E-dulhapur	attested	hati	elephant	43	42	P043-L012	staged_target	attested Kurux target-site form
silkurux2011:i067:0:1	67	0	1	control	B	kurux2011-0-bangla	attested	hati	elephant	43	42	P043-L012	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i068:A:1	68	A	1	target	Kurux	kurux2011-A-dima	blank		tiger	43	42	P043-L013	excluded_blank	printed no-entry cell
silkurux2011:i068:B:1	68	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	lakra	tiger	43	42	P043-L014	staged_target	attested Kurux target-site form
silkurux2011:i068:C:1	68	C	1	target	Kurux	kurux2011-C-boldipukur	attested	lakra	tiger	43	42	P043-L014	staged_target	attested Kurux target-site form
silkurux2011:i068:D:1	68	D	1	target	Kurux	kurux2011-D-lohanipara	attested	lakra	tiger	43	42	P043-L014	staged_target	attested Kurux target-site form
silkurux2011:i068:E:1	68	E	1	target	Kurux	kurux2011-E-dulhapur	attested	lakra	tiger	43	42	P043-L014	staged_target	attested Kurux target-site form
silkurux2011:i068:0:1	68	0	1	control	B	kurux2011-0-bangla	attested	bagʰ	tiger	43	42	P043-L015	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i069:A:1	69	A	1	target	Kurux	kurux2011-A-dima	blank		bear	43	42	P043-L016	excluded_blank	printed no-entry cell
silkurux2011:i069:B:1	69	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bʰaluk	bear	43	42	P043-L018	staged_target	attested Kurux target-site form
silkurux2011:i069:C:1	69	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bʰalu	bear	43	42	P043-L017	staged_target	attested Kurux target-site form
silkurux2011:i069:D:1	69	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bʰalu	bear	43	42	P043-L017	staged_target	attested Kurux target-site form
silkurux2011:i069:E:1	69	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bʰaluk	bear	43	42	P043-L018	staged_target	attested Kurux target-site form
silkurux2011:i069:0:1	69	0	1	control	B	kurux2011-0-bangla	attested	bʰaluk	bear	43	42	P043-L018	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i070:A:1	70	A	1	target	Kurux	kurux2011-A-dima	blank		deer	43	42	P043-L019	excluded_blank	printed no-entry cell
silkurux2011:i070:B:1	70	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	horin	deer	43	42	P043-L022	staged_target	attested Kurux target-site form
silkurux2011:i070:C:1	70	C	1	target	Kurux	kurux2011-C-boldipukur	attested	hɛrin	deer	43	42	P043-L020	staged_target	attested Kurux target-site form
silkurux2011:i070:D:1	70	D	1	target	Kurux	kurux2011-D-lohanipara	attested	harin	deer	43	42	P043-L021	staged_target	attested Kurux target-site form
silkurux2011:i070:E:1	70	E	1	target	Kurux	kurux2011-E-dulhapur	attested	horin	deer	43	42	P043-L022	staged_target	attested Kurux target-site form
silkurux2011:i070:0:1	70	0	1	control	B	kurux2011-0-bangla	attested	horin	deer	43	42	P043-L022	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i071:A:1	71	A	1	target	Kurux	kurux2011-A-dima	attested	bəndər	monkey	43	42	P043-L024	staged_target	attested Kurux target-site form
silkurux2011:i071:A:2	71	A	2	target	Kurux	kurux2011-A-dima	attested	bəndər	monkey	43	42	P043-L026	staged_target	attested Kurux target-site form
silkurux2011:i071:B:1	71	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bandra	monkey	43	42	P043-L023	staged_target	attested Kurux target-site form
silkurux2011:i071:C:1	71	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bandra	monkey	43	42	P043-L023	staged_target	attested Kurux target-site form
silkurux2011:i071:D:1	71	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bandra	monkey	43	42	P043-L023	staged_target	attested Kurux target-site form
silkurux2011:i071:E:1	71	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bandra	monkey	43	42	P043-L023	staged_target	attested Kurux target-site form
silkurux2011:i071:0:1	71	0	1	control	B	kurux2011-0-bangla	attested	banor	monkey	43	42	P043-L025	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i072:A:1	72	A	1	target	Kurux	kurux2011-A-dima	blank		rabbit	43	42	P043-L027	excluded_blank	printed no-entry cell
silkurux2011:i072:B:1	72	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	kʰɛrxa	rabbit	43	42	P043-L029	staged_target	attested Kurux target-site form
silkurux2011:i072:C:1	72	C	1	target	Kurux	kurux2011-C-boldipukur	attested	kʰɛrha	rabbit	43	42	P043-L028	staged_target	attested Kurux target-site form
silkurux2011:i072:D:1	72	D	1	target	Kurux	kurux2011-D-lohanipara	attested	kʰɛrha	rabbit	43	42	P043-L028	staged_target	attested Kurux target-site form
silkurux2011:i072:E:1	72	E	1	target	Kurux	kurux2011-E-dulhapur	attested	kʰɛrha	rabbit	43	42	P043-L028	staged_target	attested Kurux target-site form
silkurux2011:i072:0:1	72	0	1	control	B	kurux2011-0-bangla	attested	kʰɔrgoʃ	rabbit	43	42	P043-L030	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i073:A:1	73	A	1	target	Kurux	kurux2011-A-dima	attested	nɛr	snake	43	42	P043-L031	staged_target	attested Kurux target-site form
silkurux2011:i073:B:1	73	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	nɛrɛ	snake	43	42	P043-L032	staged_target	attested Kurux target-site form
silkurux2011:i073:C:1	73	C	1	target	Kurux	kurux2011-C-boldipukur	attested	nɛrɛ	snake	43	42	P043-L032	staged_target	attested Kurux target-site form
silkurux2011:i073:D:1	73	D	1	target	Kurux	kurux2011-D-lohanipara	attested	nɛrɛ	snake	43	42	P043-L032	staged_target	attested Kurux target-site form
silkurux2011:i073:E:1	73	E	1	target	Kurux	kurux2011-E-dulhapur	attested	nɛrɛ	snake	43	42	P043-L032	staged_target	attested Kurux target-site form
silkurux2011:i073:0:1	73	0	1	control	B	kurux2011-0-bangla	attested	ʃap	snake	43	42	P043-L033	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i074:A:1	74	A	1	target	Kurux	kurux2011-A-dima	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i074:B:1	74	B	1	target	Kurux	kurux2011-B-gabindanagar	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i074:C:1	74	C	1	target	Kurux	kurux2011-C-boldipukur	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i074:D:1	74	D	1	target	Kurux	kurux2011-D-lohanipara	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i074:E:1	74	E	1	target	Kurux	kurux2011-E-dulhapur	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i074:0:1	74	0	1	control	B	kurux2011-0-bangla	not_used		crocodile	43	42	P043-L034	excluded_not_used	item printed [not used] for all sites
silkurux2011:i075:A:1	75	A	1	target	Kurux	kurux2011-A-dima	blank		house lizard	43	42	P043-L035	excluded_blank	printed no-entry cell
silkurux2011:i075:B:1	75	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	tɛtiŋga	house lizard	43	42	P043-L036	staged_target	attested Kurux target-site form
silkurux2011:i075:C:1	75	C	1	target	Kurux	kurux2011-C-boldipukur	attested	tiktikki	house lizard	43	42	P043-L037	staged_target	attested Kurux target-site form
silkurux2011:i075:D:1	75	D	1	target	Kurux	kurux2011-D-lohanipara	attested	tɛtiŋga	house lizard	43	42	P043-L036	staged_target	attested Kurux target-site form
silkurux2011:i075:E:1	75	E	1	target	Kurux	kurux2011-E-dulhapur	attested	tiktikki	house lizard	43	42	P043-L037	staged_target	attested Kurux target-site form
silkurux2011:i075:0:1	75	0	1	control	B	kurux2011-0-bangla	attested	tiktikki	house lizard	43	42	P043-L037	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i076:A:1	76	A	1	target	Kurux	kurux2011-A-dima	blank		turtle	43	42	P043-L038	excluded_blank	printed no-entry cell
silkurux2011:i076:B:1	76	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	katʃʰu̯a	turtle	43	42	P043-L039	staged_target	attested Kurux target-site form
silkurux2011:i076:C:1	76	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ɛkːa	turtle	43	42	P043-L041	staged_target	attested Kurux target-site form
silkurux2011:i076:D:1	76	D	1	target	Kurux	kurux2011-D-lohanipara	attested	katʃʰu̯a	turtle	43	42	P043-L039	staged_target	attested Kurux target-site form
silkurux2011:i076:D:2	76	D	2	target	Kurux	kurux2011-D-lohanipara	attested	ɛkːa	turtle	43	42	P043-L041	staged_target	attested Kurux target-site form
silkurux2011:i076:E:1	76	E	1	target	Kurux	kurux2011-E-dulhapur	attested	katʃʰu̯ɛ	turtle	43	42	P043-L040	staged_target	attested Kurux target-site form
silkurux2011:i076:0:1	76	0	1	control	B	kurux2011-0-bangla	attested	kɔttʃʰop	turtle	43	42	P043-L042	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i077:A:1	77	A	1	target	Kurux	kurux2011-A-dima	blank		frog	43	42	P043-L043	excluded_blank	printed no-entry cell
silkurux2011:i077:B:1	77	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bæŋ	frog	43	42	P043-L045	staged_target	attested Kurux target-site form
silkurux2011:i077:C:1	77	C	1	target	Kurux	kurux2011-C-boldipukur	attested	muxa	frog	43	42	P043-L044	staged_target	attested Kurux target-site form
silkurux2011:i077:D:1	77	D	1	target	Kurux	kurux2011-D-lohanipara	attested	muxa	frog	43	42	P043-L044	staged_target	attested Kurux target-site form
silkurux2011:i077:E:1	77	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bæŋ	frog	43	42	P043-L045	staged_target	attested Kurux target-site form
silkurux2011:i077:0:1	77	0	1	control	B	kurux2011-0-bangla	attested	bæŋ	frog	43	42	P043-L045	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i078:A:1	78	A	1	target	Kurux	kurux2011-A-dima	attested	ɛlːɛ	dog	43	42	P043-L046	staged_target	attested Kurux target-site form
silkurux2011:i078:B:1	78	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	alːa	dog	43	42	P043-L047	staged_target	attested Kurux target-site form
silkurux2011:i078:C:1	78	C	1	target	Kurux	kurux2011-C-boldipukur	attested	alːa	dog	43	42	P043-L047	staged_target	attested Kurux target-site form
silkurux2011:i078:D:1	78	D	1	target	Kurux	kurux2011-D-lohanipara	attested	alːa	dog	43	42	P043-L047	staged_target	attested Kurux target-site form
silkurux2011:i078:E:1	78	E	1	target	Kurux	kurux2011-E-dulhapur	attested	alːa	dog	43	42	P043-L047	staged_target	attested Kurux target-site form
silkurux2011:i078:0:1	78	0	1	control	B	kurux2011-0-bangla	attested	kukur	dog	43	42	P043-L048	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i079:A:1	79	A	1	target	Kurux	kurux2011-A-dima	blank		cat	43	42	P043-L049	excluded_blank	printed no-entry cell
silkurux2011:i079:B:1	79	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bɛrxa	cat	43	42	P043-L050	staged_target	attested Kurux target-site form
silkurux2011:i079:C:1	79	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bɛrxa	cat	43	42	P043-L050	staged_target	attested Kurux target-site form
silkurux2011:i079:D:1	79	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bɛrxa	cat	43	42	P043-L050	staged_target	attested Kurux target-site form
silkurux2011:i079:E:1	79	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bɛrxa	cat	43	42	P043-L050	staged_target	attested Kurux target-site form
silkurux2011:i079:0:1	79	0	1	control	B	kurux2011-0-bangla	attested	biral	cat	43	42	P043-L051	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i080:A:1	80	A	1	target	Kurux	kurux2011-A-dima	attested	ɛdo	cow	43	42	P043-L052	staged_target	attested Kurux target-site form
silkurux2011:i080:B:1	80	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	aɖːo	cow	43	42	P043-L053	staged_target	attested Kurux target-site form
silkurux2011:i080:C:1	80	C	1	target	Kurux	kurux2011-C-boldipukur	attested	aɖːo	cow	43	42	P043-L053	staged_target	attested Kurux target-site form
silkurux2011:i080:D:1	80	D	1	target	Kurux	kurux2011-D-lohanipara	attested	aɖːo	cow	43	42	P043-L053	staged_target	attested Kurux target-site form
silkurux2011:i080:E:1	80	E	1	target	Kurux	kurux2011-E-dulhapur	attested	aɖːo	cow	43	42	P043-L053	staged_target	attested Kurux target-site form
silkurux2011:i080:0:1	80	0	1	control	B	kurux2011-0-bangla	attested	goru	cow	43	42	P043-L054	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i081:A:1	81	A	1	target	Kurux	kurux2011-A-dima	attested	məŋkʰɛ	buffalo	43	42	P043-L056	staged_target	attested Kurux target-site form
silkurux2011:i081:B:1	81	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	manxa	buffalo	43	42	P043-L055	staged_target	attested Kurux target-site form
silkurux2011:i081:C:1	81	C	1	target	Kurux	kurux2011-C-boldipukur	attested	manxa	buffalo	43	42	P043-L055	staged_target	attested Kurux target-site form
silkurux2011:i081:D:1	81	D	1	target	Kurux	kurux2011-D-lohanipara	attested	manxa	buffalo	43	42	P043-L055	staged_target	attested Kurux target-site form
silkurux2011:i081:E:1	81	E	1	target	Kurux	kurux2011-E-dulhapur	attested	manxa	buffalo	43	42	P043-L055	staged_target	attested Kurux target-site form
silkurux2011:i081:0:1	81	0	1	control	B	kurux2011-0-bangla	attested	mohiʃ	buffalo	43	42	P043-L057	excluded_control	standard Bangla comparison control retained audit-only
